"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2017","direct migration background","West Germany","20561.21","17452.07","6168","8568","12400","24515.33","35240.5","69995.34","20214.44","20907.98","0","403821.34","13600","14114.5830078125"
"2017","indirect migration background","East Germany","18867.45","17023.01","115","6021","12761.3","21109.05","31447.33","53975","17023.43","20711.47","4152","53975","13872","17193.5"
"2017","indirect migration background","West Germany","22573.75","18905.64","1722","9400.77","13661","27270.5","38449.5","73938.66","21735.9","23411.6","0","396580.97","17999","19134.666015625"
"2017","no migration background","East Germany","20710.33","18976.36","5232","10228","14364","24897.22","32388.67","57556","20408.82","21011.84","228","201358","18752","19363.5"
"2017","no migration background","West Germany","26982.93","23744.29","15466","12251.67","17166","31877","43344","86744","26661.27","27304.59","0","694486","23831.333984375","24306.333984375"
"2018","direct migration background","East Germany","17303.27","14888.02","885","4848","9877.86","23388.67","32109.33","60682.67","16712.4","17894.14","0","81067","9350","10426.6669921875"
"2018","direct migration background","West Germany","20803.97","18047.33","7223","8780","12800","24974","34906","76694","20522.87","21085.07","0","303295.56","12727.1435546875","13176"
"2018","indirect migration background","East Germany","19524.37","17970.79","128","10630","12761.6","21378.5","29215.33","57336","17882.04","21166.7","2600","57336","15382.6669921875","19545"
"2018","indirect migration background","West Germany","23547.7","19957.78","1691","9480","14733.33","26984.4","38343.33","80738","22483.38","24612.02","436","656863.31","18555.71484375","19587"
"2018","no migration background","East Germany","21315.71","19180.29","5140","10384","14606","25357.33","33365","59610","20965.78","21665.64","298","334026.66","19084","19682"
"2018","no migration background","West Germany","27680.6","24386","14823","12842","18029","32775.33","43558","84309","27348.16","28013.04","0","755578","24136.25","24559"
"2019","direct migration background","East Germany","18246.97","15483.99","764","7494","9720.56","21528","31560.67","82108","17302.34","19191.6","0","191472","10160","11104.7626953125"
"2019","direct migration background","West Germany","22509.36","19093.38","6496","9372","13530","26533","37806","74812.66","22000.96","23017.76","0","754144","12905","13462.857421875"
"2019","indirect migration background","East Germany","23662.29","20124.52","135","12249.44","17302.8","26667.22","34953.33","62938","17167.4","30157.18","3920","289348.41","18571","23404.58203125"
"2019","indirect migration background","West Germany","24829.65","20984.56","1641","11056","15102.76","30219","40218.67","85875.34","22790.49","26868.81","2018","739798.69","20730.333984375","21873.666015625"
"2019","no migration background","East Germany","22623.67","20901.21","5236","10851","15385","27375","34364","71248","21871.03","23376.31","0","581500.69","21253.333984375","21958.400390625"
"2019","no migration background","West Germany","28737.48","25219.5","15316","13343.33","18444.5","33759.52","45800.67","86154","28023.26","29451.7","0","3103392","26466","27008"
