"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","11695.75","10296.38","1367","6417.39","8167","13530.4","16792.78","36020","11321.62","12069.88","1306.67","169250","9870.6669921875","10515"
"1985","Employed","Urban Area","12211.72","11369.33","5487","6799","8754.8","14385","17952.86","31853.89","12062.88","12360.56","501","162146","10708","10967.22265625"
"1985","Not Employed","Rural Area","8770.44","8317.33","917","4469","6136","10737.33","14168","21315","8518.16","9022.72","0","36020","7925","8493.478515625"
"1985","Not Employed","Urban Area","9655.72","8762.56","3316","4951","6593.33","11626","14948.4","27084","9486.6","9824.84","0","79317.78","8203.3330078125","8541.6669921875"
"1986","Employed","Rural Area","11891.76","10696.9","1371","6574.76","8346.67","14105.2","17653.5","30810.67","11579.76","12203.76","393","86342","10398.6669921875","10830.6669921875"
"1986","Employed","Urban Area","12467.78","11740.24","5327","7024.67","9165","14712","18243.33","29032","12326.75","12608.81","1644","123372","11085","11335.3330078125"
"1986","Not Employed","Rural Area","9163.94","8425","814","4726.67","6286","10792.22","13952.67","22342.67","8828.32","9499.56","236.15","86342","8135.2001953125","8716"
"1986","Not Employed","Urban Area","9590.31","8682","3131","4999.33","6520.67","11576","15035.33","26253","9424.99","9755.63","0","56464","8374.7626953125","8682"
"1987","Employed","Rural Area","12120.65","11129.41","1390","6988.67","8814.5","14474.5","17775","28400","11835.37","12405.93","1379","72272.66","10755.3330078125","11438.6669921875"
"1987","Employed","Urban Area","13193.75","12247","5324","7673.08","9553.33","15462.67","19230","32969","13044.54","13342.96","825","87875","11607.22265625","11917.3330078125"
"1987","Not Employed","Rural Area","9370.9","8679.91","770","5135","6543.71","11185.5","14313.6","22366","9086.68","9655.12","236.15","28033.33","8363.3330078125","9030.263671875"
"1987","Not Employed","Urban Area","10164.19","9272.5","3029","5407","6980.67","12203.89","16068","27963.33","9984.84","10343.54","0","61574","8926","9272.5"
"1988","Employed","Rural Area","12510.59","11756.17","1320","7071","9261.2","14651.33","18546.06","27989.33","12245.84","12775.34","2380","35657.33","11229.3330078125","11780.400390625"
"1988","Employed","Urban Area","13719.94","12607.02","5130","7839","9977.5","16207.39","20509.45","33764.67","13560.17","13879.71","744","101558.66","11791.7861328125","12043.3330078125"
"1988","Not Employed","Rural Area","9600.63","8841.39","704","5115.24","6615.33","11892.67","14847","22676.4","9289.44","9911.82","870","35657.33","8688.6669921875","9372"
"1988","Not Employed","Urban Area","10411.31","9474.38","2868","5546.67","7165.5","12530","15836","30960.67","10219.59","10603.03","0","83248","9134.6669921875","9471.6669921875"
"1989","Employed","Rural Area","13496.22","12552","1251","7990","9865","15694.67","19591.2","37606.67","13189.52","13802.92","666","74005.72","12124.6669921875","12625.65234375"
"1989","Employed","Urban Area","14451.2","13234","5019","8139.33","10359.6","16777.2","21154.5","40244.8","14266.7","14635.7","727","135049","12398.400390625","12653.3330078125"
"1989","Not Employed","Rural Area","10104.19","9385","672","4969","7104.07","12532.67","15653","23256.67","9774.45","10433.93","1226.92","39989.5","9247.826171875","9944.2861328125"
"1989","Not Employed","Urban Area","11000.38","9924","2767","5831.33","7465.33","13103.6","16952","34898.67","10785.92","11214.84","0","113948","9477.87890625","9889.0478515625"
"1990","Employed","Rural Area","13872.04","13185.51","1251","8139","9699","16372.78","20612.38","34578.67","13542.2","14201.88","1508","80026","12454.6669921875","13288.6669921875"
"1990","Employed","Urban Area","14943.53","13615.6","4921","8299.43","10748","17297.33","22204.29","39710","14732.91","15154.15","693","148122","12800","13126"
"1990","Not Employed","Rural Area","10483.83","9750.77","667","5313","7006","12782","16066","32082","10104.44","10863.22","0","40397.6","9356.6669921875","10036.6669921875"
"1990","Not Employed","Urban Area","11473.13","10227.25","2678","6185","7836","13619.5","17535","35355.33","11244.36","11701.9","0","123478","9783.3330078125","10214"
"1991","Employed","Rural Area","14772.91","14012.11","1280","8727.5","10458.26","17213.33","21452.86","36154","14444.99","15100.83","1784","85482.78","13327.2001953125","14253.2001953125"
"1991","Employed","Urban Area","16237.01","14745","4917","8945.36","11443.57","19183.33","24331.91","43291.33","16026.88","16447.14","1457","130243","13728.5","14132.5712890625"
"1991","Not Employed","Rural Area","10998.78","10041.6","672","5743","7528","13536","17077","27096.11","10583.36","11414.2","1278","85482.78","9818","10684.5"
"1991","Not Employed","Urban Area","12210.27","11012.63","2597","6224","8256.5","14851.33","19544","36287.33","11981.04","12439.5","6.67","58598","10537.619140625","11028"
"1992","Employed","Rural Area","13245.92","12022","3096","7210.48","9226.19","16098.33","20742","33543.2","13064.99","13426.85","2173","54479","10951.3330078125","11327.5"
"1992","Employed","Urban Area","16299.71","14639.12","5927","8608.28","11219.5","19680.67","24622","42136.52","16100.03","16499.39","763","170548.67","13662.6669921875","14020"
"1992","Not Employed","Rural Area","9893.27","8763.05","1345","5154.67","6603.33","12249","15850","24407.5","9663.34","10123.2","149","34750.8","8490.4765625","8881.111328125"
"1992","Not Employed","Urban Area","12552.55","11284.49","2904","6218.67","8234","15121.33","20363.04","35665.71","12325.19","12779.91","0","92274","10824","11215"
"1993","Employed","Rural Area","14790.61","13456.11","2906","8387.14","10400","17237","22425.2","41172","14571.07","15010.15","848","66014","12496","12932"
"1993","Employed","Urban Area","17427.85","15801.03","5827","9240","12045.6","20878","26792.67","46029","17229.18","17626.52","1483","122986.12","14774.7998046875","15034.6669921875"
"1993","Not Employed","Rural Area","10756.64","9708","1494","5846","7270.48","12939.29","16863.81","30006","10509.78","11003.5","0","63468.5","9340.7998046875","9867"
"1993","Not Employed","Urban Area","12816.03","11518.49","2951","6656","8612.67","15355.33","20221.6","37685.24","12583.08","13048.98","0","81682","10979","11461.6669921875"
"1994","Employed","Rural Area","15679.34","14204.02","2806","9035.33","11211.3","18262.5","23094","40342.67","15431.13","15927.55","1654.29","102068.5","13503.8896484375","14028.095703125"
"1994","Employed","Urban Area","18262.72","16569.5","5549","9779.5","12617.5","21687.5","28283.33","44950.67","18049.87","18475.57","1527.33","128759","15456.95703125","15905.2392578125"
