"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","12016.88","11022.67","5678","6903.2","8625","14082.61","17791.33","30007.33","11874.67","12159.09","1545.5","94603","10548","10847"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","10894.68","9834.64","1890","5584.62","7619.67","12736.11","16693.04","32816.5","10638.77","11150.59","477.33","75777.34","9341.875","9765"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","9061.59","8210.98","4663","4632","6166","10872","13944.35","25565.33","8912.03","9211.15","0","113745.34","7863.33349609375","8139.5"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","12571.19","11509.52","4986","7061.82","9016","14656.67","18215","35505.33","12398.64","12743.74","1618","169250","10909.3330078125","11182"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","10919.99","10110.4","1868","5611","7787.39","13061.11","16282.17","30848.67","10693.39","11146.59","501","51862.67","9604.4443359375","10107.3330078125"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","9437.73","8639.18","4233","4854","6464.29","11310","14713","25708","9294.32","9581.14","0","79317.78","8199.3330078125","8449.0478515625"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","12767.13","11918.67","4865","7318.26","9334","14967.78","18601.6","30504.29","12610.57","12923.69","1848.5","123372","11262.3076171875","11561.3330078125"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","11246.4","10433.56","1833","6084.5","8115.71","13623","16947.33","28138.67","11028.51","11464.29","393","48518","10040.400390625","10398.6669921875"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","9491.17","8630.2","3945","4949.33","6477.83","11484","14770.48","25308","9342.86","9639.48","0","86342","8367.7783203125","8655.2001953125"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","13497.68","12465.32","4899","7906.4","9783.43","15776","19727.67","32419.53","13339.6","13655.76","1379","87875","11909","12176"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","11548.61","10939.11","1815","6227","8310.48","13751.33","17211.6","31618.8","11316.86","11780.36","825","72272.66","10340","10777.7783203125"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","9982.99","9106.4","3799","5338.67","6908.67","12017","15671.5","26136.11","9828.7","10137.28","0","61574","8874","9153"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","13968.37","12844","4602","8183.33","10238.89","16461","20646.67","33288.67","13804.15","14132.59","1993.48","83425","12109.5244140625","12436"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","12188.58","11204.51","1848","6582","8766","14408","18564.5","30436.67","11939.1","12438.06","744","101558.66","10748","11071.2119140625"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","10229.96","9386.32","3572","5464","7063","12310.67","15674.67","29897","10064.16","10395.76","0","83248","9062","9415.2001953125"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","14746.47","13456","4556","8494.44","10690","17003.33","21191","40743.33","14556.49","14936.45","2361.11","135049","12682.6669921875","12972"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","12940.56","11812.98","1714","6796.19","9062.5","15377.5","19349.33","36412.5","12651.04","13230.08","666","83511.67","11160","11652.22265625"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","10798.79","9815.86","3439","5689.33","7336","12916.19","16648","30906","10614.52","10983.06","0","113948","9477.87890625","9833.0439453125"
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","15316.53","14073.14","4439","8796","11080","17648","22404.67","39348","15093.43","15539.63","1865.33","148122","13220","13562.173828125"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","13216.37","12075.2","1733","6955.33","9408.67","15577.5","19775.71","37840","12927.92","13504.82","693","72879.5","11459.5","12013.2001953125"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","11246.07","10082.53","3345","5894","7694","13365.33","17297","33976","11047.77","11444.37","0","123478","9764.783203125","10082"
"1990","Not Employed","Part Time","","","","","","","","","","","","","",""
"1991","Employed","Full Time","16519.32","15044.4","4436","9488.75","11745.71","19390","24305.24","43291.33","16300.76","16737.88","1784","130243","14142","14546"
"1991","Employed","Not Working","","","","","","","","","","","","","",""
"1991","Employed","Part Time","14429.96","13043.94","1761","7353.33","10061.67","17160.67","21981.43","39398","14122.97","14736.95","1457","77944","12485.3330078125","13022"
"1991","Not Employed","Full Time","","","","","","","","","","","","","",""
"1991","Not Employed","Not Working","11927.28","10686.52","3269","6018.67","8072","14565.2","19138.5","33740","11725.87","12128.69","6.67","85482.78","10482.7783203125","10902"
"1991","Not Employed","Part Time","","","","","","","","","","","","","",""
"1992","Employed","Full Time","15870.7","14312.18","6605","8570.48","10966.11","19278.4","24134.29","40535","15695.01","16046.39","2304.67","170548.67","13083.3330078125","13394"
"1992","Employed","Not Working","","","","","","","","","","","","","",""
"1992","Employed","Part Time","13995.79","12715.87","2510","6850","9298","16852.5","22000.5","36315","13733.27","14258.31","763","115850","11494","12040.400390625"
"1992","Not Employed","Full Time","","","","","","","","","","","","","",""
"1992","Not Employed","Not Working","11745.1","10605.33","4276","5775","7516","14288","19462","33040","11570.8","11919.4","0","92274","10054.783203125","10437.3330078125"
"1992","Not Employed","Part Time","","","","","","","","","","","","","",""
"1993","Employed","Full Time","17222.61","15561.5","6269","9460.56","11990.56","20372","25786.4","46029","17040","17405.22","3399.33","122986.12","14300.5","14630.4765625"
"1993","Employed","Not Working","","","","","","","","","","","","","",""
"1993","Employed","Part Time","15242.37","13701.43","2464","7721.11","10218","18268.33","24466","44792.67","14965.05","15519.69","848","122986.12","12741.5","13366.111328125"
"1993","Not Employed","Full Time","","","","","","","","","","","","","",""
"1993","Not Employed","Not Working","12170.8","10909.12","4445","6332","8114","14486.67","19246","35480","11993.03","12348.57","0","81682","10407.3330078125","10705.2001953125"
"1993","Not Employed","Part Time","","","","","","","","","","","","","",""
"1994","Employed","Full Time","18077.63","16489.16","5985","10144","12716.5","21353","27581.33","44731.33","17883.8","18271.46","1654.29","126533","15195.65234375","15524.6162109375"
"1994","Employed","Not Working","","","","","","","","","","","","","",""
"1994","Employed","Part Time","16095.27","14146.42","2370","7990.67","10772.22","18947.33","25770.4","44616.67","15783.94","16406.6","1527.33","128759","13209.3330078125","13824.2861328125"
"1994","Not Employed","Full Time","","","","","","","","","","","","","",""
"1994","Not Employed","Not Working","12879.12","11689","4589","6650.5","8790","15398","20156","37272","12701.11","13057.13","0","102068.5","11298.75","11632.6669921875"
"1994","Not Employed","Part Time","","","","","","","","","","","","","",""
"1995","Employed","Full Time","18213.69","16545.33","5918","9988","12804.67","21386","27881","45010.77","18019.79","18407.59","2322.86","118529.45","15328","15655"
"1995","Employed","Not Working","","","","","","","","","","","","","",""
"1995","Employed","Part Time","15817.79","14249.85","2614","7682.4","10600.87","18500.95","25828.4","46779.2","15512.58","16123","1227","118529.45","13310","13782.916015625"
"1995","Not Employed","Full Time","","","","","","","","","","","","","",""
"1995","Not Employed","Not Working","13141.47","11785.07","4838","6599.33","8882","15480","20569.33","35917.33","12958.16","13324.78","0","125661","11354.2861328125","11626.6669921875"
"1995","Not Employed","Part Time","","","","","","","","","","","","","",""
"1996","Employed","Full Time","18548.09","16766.5","5753","10413","12996.4","21893.33","28498","47445.33","18336.18","18760","2505","193088","15654.6669921875","16035"
"1996","Employed","Not Working","","","","","","","","","","","","","",""
"1996","Employed","Part Time","16036.69","14395.13","2701","7853","10826.92","18831.2","24889","46442.67","15736.08","16337.3","807","174217.33","13516.666015625","14028"
"1996","Not Employed","Full Time","","","","","","","","","","","","","",""
"1996","Not Employed","Not Working","13578.6","12351.38","4671","6855","9366.25","16163.48","21100","38418.93","13390.12","13767.08","0","118062.5","11902","12240"
"1996","Not Employed","Part Time","","","","","","","","","","","","","",""
"1997","Employed","Full Time","18849.42","17166","5606","10886","13270","22155","28763.67","46896","18648.15","19050.69","3037","97731.34","16062.22265625","16424.666015625"
"1997","Employed","Not Working","","","","","","","","","","","","","",""
"1997","Employed","Part Time","16226.9","14745.72","2557","8070","11252","19058.67","24929.53","49090","15942.34","16511.46","486","110923","14122.7783203125","14717.3330078125"
"1997","Not Employed","Full Time","","","","","","","","","","","","","",""
"1997","Not Employed","Not Working","13874.75","12604.8","4752","7032.31","9643","16274.67","21983.33","38119","13690.39","14059.11","0","96119.5","12302.3330078125","12606.6669921875"
"1997","Not Employed","Part Time","","","","","","","","","","","","","",""
