"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","East Germany","","","","","","","","","","","","","",""
"1984","Full Time","West Germany","12016.88","11022.67","5678","6903.2","8625","14082.61","17791.33","30007.33","11874.67","12159.09","1545.5","94603","10548","10847"
"1984","Not Working","East Germany","","","","","","","","","","","","","",""
"1984","Not Working","West Germany","9061.59","8210.98","4663","4632","6166","10872","13944.35","25565.33","8912.03","9211.15","0","113745.34","7863.33349609375","8139.5"
"1984","Part Time","East Germany","","","","","","","","","","","","","",""
"1984","Part Time","West Germany","10894.68","9834.64","1890","5584.62","7619.67","12736.11","16693.04","32816.5","10638.77","11150.59","477.33","75777.34","9341.875","9765"
"1985","Full Time","East Germany","","","","","","","","","","","","","",""
"1985","Full Time","West Germany","12571.19","11509.5","4986","7061.82","9016","14656.67","18215","35505.33","12398.64","12743.74","1618","169250","10909.3330078125","11182"
"1985","Not Working","East Germany","","","","","","","","","","","","","",""
"1985","Not Working","West Germany","9437.73","8639.18","4233","4854","6464.29","11310","14713","25708","9294.32","9581.14","0","79317.78","8199.3330078125","8449.0478515625"
"1985","Part Time","East Germany","","","","","","","","","","","","","",""
"1985","Part Time","West Germany","10919.99","10110.4","1868","5611","7787.39","13061.11","16282.17","30848.67","10693.39","11146.59","501","51862.67","9604.4443359375","10107.3330078125"
"1986","Full Time","East Germany","","","","","","","","","","","","","",""
"1986","Full Time","West Germany","12767.13","11918.67","4865","7318.26","9334","14967.78","18601.6","30504.29","12610.57","12923.69","1848.5","123372","11262.3076171875","11561.3330078125"
"1986","Not Working","East Germany","","","","","","","","","","","","","",""
"1986","Not Working","West Germany","9491.17","8630.2","3945","4949.33","6477.83","11484","14770.48","25308","9342.86","9639.48","0","86342","8367.7783203125","8655.2001953125"
"1986","Part Time","East Germany","","","","","","","","","","","","","",""
"1986","Part Time","West Germany","11246.4","10433.56","1833","6084.5","8115.71","13623","16947.33","28138.67","11028.51","11464.29","393","48518","10040.400390625","10398.6669921875"
"1987","Full Time","East Germany","","","","","","","","","","","","","",""
"1987","Full Time","West Germany","13497.68","12465.32","4899","7906.4","9783.43","15776","19727.67","32419.53","13339.6","13655.76","1379","87875","11909","12176"
"1987","Not Working","East Germany","","","","","","","","","","","","","",""
"1987","Not Working","West Germany","9982.99","9106.4","3799","5338.67","6908.67","12017","15671.5","26136.11","9828.7","10137.28","0","61574","8874","9153"
"1987","Part Time","East Germany","","","","","","","","","","","","","",""
"1987","Part Time","West Germany","11548.61","10939.11","1815","6227","8310.48","13751.33","17211.6","31618.8","11316.86","11780.36","825","72272.66","10340","10777.7783203125"
"1988","Full Time","East Germany","","","","","","","","","","","","","",""
"1988","Full Time","West Germany","13968.37","12844","4602","8183.33","10238.89","16461","20646.67","33288.67","13804.15","14132.59","1993.48","83425","12109.5244140625","12436"
"1988","Not Working","East Germany","","","","","","","","","","","","","",""
"1988","Not Working","West Germany","10229.96","9386.27","3572","5464","7063","12310.67","15674.67","29897","10064.16","10395.76","0","83248","9062","9415.2001953125"
"1988","Part Time","East Germany","","","","","","","","","","","","","",""
"1988","Part Time","West Germany","12188.58","11204.51","1848","6582","8766","14408","18564.5","30436.67","11939.1","12438.06","744","101558.66","10748","11071.2119140625"
"1989","Full Time","East Germany","","","","","","","","","","","","","",""
"1989","Full Time","West Germany","14746.47","13456","4556","8494.44","10690","17003.33","21191","40743.33","14556.49","14936.45","2361.11","135049","12682.6669921875","12972"
"1989","Not Working","East Germany","","","","","","","","","","","","","",""
"1989","Not Working","West Germany","10798.79","9815.86","3439","5689.33","7336","12916.19","16648","30906","10614.52","10983.06","0","113948","9477.87890625","9833.0439453125"
"1989","Part Time","East Germany","","","","","","","","","","","","","",""
"1989","Part Time","West Germany","12940.56","11812.98","1714","6796.19","9062.5","15377.5","19349.33","36412.5","12651.04","13230.08","666","83511.67","11160","11652.22265625"
"1990","Full Time","East Germany","","","","","","","","","","","","","",""
"1990","Full Time","West Germany","15316.53","14073.14","4439","8796","11080","17648","22404.67","39348","15093.43","15539.63","1865.33","148122","13220","13562.173828125"
"1990","Not Working","East Germany","","","","","","","","","","","","","",""
