"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","9497.77","8799.92","348","5419.23","6652.86","11531.3","14906.67","23628.08","9088.41","9907.13","0","23944.67","8105.357421875","9147"
"1985","direct migration background","Urban Area","9930.09","9363.97","2597","5257.78","6902.5","12003.91","14997","27606","9777.36","10082.82","0","51862.67","8336.7861328125","8932.7783203125"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","9679.91","9394.34","127","5692","7968","11907.62","13073.2","13552.67","9179.55","10180.27","3492.12","14792.8","8049.5","9452.2587890625"
"1985","no migration background","Rural Area","10407.06","9327.63","1919","5331.33","7077.14","12300.67","15854","28087.14","10118.35","10695.77","25","169250","9265","9659.3017578125"
"1985","no migration background","Urban Area","11256.35","10321","6079","5778","7813.33","13481.33","17064.67","30092.67","11106.58","11406.12","0","162146","10391","10644.400390625"
"1986","direct migration background","Rural Area","9963.98","9088.18","357","5497.9","6932.78","11865","15638.67","26516","9567.3","10360.66","236.15","26516","8090.95263671875","9136.1904296875"
"1986","direct migration background","Urban Area","10026.31","9444.92","2499","5462.31","7006.67","12280","15231.5","25316","9878.27","10174.35","0","39649.33","8831.470703125","9235.5"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","9181.94","8607.31","137","5011","7055.56","11387.33","13224","17534.5","8347.03","10016.85","3357","38295.33","7969.13037109375","10075.2001953125"
"1986","no migration background","Rural Area","10760.72","9780.8","1809","5670","7445.33","12904.8","16512.5","27844.67","10487.02","11034.42","393","86342","9672.142578125","10226"
"1986","no migration background","Urban Area","11393.33","10583.04","5822","5946","7859.52","13804","17466","28301.6","11249.76","11536.9","0","123372","10732.6669921875","11037.3330078125"
"1987","direct migration background","Rural Area","10385.59","9327.82","363","5437.33","7248.46","12575","16638","23138.67","9919.22","10851.96","2865.71","43535.33","9044.166015625","10016.923828125"
"1987","direct migration background","Urban Area","10682.96","9839.52","2480","5573.75","7650.36","12896.8","16026","29715.5","10523.91","10842.01","0","43118.67","9312.6669921875","9675.416015625"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","10825.08","10388.94","156","6857.86","7752.92","13643","14802","17890","10148.77","11501.39","2306","32411.33","8334.4443359375","10194.7998046875"
"1987","no migration background","Rural Area","11020.58","10019.13","1776","5939.05","7727.33","13147.5","17175","26905.33","10776.74","11264.42","236.15","72272.66","10012.5","10460"
"1987","no migration background","Urban Area","12102.41","11214.29","5717","6294.5","8397","14521.67","18405","31704.55","11948.71","12256.11","0","87875","11293.2001953125","11576.95703125"
"1988","direct migration background","Rural Area","10363.04","9257.58","334","5555.42","7376.92","12460","16706.11","24147.33","9905.51","10820.57","2871.5","34088","9162.857421875","10336"
"1988","direct migration background","Urban Area","11042.11","10469.68","2356","5914.67","7474","13426.19","16985.33","30436.67","10871.54","11212.68","8","52073.33","9625","9982.400390625"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","10229.77","9721.68","195","6132.31","7423.85","13163","14217.33","19273.5","9580.34","10879.2","3496","40395","8546.6669921875","9825"
"1988","no migration background","Rural Area","11380.1","10758.93","1661","6054.29","8023","13906.67","17306.67","27186.67","11142.99","11617.21","870","35657.33","10729.4443359375","11212.6669921875"
"1988","no migration background","Urban Area","12533.9","11342.13","5447","6679.33","8667.57","14994.8","19167.6","32894","12368.85","12698.95","0","101558.66","11465","11803.599609375"
"1989","direct migration background","Rural Area","10979.18","9824.76","316","5992.5","8021.88","13538.67","16948","21594.67","10541.36","11417","666","23958.67","9681.599609375","10642.400390625"
"1989","direct migration background","Urban Area","11654.59","10390.8","2290","6229.2","8078.33","13688","17241.5","37534","11452.54","11856.64","8","88504.66","9815","10101.8369140625"
"1989","indirect migration background","Rural Area","11718.73","11004.59","32","7629","8378.67","12811.11","17745","23223.81","10369.6","13067.86","6649","23223.81","8651.5","12553.333984375"
"1989","indirect migration background","Urban Area","10614.61","10196.46","228","7081","7704.67","13309.17","14804","18298.57","10131.62","11097.6","3025","26864.67","9372.5","10509.3330078125"
"1989","no migration background","Rural Area","12168.22","11448.89","1575","6351","8390.56","14566.52","18772.17","30593.33","11893.92","12442.52","1226.92","74005.72","11414.6669921875","12019.2001953125"
"1989","no migration background","Urban Area","13247.62","12095.6","5268","6720.91","9121.5","15824","20054.29","38151.67","13059.1","13436.14","0","135049","12195.3330078125","12476.6669921875"
"1990","direct migration background","Rural Area","11055.22","10061.48","317","6112.26","7878.97","13493.91","17692","25194","10579.62","11530.82","322","25396","9733.3330078125","10893.333984375"
"1990","direct migration background","Urban Area","11996.85","10884.88","2234","6232.78","8193.57","13779.2","17958.67","30333","11780.55","12213.15","24","114543.34","10090.6669921875","10604"
"1990","indirect migration background","Rural Area","10372.17","10028.54","37","7543.2","8336.33","12985.56","14546.67","17694","9185.59","11558.75","149","17694","9697.3330078125","12935.599609375"
"1990","indirect migration background","Urban Area","10954.86","10175.71","259","6890.8","8582.5","13492","15757","20249.71","10468.03","11441.69","3216","32201.11","10262.7783203125","11013.8896484375"
"1990","no migration background","Rural Area","12607.15","11631.28","1564","6480","8668.8","15236","19560","33697","12305.26","12909.04","0","80026","11580","12246.5224609375"
"1990","no migration background","Urban Area","13837.27","12613.2","5106","7220","9571","16448.67","20926.67","38325.55","13622.39","14052.15","0","148122","12631.5","12948.400390625"
"1991","direct migration background","Rural Area","11955.86","11009.72","313","6351","8488.89","14922","17402.4","27096.11","11464.27","12447.45","4233.5","27207.33","10428.6669921875","11733.8095703125"
"1991","direct migration background","Urban Area","13083.14","11679.57","2188","7027.33","8970.91","15466.4","19901.33","39529","12844.44","13321.84","278.67","119264.66","11012.3330078125","11404.4443359375"
"1991","indirect migration background","Rural Area","11348.25","9464.99","42","7822","8053.52","13535.6","19049","24932.08","10012.46","12684.04","4811","24932.08","9451.2001953125","13535.599609375"
"1991","indirect migration background","Urban Area","11253.39","11035.24","307","5649.2","8436.52","13534.4","17000.8","22423.5","10732.61","11774.17","199.52","33739.52","10598.4619140625","11738.5712890625"
"1991","no migration background","Rural Area","13382.07","12341.19","1597","6883.67","9181.67","16321.67","20581.33","33476","13072.85","13691.29","1278","85482.78","12316","12999.2001953125"
"1991","no migration background","Urban Area","14947.51","13417.33","5019","7542.08","10196.11","18100.67","23122","41768","14735.38","15159.64","6.67","130243","13577.5","13998.5"
"1992","direct migration background","Rural Area","11473.67","10547.12","401","5843","7639.29","14694","18426.97","25350.56","11034.82","11912.52","2487.33","30134.23","9985.416015625","11515"
"1992","direct migration background","Urban Area","13413.22","12193.33","2169","7153.33","9356.67","15882","20392","35101.33","13174.3","13652.14","0","115850","11613.8896484375","12041.3330078125"
"1992","indirect migration background","Rural Area","11437.51","11323.32","57","6213.33","8228.67","14993.89","17936","23262","10079.02","12796","149","30134.23","11264","13699"
"1992","indirect migration background","Urban Area","12369.18","11698","354","7222","9075.33","14766","19029.5","26075.2","11877.69","12860.67","0","36777.14","11160.400390625","12216.3330078125"
"1992","no migration background","Rural Area","12037.79","10953.68","3983","6140.5","7945.22","14838.4","19681.43","32272.67","11879.7","12195.88","1377","54479","10309.4443359375","10580"
"1992","no migration background","Urban Area","15112.57","13549.5","6308","7391.33","9978","18646.67","23758","41640.67","14913.63","15311.51","153","170548.67","13263.3330078125","13591.3330078125"
"1993","direct migration background","Rural Area","12805.84","11892.03","400","6728","8826.67","15298.33","22251.33","28192","12330.09","13281.59","2029","33221.16","10713","12001.3330078125"
"1993","direct migration background","Urban Area","14354.83","12725.74","2098","7027.08","9460.56","16674","22265.71","44792.67","14082","14627.66","536.88","122986.12","12036.6669921875","12502.2861328125"
"1993","indirect migration background","Rural Area","11743.29","11346.47","72","7800.95","9369.33","14101.67","15360.8","19992.67","10708.35","12778.23","1796.67","33221.16","10915","13456.400390625"
"1993","indirect migration background","Urban Area","12718.58","11806.31","404","6358.8","9014.8","15678.8","19051","30179.33","12212.93","13224.23","188","39199.53","11245.1513671875","12538.6669921875"
"1993","no migration background","Rural Area","13191.56","11822.22","3928","6847.22","8850","15920.95","20283.89","37461","13004.11","13379.01","0","66014","11339.2314453125","11725"
"1993","no migration background","Urban Area","15918.02","14431","6276","7828","10666","19274","25041","44792.67","15722.52","16113.52","0","122986.12","14242.3818359375","14569.4453125"
"1994","direct migration background","Rural Area","13392.2","12548.89","375","6007","9636.67","15472","22120","30044","12819.6","13964.8","4602","65307.14","11279.4443359375","12712.6669921875"
"1994","direct migration background","Urban Area","14907.17","12997.22","1999","7329.44","9540.8","17891.33","23778","43722","14611.32","15203.02","0","103276.67","12037.2001953125","12764.5"
"1994","indirect migration background","Rural Area","12703.49","13197.24","70","7144","10654.52","14992","17034","23282.67","11502.11","13904.87","4510.67","36820","11236.6669921875","14128.6669921875"
"1994","indirect migration background","Urban Area","13095.62","12319.05","426","6988","9692.86","16149.33","19877","30405.5","12534.7","13656.54","0","67954","12022.400390625","13163"
"1994","no migration background","Rural Area","14203.33","12734.21","3872","7410","9783.89","16917.39","21521.33","40342.67","13992.78","14413.88","86","102068.5","12575.5","12872.3818359375"
"1994","no migration background","Urban Area","16542.85","14903.33","6202","8424.67","11303.08","20053.33","26286.67","43923","16343.31","16742.39","0","128759","14719","15143"
"1995","direct migration background","Rural Area","13451.65","12535.43","466","5986.25","8899","16157.5","21881.91","31887.33","12856.29","14047.01","1585","87886.25","10604.400390625","12229.3330078125"
"1995","direct migration background","Urban Area","13793.82","12364.23","2348","6224","9064.44","16527.5","21476.67","43914.67","13523.45","14064.19","0","118529.45","11791.4287109375","12178"
"1995","indirect migration background","Rural Area","13323.37","14862.64","75","6889.5","9193.89","16104.5","19590.5","25390.71","11873.68","14773.06","1090","38405.33","11675.5556640625","15044.400390625"
"1995","indirect migration background","Urban Area","13793.73","12986.4","438","7872.42","9627.5","16647.33","20700.44","30378.67","13236.92","14350.54","344.62","67761.5","11904.5","12967.5"
"1995","no migration background","Rural Area","14523.42","13161.5","3937","7643","9855.33","17005.5","22639.33","41604.67","14315.75","14731.09","136.67","87886.25","12954","13389"
"1995","no migration background","Urban Area","16722.56","15005.8","6106","8291","11291.33","20285","26472","43974","16515.57","16929.55","0","125661","14894","15233.9130859375"
"1996","direct migration background","Rural Area","13232.64","12447.74","448","6566","9374.62","16090","20750.5","39709.33","12717.72","13747.56","814.41","43257.33","11694.6669921875","12722.6669921875"
"1996","direct migration background","Urban Area","14154.11","12735.78","2173","6657","9465","16982","22153","47533.33","13896.17","14412.05","0","86679.45","11826.6669921875","12439.4443359375"
"1996","indirect migration background","Rural Area","14677.35","14157.14","87","9108.26","10984.44","17894.8","20368.5","26362.14","13582.86","15771.84","2147","29225.56","11717","14425.2001953125"
"1996","indirect migration background","Urban Area","14785.04","12938.18","462","7032.5","9143.53","16972.8","21537.78","32683.5","13874.66","15695.42","102","193088","11793.6669921875","13161.6669921875"
"1996","no migration background","Rural Area","14813.47","13504","3899","8110.56","10452","17284.67","23083.33","39492.8","14598.57","15028.37","0","118062.5","13400.953125","13864.34765625"
"1996","no migration background","Urban Area","17101.73","15204.75","6055","8480","11606","20559.45","27060","45393.33","16885.16","17318.3","0","174217.33","15096","15596.6669921875"
"1997","direct migration background","Rural Area","13248.77","12383.88","422","7280","9905.33","15965","21117","30291.11","12748.32","13749.22","427","32723.33","11785.3330078125","12468.7998046875"
"1997","direct migration background","Urban Area","14523.3","12869.57","2070","6869","9602","17270","22449.45","49867","14242.85","14803.75","0","96508.89","12220.732421875","12848"
"1997","indirect migration background","Rural Area","14584.25","14058.72","84","7914.62","11942","17679.6","19542","29005.33","13396.95","15771.55","818","30855","12651.5390625","15593.8896484375"
"1997","indirect migration background","Urban Area","14291.03","12708","491","6809.29","9811.21","16894.67","20332.8","31991","13678.6","14903.46","486","110923","12456.6669921875","13301.5"
"1997","no migration background","Rural Area","15181.57","13772.92","3860","8367.33","10723.33","17752","22891.33","42070.32","14960.73","15402.41","211","97731.34","13808","14250"
"1997","no migration background","Urban Area","17308.17","15622.25","5987","8943","11825.24","20775","27281","45146","17108.83","17507.51","258.67","96508.89","15611.3330078125","15971.599609375"
"1998","direct migration background","Rural Area","13619.13","12916.62","407","7102","9814.67","15933.33","20844.67","31541.33","13103.53","14134.73","1289.13","39117.2","11643.9130859375","12942.5"
"1998","direct migration background","Urban Area","14638.1","12901.91","2014","7245.5","9848.5","17291","23481.67","45693.89","14331.33","14944.87","0","110450","12377","12955"
"1998","indirect migration background","Rural Area","14310.13","14469.89","91","6419.52","8992.5","17377.2","21917.5","35862.67","13015.06","15605.2","1289.13","35862.67","13230","15597.826171875"
"1998","indirect migration background","Urban Area","14564.12","13055.89","513","7388.89","10165","17291","21868","32163.33","13887.12","15241.12","152","126770","12400","13367.30859375"
"1998","no migration background","Rural Area","15141.58","13837.97","4387","8128.67","10850","17982.67","23256.5","40014.67","14948.96","15334.2","0","82283.34","13814.400390625","14192.7998046875"
"1998","no migration background","Urban Area","17559.88","15774.8","6915","9129.17","12175.33","21138","27605.6","45147.33","17366.42","17753.34","0","131763.81","15657.6201171875","16021.3330078125"
"1999","direct migration background","Rural Area","14885.38","13146.41","356","7934","10245.71","17168.67","23672","42909.45","14304.19","15466.57","890","50605.33","12237.7783203125","13414"
