"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","9012.04","8492.8","720","4567.41","6136","10677.14","14145.2","22952","8667.17","9356.91","82","68799.5","8156.66650390625","8740"
"1985","general elemantary","Urban Area","9344.54","8792.52","2359","5086","6684","11228","13995.5","22012","9185.03","9504.05","46","51736.4","8654.7998046875","8991.4287109375"
"1985","higher education","Rural Area","14274.21","14273.67","117","8107.33","10973.33","16566","22838.5","28087.14","13256.69","15291.73","3397","31134","12369.5244140625","14864.7998046875"
"1985","higher education","Urban Area","15109.1","14006.67","641","7865","10913.67","18132.67","23522","42300","14572.39","15645.81","782.67","49713.91","13128.572265625","14269.3330078125"
"1985","higher vocational","Rural Area","11683.39","10596.62","129","6155","8204","14308.5","17342.8","43772","10714.35","12652.43","3745.38","43772","9394.4443359375","12142.3818359375"
"1985","higher vocational","Urban Area","12837.59","12080.8","492","6841","9295","15080","19088","35905.5","12319.35","13355.83","3147","64303","11647","12596.6669921875"
"1985","in school","Rural Area","10481.59","10164.76","36","3629.67","7925","13896.29","16144.8","17233.5","9204.76","11758.42","2692.67","17233.5","8853.9130859375","11638.21484375"
"1985","in school","Urban Area","10759","9716.98","151","5634.19","7994","12939.5","16110","24546","10053.45","11464.55","2803","26939.57","9033.3330078125","10360.400390625"
"1985","inadequately","Rural Area","7617.6","7048.38","107","3432.67","5351.67","9850","11531.3","17398.67","6844.31","8390.89","0","23628.08","6738.66650390625","8553.8095703125"
"1985","inadequately","Urban Area","8337.83","7873.42","742","4491.74","5763.91","10582.86","12546.67","17745.5","8102.93","8572.73","0","24979.6","7821","8540.953125"
"1985","middle vocational","Rural Area","10706.2","9628.4","1115","5696.96","7462","12300.67","15854","36020","10295.13","11117.27","25","169250","9415.2001953125","9905.5556640625"
"1985","middle vocational","Urban Area","11282.45","10444","4083","5949","7997","13368.67","16749","30092.67","11101.81","11463.09","0","162146","10126","10445"
"1985","vocational + Abi","Rural Area","11946.78","11528.66","44","6330","8180.67","15077","17098","31134","10296.94","13596.62","3980.95","31134","9383.8095703125","12745"
"1985","vocational + Abi","Urban Area","11610.16","10994.24","236","5626.15","8187.33","13650.8","17929.33","28113.89","11000.99","12219.33","75","28348.67","9353","10972"
"1986","general elemantary","Rural Area","9451.65","8578.59","686","4863.33","6477.83","10914.67","14201.5","23157.33","9024.55","9878.75","236.15","86342","8396.25","9072.89453125"
"1986","general elemantary","Urban Area","9574.87","8881.2","2238","5380.67","6811.33","11525","14478","22974","9407.03","9742.71","0","56464","8889.599609375","9289.6669921875"
"1986","higher education","Rural Area","15638.89","14370.06","120","8800.48","11225.71","19553","25214.67","30810.67","14545.44","16732.34","4468","32806.67","13000.953125","15780.416015625"
"1986","higher education","Urban Area","15647.38","14600.16","631","7644.67","10928","18883.33","23869","36810","15029.5","16265.26","0","123372","13945.5","14965.3330078125"
"1986","higher vocational","Rural Area","11611.36","10525.39","121","6286","8311","14847.6","18668","26522","10746.67","12476.05","1226.67","27002","9543.75","11755.71484375"
"1986","higher vocational","Urban Area","12623.95","12158.43","462","6973.5","9457","14770.48","18421.6","29938","12127.11","13120.79","1932","48518","11753.5","12716"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","10548.55","10040.19","165","5355","7566","12291","16502.8","24505.2","9872.73","11224.37","0","30236.8","9035.65234375","10272"
"1986","inadequately","Rural Area","7678.7","7024.23","105","3220","5307","9792.67","13048.5","14900.5","7007.67","8349.73","393","17578.75","7069.0478515625","8523.3330078125"
"1986","inadequately","Urban Area","8680.58","8437.66","685","4248.33","6231.92","10903.33","12993.2","17794","8436.28","8924.88","72","24068.8","8372.7998046875","8926.111328125"
"1986","middle vocational","Rural Area","10954.86","10110","1067","6084.5","7823.04","12918","16406","26516","10621.24","11288.48","1226.67","86342","9871.6669921875","10538.2861328125"
"1986","middle vocational","Urban Area","11284.92","10699.5","3948","6154","7992.4","13680.8","17015.33","26250.67","11129.44","11440.4","0","123372","10507.2001953125","10840.953125"
"1986","vocational + Abi","Rural Area","11507.43","10935.82","46","3693","7778","14230","17836","32806.67","9813","13201.86","2846","32806.67","9768.333984375","12918.095703125"
"1986","vocational + Abi","Urban Area","12136.5","10891.06","232","6346.67","8404.29","14832","20291.33","29032","11424.81","12848.19","72","39649.33","9605","10591.599609375"
"1987","general elemantary","Rural Area","9794.01","8816.91","657","5170","6686.05","11600","15104.4","22247.33","9388.18","10199.84","2189.33","72272.66","8745.357421875","9436.5"
"1987","general elemantary","Urban Area","10131.44","9495.75","2200","5537.33","7240","12353","15150","23526","9952.07","10310.81","0","49928","9396.6669921875","9685.8330078125"
"1987","higher education","Rural Area","15685.47","14154.76","120","8392.4","11502.38","18608.8","23762","41171.33","14431.8","16939.14","236.15","45300.67","12973.333984375","16784"
"1987","higher education","Urban Area","16694.48","15291.25","624","8319.5","11996.8","20232.22","25532","43562","16060.34","17328.62","390","80892.66","14670","15702.400390625"
"1987","higher vocational","Rural Area","12222.21","10525.1","116","7865","9088","14264","19811","27819.33","11284.79","13159.63","3460.8","31860.67","10012.5","12296.19140625"
"1987","higher vocational","Urban Area","13296.07","12525.49","453","7784.29","9876.4","15805.83","19962.22","32023.33","12795.86","13796.28","1201","37572.67","12006","13136.5"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","11328.82","11030.26","165","5872","8882","13174.33","16304.8","29226.8","10623.28","12034.36","2306","31148.8","9641.4287109375","11193.3330078125"
"1987","inadequately","Rural Area","8396.88","7604.73","100","4783.33","6207.67","10821.33","12552.67","17450","7538.46","9255.3","2746","28400","7605.51708984375","9336.923828125"
"1987","inadequately","Urban Area","9282.94","8807.66","662","4517","6916","11702.22","14387.5","17748","9025.86","9540.02","825","23238.1","8852.7998046875","9325.5"
"1987","middle vocational","Rural Area","11011.46","10214.07","1082","6193.81","8066","13120.5","16754","25553.33","10753.18","11269.74","1379","43535.33","10177.3330078125","10676"
