"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","10333.84","9658.23","4608","5281.54","7321.85","12460.67","15618.67","26393.5","10181.56","10486.12","0","94603","9118","9457.2001953125"
"1984","35-65 y.","11183.76","10074","6343","5939.5","7770.44","13248.5","17334.5","31273.33","11043.94","11323.58","0","113745.34","9653.3330078125","9887"
"1984","66 and older","9170.99","8180.67","1280","4753.5","6136","10941.33","14112","28538.67","8863.43","9478.55","0","113745.34","8180.66650390625","8590"
"1985","16-34 y.","10553.76","9960.71","4183","5458","7433.33","12914.67","15816.67","24979.6","10396.67","10710.85","0","162146","9490.6669921875","9773.2001953125"
"1985","35-65 y.","11599.99","10491","5786","6000.3","8013.33","13799.33","17622.61","32998","11448.94","11751.04","0","169250","9972.6669921875","10264"
"1985","66 and older","9769.7","8701.12","1118","4908.67","6632","11627","15096","35367","9421.66","10117.74","67","70914","8672","9230.6669921875"
"1986","16-34 y.","10896.69","10321.73","4098","5731.67","7667","13414.8","16696","24643.33","10750.18","11043.2","0","86342","9820.6669921875","10096.111328125"
"1986","35-65 y.","11785.15","10841.07","5498","6207.39","8155.33","14168.8","17970","30236.8","11636.58","11933.72","51","123372","10336.6669921875","10660.953125"
"1986","66 and older","9649.52","8660","1047","5227","6512","11336.8","15092.5","28142","9329.93","9969.11","174","56464","8682","9194"
"1987","16-34 y.","11567.77","10901.6","4044","6217.33","8368.33","14028.67","17286.5","27958.67","11411.53","11724.01","0","87875","10315.2001953125","10635.3056640625"
"1987","35-65 y.","12439.83","11448","5384","6611.33","8722.4","14870.4","19080","31618.8","12291.88","12587.78","18","80892.66","10958.095703125","11282.7783203125"
"1987","66 and older","10052.51","8928.7","1085","5363","6842.67","11815","16197.33","29191","9693.85","10411.17","891","80892.66","8968","9449"
"1988","16-34 y.","11921.27","11186.31","3854","6458.4","8624.44","14463.6","17700","26947","11760.88","12081.66","0","101558.66","10655.23828125","10917.619140625"
"1988","35-65 y.","12885.1","11765.4","5113","6848","9079.33","15268","20297.22","32828.67","12725.96","13044.24","0","83425","11190.5","11510.4345703125"
"1988","66 and older","10450.85","9198.26","1055","5749","7045","12264.67","16170","32437.33","10079.19","10822.51","1524","83248","9180","9780"
"1989","16-34 y.","12636.9","11821.6","3773","6720","8959.33","14988.67","18748.5","36138.8","12456.38","12817.42","54","88504.66","11084","11437.1435546875"
"1989","35-65 y.","13637.49","12407.5","4907","7346.67","9495.53","16176.07","20667","39127","13454.04","13820.94","0","135049","11701.3330078125","12079"
"1989","66 and older","10992.89","9566","1029","5862","7196","13043.33","17350","34898.67","10569.73","11416.05","2020","113948","9626","10431.3330078125"
"1990","16-34 y.","13164.87","12237.16","3658","7070","9323.81","15620.67","19484","37057.6","12941.37","13388.37","0","147922","11502","11888.8896484375"
"1990","35-65 y.","14101.21","12854.74","4798","7412","9746.5","16882","21946","37840","13906.76","14295.66","0","148122","12141.923828125","12499.6669921875"
"1990","66 and older","11490.96","10136.42","1061","6191.33","7774","13365.33","17395","35355.33","11056.55","11925.37","305","123478","10116.6669921875","10890"
"1991","16-34 y.","14070.72","12786.13","3623","7316.19","9818","16933","21328.4","36535","13858.64","14282.8","6.67","119264.66","12276.0869140625","12586.9228515625"
"1991","35-65 y.","15448.48","13995.94","4767","8071.3","10679.17","18357.5","23858","42076","15238.8","15658.16","278.67","130243","13177","13592.30859375"
"1991","66 and older","11800.87","10431.36","1076","6029","8027","14423","18668","36287.33","11430.97","12170.77","849","58598","10489.3330078125","11349.3330078125"
"1992","16-34 y.","13552.85","12500.58","5000","7117","9351.33","16605.33","21437","32255","13397.27","13708.43","0","75272.66","11656.19140625","11934"
"1992","35-65 y.","15102.47","13471.71","6911","7427","9983.6","18374.21","23994.67","40680","14920.1","15284.84","0","170548.67","12271.3330078125","12628"
"1992","66 and older","11521.23","10127.27","1480","5598","7286.67","14118.67","19472","34642.67","11207.79","11834.67","153","65653.34","9582.6669921875","10343"
"1993","16-34 y.","14269.92","13357.24","4920","7443","9923.48","17473.89","22354.4","34001.33","14103.1","14436.74","86","66037.5","12485.3330078125","12897.857421875"
"1993","35-65 y.","16254.28","14426.17","6758","8012","10708","19274","25786.4","47295","16065.12","16443.44","0","122986.12","13433","13721"
"1993","66 and older","12175.74","10792.29","1500","6685","8243","14405.33","19274","33062","11864.97","12486.51","44","81682","10508","11116"
"1994","16-34 y.","15144.17","14029.16","4818","7789","10736.67","18423.2","23253","37726","14960.89","15327.45","0","102068.5","13373.3330078125","13721"
"1994","35-65 y.","16852.41","14909.16","6605","8535.38","11249","20000.8","27104","44731.33","16654.73","17050.09","0","128759","14009.2861328125","14300.6669921875"
"1994","66 and older","12997.47","11577.46","1521","6949","8844.67","15466","20597","37250.67","12687.51","13307.43","44","54034","11487.3330078125","11903.3330078125"
"1995","16-34 y.","14764.86","13880.56","4962","7226.67","10115","18295","23004.76","35110","14581.26","14948.46","167","87886.25","13221","13601.6669921875"
"1995","35-65 y.","16897.51","14970.44","6854","8198.89","11143","20183.2","27405","46487","16700.06","17094.96","0","125661","14040.435546875","14369.3330078125"
"1995","66 and older","13631.14","12309.72","1554","7439.5","9600.67","15780.5","20922.67","36150.5","13316.9","13945.38","0","57429","12105","12682.6669921875"
"1996","16-34 y.","15217.43","14070.86","4781","7627.5","10600","18726","23364.67","38462","15018.58","15416.28","0","193088","13545.5","13962.5"
"1996","35-65 y.","17242.92","15146.92","6765","8624","11546.5","20470","27726","48298.67","17039","17446.84","0","174217.33","14336.6669921875","14673.9287109375"
"1996","66 and older","13900.83","12620.4","1579","7382","9770","16508.67","21352","37486","13581.16","14220.5","0","64020.67","12539","13010"
