"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","9648.1","8702.54","3417","4949","6689.33","11549.05","14795.33","26868","9487.19","9809.01","0","75831.34","8277.6923828125","8529.5830078125"
"1984","indirect migration background","9461.85","9214.5","128","5905","7191.33","11550","14106.5","15401","8857.88","10065.82","3068","24234.45","8138.66650390625","9678"
"1984","no migration background","10649.67","9714.28","8686","5522","7363","12711.3","16401","29609.33","10528.24","10771.1","0","113745.34","9792","9974.4443359375"
"1985","direct migration background","9869.39","9173.83","2945","5277","6858","11978","14997","27060.5","9726.36","10012.42","0","51862.67","8353.2001953125","8902"
"1985","indirect migration background","9623.94","9153.82","144","6087.2","7968","11834.35","13125","15326","9150.46","10097.42","3492.12","15976.19","8148.7998046875","9381.2001953125"
"1985","no migration background","11047.65","10054.41","7998","5622.78","7586","13252","16772.67","30092.67","10914.15","11181.15","0","169250","10123","10360.400390625"
"1986","direct migration background","10017","9354.17","2856","5477.33","7006.67","12179.44","15280","25823.33","9878.39","10155.61","0","39649.33","8811.162109375","9194"
"1986","indirect migration background","9790.65","9281.6","156","5574","7155","12218.89","14455.33","19942","9030.37","10550.93","3357","38295.33","8115.60009765625","10075.2001953125"
"1986","no migration background","11239.61","10374.6","7631","5863","7734","13622.67","17336.67","28142","11112.16","11367.06","0","123372","10532.3818359375","10732.400390625"
"1987","direct migration background","10640.38","9820.33","2843","5563","7605.52","12816","16215.5","29518.67","10489.49","10791.27","0","43535.33","9312.6669921875","9672.6669921875"
"1987","indirect migration background","10927.18","11441.26","177","7036.79","7971.11","13186","14545.33","17890","10320.49","11533.87","2306","32411.33","8490.6669921875","10448"
"1987","no migration background","11842.27","10921.48","7493","6207.67","8209.5","14234.67","18156","29912.67","11711.07","11973.47","0","87875","11054","11293.2001953125"
"1988","direct migration background","10946.72","10379.97","2690","5888","7474","13318","16787.33","29011","10787","11106.44","8","52073.33","9625","9974.7998046875"
"1988","indirect migration background","10629.84","9776.7","224","6231.67","7938.79","13163","14614.29","27142","10031.59","11228.09","2514.44","40395","8588","10052.173828125"
"1988","no migration background","12260.17","11198","7108","6418","8486","14739.6","18900.67","31978.67","12121.63","12398.71","0","101558.66","11278","11589.4443359375"
"1989","direct migration background","11555.31","10368.47","2606","6209.72","8046","13636.67","17172","35297","11370.08","11740.54","8","88504.66","9829.4443359375","10158.333984375"
"1989","indirect migration background","10777.17","10227.37","260","7081","7986.43","13212.4","15120.4","18298.57","10324.69","11229.65","3025","26864.67","9477.87890625","10509.3330078125"
"1989","no migration background","12996.95","11913.62","6843","6666.15","8919.33","15537.78","19613","37534","12838.31","13155.59","0","135049","12048.5","12326.6669921875"
"1990","direct migration background","11861.15","10762.85","2551","6232.78","8127.78","13719.57","17958.67","30333","11662.82","12059.48","24","114543.34","10090.6669921875","10589.2314453125"
"1990","indirect migration background","10879.65","10213.69","296","6890.8","8582.5","13492","15672.4","20067","10430.89","11328.41","149","32201.11","10287","11102.173828125"
"1990","no migration background","13549.57","12385.77","6670","6997","9323.81","16215","20500.4","37541.66","13370.08","13729.06","0","148122","12428","12739"
"1991","direct migration background","12915.31","11619.42","2501","6980.67","8929.67","15348","19881","36155","12697.7","13132.92","278.67","119264.66","11012.3330078125","11392"
"1991","indirect migration background","11266.44","10894.57","349","5930.5","8306.43","13535.6","17402.4","22423.5","10782.68","11750.2","199.52","33739.52","10648","11740.71484375"
"1991","no migration background","14567","13177.12","6616","7352.67","10014","17559.33","22552.67","40421.33","14388.83","14745.17","6.67","130243","13340.6669921875","13722.6669921875"
"1992","direct migration background","13043.5","11914.27","2571","6707","9027.6","15607","20187.5","32310","12830.08","13256.92","0","115850","11525.7578125","11886.326171875"
"1992","indirect migration background","12222.26","11515.9","411","6887","8981.67","14798.67","18426.97","26075.2","11761.14","12683.38","0","36777.14","11297.826171875","12162.142578125"
"1992","no migration background","14104.95","12656.75","10409","6839.52","9217","17384.45","22643.93","39161.6","13965.77","14244.13","153","170548.67","11887","12151"
"1993","direct migration background","14069.75","12574.52","2498","6947.5","9364","16512.5","22265.71","44792.67","13827.62","14311.88","536.88","122986.12","11940.48828125","12358.703125"
"1993","indirect migration background","12563.51","11739.95","476","6453.81","9202.8","15353.33","19051","30179.33","12107.9","13019.12","188","39199.53","11279.2001953125","12472.1435546875"
"1993","no migration background","15039.7","13592.12","10204","7400","9895.56","18166.67","23900","42410.67","14896.55","15182.85","0","122986.12","13042.3818359375","13330.689453125"
"1994","direct migration background","14635.28","12827.14","2374","7238.26","9560.95","17594","23587.33","43722","14370.04","14900.52","0","103276.67","12037.2001953125","12598.888671875"
"1994","indirect migration background","13034.1","12553.45","496","7144","9830","15855","19509.13","30238.8","12524.73","13543.47","0","67954","12064.857421875","13211.0712890625"
"1994","no migration background","15793.85","14106.39","10074","8032","10632.67","19098","25158","42828.34","15644.81","15942.89","0","128759","13809.2001953125","14096"
"1995","direct migration background","13730.97","12376.37","2814","6167.33","8992","16472","21630.67","40843.33","13484.78","13977.16","0","118529.45","11716","12124.5"
"1995","indirect migration background","13721.49","13027.33","513","7826.67","9627.5","16552","20183.2","30378.67","13202.62","14240.36","344.62","67761.5","12039.3330078125","13027.3330078125"
"1995","no migration background","16002.22","14370.43","10043","7992","10771.91","19333","25635.33","43603.33","15850.67","16153.77","0","125661","14110.0009765625","14393"
"1996","direct migration background","13989.46","12654.55","2621","6582.5","9434","16865.33","21910.67","45358","13758.25","14220.67","0","86679.45","11891.25","12429.5654296875"
"1996","indirect migration background","14767.35","13377.08","549","7182.22","9595.33","17029.5","21537.78","31270.67","13982.92","15551.78","102","193088","12050.357421875","13227.5"
"1996","no migration background","16365.19","14620.66","9955","8358","11171.33","19549","25780","44288","16207.36","16523.02","0","174217.33","14413.8896484375","14694"
"1997","direct migration background","14296.16","12626.55","2492","6902.8","9640","17014","22380.67","46362","14048.16","14544.16","0","96508.89","12190.6669921875","12611.3330078125"
"1997","indirect migration background","14334.24","12891.73","575","6880","10189.33","17020.62","19977.86","31991","13783.68","14884.8","486","110923","12572.5","13393.8896484375"
"1997","no migration background","16621.86","14935.98","9848","8726","11500","19912","26369","44934.67","16471.55","16772.17","211","97731.34","14850.6669921875","15128"
"1998","direct migration background","14462.83","12914.47","2421","7245.5","9848.5","17136","23098","43821.33","14193.14","14732.52","0","110450","12352","12899"
"1998","indirect migration background","14528.48","13329.13","604","7245.5","10165","17291","21917.5","35104","13922.4","15134.56","152","126770","12686","13681.3330078125"
"1998","no migration background","16768.35","15103.32","11302","8803.33","11711.33","20100","26292.5","43756","16626.86","16909.84","0","131763.81","14957.5","15191.3330078125"
"1999","direct migration background","15071.88","13042.19","2223","7682.78","10420.48","17676.4","23608.67","44888.67","14774.79","15368.97","208","94794.66","12504.4443359375","12979.4443359375"
"1999","indirect migration background","14404.56","13355.06","612","7874.4","10222.4","17676.4","23066","34849.2","13936.07","14873.05","245","42762","12608.7880859375","13967"
"1999","no migration background","17380","15524.53","10933","9068","11978.5","20929.29","27362.67","47568.67","17228.07","17531.93","102","122128.66","15316.0869140625","15616"
"2000","direct migration background","14937.42","13227.52","3344","7147.33","10035.24","17998.89","23416","49284.67","14679.73","15195.11","0","86549.34","12910","13334.5"
"2000","indirect migration background","15803.29","14339.33","831","8611.67","10901.54","18812","25300.95","46971.11","15302.07","16304.51","0","84414.66","13563.8896484375","14584"
"2000","no migration background","17941.86","15923.5","20091","9220","12226","21396","28380.56","51794.67","17811.18","18072.54","0","222456","15860.4765625","16075.3330078125"
"2001","direct migration background","15082.94","13373.17","2945","7220","9989.58","17688","23238","48148","14763.88","15402","7.22","164234","13316.6669921875","13806"
"2001","indirect migration background","16374.05","14865.14","777","8078","11134.5","19532.4","25236.67","44638","15823.45","16924.65","2743","75647.34","14312.400390625","15228.7998046875"
"2001","no migration background","18454.26","16569.83","18341","9584.62","12659.05","21966.67","28958","51182","18320.81","18587.71","0","212321","16501.333984375","16715.333984375"
"2002","direct migration background","15394.78","13461.43","2820","7405","10072.86","18227.33","24085.33","51895","14911.99","15877.57","0","289262.66","13854.6435546875","14294.6669921875"
"2002","indirect migration background","17445.63","14997.4","784","8041.03","11153","19850.5","26087","69362.5","16383.12","18508.14","1609","231124.41","15222.7783203125","16477.19921875"
"2002","no migration background","18836.1","16613","19553","9336","12582","22189.14","29921.33","57830","18630.23","19041.97","0","387826.66","17973","18239.19921875"
"2003","direct migration background","15728.81","14117.33","2645","7412.67","10124.44","18457","24117.14","51320","15231.71","16225.91","600","252016.41","14336.400390625","14881.3330078125"
"2003","indirect migration background","17953.85","15465.08","790","8214.5","11519.03","21404.67","28651.11","56813.81","16814.53","19093.17","2076.92","252016.41","16038.0654296875","16877.435546875"
"2003","no migration background","19430.58","17215.67","18862","9489.44","12840.48","23186.67","30837.5","57638.1","19233.04","19628.12","0","403917.34","18452.30859375","18800.83203125"
"2004","direct migration background","15842.75","13668.98","2552","7354.67","10251.33","18436","23860.67","49128.67","14730.41","16955.09","0","1364491.38","14262","14837.6669921875"
"2004","indirect migration background","16701.21","15243.74","811","8318","11506.15","19790.5","26107.33","47966.67","15994.52","17407.9","143","83952","16024.5","16924.76171875"
"2004","no migration background","19386.03","17225.33","18370","9480.67","12866.67","22978","30437.33","57583.34","19112.86","19659.2","0","1364491.38","18432.380859375","18708"
"2005","direct migration background","16192.57","13460.25","2384","7604.76","10137","18779.5","24697.33","53320.8","14782.52","17602.62","0","1659708","14229.3330078125","14960.435546875"
"2005","indirect migration background","16984.83","15523.14","835","8400","11054","19986.4","29120","46232","16280.01","17689.65","666.67","88031","15617.22265625","17134.4453125"
"2005","no migration background","19859.22","17584.22","17593","9622.67","13036","23502","31730","58440","19564.26","20154.18","0","1659708","18745","19063"
"2006","direct migration background","16245.23","13938.7","2399","7488","10181.33","19047.78","25570","54740.67","15611.76","16878.7","0","587142.69","14411.599609375","15045.435546875"
"2006","indirect migration background","16731.7","15423.18","863","8114.64","10467.27","20947.2","27208.89","51133.33","15952.14","17511.26","0","139258.41","15712.7998046875","16714.34765625"
