"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","9432.72","8515.72","1601","4700.53","6423.75","11386.67","14776.19","29609.33","9198.2","9667.24","0","75831.34","7887.857421875","8336.400390625"
"1984","direct migration background","Male","9851.43","9031.74","1816","5199.5","6929.33","11733.67","15064","26393.5","9630.61","10072.25","0","75831.34","8452","8900.953125"
"1984","indirect migration background","Female","9886.03","9312.98","66","5991.79","7881.67","12280","14720","15401","8997.67","10774.39","3697.6","24234.45","7268.21435546875","9736"
"1984","indirect migration background","Male","8810.19","8304.65","62","5905","7035.33","9698.57","12307.22","15657.2","7972.96","9647.42","3068","24234.45","8194.400390625","9891.599609375"
"1984","no migration background","Female","10255.86","9289.5","4565","5191","6975.2","12371.2","15970.67","28431.33","10093.96","10417.76","0","113745.34","9412.3076171875","9739.3330078125"
"1984","no migration background","Male","11101.66","10081.32","4121","5939.5","7770.44","13076","16827","30007.33","10919.58","11283.74","0","113745.34","10016.111328125","10299.3330078125"
"1985","direct migration background","Female","9566.57","8724.83","1374","5027.31","6447.6","11531.3","14608.4","27606","9351.81","9781.33","0","51862.67","7972.77783203125","8497.1435546875"
"1985","direct migration background","Male","10154.47","9632.83","1571","5610","7312.5","12143.5","15513.67","24611","9963.63","10345.31","0","49713.91","8758.7998046875","9329"
"1985","indirect migration background","Female","10076.85","10206.83","78","6087.2","8119.2","12564","13532","15326","9391.54","10762.16","3492.12","15976.19","7968","10190"
"1985","indirect migration background","Male","8974.58","8910.27","66","5794","7123","10561.43","12806.67","14598","8313.93","9635.23","4052.17","14792.8","8028.57177734375","9457.5"
"1985","no migration background","Female","10635.14","9683.33","4180","5354","7308.8","12940.5","16448.67","28120.67","10467.49","10802.79","0","80112","9811.4287109375","10088.6669921875"
"1985","no migration background","Male","11519.89","10491","3818","5980.44","8043","13604.67","17172.5","35126.67","11309.43","11730.35","0","169250","10398.6962890625","10755"
"1986","direct migration background","Female","9720.75","9055.06","1317","5014.09","6740.87","11771.33","15071.33","25823.33","9514.08","9927.42","236.15","39649.33","8379.615234375","8932"
"1986","direct migration background","Male","10292.46","9678.37","1539","5751.94","7274.29","12405","15333.33","25823.33","10106.13","10478.79","0","36697.33","8994.07421875","9494.6669921875"
"1986","indirect migration background","Female","9673.84","8575.06","83","3694","6930.4","12377.5","15659.33","19942","8639.34","10708.34","3357","38295.33","7609.70556640625","10075.2001953125"
"1986","indirect migration background","Male","9957.56","9363.74","73","6343","7763.93","11387.33","13822.5","20035.2","8823.55","11091.57","4922.8","38295.33","8309.4443359375","11178.21484375"
"1986","no migration background","Female","10837.13","9971.02","3977","5578","7313.6","13257","16984.76","28054.67","10661.91","11012.35","0","123372","10201","10524"
"1986","no migration background","Male","11697.32","10818.8","3654","6318.93","8155.33","14027.33","17728","28560","11512.17","11882.47","0","123372","10732.6669921875","11121.5"
"1987","direct migration background","Female","10323.67","9445.7","1321","5264","7190.5","12495.33","15993.5","25228","10105.16","10542.18","0","43118.67","8988","9377.3330078125"
"1987","direct migration background","Male","10935.73","10032.37","1522","5840.67","7941.5","13186","16446.4","29715.5","10727.96","11143.5","0","43535.33","9518.3330078125","10018"
"1987","indirect migration background","Female","10681.46","11516.51","94","7262.22","7971.11","12933.89","13663","15644.29","9910.01","11452.91","2496","32411.33","8268","10645.2001953125"
"1987","indirect migration background","Male","11296.23","10639.26","83","6857.86","8245.33","13695.56","17695","18779","10334.7","12257.76","2306","32411.33","8463.63671875","11695.2001953125"
"1987","no migration background","Female","11397.64","10385.14","3892","5898","7808.18","13796.11","17625.71","29500.8","11216.56","11578.72","18","87875","10666.6669921875","11023.0439453125"
"1987","no migration background","Male","12347.5","11439.68","3601","6634.24","8749.33","14677","18678","31334","12157.75","12537.25","0","80892.66","11364","11702.5"
"1988","direct migration background","Female","10651.83","9870.07","1268","5522","7112.78","12849","16496","30610","10415.13","10888.53","8","52073.33","9130.6669921875","9683.0771484375"
"1988","direct migration background","Male","11228.37","10627.38","1422","6245","7854.23","13740","17134.5","28533","11012.71","11444.03","451.67","40395","9821.599609375","10444"
"1988","indirect migration background","Female","11108.49","9790.7","116","6353.43","8275","13163","14988.57","27142","10183.67","12033.31","3496","40395","8326.95703125","10435.3330078125"
"1988","indirect migration background","Male","10021.1","9673.35","108","5948.67","7058.21","12924","14217.33","19273.5","9262.07","10780.13","2514.44","32974.67","8574.2861328125","10655.2177734375"
"1988","no migration background","Female","11797.07","10758.98","3684","6119","8080","14269","18482.67","31848","11603.74","11990.4","0","101558.66","10967.5","11280.5556640625"
"1988","no migration background","Male","12780.28","11803.88","3424","6944.67","9103.33","15185","19269.33","32437.33","12582.23","12978.33","0","83425","11618","12006.5"
"1989","direct migration background","Female","11231.24","9967.28","1249","6044","7739","13282","17148","37534","10979.33","11483.15","8","67805.34","9444.5712890625","9918.400390625"
"1989","direct migration background","Male","11875.37","10743.82","1357","6421.91","8289.29","13908.57","17241.5","29321.67","11606","12144.74","1424.62","88504.66","9971.4287109375","10504.6669921875"
"1989","indirect migration background","Female","11257.84","10744.01","137","7430.67","8679.67","13879","16385.5","17972","10646.26","11869.42","3025","26864.67","9300","10698.572265625"
"1989","indirect migration background","Male","10203.01","9509.46","123","7081","7555.6","12527.33","14804","18298.57","9522.79","10883.23","4344","26864.67","9193.5712890625","10722.7998046875"
"1989","no migration background","Female","12426.35","11383.21","3542","6335","8365","14974.29","19175.33","36132","12212.88","12639.82","0","113948","11593","11997.916015625"
"1989","no migration background","Male","13634.61","12512.33","3301","7276","9633.33","16052.8","20094","39127","13399.43","13869.79","200","135049","12347.5","12700"
"1990","direct migration background","Female","11294.35","10219.86","1208","6123.2","7903.89","13281.94","17505.6","29389.5","11041.51","11547.19","322","44384","9732.5","10272.609375"
"1990","direct migration background","Male","12398.49","11130.27","1343","6391.3","8383.93","14342.56","18292.67","30333","12098.69","12698.29","24","114543.34","10350","10948"
"1990","indirect migration background","Female","10867.92","10324.34","151","7116.67","8836","12985.56","15098","18822.5","10344.42","11391.42","149","20249.71","10177","11052.5"
