"year","age_gr","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Full Time","11744.4","10915.48","2223","6936.11","8670.56","13589.33","16581","27853","11519.14","11969.66","1545.5","94603","10487.1435546875","10911"
"1984","16-34 y.","Not Working","8441.96","7923.11","1487","3914","5904.4","10324.4","13568","23266.5","8228.67","8655.25","0","62500","7243.22607421875","7612"
"1984","16-34 y.","Part Time","9875.88","9116.67","898","4929.52","7179.52","11534","14881.91","26317.78","9515.41","10236.35","477.33","75777.34","8620.400390625","9231.4287109375"
"1984","35-65 y.","Full Time","12165.62","11130.58","3433","6943.6","8620.4","14346.11","18326.67","30007.33","11983.42","12347.82","1976","75831.34","10500.5","10857.7783203125"
"1984","35-65 y.","Not Working","9483.78","8592.11","1960","4832.59","6510.67","11094.67","14405.33","27648","9229.71","9737.85","0","113745.34","8019","8374.5"
"1984","35-65 y.","Part Time","11752.73","10578.12","950","6527","8300","13626.09","17722","34232","11391.85","12113.61","2184.67","62493.91","9776","10403.3330078125"
"1984","66 and older","Full Time","","","","","","","","","","","","","",""
"1984","66 and older","Not Working","9014.73","8180.67","1216","4818.67","6136","10774.5","13581.67","25167","8713.51","9315.95","0","113745.34","8160","8590"
"1984","66 and older","Part Time","11525.83","10834.05","42","3490.67","5829","16088","22986","28538.67","9351.85","13699.81","596.67","28538.67","7260.66650390625","13468.6669921875"
"1985","16-34 y.","Full Time","11870.52","11299.22","1940","6850","8893.2","13953.89","16698.67","25206.67","11615.03","12126.01","1618","162146","10782.22265625","11259"
"1985","16-34 y.","Not Working","8847","8225.37","1356","4250.56","6025.33","10934","14395.33","22952","8634.3","9059.7","0","43941.43","7423.33349609375","7900.5556640625"
"1985","16-34 y.","Part Time","10013.27","9350.33","887","5195.56","7287.5","12142.38","14979","25251.15","9712.22","10314.32","501","51736.4","8984.6669921875","9622.3076171875"
"1985","35-65 y.","Full Time","12949.76","11640.81","3028","7218.67","9076.67","15077.22","19398.5","36020","12723.61","13175.91","2567.78","169250","10875","11205"
"1985","35-65 y.","Not Working","9660.24","8875.71","1804","5109","6626.43","11500","14927.14","27060.5","9437.82","9882.66","0","79317.78","8273","8724"
"1985","35-65 y.","Part Time","11689.66","10825.43","954","6386.67","8238","14028.33","17072.17","32998","11355.15","12024.17","1306.67","51862.67","10073","10783.5"
"1985","66 and older","Full Time","","","","","","","","","","","","","",""
"1985","66 and older","Not Working","9566.54","8623.94","1073","4908.67","6593.33","11288","14589.33","27836.67","9244.03","9889.05","67","70914","8612","9143"
"1985","66 and older","Part Time","","","","","","","","","","","","","",""
"1986","16-34 y.","Full Time","12130.5","11588.86","1964","7167","9111.43","14337","17452","25383.2","11912.84","12348.16","1848.5","86342","11153","11521.6669921875"
"1986","16-34 y.","Not Working","8993.56","8276.27","1247","4254.67","6143.81","11090.87","14337.62","22974","8760.48","9226.64","0","45717.5","7880.95263671875","8267.5"
"1986","16-34 y.","Part Time","10550.11","10013.98","887","5611.67","7321.33","13057.33","16225.33","24752.31","10263.08","10837.14","393","38702.38","9479.4443359375","10112.857421875"
