"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","10182.64","9210.53","6232","5164","6953.33","12308.5","15901.5","27984.67","10048.26","10317.02","0","113745.34","9023.5","9266.6669921875"
"1984","West Germany","Male","10963.99","9985.41","5999","5839.6","7646.4","12922.67","16629","29726.67","10820.53","11107.45","0","113745.34","9603.478515625","9848.400390625"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","10539.01","9589.26","5632","5328","7230","12820","16335.33","28113.89","10401.97","10676.05","0","80112","9415.2001953125","9659"
"1985","West Germany","Male","11366.25","10380.46","5455","5934.67","7908","13459.5","16978.8","32927.5","11206.72","11525.78","0","169250","9929.5244140625","10213.333984375"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","10727.75","9900.35","5377","5506.25","7211.5","13126","16866","27877.33","10585.97","10869.53","0","123372","9768.611328125","10016"
"1986","West Germany","Male","11534.73","10679.69","5266","6249.5","8069","13843.2","17452","28142","11392","11677.46","0","123372","10239.5244140625","10576"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","11290.08","10315.06","5307","5848.67","7784","13660.5","17532.17","29500.8","11143.95","11436.21","0","87875","10211.154296875","10460"
"1987","West Germany","Male","12180.98","11277.43","5206","6543.71","8642","14576","18405","30425.33","12033.18","12328.78","0","80892.66","10843.0439453125","11160"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","11683.67","10669.97","5068","6107.6","7988.5","14175.65","18211.33","31436.67","11527.53","11839.81","0","101558.66","10516.6669921875","10822"
"1988","West Germany","Male","12591.62","11601.2","4954","6812.73","8950","14966","19034","31978.67","12437.61","12745.63","0","83425","11058","11339"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","12293.41","11202","4928","6301","8311","14822.4","18945","36033.33","12123.73","12463.09","0","113948","10976.19140625","11312"
"1989","West Germany","Male","13404.19","12294.15","4781","7190.36","9404.67","15757.5","19751.5","38455","13220.4","13587.98","200","135049","11602.7783203125","11973.5"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","12812.75","11638.67","4827","6601","8687.78","15333.33","19675.33","35991.33","12621.88","13003.62","0","147922","11395","11683"
"1990","West Germany","Male","13892.81","12718.86","4690","7390.42","9637.86","16448.67","20983.2","38120.67","13689.28","14096.34","0","148122","12049.599609375","12385"
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","13783.38","12278.65","4807","6803.89","9246","16648","21656.67","40394.67","13582.68","13984.08","6.67","130243","12172","12545.599609375"
"1991","West Germany","Male","14927.02","13640.16","4659","7900","10365.52","17744.45","22766.5","39619","14730.19","15123.85","6.67","119264.66","12894.4443359375","13316.6669921875"
"1992","East Germany","Female","9028.69","8360.68","2097","5005","6551.6","10862.5","13506.8","21888","8873.45","9183.93","1702.31","32157.5","8771.5390625","9145.3330078125"
"1992","East Germany","Male","9911.92","9254.81","1896","6069.05","7284","11676","14448.67","22717","9743.05","10080.79","2216","36300","9309.5","9704"
"1992","West Germany","Female","14542.05","13036.04","4804","7231","9779","17659.33","22851.91","40343.33","14330.5","14753.6","0","170548.67","12915","13312.6669921875"
"1992","West Germany","Male","15704.81","14386.5","4594","8288.93","10951.33","19088.57","24028.67","40259.33","15494.98","15914.64","0","170548.67","13752.3818359375","14126"
"1993","East Germany","Female","10665.82","10005","2019","6051","7790.67","12619.2","15897.33","23452","10468.32","10863.32","848","63468.5","10200.6669921875","10597.0830078125"
"1993","East Germany","Male","11449.87","10672.31","1821","6748","8513.89","13617.83","17023","24379.33","11243.68","11656.06","86","63468.5","10708","11075.599609375"
"1993","West Germany","Female","15139.47","13714.74","4766","7333.33","10012.67","18199.05","24110","42936","14923.46","15355.48","0","122986.12","13596.6669921875","14002.7783203125"
"1993","West Germany","Male","16584.29","15020.72","4572","8412","11334","20000.67","25644","45856","16362.47","16806.11","251","122986.12","14397.6201171875","14749.5"
