"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Female","11911.43","11057.84","2890","6787.5","8571.07","14065.6","17791.33","29920.67","11716.61","12106.25","1033","75777.34","10686.7998046875","11005.23828125"
"1984","Employed","Male","11589.47","10481.87","4678","6551","8198.33","13570.48","17384","32816.5","11427.68","11751.26","477.33","94603","9985.599609375","10282.609375"
"1984","Not Employed","Female","8973.69","8158.81","3342","4648.85","6136","10639.33","13703.33","25890","8799.86","9147.52","0","113745.34","7771.33349609375","8019"
"1984","Not Employed","Male","9277.26","8590","1321","4560.5","6346.67","11126","14199.5","24020","8984.88","9569.64","0","113745.34","8043.33349609375","8502.7783203125"
"1985","Employed","Female","12199.87","11426.44","2637","6695","8754.8","14438","17929.33","31853.89","11994.42","12405.32","501","80112","10919.4443359375","11326"
"1985","Employed","Male","12025.73","10977.94","4217","6621.79","8492.8","14035.56","17528","35505.33","11836.93","12214.53","1306.67","169250","10367.5","10647.3330078125"
"1985","Not Employed","Female","9336.57","8523.33","2995","4831","6352","11136","14490","26076","9165.78","9507.36","0","79317.78","8132.66650390625","8351.3330078125"
"1985","Not Employed","Male","9673.23","8983.62","1238","4863.33","6642","11787","15128","24546","9408.97","9937.49","0","51862.67","8306","8871.3330078125"
"1986","Employed","Female","12473.73","11751.89","2616","6874","9105.33","14745.5","18313.33","29032","12263.73","12683.73","393","123372","11178.095703125","11611.3330078125"
"1986","Employed","Male","12239.84","11367.92","4082","6927.62","8830","14449.33","17986.67","30236.8","12076.45","12403.23","1644","123372","10710","11066.5"
"1986","Not Employed","Female","9403.86","8530.3","2761","4908.67","6425.5","11319.5","14667.33","25308","9226.48","9581.24","0","86342","8279","8650"
"1986","Not Employed","Male","9691.48","8727.44","1184","4999.33","6680","11715","15092.5","25308","9420.77","9962.19","0","48771","8340","8787.22265625"
"1987","Employed","Female","13000.26","12146","2644","7390.67","9410","15290","18976","32932","12782.93","13217.59","825","87875","11672","12071.3330078125"
"1987","Employed","Male","12909.24","11978","4070","7403","9301.3","15200.5","19073.33","31704.55","12742.74","13075.74","1219","80892.66","11339.5244140625","11616.111328125"
"1987","Not Employed","Female","9898.12","8989.47","2663","5372","6868","11766.67","15479.33","26136.11","9717.73","10078.51","0","61574","8804.6669921875","9143.8095703125"
"1987","Not Employed","Male","10178.62","9330.62","1136","5170","6950.67","12504.67","16252","25532","9882.57","10474.67","0","54622.67","8834.6669921875","9331"
"1988","Employed","Female","13504.82","12478.24","2581","7598","9825","16000","20316.67","31978.67","13275.36","13734.28","1172","101558.66","11836","12312.857421875"
"1988","Employed","Male","13400.07","12331.77","3869","7700.97","9797.33","15735.2","20132","32894","13227.79","13572.35","744","83425","11536","11851.3330078125"
"1988","Not Employed","Female","10142.12","9241.6","2487","5521.85","7059.33","12053","15461.11","30038.67","9948.11","10336.13","0","58397","8985.599609375","9372"
"1988","Not Employed","Male","10423.64","9616.81","1085","5353.91","7103.33","12913","15993.6","25977.6","10106.68","10740.6","0","83248","9103.3330078125","9754.6669921875"
"1989","Employed","Female","14237.26","13096.23","2555","7959","10231","16702","20904.67","39989.5","13984.59","14489.93","666","113948","12490.5","12875.3330078125"
"1989","Employed","Male","14243.14","12917.62","3715","8185.2","10288.21","16495.33","20667","39989.5","14036.61","14449.67","727","135049","12145.640625","12487.5"
"1989","Not Employed","Female","10620.43","9617.76","2373","5716","7290.4","12690","16409.5","30906","10414.79","10826.07","0","54648.57","9370","9772.400390625"
"1989","Not Employed","Male","11184.42","10244.8","1066","5648","7485","13608","17078","32108","10804.94","11563.9","200","113948","9555.5","10272"
"1990","Employed","Female","14687.62","13584.58","2549","8161","10560.5","17151.33","21708.67","38120.67","14410.6","14964.64","1508","147922","12948.400390625","13386.6669921875"
"1990","Employed","Male","14725.96","13406.77","3623","8297.62","10461.5","17071.33","21860.67","38487","14487.43","14964.49","693","148122","12616.6669921875","12986"
"1990","Not Employed","Female","11092.49","9974.46","2278","5969","7689.7","13020","17120","33697","10852.13","11332.85","0","123478","9668","10038"
"1990","Not Employed","Male","11576.7","10453.73","1067","5787","7711.43","14318","17888.67","35355.33","11225.48","11927.92","0","72879.5","9777.3330078125","10604"
"1991","Employed","Female","15941.14","14593.33","2580","8715","11149.33","18711.67","23847.78","42952","15648.83","16233.45","1457","130243","13873","14415.5"
"1991","Employed","Male","15874.85","14489.21","3617","9019","11305.22","18711.67","23847.78","42076","15647.28","16102.42","2452","119264.66","13461.9052734375","13965.599609375"
"1991","Not Employed","Female","11757.43","10487.64","2227","5919.33","8040.67","14043","18961","35789.2","11511.17","12003.69","6.67","85482.78","10399","10738"
"1991","Not Employed","Male","12293.22","11271.12","1042","6218","8173.21","15425.33","19171.5","31482","11943.09","12643.35","6.67","58598","10497","11278.8896484375"
"1992","Employed","Female","15227.16","13647.25","3999","7822.22","10309.44","18487.6","23363","40535","14998.05","15456.27","763","170548.67","12553.3330078125","12955"
"1992","Employed","Male","15414.88","13958.92","5116","8171.25","10580.67","18693.33","23733.33","39795.33","15223.43","15606.33","874","170548.67","12724.7626953125","13143.333984375"
"1992","Not Employed","Female","11608.49","10478.9","2902","5542","7444","13958.57","18954.67","33876","11394.87","11822.11","0","92274","10018","10479"
"1992","Not Employed","Male","12030.59","10827.41","1374","6134","7725.33","14883.33","19893","31458","11729.22","12331.96","0","65653.34","9888.6669921875","10614.2861328125"
"1993","Employed","Female","16501.01","14930.4","3811","8804","11340.56","19644","25327.14","44792.67","16265.99","16736.03","848","122986.12","13902","14283.4619140625"
"1993","Employed","Male","16751.27","15047.5","4922","8956.15","11510","19942","25606.67","46264.67","16548.76","16953.78","2168.67","122986.12","13904.6669921875","14264.6669921875"
"1993","Not Employed","Female","12035.87","10772.08","2974","6287.69","8091","14282","18913.33","35770","11818.76","12252.98","0","81682","10324","10677.7783203125"
"1993","Not Employed","Male","12439.09","11139.3","1471","6378.67","8148","15109","20095.6","33970.36","12129.12","12749.06","86","66037.5","10362.6669921875","10929.3330078125"
"1994","Employed","Female","17484.79","15778.18","3656","9540.94","12148.89","20530","27106","44616.67","17227.82","17741.76","1527.33","128759","14670","15143.5"
"1994","Employed","Male","17498.5","15889.35","4699","9550","12100","20939.33","27132.5","44616.67","17282.42","17714.58","1527.33","103276.67","14676.19140625","15074.5830078125"
"1994","Not Employed","Female","12665.4","11518.86","3048","6567","8713.91","15066","19955.33","35729.33","12452.36","12878.44","0","71178","11045","11525"
"1994","Not Employed","Male","13292.64","12085.53","1541","6850","9022.67","15935.33","20520","39208","12971.01","13614.27","0","102068.5","11505.599609375","12014"
"1995","Employed","Female","17500.21","15899.13","3730","9180.87","12224.29","20855.71","27320","44706.67","17251.19","17749.23","1227","118529.45","14838.6962890625","15224.6669921875"
"1995","Employed","Male","17414.16","15684.62","4802","9286","12079","20616","27405","45627","17193.66","17634.66","1558","118529.45","14616","14995"
"1995","Not Employed","Female","13095.33","11606.21","3200","6568","8801.54","15218","20552","37496.67","12864.23","13326.43","0","125661","11233.3330078125","11569.5244140625"
"1995","Not Employed","Male","13230.03","12091.19","1638","6810","9098","15831.79","20643.33","34962.67","12931","13529.06","0","74048","11482.6669921875","12005"
"1996","Employed","Female","17547.14","15890.18","3726","9442.61","12426","20618.4","26999.33","46442.67","17291.2","17803.08","807","174217.33","14880.357421875","15376"
"1996","Employed","Male","17876.11","15934.4","4728","9586.67","12315","21173.33","27803","47445.33","17637.37","18114.85","814.41","193088","14842.173828125","15269.3330078125"
"1996","Not Employed","Female","13388.15","12000.38","3084","6489","9121","15959","21153.33","38600.67","13156.95","13619.35","0","113924","11617.619140625","12042"
"1996","Not Employed","Male","13943.73","12843.24","1587","7135","9778","16792.5","21022.67","35189.33","13618.55","14268.91","0","118062.5","12300.4345703125","12841.935546875"
"1997","Employed","Female","17766.95","16195.72","3578","9668","12720.8","20740","27313","47010.67","17518.75","18015.15","660","97731.34","15543.703125","15957.2001953125"
"1997","Employed","Male","18174.2","16333.04","4585","9943.33","12576","21411.33","28287.5","46896","17951.19","18397.21","486","110923","15436.154296875","15856.7998046875"
"1997","Not Employed","Female","13749.75","12346.65","3100","6986","9491","16067.5","22051","38119","13519.03","13980.47","0","96119.5","12105","12472"
"1997","Not Employed","Male","14110.21","13025.62","1652","7160","9914.67","16738.57","21789.33","37216","13803.75","14416.67","143","67279.34","12537.599609375","13035.599609375"
"1998","Employed","Female","18070.02","16415.56","3905","9967.5","12759.44","21506","27457.33","46278.5","17819.71","18320.33","1538","131763.81","15629.599609375","16096.6669921875"
"1998","Employed","Male","18219.97","16380.33","4983","10117.33","12721","21791.33","28180.97","45701.43","18007.14","18432.8","750","126770","15515.71484375","15930.6669921875"
"1998","Not Employed","Female","13913.93","12697.2","3506","7143.33","9679","16444","22393.87","38164","13697.6","14130.26","0","90368","12373","12717"
"1998","Not Employed","Male","14403.11","13349.9","1933","7228.67","10128.67","17041.33","22760","36904","14093.17","14713.05","0","131763.81","12740","13220.5"
"1999","Employed","Female","18501.65","16980.66","3907","10143.91","12960","21979.33","28302.67","49202","18251.42","18751.88","626","121408","16041.5","16468"
"1999","Employed","Male","18669.27","16732.78","4893","10342.5","12760.67","22283","28913.33","50947.33","18435.88","18902.66","341","122128.66","15808.2607421875","16297.7138671875"
"1999","Not Employed","Female","14612.71","12969.61","3216","7485.33","10143","17141.5","23658","42782","14362.25","14863.17","102","122128.66","12664","13098"
"1999","Not Employed","Male","14778.68","13537.81","1752","7556.67","10352.67","17630","23518","39828","14469.83","15087.53","108","64794.67","12828","13477"
"2000","Employed","Female","18995.74","17150.22","6833","10140.33","13188","22564.5","29341","50751.11","18770.08","19221.4","722","222456","16784","17150.4765625"
"2000","Employed","Male","19424.72","17177.79","8362","10450.87","13347","22829","30385","55871","19215.55","19633.89","1048","181406","16766.666015625","17098.666015625"
"2000","Not Employed","Female","14837.2","13208.09","5776","7464","10168.1","17356","23363","46998","14627.01","15047.39","0","181406","13141","13410"
"2000","Not Employed","Male","14984.62","13820.27","3293","7659.17","10604","17953.2","23064.67","38936","14736.96","15232.28","0","146879.33","13500.8701171875","13872"
"2001","Employed","Female","19329.72","17427.38","6393","10029.23","13446.5","22758.67","30274.67","54156.67","19100.45","19558.99","1190.67","183460","17075.333984375","17472.400390625"
