"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","Rural Area","12249.48","10741.7","979","6748.89","8522.42","14092.67","17513.91","36917","11764.68","12734.28","3248.05","169250","10178.5","10979.0478515625"
"1985","Full Time","Urban Area","12664.51","11787","4007","7194.8","9181","14842","18416.67","32732.22","12485.3","12843.72","1618","162146","10970","11309.5"
"1985","Not Working","Rural Area","8770.44","8317.33","917","4469","6136","10737.33","14168","21315","8518.16","9022.72","0","36020","7925","8493.478515625"
"1985","Not Working","Urban Area","9655.72","8762.56","3316","4951","6593.33","11626","14948.4","27084","9486.6","9824.84","0","79317.78","8203.3330078125","8541.6669921875"
"1985","Part Time","Rural Area","10368.65","9468.8","388","5556.8","7243.33","12468.67","15816.67","27945.5","9896.13","10841.17","1306.67","44448.34","8817.5","9809.3330078125"
"1985","Part Time","Urban Area","11085.9","10348.18","1480","5672.5","7949.2","13223","16378.67","30848.67","10828.19","11343.61","501","51862.67","9772.7783203125","10315.71484375"
"1986","Full Time","Rural Area","12416.67","11290.4","977","6992.33","8749.57","14491.33","18266.67","32806.67","12020.83","12812.51","3693","86342","10715.76953125","11399"
"1986","Full Time","Urban Area","12870.65","12109.7","3888","7386","9494.67","15068.67","18702.67","29032","12701.79","13039.51","1848.5","123372","11335.3330078125","11673"
"1986","Not Working","Rural Area","9163.94","8425","814","4726.67","6286","10792.22","13952.67","22342.67","8828.32","9499.56","236.15","86342","8135.2001953125","8716"
"1986","Not Working","Urban Area","9590.31","8682","3131","4999.33","6520.67","11576","15035.33","26253","9424.99","9755.63","0","56464","8374.7626953125","8682"
"1986","Part Time","Rural Area","10678.12","9801.3","394","6025.22","7470","12652.8","16512.5","26522","10232.91","11123.33","393","36795.15","9220","10017.3330078125"
"1986","Part Time","Urban Area","11432.9","10731.05","1439","6095.5","8242","13823.6","17034.67","28893.33","11183.79","11682.01","1644","48518","10140.8701171875","10620.5712890625"
"1987","Full Time","Rural Area","12728.14","11722.44","978","7408.33","9267.6","15056","18914","29124","12387.85","13068.43","1379","72272.66","11438.6669921875","12146"
"1987","Full Time","Urban Area","13718.41","12642.8","3921","8056.67","9976.5","16048","19869","33056","13540.08","13896.74","2306","87875","11966.6669921875","12236.0869140625"
"1987","Not Working","Rural Area","9370.9","8676.42","770","5135","6543.71","11185.5","14313.6","22366","9086.68","9655.12","236.15","28033.33","8363.3330078125","9030.263671875"
"1987","Not Working","Urban Area","10164.19","9272.5","3029","5407","6980.67","12203.89","16068","27963.33","9984.84","10343.54","0","61574","8926","9272.5"
"1987","Part Time","Rural Area","10751.14","9737.13","412","6207.67","7794","12744","15996.96","27654","10253.76","11248.52","2199.33","72272.66","9263.5","10021.154296875"
"1987","Part Time","Urban Area","11815.21","11272.16","1403","6229","8515.5","14074","17512","31704.55","11554.31","12076.11","825","49928","10570.5556640625","11132"
"1988","Full Time","Rural Area","13080.62","12348.61","893","7872.38","9778.67","15022.67","19582","28578.5","12756.16","13405.08","2640.67","35657.33","11556","12371.599609375"
"1988","Full Time","Urban Area","14211.47","13026.06","3709","8281.43","10353.33","16799.33","20928","34601.11","14023.39","14399.55","1993.48","83425","12166.6669921875","12585.5556640625"
"1988","Not Working","Rural Area","9600.63","8841.39","704","5115.24","6615.33","11892.67","14847","22676.4","9289.44","9911.82","870","35657.33","8688.6669921875","9372"
"1988","Not Working","Urban Area","10411.31","9474.38","2868","5546.67","7165.5","12530","15836","30960.67","10219.59","10603.03","0","83248","9134.6669921875","9471.6669921875"
