"year","e11102","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(0) in school","","","","","","","","","","","","","",""
"1984","Employed","(1a) inadequately completed","9427.49","8941.71","717","5569.17","7096.67","11164","13447.33","18395.5","9153.45","9701.53","2352","41323.6","8856","9514"
"1984","Employed","(1b) general elementary school","9925.26","9412.22","1486","5910","7423.81","11896.5","14258","23816","9709.53","10140.99","477.33","59460","8960","9504.7626953125"
"1984","Employed","(1c) basic vocational qualification","11228.48","10370.8","2923","6658.7","8205.2","13108.5","16235","31878.67","11045.15","11411.81","1545.5","74208.66","10116.6669921875","10461.111328125"
"1984","Employed","(2a) intermediate vocational","12910.12","12056.67","1002","7735","9696.8","15164.76","18809.58","31282.67","12587.39","13232.85","1976","74208.66","11894","12433.5"
"1984","Employed","(2b) intermediate general qualification","10668.63","9961.72","236","6290.8","7770.44","12506.67","16324.4","24645.33","10111.89","11225.37","1939.44","30064","9370.8701171875","10650.5"
"1984","Employed","(2c_gen) general maturity certificate","9279.47","8963","183","4049","6535","11367.2","14487.33","28431.33","8730.42","9828.52","1411","28431.33","7904.78271484375","9478"
"1984","Employed","(2c_voc) vocational maturity certificate","13535.09","12363.55","325","6866.19","9406.67","15876","19420.8","59460","12632.79","14437.39","1863","94603","10616","12074"
"1984","Employed","(3a) lower tertiary education","15031.64","13629","205","8463","10324.4","18603.89","22496","39320","14012.21","16051.07","596.67","62493.91","12711.3046875","15047"
"1984","Employed","(3b) higher tertiary education","15848.57","14562.25","428","8704","10930","18648","24662.67","43898","15042.71","16654.43","2925.33","75831.34","13105.3330078125","14935.71484375"
"1984","Not Employed","(0) in school","9818.92","8744.49","178","5522","7041.2","11866","14265.5","24020","9197.11","10440.73","0","35615.6","8309","9555.599609375"
"1984","Not Employed","(1a) inadequately completed","7053.18","6539.04","398","4028.71","5082.61","8240.5","11452.67","13652","6719.85","7386.51","0","41323.6","6310.43505859375","6667.30810546875"
"1984","Not Employed","(1b) general elementary school","8064.78","7416.49","1529","4344.64","5726.67","9370.87","11866.5","22088","7814.19","8315.37","0","113745.34","7197","7567.3916015625"
"1984","Not Employed","(1c) basic vocational qualification","8959.19","8180.67","1346","4933","6385.56","10621.5","13342.67","23125","8687.7","9230.68","0","113745.34","8017.33349609375","8342.7783203125"
"1984","Not Employed","(2a) intermediate vocational","11014.55","10325.48","409","6136","8180.67","12751.11","17179","27466.67","10488.25","11540.85","0","62500","9838.5","10873.3330078125"
"1984","Not Employed","(2b) intermediate general qualification","10159.45","9233.33","241","4560.5","6987.78","11878","15704","35615.6","9529.79","10789.11","460","36813","8758","9816.6669921875"
"1984","Not Employed","(2c_gen) general maturity certificate","8567.97","8232.42","232","3246.92","5400.2","11274.4","14598","24948","7988.37","9147.57","0","25077.33","7148","8521.111328125"
"1984","Not Employed","(2c_voc) vocational maturity certificate","10847.24","10212.96","131","4172","6953.33","13299.33","18815.33","30678","9916.63","11777.85","744","30678","8649.5","10839.3330078125"
"1984","Not Employed","(3a) lower tertiary education","12001.9","11006.76","61","5368.5","8932.38","15492","18230","39555","10448.66","13555.14","170.56","39555","9224.400390625","12379.5"
"1984","Not Employed","(3b) higher tertiary education","12105.31","10432.76","99","3886","6114","15229","22724","48872","10043.57","14167.05","51","75831.34","7976","11222.173828125"
"1985","Employed","(0) in school","","","","","","","","","","","","","",""
"1985","Employed","(1a) inadequately completed","9766.07","9701.24","557","5459.31","7392","11808.4","14056.67","18704","9491.38","10040.76","2510.3","23628.08","9221.5","9831"
"1985","Employed","(1b) general elementary school","10327.51","9648.49","1321","5949.44","7636.79","12211.5","14656.67","25251.15","10094.82","10560.2","1306.67","68799.5","9240.3330078125","9688.572265625"
"1985","Employed","(1c) basic vocational qualification","11512.61","10800.96","2616","6704.4","8471.43","13526.4","16551.11","28272.67","11330.02","11695.2","1892","79317.78","10436","10809.677734375"
"1985","Employed","(2a) intermediate vocational","13809.43","12556.74","953","7816","9907.5","15716.92","19022.4","40760","13221.34","14397.52","614","169250","12224.5","12942"
"1985","Employed","(2b) intermediate general qualification","10933.65","10055.11","236","6000.3","7997","13044.5","17195.5","23759.2","10357.96","11509.34","501","28510.67","9844.400390625","10844.34765625"
"1985","Employed","(2c_gen) general maturity certificate","9880.85","8360.69","178","3801","6027.33","12130.67","16040.29","27606","9050.24","10711.46","782.67","51736.4","7949.2001953125","9452.2587890625"
"1985","Employed","(2c_voc) vocational maturity certificate","13251.29","12486.72","296","7181","9322.67","16040.29","20279","31134","12570.41","13932.17","3147","64303","10915.6669921875","12496.111328125"
"1985","Employed","(3a) lower tertiary education","15506.14","14150.24","191","8425","10462","19060.67","23522","48393.33","14378.16","16634.12","3350","49713.91","12673","15133.3330078125"
"1985","Employed","(3b) higher tertiary education","15403.27","14486.81","417","8417","11221.67","17868","23758","37236","14800.22","16006.32","3338.89","42300","13296","14820"
"1985","Not Employed","(0) in school","10744.81","9871.46","180","5619.57","7876","13650.8","16200.65","24546","10106.08","11383.54","2692.67","26939.57","9109.6669921875","10370.400390625"
"1985","Not Employed","(1a) inadequately completed","6922.81","6634.77","360","3509.52","4760.48","8610","11495.5","15110.91","6652.06","7193.56","0","15155.2","6318","6953.25537109375"
"1985","Not Employed","(1b) general elementary school","8141.43","7661.86","1312","4464","5924","9752.61","12300.67","20566.67","7951.3","8331.56","46","36020","7397.7421875","7771.154296875"
"1985","Not Employed","(1c) basic vocational qualification","9444.89","8596.9","1221","5242","6800","10982.5","13682.67","29251.91","9145.54","9744.24","0","79317.78","8351.6669921875","8852.22265625"
"1985","Not Employed","(2a) intermediate vocational","11690.35","10588.89","391","5949","8203.33","13651","17641","41994","11102.31","12278.39","0","45308","9912.5","11044"
"1985","Not Employed","(2b) intermediate general qualification","10009.9","9500.95","239","4992.8","6954.4","12678.5","15952","22382","9449.32","10570.48","96","27899.33","8351.6669921875","9953.599609375"
"1985","Not Employed","(2c_gen) general maturity certificate","8656.74","8902.92","200","2967","5088.5","11529.67","14498.5","19537.5","8055.95","9257.53","0","24979.6","7934.39990234375","9628.400390625"
"1985","Not Employed","(2c_voc) vocational maturity certificate","10712.79","10184.43","119","5138","7431.33","13285.33","17179","23665","9859.36","11566.22","75","23665","8713.6669921875","11490.6669921875"
"1985","Not Employed","(3a) lower tertiary education","13023.34","13245.19","57","6116.19","9632.67","15918","19872","24546","11711.32","14335.36","2803","24546","10830.953125","14486.6669921875"
"1985","Not Employed","(3b) higher tertiary education","13573.74","12914.71","93","5610","9343.33","16081","22104.67","37871.33","12209.54","14937.94","782.67","37871.33","11270.0009765625","13581.6669921875"
"1986","Employed","(0) in school","","","","","","","","","","","","","",""
"1986","Employed","(1a) inadequately completed","10075.06","9785","516","5985.33","7710.34","12145","14166.67","18818.67","9794.32","10355.8","3954.81","25316","9561.3330078125","10115.3330078125"
"1986","Employed","(1b) general elementary school","10369.41","9937.74","1307","6116","7807.78","12640","14850","23157.33","10174.44","10564.38","393","38295.33","9591.9052734375","9938"
"1986","Employed","(1c) basic vocational qualification","11728.34","11078.4","2489","7066.9","8815","13929.5","16916","24780","11546.84","11909.84","1728.67","123372","10758","11112.7783203125"
"1986","Employed","(2a) intermediate vocational","13679.45","13085.55","932","7988","10286.11","16018","19153","33486.4","13312.8","14046.1","3095","86342","12614","13308"
"1986","Employed","(2b) intermediate general qualification","11516.33","10601.08","254","6366.52","8584","13594.5","16507.2","27844.67","10754.14","12278.52","1848.5","86342","10085.599609375","11299.3330078125"
"1986","Employed","(2c_gen) general maturity certificate","11253.33","10558.77","201","4380","6844.5","13945.5","18308.29","29032","10222.57","12284.09","1644","86342","9248","10838"
"1986","Employed","(2c_voc) vocational maturity certificate","13394.11","12618.41","297","6411","9768.33","16525","21148.5","30640","12755.1","14033.12","2390","39696.67","10929.5244140625","12543.333984375"
"1986","Employed","(3a) lower tertiary education","15922.46","14402.02","190","7852.22","10760.37","18923.33","23394.5","50748","14478.1","17366.82","3349","123372","13338","15196"
"1986","Employed","(3b) higher tertiary education","16565.58","15343.79","417","9363.48","12037.14","19879.33","25308","36810","15940.32","17190.84","2641","39696.67","14414.7626953125","15780.416015625"
"1986","Not Employed","(0) in school","10607.14","10006.77","184","5916.09","8007.6","12377.5","16867.33","23324","9975.88","11238.4","0","30236.8","9035.65234375","10265"
"1986","Not Employed","(1a) inadequately completed","7282.3","6791.24","337","3436","4449.33","9226.4","12805.33","18852.67","6967.68","7596.92","72","22692.4","6801.2001953125","7400"
"1986","Not Employed","(1b) general elementary school","8354.22","7694.89","1179","4656.5","5945","9810","12503.33","21507.33","8121.56","8586.88","0","56464","7500","7958"
"1986","Not Employed","(1c) basic vocational qualification","9221.49","8502.12","1143","5304","6608","10980","13689","21266.8","8974.28","9468.7","51","48771","8340","8830"
"1986","Not Employed","(2a) intermediate vocational","11281.59","10392.15","379","5667","7880.95","13136","17196.11","35239","10707.08","11856.1","260","45717.5","10248","11299.3095703125"
"1986","Not Employed","(2b) intermediate general qualification","10805.55","9924.48","212","5678.67","7296.67","13082.67","16721","28560","9865.33","11745.77","0","86342","9163.6845703125","10487.6669921875"
"1986","Not Employed","(2c_gen) general maturity certificate","9535.75","9165.22","204","4322","5808","11976.5","15179.6","23457.5","8923.22","10148.28","0","26109","8274.6669921875","9810.6669921875"
"1986","Not Employed","(2c_voc) vocational maturity certificate","10855.36","10209.63","116","5065.2","7505.33","13453.04","16902.5","24643.33","9849.17","11861.55","72","39649.33","8580","10692"
"1986","Not Employed","(3a) lower tertiary education","11728.92","10809.54","57","4975","7666","15280","19136","23480","10365.17","13092.67","3280","23480","9681.4287109375","13546.6669921875"
"1986","Not Employed","(3b) higher tertiary education","14337.84","13418.56","87","4715","9646.67","18456.8","21880.67","33157.5","12888.32","15787.36","0","33157.5","11507","14792"
"1987","Employed","(0) in school","","","","","","","","","","","","","",""
"1987","Employed","(1a) inadequately completed","10319.18","10210.93","517","6190.36","7793.33","12495.33","14960","18256","10017.69","10620.67","825","28400","9845.2001953125","10619"
"1987","Employed","(1b) general elementary school","11076.98","10438.77","1314","6381.74","8161.82","13088.67","16006","25550","10823.16","11330.8","1343.04","72272.66","9833.21484375","10434.5830078125"
"1987","Employed","(1c) basic vocational qualification","12356.96","11582.94","2456","7544","9300","14489","17560","29500.8","12168.94","12544.98","1379","87875","11309","11692.7998046875"
"1987","Employed","(2a) intermediate vocational","13987.67","13081.33","959","8227.6","10409.33","16812.67","20117.33","30069.05","13646.73","14328.61","3102","61574","12786.111328125","13516.7998046875"
"1987","Employed","(2b) intermediate general qualification","12094.86","11323.69","248","7508.1","9267.6","14199","18271.5","28350.44","11525.76","12663.96","1219","35028.67","11022.400390625","12018.5"
"1987","Employed","(2c_gen) general maturity certificate","12277.13","11743.42","203","5091","8070","14933.6","18391.67","33056","11356.44","13197.82","1800","70812","9936","11756.7998046875"
"1987","Employed","(2c_voc) vocational maturity certificate","13864.76","13134.95","297","6992.86","9827","16927","21739.33","33554","13156.26","14573.26","2415","41171.33","11412.6669921875","13155"
"1987","Employed","(3a) lower tertiary education","16239.49","14805.83","186","8392.4","10856.67","20041","24575.33","55436","15036.17","17442.81","2863.33","80892.66","13632","15521.3330078125"
"1987","Employed","(3b) higher tertiary education","17713.13","16162.07","415","10485","12673.33","20836.67","27654","41860","16965.76","18460.5","2535","70812","14933.599609375","16566.66796875"
"1987","Not Employed","(0) in school","11119.94","10819.44","179","5816.5","8498.29","13136.5","16681.5","24682","10452.3","11787.58","2306","31148.8","9490.4345703125","10986"
"1987","Not Employed","(1a) inadequately completed","8098.23","7297.77","307","4080","5659.44","10211.15","13486.67","18629.5","7747.66","8448.8","1314.64","21753.5","7281.4287109375","7906.82958984375"
"1987","Not Employed","(1b) general elementary school","8755.14","8160.58","1140","5045.22","6347","10536.67","13186","19865.33","8537.19","8973.09","0","38276","7941","8476"
"1987","Not Employed","(1c) basic vocational qualification","9540.79","8840.12","1137","5482","6839","11265","14440.67","24415","9281.32","9800.26","0","54622.67","8600","9084.7626953125"
"1987","Not Employed","(2a) intermediate vocational","12069.06","10967.53","373","6976","8714","14067.92","18148","31618.8","11477.11","12661.01","1068","54622.67","10741.0341796875","11734"
"1987","Not Employed","(2b) intermediate general qualification","10921.19","9952.11","185","5645","7141","13518.4","18268","28158","10135.82","11706.56","2420.67","49928","9020.357421875","10719.5"
"1987","Not Employed","(2c_gen) general maturity certificate","10295.01","9476.25","179","4469","6412","12464.67","15826.4","25566.5","9399.91","11190.11","0","61574","8507.5","10237.2001953125"
"1987","Not Employed","(2c_voc) vocational maturity certificate","11745.23","11143.02","109","7194.29","9218","13459","18068.67","27958.67","10717.29","12773.17","922","43118.67","9824","11626.666015625"
"1987","Not Employed","(3a) lower tertiary education","13324.18","13416.98","63","5782","8642","16720","20326","43562","11761.71","14886.65","427","43562","12033.333984375","14662"
"1987","Not Employed","(3b) higher tertiary education","14938.27","14403.45","80","4045.5","10427.2","19706","24596","53436","13155.15","16721.39","236.15","53436","12550","16784"
"1988","Employed","(0) in school","","","","","","","","","","","","","",""
"1988","Employed","(1a) inadequately completed","11121.51","10846.65","447","6446","7953.1","13559","16140.67","18964","10750.92","11492.1","3706","40395","10199.5830078125","10930.5556640625"
"1988","Employed","(1b) general elementary school","11137.85","10760.67","1282","6676.67","8541.5","13310","15993.6","22262","10928.43","11347.27","1235.5","40537.6","10214.3330078125","10687.3330078125"
