"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","9820.42","9079.73","1161","4980","6759","11834","15496","24361.33","9538.29","10102.55","0","68799.5","8853.9130859375","9320.400390625"
"1985","Rural Area","Male","10938.88","9695.78","1123","5619.29","7434","12625.6","16109.5","36020","10520.21","11357.55","1306.67","169250","9330.8330078125","9839"
"1985","Urban Area","Female","10757.69","9832.34","4471","5452","7382.4","13006","16549.33","29208","10601.51","10913.87","0","80112","9520.76953125","9830"
"1985","Urban Area","Male","11499.37","10594.73","4332","6067.14","8063.89","13616.67","17190.8","30848.67","11330.27","11668.47","0","162146","10071.841796875","10370.400390625"
"1986","Rural Area","Female","10373.92","9337.51","1115","5304","7005","12682","16446.05","27002","10043.25","10704.59","236.15","86342","9220","9834"
"1986","Rural Area","Male","11104.97","10102.98","1070","6082.38","7818.67","13082.67","16916","27844.67","10764.93","11445.01","1226.67","86342","9661.599609375","10310"
"1986","Urban Area","Female","10835.21","10016.1","4262","5565","7313.6","13290.67","16943.33","28138.67","10678.61","10991.81","0","123372","9839.2001953125","10096.111328125"
"1986","Urban Area","Male","11665.42","10908.18","4196","6322.38","8147.27","14027.33","17632.33","28142","11508.66","11822.18","0","123372","10319","10692"
"1987","Rural Area","Female","10556.57","9638.5","1110","5667.33","7301.33","12760.4","16754","25902.67","10258.69","10854.45","236.15","72272.66","9560.3330078125","10177.3330078125"
"1987","Rural Area","Male","11455.39","10427.34","1050","6263.33","8176.8","13574.44","17578","27485","11142.86","11767.92","1427","72272.66","10140.6669921875","10765"
"1987","Urban Area","Female","11508.93","10510.19","4197","5934","7904","13967.2","17782","31306.67","11341.95","11675.91","0","87875","10315.2001953125","10650"
"1987","Urban Area","Male","12397.37","11495.06","4156","6634.24","8784.5","14779.33","18685","31618.8","12230.03","12564.71","0","80892.66","10958.095703125","11280.5556640625"
"1988","Rural Area","Female","10929.32","10233.05","1033","5736","7547.33","13231.2","16938.8","27707.33","10631.39","11227.25","870","35657.33","10118","10733"
"1988","Rural Area","Male","11754.6","11129.63","991","6365.67","8470","14264","17543","26947","11457.06","12052.14","1524","35657.33","10700","11229.3330078125"
"1988","Urban Area","Female","11903.08","10808.74","4035","6200","8125.33","14358.89","18585.33","32428.33","11722.55","12083.61","0","101558.66","10568.25","10868.6669921875"
"1988","Urban Area","Male","12839.39","11793.56","3963","6968.75","9119.5","15261","19362.8","32894","12661.95","13016.83","0","83425","11087.2001953125","11446"
"1989","Rural Area","Female","11651.74","10796.37","971","5862","8124.76","14024","18128.33","29590","11316.74","11986.74","666","74005.72","10671.666015625","11465"
"1989","Rural Area","Male","12539.17","11874.27","952","6792.86","8790.67","15004.67","19042","30593.33","12200.72","12877.62","1718","74005.72","11390.71484375","12100.4345703125"
"1989","Urban Area","Female","12473.17","11339.49","3957","6348","8354.67","14992.5","19255.24","37167.33","12278.52","12667.82","0","113948","10964","11342"
"1989","Urban Area","Male","13656.87","12420.4","3829","7319.33","9546.8","16039.05","20275.2","39141.5","13443.45","13870.29","200","135049","11600.7998046875","12012.3330078125"
"1990","Rural Area","Female","11882.58","10940.15","978","5968.57","8215.33","14465.33","18726","32082","11520.71","12244.45","149","80026","10859.3330078125","11557.3330078125"
"1990","Rural Area","Male","13117.53","12169.68","940","7234.19","9119.33","15726.11","19921.33","34578.67","12742.04","13493.02","0","80026","11699.3330078125","12529"
"1990","Urban Area","Female","13075.83","11823.04","3849","6827.92","8842","15569.45","19891","37057.6","12854.99","13296.67","0","147922","11459.5","11779.3330078125"
"1990","Urban Area","Male","14117.64","12843","3750","7417.27","9778.8","16721","21285","38458","13881.15","14354.13","0","148122","12060","12417.599609375"
"1991","Rural Area","Female","12620.97","11583.31","989","6372","8621.33","15786.4","19234.67","33065.33","12244.29","12997.65","1784","85482.78","11586.6669921875","12295.416015625"
"1991","Rural Area","Male","13937.31","12978.34","963","7528","9822.86","16510.48","20854.45","33476","13557.44","14317.18","1278","85482.78","12340.6669921875","13242"
"1991","Urban Area","Female","14125.13","12536.08","3818","6920.67","9475","16941.2","22286","41194.45","13892.38","14357.88","6.67","130243","12283.3330078125","12650"
"1991","Urban Area","Male","15229.22","13861.5","3696","8024.67","10504","18307.5","23360.3","41194.45","15001.93","15456.51","6.67","119264.66","12931.142578125","13406.6669921875"
