"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Employed","11184.01","10393.33","3121","6350","8103.33","13085.46","16204","27853","10991.29","11376.73","477.33","94603","10042.7783203125","10370.400390625"
"1984","16-34 y.","Not Employed","8441.96","7923.11","1487","3914","5904.4","10324.4","13568","23266.5","8228.67","8655.25","0","62500","7243.22607421875","7612"
"1984","35-65 y.","Employed","12067.6","10982.8","4383","6862.5","8529.58","14198.67","18191.33","32816.5","11904.86","12230.34","1976","75831.34","10393.9130859375","10721.3330078125"
"1984","35-65 y.","Not Employed","9483.78","8592.11","1960","4832.59","6510.67","11094.67","14405.33","27648","9229.71","9737.85","0","113745.34","8019","8374.5"
"1984","66 and older","Employed","12520.12","11016.99","64","3472.5","6143","16756.67","24924.67","33996","10419.33","14620.91","596.67","35516.67","9260.6669921875","13477.3330078125"
"1984","66 and older","Not Employed","9014.73","8180.67","1216","4818.67","6136","10774.5","13581.67","25167","8713.51","9315.95","0","113745.34","8160","8590"
"1985","16-34 y.","Employed","11288.68","10693.29","2827","6236.67","8232.38","13445.56","16363","25251.15","11087.6","11489.76","501","162146","10349","10647.3330078125"
"1985","16-34 y.","Not Employed","8847","8225.37","1356","4250.56","6025.33","10934","14395.33","22952","8634.3","9059.7","0","43941.43","7423.33349609375","7900.5556640625"
"1985","35-65 y.","Employed","12616.63","11475.81","3982","6974.8","8877.33","14775.71","18770.67","35652.67","12426.61","12806.65","1306.67","169250","10737.3330078125","11030"
"1985","35-65 y.","Not Employed","9660.24","8875.71","1804","5109","6626.43","11500","14927.14","27060.5","9437.82","9882.66","0","79317.78","8273","8724"
"1985","66 and older","Employed","15461.74","11847.04","45","5338","9152","17902","22382","70000","11766.63","19156.85","3890","70000","10190.6669921875","16265"
"1985","66 and older","Not Employed","9566.54","8623.94","1073","4908.67","6593.33","11288","14589.33","27836.67","9244.03","9889.05","67","70914","8612","9143"
"1986","16-34 y.","Employed","11635.73","11103.1","2851","6470","8517","14021.6","17183.14","25383.2","11459.46","11812","393","86342","10626.400390625","11045.416015625"
