"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","9925.35","8788.95","188","5686","7076","11986","14381","24020","9324.59","10526.11","0","35615.6","8378.6669921875","9650.400390625"
"1984","(1a) inadequately completed","8395.61","7777.33","1115","4659.05","5984","10544.67","12599.44","17675.33","8170.27","8620.95","0","41323.6","7723.2001953125","8187.49951171875"
"1984","(1b) general elementary school","8768.15","8153.46","3015","4708.67","6206.67","10351","12982","22383","8599.53","8936.77","0","113745.34","8087.826171875","8360.7998046875"
"1984","(1c) basic vocational qualification","10388.69","9547.01","4269","5726.67","7411.91","12347.33","15391.5","27017.33","10233.87","10543.51","0","113745.34","9442","9758.6669921875"
"1984","(2a) intermediate vocational","12289.24","11534.61","1411","7226","9175.6","14574","18322.5","30985.2","12010.71","12567.77","0","74208.66","11353.333984375","11896.5"
"1984","(2b) intermediate general qualification","10403.11","9565.42","477","5726.67","7411","12280.5","16022","30064","9982.44","10823.78","460","36813","9117.5","10001.9052734375"
"1984","(2c_gen) general maturity certificate","8842.74","8413.47","415","3620","5692","11358","14487.33","24948","8439.04","9246.44","0","28431.33","7771.66650390625","8606"
"1984","(2c_voc) vocational maturity certificate","12614.14","11279.04","456","6242.78","8682.67","15112.22","18941","35516.67","11912.37","13315.91","744","94603","10267","11256"
"1984","(3a) lower tertiary education","14267.6","13060.79","266","7810","9622.8","17786.5","21418.71","39555","13390.72","15144.48","170.56","62493.91","12280.5","13747.22265625"
"1984","(3b) higher tertiary education","15045.96","13635.9","527","6639.33","10057.14","18255.38","24100.67","43898","14278.97","15812.95","51","75831.34","12701.5","14076"
"1985","(0) in school","10698.62","9787.96","187","5634.19","7994","13066.57","16144.8","24546","10082.94","11314.3","2692.67","26939.57","9124","10360.400390625"
"1985","(1a) inadequately completed","8372.16","7868.93","917","4129","5773.68","10817","12546.67","17745.5","8155.64","8588.68","0","23628.08","7779.0478515625","8457"
"1985","(1b) general elementary school","8986.46","8428.97","2633","4863.33","6340.67","10696","13441.33","22512.67","8831.97","9140.95","46","68799.5","8336.7861328125","8671.7861328125"
"1985","(1c) basic vocational qualification","10731.58","9930.7","3837","5900","7646.92","12734","15854","28272.67","10572.53","10890.63","0","79317.78","9816.400390625","10085.3330078125"
"1985","(2a) intermediate vocational","13105.67","11898.25","1344","7078","9235.5","15215.33","18762","40760","12652.39","13558.95","0","169250","11590.5556640625","12269.3330078125"
"1985","(2b) intermediate general qualification","10446.49","9911.2","475","5156.4","7450.4","12812.5","16336.96","23338.5","10042.77","10850.21","96","28510.67","9460.5","10201"
"1985","(2c_gen) general maturity certificate","9203.72","8843.37","378","3333.33","5713","11656","15128","27484","8698.92","9708.52","0","51736.4","8141.52197265625","9156.6669921875"
"1985","(2c_voc) vocational maturity certificate","12389.59","11846.63","415","6205","8680.43","15216.8","18882","28348.67","11839.39","12939.79","75","64303","10708.333984375","11850"
"1985","(3a) lower tertiary education","14870.3","13739.51","248","7984.17","10310.48","18301.33","22548","44570","13942.76","15797.84","2803","49713.91","12649.0478515625","14486.6669921875"
"1985","(3b) higher tertiary education","15019.64","14208.22","510","7815.24","11088.8","17470.67","23587","37871.33","14465.14","15574.14","782.67","42300","13073.2001953125","14506"
"1986","(0) in school","10646.29","10040.13","189","5916.09","7820.4","12527.2","16867.33","23324","10022","11270.58","0","30236.8","9035.65234375","10268.5"
"1986","(1a) inadequately completed","8758.07","8438.76","853","4254.67","6127.35","11312","13508","18818.67","8531.38","8984.76","72","25316","8372.7998046875","8888"
"1986","(1b) general elementary school","9162.85","8490","2486","5091.33","6477","11034","13992.4","22083.33","9008.44","9317.26","0","56464","8568.6669921875","8951.3330078125"
"1986","(1c) basic vocational qualification","10767.41","10132.57","3632","6154","7806.19","13026","16109.33","24114","10617.23","10917.59","51","123372","10086.0712890625","10374.6669921875"
"1986","(2a) intermediate vocational","12859.51","12218.31","1311","7109.33","9375.24","15380","18672.4","35239","12546.73","13172.29","260","86342","12096.111328125","12595.5"
"1986","(2b) intermediate general qualification","11180.32","10376.97","466","6091","7864.33","13284.8","16512.5","27844.67","10585.46","11775.18","0","86342","9856.7998046875","10683"
