"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","12472.53","11173.46","488","4908","7771.67","15860","20822","39555","11829.71","13115.35","0","75777.34","10558","11919"
"1984","college entrance qualification","Male","13151.75","12038.79","807","5900","8891.67","16305.5","20525.33","40844","12616.68","13686.82","0","94603","11384.6669921875","12435"
"1984","lower secondary degree","Female","9513.37","8672.78","3278","5004","6675.24","11482","14385","24776.67","9336.3","9690.44","0","113745.34","8688.6669921875","9013.6669921875"
"1984","lower secondary degree","Male","10161.95","9304.18","2849","5726.67","7326","12106.4","14902.8","25643.33","9970.71","10353.19","0","113745.34","9129.5830078125","9461.7392578125"
"1984","no degree/no degree yet","Female","8447.49","7805.45","713","4751.07","6176.8","10234.74","12517.6","19622.8","8177.69","8717.29","0","41323.6","7417.49951171875","8002"
"1984","no degree/no degree yet","Male","9588.19","8941.7","591","5079.72","6787.08","11986","14023","20081.2","9255.49","9920.89","438.1","41323.6","8334","9015.65234375"
"1984","Other degree","Female","9251.9","8356.7","580","5275.83","6422.17","10554.35","13825.33","25077.33","8839.66","9664.14","575","75831.34","8097.14306640625","8743.2001953125"
"1984","Other degree","Male","9380.94","8741.82","873","5082.78","6590.91","11373.89","13720.67","20824","9048.75","9713.13","0","75831.34","8368","8984.783203125"
"1984","secondary school degree","Female","11677.6","10972.53","1125","6483.2","8373.67","13927.22","17384","29920.67","11350.58","12004.62","0","74208.66","10829","11406.111328125"
"1984","secondary school degree","Male","12358.41","11201.84","835","7225.36","9166.5","14663.33","18398.1","33186.67","11989.98","12726.84","1939.44","62493.91","10893.3330078125","11588.5"
"1985","college entrance qualification","Female","12428.3","12041.75","466","4919","8166.67","15549.5","20490","31477.22","11865.05","12991.55","0","40913.33","11520","12649.0478515625"
"1985","college entrance qualification","Male","13552.66","12592.77","767","6600","9556.67","16362.38","21438","37236","13086.03","14019.29","0","64303","11944.5","12701.3330078125"
"1985","lower secondary degree","Female","9842.57","9087.79","2925","5296.15","6910.27","11787","14775.71","26804","9658.59","10026.55","0","79317.78","9114.6669921875","9354"
"1985","lower secondary degree","Male","10472.56","9812.5","2566","5826","7530.5","12559.5","15465.6","25529.2","10290.57","10654.55","46","79317.78","9527.3916015625","9852"
"1985","no degree/no degree yet","Female","8924.09","8182.77","587","4491.74","5973.48","11328.67","14362.5","24546","8637.13","9211.05","0","26939.57","7545.8330078125","8143.04345703125"
"1985","no degree/no degree yet","Male","9783.14","9554.31","515","5200.33","7074.64","11787","14864.8","21884","9474.72","10091.56","0","23759.2","8713.6669921875","9542.6318359375"
"1985","Other degree","Female","9088.34","7901.14","483","5090.95","6234.76","11183.33","14054.67","27836.67","8767.07","9409.61","623.12","27836.67","7814.99951171875","8874.5"
"1985","Other degree","Male","9184.15","8672.19","746","5351.67","6416.52","11247.62","13658","22153.33","8928.92","9439.38","767","27402","8198.572265625","9125.5"
"1985","secondary school degree","Female","12110.18","11242.58","1086","6263","8609","14675","18132.67","29618.89","11758.37","12461.99","0","80112","11010.357421875","11647"
"1985","secondary school degree","Male","13153.43","11493.54","797","6863","9131.25","15034.4","19022.4","44097.33","12468.11","13838.75","0","169250","11117.5","11898"
"1986","college entrance qualification","Female","13020.7","12369.38","487","5399","8322","16902.5","21863","33157.5","12448.69","13592.71","0","39696.67","11516.6669921875","13059.4443359375"
"1986","college entrance qualification","Male","14016.55","13095.33","771","6528","9861.33","17412.67","22838.67","35946","13526.53","14506.57","92","86342","12595.5","13396.400390625"
"1986","lower secondary degree","Female","9934.27","9220","2743","5442","6952","11909.33","15150.67","24716","9750.03","10118.51","0","123372","9326.6669921875","9672.142578125"
"1986","lower secondary degree","Male","10581.62","9961.01","2445","6192","7763.93","12838","15496.5","22386","10419.85","10743.39","2160","48771","9838.095703125","10157.5"
"1986","no degree/no degree yet","Female","8892.82","8543.05","547","4254.67","6066.13","11403.5","13600.87","18818.67","8599.25","9186.39","72","30236.8","8047.857421875","8799.599609375"
"1986","no degree/no degree yet","Male","10030.14","9654.83","490","5088.5","7229.5","12170.5","14767","21405.6","9701.61","10358.67","0","25316","8811.162109375","9681"
"1986","Other degree","Female","9188.69","8342.09","459","5281.33","6456.11","11162","14525.33","20291","8859.3","9518.08","393","28271.33","8246.6669921875","9216.5390625"
"1986","Other degree","Male","9433.07","8813.18","712","5281.33","6529.05","11563","14243.89","24068.8","9156.43","9709.71","0","38295.33","8759.5","9531.818359375"
"1986","secondary school degree","Female","12291.66","11619.61","1060","6270","8823","14636","18386","31723.75","11916.53","12666.79","0","86342","11492.6669921875","12222.22265625"
"1986","secondary school degree","Male","12996.61","11909.23","782","7315","9365","15461.33","18577","35657","12500.7","13492.52","1226.67","123372","11547.3330078125","12222.22265625"
"1987","college entrance qualification","Female","14131.53","12762.73","474","6225","9393.5","17175","22519.53","41860","13434.45","14828.61","236.15","70812","12342.6669921875","13372"
"1987","college entrance qualification","Male","14838.67","13671.53","758","7288","10207.6","18273.6","23525.33","38364","14316.01","15361.33","0","70812","13157.3330078125","14087"
"1987","lower secondary degree","Female","10456.34","9565.4","2693","5717","7352","12536.67","15993.5","27244","10259.88","10652.8","0","87875","9693.478515625","10135"
"1987","lower secondary degree","Male","11151.83","10459.04","2429","6414","8210.5","13444","16426.67","25974.67","10977.57","11326.09","0","72272.66","10311.3330078125","10719.5"
"1987","no degree/no degree yet","Female","9430.58","9039.99","550","4609.33","6692.5","12025","14383.04","19931.3","9127.44","9733.72","825","31148.8","8772.857421875","9448"
"1987","no degree/no degree yet","Male","10929.27","10742.86","458","5789.2","7879.33","13206.5","15967","24682","10556.85","11301.69","1841","29226.8","9319.5830078125","10390"
"1987","Other degree","Female","9479.34","8867.98","465","5311.43","6866","11735.65","14838.26","20042","9132.64","9826.04","8","29518.67","8761.2001953125","9450.8701171875"
"1987","Other degree","Male","10091.04","9343.12","689","5469.13","7275.22","12144","14945.33","30069.05","9775.12","10406.96","1314.64","43535.33","9308.888671875","9899.0478515625"
"1987","secondary school degree","Female","12754.71","11947.78","1043","7141","9331.33","15483","18635.6","29715.5","12433.1","13076.32","1068","43118.67","11803.3330078125","12464.6669921875"
"1987","secondary school degree","Male","13615.12","12486","789","7806","9677.22","16240","19987","32969","13170.56","14059.68","1219","80892.66","12124.7626953125","12788"
"1988","college entrance qualification","Female","14563.33","13490.67","447","6180","9680.5","18028.18","23772.67","55441.5","13826.63","15300.03","0","64705.33","12496.111328125","14065"
"1988","college entrance qualification","Male","15333.83","14193.27","734","7333.2","10759","18787","24406","38122","14799.41","15868.25","77","64705.33","13580","14407.599609375"
"1988","lower secondary degree","Female","10765.26","10012.8","2554","5888.67","7568.33","12881","16394","26476","10568.65","10961.87","699.38","83248","10091","10428"
"1988","lower secondary degree","Male","11528.57","10858.09","2341","6698.67","8440","13926","17211.5","25872.5","11351.04","11706.1","0","39428","10621.4287109375","10982"
"1988","no degree/no degree yet","Female","9702.19","9333.74","512","5030.77","6674.58","12241.67","14880.44","22360.71","9351.91","10052.47","1930","40395","8842.6669921875","9695"
"1988","no degree/no degree yet","Male","10740","10178.92","400","6074.21","7523.33","12949","15768","22676.4","10327.41","11152.59","2116.5","40395","9453.9287109375","10389.5654296875"
"1988","Other degree","Female","9537.93","8677.9","432","5670","6866.19","11365.71","14407.6","22148","9182.03","9893.83","8","28516.67","8997.2001953125","9922.142578125"
"1988","Other degree","Male","10285.17","9823.54","644","5585","7287.78","12059.52","14673.2","26821.33","9954.5","10615.84","451.67","41312.5","9585","10336"
"1988","secondary school degree","Female","13309.9","12333.88","1028","7258","9568","15931.33","20316.67","32428.33","12925.68","13694.12","1262","101558.66","12207","12921.3330078125"
"1988","secondary school degree","Male","14258.09","13083.02","739","8311.33","10572.86","16714.5","20959","39894.67","13786.6","14729.58","2311","83425","12477.7783203125","13254.7998046875"
"1989","college entrance qualification","Female","15898.39","14096.68","457","6686.15","10127.62","19425","25365.33","49813.33","15077.38","16719.4","54","88504.66","13482","14676"
"1989","college entrance qualification","Male","16897.78","14852.31","747","8206.67","11465","19776","26630","53694","16199.04","17596.52","200","135049","14405.5","15360.400390625"
"1989","lower secondary degree","Female","11198.48","10489.82","2447","6046.67","7866","13463","16911.33","27811.5","10990.13","11406.83","0","113948","10590.71484375","10990.8701171875"
"1989","lower secondary degree","Male","12088.77","11473.64","2230","6917.14","8922","14425","17793.33","26419.33","11893.88","12283.66","1166","66314","11175.3330078125","11588"
"1989","no degree/no degree yet","Female","10309.78","9245.7","504","4708.75","6888","12534.67","16320","39127","9927.99","10691.57","666","39989.5","8916.5","9681.599609375"
"1989","no degree/no degree yet","Male","11252.49","10718.19","385","6371.79","8335.5","13608","16433","36138.8","10832.66","11672.32","2998.5","36412.5","9812.400390625","10746.400390625"
"1989","Other degree","Female","10245.52","9486.78","424","5762.86","7549.29","12457.14","15978.8","21939","9884.89","10606.15","8","23242.67","9404.6669921875","10212.7998046875"
"1989","Other degree","Male","10632.22","9803.29","610","5544.81","7508.33","13213.91","15906.67","38022","10284.51","10979.93","2022.5","40414","9664.6669921875","10408.333984375"
"1989","secondary school degree","Female","14016.62","12948.54","998","7764.67","9856.5","16802.4","20678","38150.48","13595.79","14437.45","1194.74","83511.67","12701.6669921875","13550.5556640625"
"1989","secondary school degree","Male","15065.11","13751.15","715","8427","10669.05","17683","21518","46378.89","14508.8","15621.42","507","113948","12969.599609375","13914.3330078125"
"1990","college entrance qualification","Female","16233.5","14618.22","461","8312.86","11088.4","19628.67","25800","43927","15412.62","17054.38","10","80026","13918.5","15476.6669921875"
"1990","college entrance qualification","Male","17196.67","15632.67","747","8956.8","12018","20293.2","26106","44447","16501.16","17892.18","24","148122","15083","16179.5244140625"
"1990","lower secondary degree","Female","11743.2","10871.85","2382","6333","8138.67","14089.33","17502","33007","11488.64","11997.76","0","147922","10905.3330078125","11335.5"
