"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","10812.66","9852.5","2270","5829","7613.81","12777.5","16132","29662.86","10589.03","11036.29","0","75831.34","9519.0478515625","9898.21484375"
"1984","Bavaria","10570.37","9494.34","2108","5692.61","7246.19","12626.67","15916.09","32591","10336.3","10804.44","0","74208.66","9237.3330078125","9687.142578125"
"1984","Berlin","11153.08","10086.52","411","5890","8464","13516.67","17815","25890","10514.07","11792.09","0","59460","9580.357421875","10565"
"1984","Brandenburg","","","","","","","","","","","","","",""
"1984","Bremen","9059.98","8385.33","132","4313","6919","10789.33","12105","33233.89","8336.19","9783.77","2491","33233.89","8064","9894.6669921875"
"1984","Hamburg","11113.25","10022.67","311","5928.5","7841","13183.5","17852.67","29920.67","10548.82","11677.68","575","31728","9526.923828125","10865.5556640625"
"1984","Hesse","11418.93","10133.78","1252","5388.57","7533.16","13652","17334.5","31273.33","11023.27","11814.59","0","113745.34","9224.4443359375","9830"
"1984","Lower Saxony","10006.88","9271.33","1236","5215","6829.6","12119.5","15833.6","24613.33","9741.55","10272.21","0","45740.56","9001.2001953125","9522.916015625"
"1984","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","10447","9448.67","3270","5179.2","7071.11","12663.75","16401","29609.33","10257.51","10636.49","0","94603","9000","9362"
"1984","Rhineland-Palatinate,Saarland","9808.47","8960.06","854","5378.67","6975.2","11655.33","15412.4","24364","9514.49","10102.45","170.56","36076","8836.6669921875","9412.3076171875"
"1984","Saxony","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","10724.52","10211","387","5904.64","7721.5","12972.67","16645","27853","10260.2","11188.84","0","31282.67","9598.6669921875","10670"
"1984","Thuringia","","","","","","","","","","","","","",""
"1985","Baden-Württemberg","10814.84","9951.43","2057","5843","7816","12816.44","16418.5","27357.5","10613.45","11016.23","0","48393.33","9566","9931.5"
"1985","Bavaria","11338.59","10206.91","1915","5974.76","7764.4","13615.33","16665.5","31134","11018.76","11658.42","0","169250","9812.5","10332.400390625"
"1985","Berlin","11950.72","10707.37","368","6261.11","8152.17","14243.81","18564.67","35367","11426.57","12474.87","3350","45308","10055","10821.599609375"
"1985","Brandenburg","","","","","","","","","","","","","",""
"1985","Bremen","8706.32","8656.4","116","3938.67","6850.95","10549.33","12273","21627.22","8060.45","9352.19","96","21627.22","8060.66650390625","9318.572265625"
"1985","Hamburg","11344.48","10091.43","281","5133","7948.67","13642","18584","27484","10671.42","12017.54","46","36210","9565.5556640625","11051.599609375"
"1985","Hesse","11295.88","10273.69","1139","5568","7625","13748.89","17496.67","36793.6","10972.22","11619.54","0","51736.4","9650","10205.599609375"
"1985","Lower Saxony","10836.59","9986.32","1108","5472.22","7485.5","13168.67","16347","26611.67","10498.08","11175.1","0","68799.5","9564","10130.6669921875"
"1985","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","10820.65","9824.3","2974","5568","7326.19","12948.67","16693","31853.89","10620.95","11020.35","61","79317.78","9334","9705.5556640625"
"1985","Rhineland-Palatinate,Saarland","10286.29","9709.2","775","5294.4","7084.67","12599.2","15268","28214","9948.77","10623.81","1240","70000","9451","10181.3154296875"
"1985","Saxony","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","10359.72","9611.99","354","5610","6988","12524","16184","28087.14","9870.15","10849.29","0","36715","9175.5","10451"
"1985","Thuringia","","","","","","","","","","","","","",""
"1986","Baden-Württemberg","11266.38","10527.33","2007","6144","7968.5","13555.33","17094.67","27444.5","11065.76","11467","174","50748","10040.400390625","10563"
"1986","Bavaria","11543.99","10368.5","1786","6050.57","7924.5","13660.56","17653.5","32806.67","11253.4","11834.58","72","86342","10086.0712890625","10579.642578125"
"1986","Berlin","11623.94","10891.38","355","5979","8394.54","14110","17972.67","25823.33","11130.21","12117.67","0","30528","10156","11133.5"
"1986","Brandenburg","","","","","","","","","","","","","",""
"1986","Bremen","8844.19","7597.33","109","4303","6091","10910","13823.6","25156.11","8059.63","9628.75","3309.33","25156.11","7085","10341.3330078125"
"1986","Hamburg","11786.69","11057.63","256","5890","8245","14809","18345","29032","11139.97","12433.41","765","29032","9670","11261.154296875"
"1986","Hesse","11338.33","10933.22","1053","5368.33","7500","14086.19","17529.58","28142","11045.78","11630.88","0","33486.4","9984","10768.6669921875"
"1986","Lower Saxony","10684.84","9796.71","1111","5570","7258.46","13082.67","16902.5","29902.67","10387.23","10982.45","236.15","45717.5","9454.5830078125","10251.818359375"
"1986","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","11026.13","10176","2870","5704","7541.67","13299.2","17183.14","28138.67","10816.28","11235.98","0","123372","9864","10212"
"1986","Rhineland-Palatinate,Saarland","10291.84","9547.42","772","5636.43","7205.2","12595.5","15650","22505.33","9999.76","10583.92","0","28028","9494.6669921875","10064"
"1986","Saxony","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","11076.55","9914","324","5934.67","7561.94","13290.67","16507","34043","10524.74","11628.36","3068","36795.15","9193.8095703125","10286.111328125"
"1986","Thuringia","","","","","","","","","","","","","",""
"1987","Baden-Württemberg","12038.4","11144.81","1979","6548","8541.33","14532","18108.5","29500.8","11810.04","12266.76","0","87875","10723.478515625","11236"
"1987","Bavaria","11908.77","10816","1735","6437.33","8323.33","14200","18211.5","31618.8","11654.67","12162.87","0","54622.67","10644.7998046875","11252.0830078125"
"1987","Berlin","12636.55","11677.96","365","7059.33","9423","14642","18396.67","28764","12023.56","13249.54","1201","61574","10780","11600.5556640625"
"1987","Brandenburg","","","","","","","","","","","","","",""
"1987","Bremen","9836.48","10090","101","5992.67","7068","11045.33","13619.33","32023.33","8931.32","10741.64","4517","32023.33","7763.478515625","10732.6669921875"
"1987","Hamburg","12593.3","11617.5","226","6883.33","8720","15052.67","19390","33056","11854.33","13332.27","427","33056","10307.5","12317"
"1987","Hesse","12229.03","11716","1062","6033","8377.33","14763.89","17715.33","31148.8","11881.43","12576.63","0","72272.66","10485","11436"
"1987","Lower Saxony","11382.48","10483.24","1109","5961.5","7866.4","13612","18068.67","29226.8","11043.5","11721.46","0","70812","10180.4345703125","10851.6669921875"
