"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","10123.37","9411.24","2338","5142","7049.35","12326","15522.67","26317.78","9913.08","10333.66","0","75777.34","8765","9231.4287109375"
"1984","16-34 y.","Male","10542.23","9858.98","2270","5518.18","7502.22","12556.67","15833.6","26393.5","10321.72","10762.74","0","94603","9350.5556640625","9714.4443359375"
"1984","35-65 y.","Female","10891.89","9815.5","3123","5589.58","7536.67","12945.33","16827","30985.2","10691.75","11092.03","0","113745.34","9392.7783203125","9739.3330078125"
"1984","35-65 y.","Male","11490.71","10380.32","3220","6320","7976","13544","17675.33","31878.67","11295.51","11685.91","438.1","75831.34","9816.6669921875","10200"
"1984","66 and older","Female","8670.75","7771.33","771","4499.33","5857","10492","13498","24767","8348.35","8993.15","0","39555","7669","8197"
"1984","66 and older","Male","10062.85","8913.21","509","5317.33","6953.33","11672.4","15339","29609.33","9467.91","10657.79","596.67","113745.34","8590","9246.6669921875"
"1985","16-34 y.","Female","10242.14","9656.47","2082","5175","7224.44","12806.96","15812","24240.67","10051.42","10432.86","0","43941.43","9124","9565.5556640625"
"1985","16-34 y.","Male","10855.51","10288.37","2101","5651.43","7630.56","12992.61","15844","25023.89","10606.71","11104.31","0","162146","9709.2001953125","10111.3330078125"
"1985","35-65 y.","Female","11278.22","10231.33","2879","5726.67","7764.4","13511.5","17232.67","31853.89","11074.48","11481.96","0","80112","9745.76953125","10121"
"1985","35-65 y.","Male","11941.86","10839.39","2907","6311.33","8260.67","14154","18132.67","33209.05","11719.09","12164.63","0","169250","10142","10504.642578125"
"1985","66 and older","Female","9316.78","8313.02","671","4554","6189","11011","14255.6","27084","8873.54","9760.02","67","70914","8269.3330078125","9026"
"1985","66 and older","Male","10575.8","9313.44","447","5470.67","7240","12360","16335.33","43169","10017.53","11134.07","92","51862.67","9010.6669921875","9817"
"1986","16-34 y.","Female","10728.42","10139.49","2014","5402.67","7387.62","13283.33","16703.2","24990","10516.49","10940.35","0","86342","9543.75","10006.5390625"
"1986","16-34 y.","Male","11057.48","10573.74","2084","6063","7918.33","13543","16648.67","24068.8","10854.95","11260.01","0","86342","9913.5","10368.5"
"1986","35-65 y.","Female","11399.05","10446.87","2741","5955.65","7778.67","13798.67","17429","29902.67","11189.09","11609.01","51","123372","10036.6669921875","10482.7998046875"
"1986","35-65 y.","Male","12192.67","11234.79","2757","6550","8550.83","14548.5","18510.67","30810.67","11982.65","12402.69","2312","123372","10582","10911.5"
"1986","66 and older","Female","9241.75","8297.96","622","4687","6208","10851","14764.67","26253","8838.93","9644.57","174","56464","8315.3330078125","8952"
"1986","66 and older","Male","10372.17","9209.63","425","5958.67","7156.67","12034","15889.43","28560","9854.51","10889.83","2160","50748","8864","9917"
