"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","general elemantary","9119.73","8593.19","694","4753.5","6662.11","10708","13498","27648","8815.22","9424.24","0","36765.33","8476.1904296875","8964"
"1984","Baden-W?rttemberg","higher education","15563.95","14307.4","126","9173","11061.33","18890","24849.33","33996","13828.93","17298.97","3850.67","75831.34","13040","15111.7392578125"
"1984","Baden-W?rttemberg","higher vocational","12540.27","11907.95","117","7529.23","9203.33","14574","19155.33","27984.67","11648.1","13432.44","3850.67","27984.67","10932.3330078125","12899.2001953125"
"1984","Baden-W?rttemberg","in school","9463.8","8491.75","35","6241.79","6902.14","11217.5","14157.5","20081.2","8389.44","10538.16","4642.5","20081.2","7563.2001953125","10234.7373046875"
"1984","Baden-W?rttemberg","inadequately","8878.93","8434.19","291","5431.67","6815.56","10544.67","13058.5","19073.6","8474.38","9283.48","2352","24070.42","8418.6669921875","9053.21484375"
"1984","Baden-W?rttemberg","middle vocational","11157.61","10213.48","943","6329.6","8160","13007.33","15970.67","35895.33","10800.39","11514.83","123","62500","9831.4287109375","10430"
"1984","Baden-W?rttemberg","vocational + Abi","11425.62","10262.86","52","5174","9497.22","13468.67","17068.67","21034","10385.62","12465.62","4032.67","21034","9524.6669921875","11566.341796875"
"1984","Bavaria","general elemantary","9198.24","8439.2","590","4712.94","6492.38","10706.92","13234.5","24580.5","8800.62","9595.86","733.46","58464.5","8148","8902"
"1984","Bavaria","higher education","14565.71","13097.24","157","6510","9611.11","18436","22928.67","35516.67","13490.36","15641.06","596.67","48872","11519.3330078125","14109.5"
"1984","Bavaria","higher vocational","11744.24","11169.91","130","6207.33","8284.78","13681","17384","35894","10855.81","12632.67","2951.9","35894","10272.609375","12460.6669921875"
"1984","Bavaria","in school","","","","","","","","","","","","","",""
"1984","Bavaria","inadequately","8440.81","8364.3","107","4371.5","6556.67","10392.8","12408","13972.67","7880.19","9001.43","0","19169","7533.81005859375","9450.400390625"
"1984","Bavaria","middle vocational","10581.64","9626.5","1040","6135.33","7393","12554","15330.67","27466.67","10246.02","10917.26","0","74208.66","9305.5556640625","10032"
"1984","Bavaria","vocational + Abi","11838.76","10948.36","55","6032","8316","14508","17430.67","35516.67","10349.91","13327.61","2007.78","35516.67","8682.6669921875","11435.5"
"1984","Berlin","general elemantary","9818","9224.26","100","6490.56","7640.67","10829","13886","30985.2","8221.8","11414.2","0","59460","8590","9992"
"1984","Berlin","higher education","14030.15","12701.8","37","5282","8820.67","19286.67","20702.67","25890","12104.29","15956.01","4643","25890","11195.599609375","16348"
"1984","Berlin","higher vocational","","","","","","","","","","","","","",""
"1984","Berlin","in school","","","","","","","","","","","","","",""
"1984","Berlin","inadequately","8649.05","9399.64","39","4556","5464.44","10944.67","11897.83","15209.33","7529.89","9768.21","3063.2","15209.33","5464.44482421875","10196"
"1984","Berlin","middle vocational","11143.07","10387.8","187","5905","8464","13221","17566","24948","10329.36","11956.78","3063.2","59460","9884.400390625","11175.599609375"
"1984","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1984","Brandenburg","general elemantary","","","","","","","","","","","","","",""
"1984","Brandenburg","higher education","","","","","","","","","","","","","",""
"1984","Brandenburg","higher vocational","","","","","","","","","","","","","",""
"1984","Brandenburg","in school","","","","","","","","","","","","","",""
"1984","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1984","Brandenburg","middle vocational","","","","","","","","","","","","","",""
"1984","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1984","Bremen","general elemantary","8513.64","8205.16","41","4908.67","6919","10124","11742","15704","7655.31","9371.97","2491","15704","7976","9933.3330078125"
"1984","Bremen","higher education","","","","","","","","","","","","","",""
"1984","Bremen","higher vocational","","","","","","","","","","","","","",""
"1984","Bremen","in school","","","","","","","","","","","","","",""
"1984","Bremen","inadequately","","","","","","","","","","","","","",""
"1984","Bremen","middle vocational","9132.44","8606.3","74","4295","6504","10911","11827","33233.89","8154.66","10110.22","3068","33233.89","8180.66650390625","10186.7744140625"
"1984","Bremen","vocational + Abi","","","","","","","","","","","","","",""
"1984","Hamburg","general elemantary","10122.16","8688.67","67","6671","7602","11889.6","13767","27080.5","9061.32","11183","4304.57","27080.5","8009","10981.5791015625"
"1984","Hamburg","higher education","","","","","","","","","","","","","",""
"1984","Hamburg","higher vocational","","","","","","","","","","","","","",""
"1984","Hamburg","in school","","","","","","","","","","","","","",""
"1984","Hamburg","inadequately","","","","","","","","","","","","","",""
"1984","Hamburg","middle vocational","11028.62","10003.93","157","6671","8180.67","12996","17179","29920.67","10253.27","11803.97","575","31728","9203","11020.953125"
"1984","Hamburg","vocational + Abi","","","","","","","","","","","","","",""
"1984","Hesse","general elemantary","10147.8","8860.67","355","4908","6892","11975.5","14040","30064","9381.23","10914.37","0","113745.34","8206","8860.6669921875"
"1984","Hesse","higher education","16082.66","14571.22","93","6639.33","11157.92","18648","24001.79","64628","13934.41","18230.91","660.56","64628","11947.1435546875","15237.6669921875"
"1984","Hesse","higher vocational","12387.57","12104.83","51","7159.33","9053.33","13621.6","18933.67","26822.67","11084.11","13691.03","4759.05","26822.67","10626.6669921875","12590"
"1984","Hesse","in school","","","","","","","","","","","","","",""
"1984","Hesse","inadequately","8103.19","7052.1","107","3821.59","5984","9741.72","13288","41323.6","6891.7","9314.68","0","41323.6","7049.35498046875","8626.4287109375"
"1984","Hesse","middle vocational","11383.57","10500.5","588","5586","7673.33","13805.33","17203.33","24412.67","10851.03","11916.11","0","113745.34","9530","10878"
"1984","Hesse","vocational + Abi","9981.87","9591.03","37","4172","6689.33","12590","15211","21240","8490.05","11473.69","1612.31","21240","6689.33349609375","10226"
"1984","Lower Saxony","general elemantary","8728.36","8086.67","367","4514.8","5978","10689","12982","23816","8289.63","9167.09","460","36813","7842","8688.5"
"1984","Lower Saxony","higher education","14234.95","13232.38","78","8758.93","10284.64","17084.67","22756.11","28942.86","13041.01","15428.89","3856","29652.86","12568","15229"
"1984","Lower Saxony","higher vocational","10897","11186.28","79","5829","7930","13224","16175.33","18918","10073.85","11720.15","3601.15","18918","9406","11866.5"
"1984","Lower Saxony","in school","","","","","","","","","","","","","",""
"1984","Lower Saxony","inadequately","8043.67","6539.37","66","4295.52","5574.17","10091.07","12066","28469","7074.07","9013.27","3247.83","28469","6279.21044921875","7602.77783203125"
"1984","Lower Saxony","middle vocational","10174.05","9655.53","591","5595.56","7375.33","12178.89","15536","23816","9794.73","10553.37","0","45740.56","9153","9848.2607421875"
"1984","Lower Saxony","vocational + Abi","","","","","","","","","","","","","",""
