"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","10351.7","9318.56","2284","5336","7067.14","12295.22","15804.67","27945.5","10100.47","10602.93","0","169250","9175.5","9518"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","11105.69","10208.67","8803","5713.85","7636.79","13296.8","16829.39","29782","10990.64","11220.74","0","162146","9842","10036"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","10719.57","9761.33","2185","5654.29","7375.5","12882.4","16512.5","27010","10482.49","10956.65","236.15","86342","9514.6669921875","9995.3330078125"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","11227.48","10406.67","8458","5852.22","7724","13640.67","17292","28142","11116.57","11338.39","0","123372","10086.0712890625","10319.2861328125"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","10981.45","9987.98","2160","5919","7708.21","13127","17153","26905.33","10765.56","11197.34","236.15","72272.66","9911.2001953125","10361.5"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","11929","11050.11","8353","6224","8292","14312.5","18166","31618.8","11810.68","12047.32","0","87875","10676.19140625","10935.3330078125"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","11324.01","10647.34","2024","6052","7927.33","13826","17276","27142","11113.24","11534.78","870","35657.33","10502.6669921875","10967.857421875"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","12346.78","11208.2","7998","6554","8493.33","14821.33","19000","32437.33","12220.08","12473.48","0","101558.66","10882.3818359375","11083.333984375"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","12080.84","11353.93","1923","6340","8380","14503.04","18700","30593.33","11842.62","12319.06","666","74005.72","11150","11681.7861328125"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","13033.19","11807.86","7786","6681.5","8898.33","15564.5","19613","38150.48","12888.79","13177.59","0","135049","11340.953125","11593"
"1990","Rural Area","East Germany","","","","","","","","","","","","","",""
"1990","Rural Area","West Germany","12478.88","11489.65","1918","6472","8584","14989.2","19030.4","33697","12217.85","12739.91","0","80026","11374.7626953125","11918.6669921875"
"1990","Urban Area","East Germany","","","","","","","","","","","","","",""
"1990","Urban Area","West Germany","13572.35","12317.14","7599","7056","9312","16210","20583.33","38314","13410.6","13734.1","0","148122","11779","12049.599609375"
"1991","Rural Area","East Germany","","","","","","","","","","","","","",""
"1991","Rural Area","West Germany","13255.74","12212.5","1952","6860","9095.65","16157.33","20287.33","33476","12987.97","13523.51","1278","85482.78","12135.3330078125","12589.599609375"
"1991","Urban Area","East Germany","","","","","","","","","","","","","",""
"1991","Urban Area","West Germany","14647.11","13130.56","7514","7412.22","10024","17701.11","22807","41194.45","14484.26","14809.96","6.67","130243","12656","12925.5"
"1992","Rural Area","East Germany","9098.32","8603.89","2498","5364","6763.89","10844.67","13299.33","19252.38","8966.52","9230.12","1702.31","36300","8916","9282.609375"
"1992","Rural Area","West Germany","13898.07","13013.97","1943","7124","9686","16846.96","21700.8","34146","13645.85","14150.29","149","54479","12895.3330078125","13445.5"
"1992","Urban Area","East Germany","9972.94","9113","1389","5586","7112","11980.5","14972","23672","9754.23","10191.65","2239","27374.67","9334.642578125","9729"
"1992","Urban Area","West Germany","15452.83","13857.41","7442","7835","10511.33","18812","24028.67","41728.57","15276.65","15629.01","0","170548.67","13448","13763.0439453125"
"1993","Rural Area","East Germany","10710.68","10086.17","2459","6399.33","7973","12613.33","15818.5","22761.67","10544.12","10877.24","848","63468.5","10228.21484375","10541.2001953125"
"1993","Rural Area","West Germany","14816.05","13621.47","1941","7270.48","10072.22","17837.2","23449","41172","14507.15","15124.95","0","66014","13428.6669921875","14026"
"1993","Urban Area","East Germany","11584.1","10741.25","1381","6404.76","8497.2","13925","17527","27110.56","11322.33","11845.87","86","51404.67","10843.8466796875","11345.71484375"
"1993","Urban Area","West Germany","16128.87","14620.48","7397","8020","10780","19522","25341.33","44792.67","15951.02","16306.72","0","122986.12","14200","14489.2001953125"
"1994","Rural Area","East Germany","12117.72","11253.89","2421","7118","8868.4","14089","17954.45","30449.5","11915.23","12320.21","1654.29","65958.5","11522","11977.22265625"
"1994","Rural Area","West Germany","15507.71","13975.6","1896","7821","10604.29","18300.8","23156","42328.67","15158.01","15857.41","86","102068.5","14007","14692.22265625"
"1994","Urban Area","East Germany","13190.8","12090","1367","7673","9440","15485.5","19554","31914.45","12875.55","13506.05","0","62760.67","12090","12650"
"1994","Urban Area","West Germany","16600.8","14991.33","7260","8251","11196","20156","26486","43923","16417.35","16784.25","0","128759","14423.478515625","14798.5"
"1995","Rural Area","East Germany","12762.23","11885","2430","7381","9443.87","15138.5","18458","34086","12554.74","12969.72","136.67","70638.5","12068","12504.5"
"1995","Rural Area","West Germany","15534.41","14249","2048","7520","10145","18882","25253","43603.33","15194.8","15874.02","241","87886.25","13986.1298828125","14613"
"1995","Urban Area","East Germany","13566.45","12347.5","1275","7708","9757.14","16101","20167.5","35102","13235.97","13896.93","870","80679.34","12412","12913.5"
"1995","Urban Area","West Germany","16462.84","14767.33","7617","7872.42","10975","19909.31","26346.67","44784","16279.43","16646.25","0","125661","14120","14480"
"1996","Rural Area","East Germany","13146.68","12265.71","2397","8056.54","9860.95","15264.76","18993.2","32638","12944.09","13349.27","628","85119.34","12513.333984375","12886.19140625"
"1996","Rural Area","West Germany","15670.1","14336","2037","7855.19","10685","18618","24477.5","41885.33","15318.48","16021.72","0","118062.5","14320.0009765625","14806"
"1996","Urban Area","East Germany","13958.19","12936.67","1299","8124","10297","16647","20859.33","31560.67","13635.87","14280.51","915","59628.67","12926","13402.7783203125"
"1996","Urban Area","West Germany","16864.8","15047.37","7391","7947.33","11312","20333.81","26960.67","46696","16668.03","17061.57","0","193088","14379.3330078125","14732"
"1997","Rural Area","East Germany","13734.56","12734.5","2376","8207.39","10325.71","15883.33","19540.87","33110","13483.61","13985.51","427","97731.34","12980.5","13364"
"1997","Rural Area","West Germany","15848.49","14358.98","1990","8167.92","10940.67","18738.4","24592.4","45294.67","15523.36","16173.62","211","67279.34","14292","14972.7783203125"
"1997","Urban Area","East Germany","14344.7","13141.91","1275","8495","10584","16796","21272.22","35094.67","13998.62","14690.78","2147","63275","13321.3330078125","13892.5"
"1997","Urban Area","West Germany","17045.17","15425.5","7273","8361","11541","20420","27217.22","45809.33","16864.1","17226.24","0","110923","14836","15236.5"
