"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","10351.7","9318.56","2284","5336","7067.14","12295.22","15804.67","27945.5","10100.47","10602.93","0","169250","9175.5","9518"
"1985","Urban Area","11105.69","10208.67","8803","5713.85","7636.79","13296.8","16829.39","29782","10990.64","11220.74","0","162146","9842","10036"
"1986","Rural Area","10719.57","9761.33","2185","5654.29","7375.5","12882.4","16512.5","27010","10482.49","10956.65","236.15","86342","9514.6669921875","9995.3330078125"
"1986","Urban Area","11227.48","10406.67","8458","5852.22","7724","13640.67","17292","28142","11116.57","11338.39","0","123372","10086.0712890625","10319.2861328125"
"1987","Rural Area","10981.45","9988.83","2160","5919","7708.21","13127","17153","26905.33","10765.56","11197.34","236.15","72272.66","9911.2001953125","10361.5"
"1987","Urban Area","11929","11050.03","8353","6224","8292","14312.5","18166","31618.8","11810.68","12047.32","0","87875","10676.19140625","10935.3330078125"
"1988","Rural Area","11324.01","10647.34","2024","6052","7927.33","13826","17276","27142","11113.24","11534.78","870","35657.33","10502.6669921875","10967.857421875"
"1988","Urban Area","12346.78","11208.22","7998","6554","8493.33","14821.33","19000","32437.33","12220.08","12473.48","0","101558.66","10882.3818359375","11083.333984375"
"1989","Rural Area","12080.84","11353.93","1923","6340","8380","14503.04","18700","30593.33","11842.62","12319.06","666","74005.72","11150","11681.7861328125"
"1989","Urban Area","13033.19","11807.86","7786","6681.5","8898.33","15564.5","19613","38150.48","12888.79","13177.59","0","135049","11340.953125","11593"
"1990","Rural Area","12478.88","11489.79","1918","6472","8584","14989.2","19030.4","33697","12217.85","12739.91","0","80026","11374.7626953125","11918.6669921875"
"1990","Urban Area","13572.35","12317.14","7599","7056","9312","16210","20583.33","38314","13410.6","13734.1","0","148122","11779","12049.599609375"
"1991","Rural Area","13255.74","12212.5","1952","6860","9095.65","16157.33","20287.33","33476","12987.97","13523.51","1278","85482.78","12135.3330078125","12589.599609375"
"1991","Urban Area","14647.11","13130.56","7514","7412.22","10024","17701.11","22807","41194.45","14484.26","14809.96","6.67","130243","12656","12925.5"
"1992","Rural Area","11995.19","10931.29","4441","6109","7935.6","14834.58","19581.33","31576","11847.02","12143.36","149","54479","10375.5556640625","10651.666015625"
"1992","Urban Area","14851.31","13369.17","8831","7323.5","9844.76","18248.89","23474.5","40680","14694.87","15007.75","0","170548.67","12744","13034.783203125"
"1993","Rural Area","13151.23","11834.72","4400","6847.22","8850","15744.67","20304","36961.33","12977.53","13324.93","0","66014","11313.2001953125","11655.65234375"
"1993","Urban Area","15639.06","14214.77","8778","7737","10413.33","18934","24750.67","44792.67","15481.19","15796.93","0","122986.12","13596.6669921875","13906.111328125"
"1994","Rural Area","14130.53","12720.61","4317","7373.33","9768.1","16819","21521.33","40342.67","13934.12","14326.94","86","102068.5","12544","12813.0439453125"
"1994","Urban Area","16234.56","14582.89","8627","8143","10851","19693","25805","43923","16071.03","16398.09","0","128759","14040","14310"
"1995","Rural Area","14420.42","13085.15","4478","7464","9776.67","16961.33","22523.33","41604.67","14225.58","14615.26","136.67","87886.25","12787.3916015625","13248.8896484375"
"1995","Urban Area","16169.94","14531.67","8892","7828.33","10816.5","19622.38","25963.33","43921.33","16005.12","16334.76","0","125661","13873","14158.7998046875"
"1996","Rural Area","14679.42","13380.4","4434","7913","10338.67","17219.13","22910","39492.8","14481.58","14877.26","0","118062.5","13316.0869140625","13632"
"1996","Urban Area","16564.66","14771.56","8690","7971.21","11158","19862.86","26374.35","45393.33","16389.98","16739.34","0","193088","14165","14423.3330078125"
"1997","Rural Area","15013.45","13690.8","4366","8200","10646.4","17678.67","22834.76","41124","14810.16","15216.74","211","97731.34","13669.3330078125","13998"
"1997","Urban Area","16769.58","15134.29","8548","8380.67","11423.81","20089.45","26828","45322","16606.59","16932.57","0","110923","14637.5","14908.6669921875"
"1998","Rural Area","15013.14","13744.78","4885","8016.4","10762.86","17844.45","23117.33","39117.2","14832.64","15193.64","0","82283.34","13692.5","14017.3330078125"
"1998","Urban Area","16991.42","15201.33","9442","8574","11633.5","20470","26800","45147.33","16828.14","17154.7","0","131763.81","14795.3330078125","15088"
"1999","Rural Area","15541.5","14069.61","4728","8538","11134","18283","24125.33","42909.45","15342.77","15740.23","341","121408","14062","14487"
"1999","Urban Area","17606.85","15775.73","9040","8872.38","11878","21376.67","28095.24","49202","17434.04","17779.66","102","122128.66","15138","15526"
"2000","Rural Area","16064.94","14511.46","8307","8641","11291.5","18851","24827","44818.67","15893.33","16236.55","0","157194.5","14524","14823.3330078125"
"2000","Urban Area","18136.43","16112.38","15959","9021.11","12148.67","21703","29178","53484.67","17985.1","18287.76","0","222456","15923.5","16165.5556640625"
"2001","Rural Area","16507.63","15145.94","7533","8960.67","11747.33","19778","25029.5","42131.33","16334.12","16681.14","0","146777.5","15128.8896484375","15362.400390625"
"2001","Urban Area","18623","16640.67","14530","9182.67","12475.5","22132.17","29935.33","53833","18463.14","18782.86","0","212321","16503.5","16774.400390625"
"2002","Rural Area","16808.16","15156.67","7670","8831","11601","19893.33","26088","47034.5","16580.59","17035.73","0","152559","15993.478515625","16363.599609375"
"2002","Urban Area","19052.76","16596.36","15487","8968","12438.33","22523.04","30465","61108.34","18797.26","19308.26","0","387826.66","18094","18424"
"2003","Rural Area","17462.06","15711.36","7350","8986.67","11955.33","21049.45","27155.2","49940","17231.87","17692.25","0","144566","16435.333984375","16852"
"2003","Urban Area","19551.91","17136.9","14947","9076","12633.5","23242","31465.56","60936.67","19305.81","19798.01","0","403917.34","18620","19036.5"
"2004","Rural Area","17591.68","15714.67","7194","8902.67","11878.4","20923","26632.67","46815","17015.53","18167.83","86","1364491.38","16536.666015625","16920.80078125"
"2004","Urban Area","19389.31","17153.33","14539","9131.25","12615.33","23017","31036","59127.33","19110.56","19668.06","0","880481","18499","18888.33203125"
"2005","Rural Area","18034.98","16077.47","6880","9011.2","12184","21368","28318","46865","17332.96","18737","0","1659708","16864.666015625","17262"
"2005","Urban Area","19825.01","17485.43","13932","9278.67","12632.67","23737","31904","61516","19544.37","20105.65","0","626611","18814","19208"
"2006","Rural Area","18098.01","16046.5","7540","8583.89","11973","21370","28546","56156","17775.52","18420.5","0","587142.69","16637.22265625","17052.08203125"
"2006","Urban Area","20353.53","17465.06","14841","8943","12641","24202.4","33146.67","67531.34","20050.78","20656.28","0","593626","18909","19302.400390625"
"2007","Rural Area","18336.26","16601.22","7104","8982","12346.67","22390.67","28815","54307.33","18085.84","18586.68","920","150136","17003.75","17337"
"2007","Urban Area","20752.49","17723.28","13861","9292.67","12981.33","24524.8","33882.5","70072","20447.11","21057.87","0","613426","19199.333984375","19678.666015625"
"2008","Rural Area","19058.15","16919.83","6659","8911.33","12345.71","22884.76","29385","56528","18605.82","19510.48","0","886350.69","17271.90625","17735"
"2008","Urban Area","21360.56","18400.67","13027","9610.67","13356.76","25283","34886","70392","21035.65","21685.47","0","785072","19726.970703125","20173"
"2009","Rural Area","19441.19","17292.96","6323","9244","13017.33","23366.67","29817","60652","19098.12","19784.26","0","452544.66","17568","18060.666015625"
