"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"1984","Baden-W?rttemberg","West Germany","10812.66","9852.5","2270","5829","7613.81","12777.5","16132","29662.86","10589.03","11036.29","0","75831.34","9519.0478515625","9898.21484375"
"1984","Bavaria","East Germany","","","","","","","","","","","","","",""
"1984","Bavaria","West Germany","10570.37","9494.34","2108","5692.61","7246.19","12626.67","15916.09","32591","10336.3","10804.44","0","74208.66","9237.3330078125","9687.142578125"
"1984","Berlin","East Germany","","","","","","","","","","","","","",""
"1984","Berlin","West Germany","11153.08","10086.52","411","5890","8464","13516.67","17815","25890","10514.07","11792.09","0","59460","9580.357421875","10565"
"1984","Brandenburg","East Germany","","","","","","","","","","","","","",""
"1984","Brandenburg","West Germany","","","","","","","","","","","","","",""
"1984","Bremen","East Germany","","","","","","","","","","","","","",""
"1984","Bremen","West Germany","9059.98","8385.33","132","4313","6919","10789.33","12105","33233.89","8336.19","9783.77","2491","33233.89","8064","9894.6669921875"
"1984","Hamburg","East Germany","","","","","","","","","","","","","",""
"1984","Hamburg","West Germany","11113.25","10022.67","311","5928.5","7841","13183.5","17852.67","29920.67","10548.82","11677.68","575","31728","9526.923828125","10865.5556640625"
"1984","Hesse","East Germany","","","","","","","","","","","","","",""
"1984","Hesse","West Germany","11418.93","10133.78","1252","5388.57","7533.16","13652","17334.5","31273.33","11023.27","11814.59","0","113745.34","9224.4443359375","9830"
"1984","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"1984","Lower Saxony","West Germany","10006.88","9271.33","1236","5215","6829.6","12119.5","15833.6","24613.33","9741.55","10272.21","0","45740.56","9001.2001953125","9522.916015625"
"1984","Mecklenburg-Western Pomerania","East Germany","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
