"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","(Married) couple without C.","94.68","87","322","57","70","110","145","210","90.92","98.44","44","260","82","90"
"1984","college entrance qualification","1-pers.-HH","63.01","58","211","32","40","80","100","170","58.96","67.06","13","200","50","60"
"1984","college entrance qualification","Couple + C. GT 16 ","119.78","120","213","80","95","140","165","210","115.3","124.26","45","220","110","120"
"1984","college entrance qualification","Couple + C. LE 16","112.9","110","294","72","87","130","156","200","108.97","116.83","30","250","102","114"
"1984","college entrance qualification","Couple + C. LE and GT 16","139.54","133.6","102","89","110","156","200","260","130.79","148.29","46","260","128","140"
"1984","college entrance qualification","Single parent","107.64","91.88","48","68","74","130","170","300","95.16","120.12","52","300","80","110"
"1984","lower secondary degree","(Married) couple without C.","80.13","74","1596","54","62","93","120","160","78.84","81.42","20","250","72","75"
"1984","lower secondary degree","1-pers.-HH","60.87","58","679","39","48","70","90","130","59.17","62.57","14","260","55","60"
"1984","lower secondary degree","Couple + C. GT 16 ","104.74","100","982","68","80","120","150","220","102.63","106.85","40","270","92","100"
"1984","lower secondary degree","Couple + C. LE 16","97.8","92","1290","65","75","114","136","200","96.14","99.46","33","250","90","94"
"1984","lower secondary degree","Couple + C. LE and GT 16","113.94","107.15","787","74","90","130","160","260","111.3","116.58","38","442","100","100"
"1984","lower secondary degree","Single parent","88.35","80","316","59","68","100","130","170","84.87","91.83","16","300","78","85"
"1984","no degree/no degree yet","(Married) couple without C.","66.66","61","145","35","50","70","96","200","63.21","70.11","20","200","55","64"
"1984","no degree/no degree yet","1-pers.-HH","40.69","35","81","17","20","60","75","95","35.72","45.66","6","110","25","40"
"1984","no degree/no degree yet","Couple + C. GT 16 ","103.95","100","238","65","80","120","140","220","100.07","107.83","34","270","80","85"
"1984","no degree/no degree yet","Couple + C. LE 16","71.74","68","360","45","58","80","100","150","69.39","74.09","16","170","66","70"
"1984","no degree/no degree yet","Couple + C. LE and GT 16","111.06","105.22","310","65","80","130","160","240","107.49","114.63","40","260","80","85"
"1984","no degree/no degree yet","Single parent","80.58","80.75","64","54","63","95","107","160","74.42","86.74","30","160","60","80"
"1984","Other degree","(Married) couple without C.","66.22","60","197","40","50","80","100","140","62.53","69.91","25","215","56","61"
"1984","Other degree","1-pers.-HH","43.37","40","113","14","30","60","67","100","39.08","47.66","8","125","34","40"
"1984","Other degree","Couple + C. GT 16 ","80.13","75","168","52","63","92","120","142","76.56","83.7","34","150","70","80"
"1984","Other degree","Couple + C. LE 16","71.65","68","617","50","59","83","100","130","70.08","73.22","30","200","67","70"
"1984","Other degree","Couple + C. LE and GT 16","87.63","80","230","59","68","99","136","200","84.36","90.9","38","200","75","80"
"1984","Other degree","Single parent","66.66","66.58","45","48","57","70","94","120","59.34","73.98","12","125","60","70"
"1984","secondary school degree","(Married) couple without C.","90.44","82","422","58","68","105","135","200","87.37","93.51","38","260","80","85"
"1984","secondary school degree","1-pers.-HH","66.63","59.21","241","39","48","78","100","200","62.2","71.06","8","350","56","63"
"1984","secondary school degree","Couple + C. GT 16 ","113.24","110","370","70","84","130","160","220","109.54","116.94","40","250","100","112"
"1984","secondary school degree","Couple + C. LE 16","106.01","100","458","70","82","120","150","200","102.96","109.06","30","250","98","104"
"1984","secondary school degree","Couple + C. LE and GT 16","126.02","120","260","80","98","140","170","280","120.04","132","46","442","110","120"
"1984","secondary school degree","Single parent","94.11","85","97","60","68","100","130","300","85.22","103","44","300","74","92"
"1985","college entrance qualification","(Married) couple without C.","96.55","90","296","57","72","110","130","230","92.58","100.52","44","250","85","95"
"1985","college entrance qualification","1-pers.-HH","64.09","56","202","30","40","82","110","180","59.36","68.82","10","200","50","60"
"1985","college entrance qualification","Couple + C. GT 16 ","124.96","120","226","80","100","150","165","240","119.81","130.11","55","260","116","130"
"1985","college entrance qualification","Couple + C. LE 16","113.01","110","263","70","85","130","152","210","108.7","117.32","50","300","105","120"
"1985","college entrance qualification","Couple + C. LE and GT 16","138.87","136.74","79","90","120","160","180","249","129.5","148.24","46","249","120","140"
"1985","college entrance qualification","Single parent","106.48","90","47","70","76","130","170","240","93.8","119.16","46","240","80","104"
"1985","lower secondary degree","(Married) couple without C.","80.6","75","1385","55","62","95","118","170","79.19","82.01","32","250","73","75"
"1985","lower secondary degree","1-pers.-HH","59.82","56","562","38","46","70","90","125","58.03","61.61","10","200","55","60"
"1985","lower secondary degree","Couple + C. GT 16 ","102.16","98","963","69","80","120","143","200","100.01","104.31","36","340","91","98"
"1985","lower secondary degree","Couple + C. LE 16","97.64","90","1113","65","74","116","140","220","95.75","99.53","36","300","90","92"
"1985","lower secondary degree","Couple + C. LE and GT 16","113.62","110","642","75","90","130","150","200","111.12","116.12","35","240","100","110"
"1985","lower secondary degree","Single parent","89.89","80","287","55","65","110","120","240","85.81","93.97","20","250","80","84"
"1985","no degree/no degree yet","(Married) couple without C.","68.64","60","101","40","55","72","92","200","64.47","72.81","30","200","55","60"
"1985","no degree/no degree yet","1-pers.-HH","41.7","35.19","57","18","20","67","70","78","36.31","47.09","6","80","20","36"
"1985","no degree/no degree yet","Couple + C. GT 16 ","108.16","103.95","216","65","84","130","150","220","103.59","112.73","25","230","80","90"
"1985","no degree/no degree yet","Couple + C. LE 16","72.27","69","257","50","58","83","95","180","67.6","76.94","30","550","66","70"
"1985","no degree/no degree yet","Couple + C. LE and GT 16","113.8","110","277","70","85","135","155","220","110.04","117.56","36","240","80","90"
"1985","no degree/no degree yet","Single parent","85.33","75.55","55","55","65","100","130","190","77.66","93","30","190","65","80"
"1985","Other degree","(Married) couple without C.","67.31","60","159","40","50","80","112","175","62.94","71.68","20","200","56","62"
"1985","Other degree","1-pers.-HH","43.59","36","81","16","25","55","68","200","36.89","50.29","9","200","30","40"
"1985","Other degree","Couple + C. GT 16 ","98.83","80","138","55","64","126","160","240","93.09","104.57","32","240","72","80"
"1985","Other degree","Couple + C. LE 16","72.58","69.55","469","50","60","83","98","136","69.93","75.23","20","550","68","72"
"1985","Other degree","Couple + C. LE and GT 16","89.84","80","191","55","65","116","147","180","85.98","93.7","35","180","75","80"
"1985","Other degree","Single parent","65.56","60","43","43","50","80","100","120","57.98","73.14","10","125","55","70"
"1985","secondary school degree","(Married) couple without C.","89.46","83","394","58","65","105","130","200","86.31","92.61","25","250","80","85"
"1985","secondary school degree","1-pers.-HH","63.98","59","224","39","48","72","90","124","58.81","69.15","15","564","55","60"
"1985","secondary school degree","Couple + C. GT 16 ","112.38","110","390","74","90","130","150","250","108.89","115.87","36","260","100","110"
"1985","secondary school degree","Couple + C. LE 16","107.83","100","418","70","84","125","150","219","104.55","111.11","40","250","98","108"
"1985","secondary school degree","Couple + C. LE and GT 16","123.85","115","224","80","100","150","175","270","118.89","128.81","57","270","105","120"
"1985","secondary school degree","Single parent","99.23","93","99","60","73","110","150","250","91.15","107.31","42","250","80","100"
"1986","college entrance qualification","(Married) couple without C.","97.59","85","53","55","70","120","150","230","86.87","108.31","48","230","78","90"
"1986","college entrance qualification","1-pers.-HH","48.51","45","53","16","29","65","80","120","41.73","55.29","8","120","35","59"
"1986","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","college entrance qualification","Couple + C. LE 16","118.11","110","49","70","91","127","175","250","105.18","131.04","54","250","100","120"
"1986","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1986","lower secondary degree","(Married) couple without C.","83.61","75","152","50","60","100","125","192","78","89.22","10","270","70","80"
"1986","lower secondary degree","1-pers.-HH","55.29","51.69","76","28","39","70","90","120","49.73","60.85","10","120","45","60"
