"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","92.52","85","12149","52","66","112","140","215","91.86","93.18","6","442","80","84"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","92.07","85","10679","51","65","112","140","219","91.36","92.78","6","564","84","85"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","84.63","76","1258","40","59","103","145","225","82.51","86.75","8","270","76","80"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","82.66","78.23","1057","45","60","100","130","180","80.63","84.69","8","220","76","80"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","83.6","76","1012","36","58","100","140","250","80.81","86.39","10","312","76","80"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","85.89","80","952","42","58","110","135","215","83.32","88.46","12","270","76","80"
"1990","East Germany","70.17","63","4420","40","50","82","110","180","69.28","71.06","10","250","65","68"
"1990","West Germany","85.5","78","883","36","56","110","143","240","82.6","88.4","0","300","77","80"
"1991","East Germany","72.95","60","271","32","45","94","130","200","67.79","78.11","12","300","66","80"
"1991","West Germany","87.51","80","864","42","58","110","145","200","84.79","90.23","9","280","75","82"
"1992","East Germany","71.45","64","320","35","48","80","124","200","67.19","75.71","15","200","65","70"
"1992","West Germany","87.71","80","841","40","58","110","150","210","84.91","90.51","9","250","76","82"
"1993","East Germany","77.7","70","290","38","50","100","125","200","73.61","81.79","14","210","70","78"
"1993","West Germany","91.61","83","983","40","60","120","148","240","88.8","94.42","10","350","80","85"
"1994","East Germany","73.21","60","346","36","47","93","130","194","69.17","77.25","10","200","65","76"
"1994","West Germany","87.92","80","994","38","55","112","150","250","85.26","90.58","10","270","80","85"
"1995","East Germany","84.81","72","364","43","57","108","140","180","80.21","89.41","20","400","75","85"
"1995","West Germany","86.83","80","1498","42","60","109","140","230","84.71","88.95","10","350","80","82"
"1996","East Germany","77.21","65","443","42","54","90","126","180","73.53","80.89","12","400","68","75"
"1996","West Germany","90.58","80","1161","45","60","110","148","260","88.21","92.95","10","320","80","85"
"1997","East Germany","72.26","66","441","41","50","90","120","157","69.12","75.4","10","220","69","75"
"1997","West Germany","90.84","80","1055","48","60","115","150","220","88.32","93.36","10","365","80","85"
"1998","East Germany","80","70","3850","48","57","100","120","184","78.9","81.1","8","350","75","78"
"1998","West Germany","98.22","90","10348","54","70","120","150","230","97.44","99","6","420","90","90"
"1999","East Germany","83.08","70","408","45","57","100","130","350","79.24","86.92","16","350","70","80"
"1999","West Germany","93.63","82.89","1192","45","60","110","150","300","90.68","96.58","10","450","81","85"
"2000","East Germany","81.81","72","2561","48","58","100","125","200","80.4","83.22","15","350","75","80"
"2000","West Germany","100.97","92","9652","54","70","124","155","250","100.07","101.87","10","450","100","100"
"2001","East Germany","79.91","73","525","47","59","99","120","170","77.19","82.63","16","250","71","80"
"2001","West Germany","95.07","85.17","1658","50","63","120","150","250","92.85","97.29","8","320","87","91"
"2002","East Germany","80.9","73","5374","47","58","100","120","185","79.94","81.86","9","320","80","83"
"2002","West Germany","100.16","92","17441","55","70","120","150","240","99.45","100.87","10","450","100","100"
"2003","East Germany","82.05","73","5351","47","58","100","125","190","81.03","83.07","10","400","80","83"
"2003","West Germany","99.81","90","16873","54","70","120","150","245","99.09","100.53","10","450","100","100"
"2004","East Germany","81.7","72","5236","47","58","100","122","186","80.68","82.72","12","350","80","84"
"2004","West Germany","100.82","92","16434","55","70","120","150","250","100.08","101.56","9","450","100","103"
"2005","East Germany","82.27","74","5055","48","59","100","125","198","81.23","83.31","12","350","80","84"
"2005","West Germany","100.73","92","15727","55","70","120","150","250","99.97","101.49","6","450","100","100"
"2006","East Germany","81.97","72","5375","48","59","100","125","200","80.94","83","12","350","80","83"
"2006","West Germany","100.91","92","16953","55","70","123","155","240","100.16","101.66","9","838","100","102"
"2007","East Germany","83.36","75","5098","48","59","100","130","200","82.26","84.46","12","400","80","84"
"2007","West Germany","101.94","94","15812","55","70","124","157","250","101.17","102.71","9","838","100","104"
"2008","East Germany","83.28","75","4823","48","59","100","130","190","82.22","84.34","12","360","80","85"
"2008","West Germany","103.01","95","14816","55","70","125","160","260","102.2","103.82","10","938","102","106"
"2009","East Germany","83.75","75","4580","48","59","100","130","195","82.63","84.87","10","350","81","85"
"2009","West Germany","103.72","95","13729","56","71","126","160","260","102.89","104.55","10","550","104","107"
"2010","East Germany","84.73","75","5512","48","60","102","130","200","83.7","85.76","12","380","82","85"
"2010","West Germany","104.42","96","18838","56","72","130","160","260","103.72","105.12","8","550","104","106"
"2011","East Germany","84.95","75","6405","48","60","105","130","200","83.96","85.94","9","360","82","85"
"2011","West Germany","104.98","97","22561","56","72","130","160","250","104.34","105.62","11","500","105","110"
"2012","East Germany","85.18","75","6271","48","60","106","130","200","84.18","86.18","9","360","82","85"
"2012","West Germany","105.56","98","21973","56","72","130","160","252","104.91","106.21","10","540","106","110"
"2013","East Germany","85.53","75","6229","49","60","106","130","200","84.52","86.54","10","450","81","85"
"2013","West Germany","105.17","98","25000","56","72","130","160","250","104.57","105.77","10","540","100","100"
"2014","East Germany","84.78","75","5684","49","60","104","130","200","83.74","85.82","10","450","81","85"
"2014","West Germany","105.86","100","22024","56","73","130","160","250","105.22","106.5","10","470","100","105"
"2015","East Germany","84.28","75","5520","47","59","105","130","190","83.22","85.34","10","420","81","85"
"2015","West Germany","105.88","100","21866","55","73","130","160","250","105.23","106.53","10","470","100","100"
"2016","East Germany","86.01","76","5595","47","59","110","135","200","84.96","87.06","11","370","80","84"
"2016","West Germany","105.46","99","21947","55","73","130","160","250","104.82","106.1","6","470","100","100"
"2017","East Germany","86.49","78","6243","47","60","110","135","200","85.48","87.5","8","370","82","85"
"2017","West Germany","105.57","100","24614","55","72","130","160","250","104.97","106.17","9","470","100","100"
"2018","East Germany","87.32","78","6088","48","60","110","140","200","86.31","88.33","12","360","80","84"
"2018","West Germany","106.3","100","23389","55","73","130","160","250","105.68","106.92","9","420","100","100"
"2019","East Germany","89.36","80","6075","49","60","115","140","220","88.11","90.61","12","698","86","90"
"2019","West Germany","106.98","100","23376","55","73","130","165","250","106.29","107.67","8","600","100","105"
