"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","77.05","72","1917","40","57","95","120","180","75.81","78.29","6","215","70","72"
"1984","Full Time","indirect migration background","85.72","84.68","52","45","75","96","116","170","78.04","93.4","42","170","76","86"
"1984","Full Time","no migration background","98.82","90","3671","58","72","120","150","240","97.57","100.07","20","442","90","94"
"1984","Not Working","direct migration background","78.79","70","993","44","57","90","120","260","77","80.58","12","300","70","72"
"1984","Not Working","indirect migration background","87","87.91","57","64","75","96","112","170","79.32","94.68","38","170","85","100"
"1984","Not Working","no migration background","89.16","80","3587","50","63","110","140","200","87.92","90.4","13","442","83","86"
"1984","Part Time","direct migration background","82.8","80","489","45","60","99","121","180","80.28","85.32","15","250","70","75"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","95.8","90","1365","57","70","116","140","220","93.86","97.74","8","280","90","94"
"1985","Full Time","direct migration background","75.7","71.55","1481","39","55","90","114","180","74.1","77.3","6","550","70","72"
"1985","Full Time","indirect migration background","84.64","86.07","50","50","60","100","120","153","77.48","91.8","32","153","70","92"
"1985","Full Time","no migration background","98.06","92","3261","55","70","120","150","220","96.77","99.35","15","300","92","98"
"1985","Not Working","direct migration background","80.05","72","832","49","58","90","120","250","77.7","82.4","10","550","70","75"
"1985","Not Working","indirect migration background","82.08","82.09","66","58","65","95","110","140","76.39","87.77","39","145","75","90"
"1985","Not Working","no migration background","87.92","80","3187","50","61","108","135","200","86.59","89.25","10","564","84","88"
"1985","Part Time","direct migration background","84.2","79.44","433","46","60","100","130","210","81.54","86.86","9","230","70","75"
"1985","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1985","Part Time","no migration background","97.78","90","1349","56","70","120","150","220","95.71","99.85","15","340","90","97"
"1986","Full Time","direct migration background","80.88","72.68","206","42","60","90","127","230","76.13","85.63","12","230","68","75"
"1986","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1986","Full Time","no migration background","87.02","80","433","47","62","107","140","240","83.49","90.55","20","270","80","86"
"1986","Not Working","direct migration background","75.33","70","115","47","57","91","107","240","70.13","80.53","16","240","65","77"
"1986","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Working","no migration background","81.16","76","216","30","53","103","150","215","75.3","87.02","8","250","76","85"
"1986","Part Time","direct migration background","79.19","77.55","71","36","58","100","130","176","70.89","87.49","10","176","64","80"
"1986","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1986","Part Time","no migration background","88.52","80","192","35","60","110","150","215","82.64","94.4","12","225","80","90"
"1987","Full Time","direct migration background","74.94","74.5","195","43","53","90","110","160","70.86","79.02","16","220","70","80"
"1987","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1987","Full Time","no migration background","85.15","80","347","47","60","108","130","200","81.62","88.68","16","220","79","85"
"1987","Not Working","direct migration background","80.96","81.69","92","45","60","108","125","150","74.36","87.56","8","150","75","89"
"1987","Not Working","indirect migration background","","","","","","","","","","","","","",""
