"year","e11103","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","(Married) couple without C.","86.15","80","1155","56","66","100","125","160","84.45","87.85","25","250","74","78"
"1984","Full Time","1-pers.-HH","61.79","56","540","33","42","75","98","170","59.12","64.46","6","350","50","55"
"1984","Full Time","Couple + C. GT 16 ","108.3","100","954","70","84","124","150","220","106.12","110.48","34","270","90","100"
"1984","Full Time","Couple + C. LE 16","100.14","95","1649","65","76","120","145","200","98.56","101.72","16","250","83","87"
"1984","Full Time","Couple + C. LE and GT 16","117","110","799","74","90","134","160","260","114.17","119.83","38","442","95","100"
"1984","Full Time","Single parent","94.69","85","244","58","70","110","141","300","89.61","99.77","12","300","78","84"
"1984","Not Working","(Married) couple without C.","81.38","75","1208","53","62","94","120","190","79.71","83.05","20","260","71","75"
"1984","Not Working","1-pers.-HH","61.76","59","654","37","48","71","90","138","59.88","63.64","12","260","56","60"
"1984","Not Working","Couple + C. GT 16 ","109.68","105","688","68","82","130","150","210","107.03","112.33","34","270","96","100"
"1984","Not Working","Couple + C. LE 16","96.59","91","886","60","74","120","140","200","94.54","98.64","16","210","80","85"
"1984","Not Working","Couple + C. LE and GT 16","118.97","115","599","75","90","140","160","240","115.78","122.16","38","442","96","100"
"1984","Not Working","Single parent","88.94","82","227","60","68","100","125","300","84.66","93.22","27","300","76","85"
"1984","Part Time","(Married) couple without C.","82.51","76.96","330","52","63","98","120","170","79.45","85.57","30","210","70","80"
"1984","Part Time","1-pers.-HH","56.87","53.04","136","31","40","68","100","120","52.82","60.92","8","130","44","55"
"1984","Part Time","Couple + C. GT 16 ","104.02","100","341","67","80","120","140","220","100.44","107.6","34","220","90","100"
"1984","Part Time","Couple + C. LE 16","99.14","96","526","65","78","116","135","200","96.47","101.81","30","250","85","92"
"1984","Part Time","Couple + C. LE and GT 16","113.96","100","306","72","86","130","175","260","109.46","118.46","38","270","90","100"
"1984","Part Time","Single parent","83.6","75","102","59","67","100","125","150","78.54","88.66","16","150","70","85"
"1985","Full Time","(Married) couple without C.","87.53","80","997","55","65","102","130","180","85.62","89.44","20","250","75","80"
"1985","Full Time","1-pers.-HH","59.45","54","448","32","43","70","90","180","56.79","62.11","6","200","50","53"
"1985","Full Time","Couple + C. GT 16 ","106.44","100","903","70","83","121","150","240","104.23","108.65","25","260","92","100"
"1985","Full Time","Couple + C. LE 16","101","94","1305","65","75","120","150","214","99.03","102.97","20","550","83","88"
"1985","Full Time","Couple + C. LE and GT 16","116.62","112","669","77","90","138","165","200","113.95","119.29","36","270","96","100"
"1985","Full Time","Single parent","96.9","85","230","58","70","110","150","250","91.4","102.4","10","250","75","84"
"1985","Not Working","(Married) couple without C.","81.06","75","1063","54","60","95","120","180","79.3","82.82","24","250","72","76"
"1985","Not Working","1-pers.-HH","61.32","59","547","37","48","70","90","124","58.78","63.86","10","564","56","60"
