"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1984","16-34 y.","West Germany","93.29","87","4570","50","68","115","140","220","92.23","94.35","8","442","80","83"
"1984","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1984","35-65 y.","West Germany","97.28","90","6307","58","70","120","145","215","96.37","98.19","6","442","85","87"
"1984","66 and older","East Germany","","","","","","","","","","","","","",""
"1984","66 and older","West Germany","77.67","70","1272","46","56","90","120","200","75.69","79.65","18","300","70","72"
"1985","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1985","16-34 y.","West Germany","93.01","88","4029","50","67","116","140","210","91.89","94.13","9","280","82","85"
"1985","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1985","35-65 y.","West Germany","96.94","90","5563","57","70","120","146","220","95.94","97.94","6","550","86","89"
"1985","66 and older","East Germany","","","","","","","","","","","","","",""
"1985","66 and older","West Germany","76.61","68","1087","45","55","90","120","210","74.26","78.96","16","564","70","72"
"1986","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1986","16-34 y.","West Germany","81.3","75","783","36","58","100","130","225","78.84","83.76","8","240","74","79"
"1986","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1986","35-65 y.","West Germany","96.9","86","440","50","66","120","150","250","92.91","100.89","12","270","80","90"
"1986","66 and older","East Germany","","","","","","","","","","","","","",""
"1986","66 and older","West Germany","53.25","52.9","35","20","38","70","80","150","41.5","65","10","150","50","76"
"1987","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1987","16-34 y.","West Germany","78.33","75","646","38","58","100","120","150","75.92","80.74","8","200","74","79"
"1987","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1987","35-65 y.","West Germany","91.41","84.11","377","50","69","113","135","200","87.87","94.95","16","220","81","90"
"1987","66 and older","East Germany","","","","","","","","","","","","","",""
"1987","66 and older","West Germany","78.16","67.83","34","45","48","90","135","220","61.25","95.07","20","220","59","104"
"1988","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1988","16-34 y.","West Germany","82.24","75","645","40","57","98","130","220","78.94","85.54","10","312","73","80"
"1988","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1988","35-65 y.","West Germany","92.62","83.25","329","47","64","110","150","312","87.3","97.94","18","312","80","90"
"1988","66 and older","East Germany","","","","","","","","","","","","","",""
"1988","66 and older","West Germany","57.39","54.69","38","20","30","68","120","180","43.59","71.19","12","180","52","70"
"1989","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1989","16-34 y.","West Germany","81.96","76","619","41","55","100","130","200","78.99","84.93","12","270","73","80"
"1989","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1989","35-65 y.","West Germany","96.5","85.78","315","50","63","120","160","250","91.62","101.38","12","270","80","92"
"1989","66 and older","East Germany","","","","","","","","","","","","","",""
"1989","66 and older","West Germany","","","","","","","","","","","","","",""
"1990","16-34 y.","East Germany","71.84","65","1690","40","50","85","113","180","70.37","73.31","10","250","65","70"
"1990","16-34 y.","West Germany","81.86","75","564","35","55","100","135","240","78.41","85.31","6","300","72","80"
"1990","35-65 y.","East Germany","73.37","65","2292","45","55","85","115","180","72.16","74.58","16","230","68","70"
"1990","35-65 y.","West Germany","98.84","85.87","288","50","70","130","160","250","93.47","104.21","15","260","85","98"
"1990","66 and older","East Germany","56.59","50","438","30","40","66","90","150","53.82","59.36","13","250","50","54"
"1990","66 and older","West Germany","60.17","51.79","31","20","28","90","110","160","46.36","73.98","0","160","49","90"
"1991","16-34 y.","East Germany","71.05","65.01","175","32","50","87","120","160","65.84","76.26","20","200","65","78"
"1991","16-34 y.","West Germany","79.68","70","544","40","55","104","126","200","76.51","82.85","9","280","70","75"
"1991","35-65 y.","East Germany","83.84","60.59","85","34","42","120","155","300","72.03","95.65","14","300","60","100"
"1991","35-65 y.","West Germany","103.57","100","289","50","70","130","160","204","98.64","108.5","25","250","90","100"
"1991","66 and older","East Germany","","","","","","","","","","","","","",""
"1991","66 and older","West Germany","73.73","61.55","31","20","43","98","133","200","57.11","90.35","12","200","58","100"
"1992","16-34 y.","East Germany","70.37","63.42","186","36","48","80","120","200","64.9","75.84","15","200","64","70"
"1992","16-34 y.","West Germany","80","70","545","40","55","100","132","200","76.77","83.23","9","250","70","76"
"1992","35-65 y.","East Germany","80","69.99","120","46","56","87","130","200","72.73","87.27","15","200","69","80"
"1992","35-65 y.","West Germany","101.82","98","275","54","67","130","160","240","96.7","106.94","20","250","88","100"
"1992","66 and older","East Germany","","","","","","","","","","","","","",""
"1992","66 and older","West Germany","","","","","","","","","","","","","",""
"1993","16-34 y.","East Germany","77.35","67","177","36","48","100","125","210","71.8","82.9","29","210","64","75"
"1993","16-34 y.","West Germany","85.06","80","628","40","59","100","140","240","81.78","88.34","12","350","70","80"
"1993","35-65 y.","East Germany","79.02","74","106","46","57","100","129","165","73.03","85.01","14","165","74","90"
"1993","35-65 y.","West Germany","104.63","100","319","53","70","135","160","210","99.8","109.46","10","300","90","100"
"1993","66 and older","East Germany","","","","","","","","","","","","","",""
"1993","66 and older","West Germany","74.77","64.86","36","25","34","96","132","300","52.34","97.2","15","300","64","100"
"1994","16-34 y.","East Germany","73.78","60","189","36","48","96","122","194","68.2","79.36","10","200","60","74"
"1994","16-34 y.","West Germany","81.82","75","651","40","54","96","140","230","78.92","84.72","10","270","75","80"
"1994","35-65 y.","East Germany","78.19","73","139","42","49","96","131","170","72.01","84.37","22","180","73","89"
"1994","35-65 y.","West Germany","103.21","100","304","44","65","131","160","250","97.79","108.63","15","270","90","105"
"1994","66 and older","East Germany","","","","","","","","","","","","","",""
"1994","66 and older","West Germany","59.03","50","39","20","40","80","120","130","45.79","72.27","16","200","50","90"
"1995","16-34 y.","East Germany","81.74","70","199","44","57","104","130","170","76.58","86.9","20","232","70","81"
"1995","16-34 y.","West Germany","81.89","75","854","40","55","100","135","210","79.26","84.52","10","350","75","80"
"1995","35-65 y.","East Germany","100.03","87.02","144","57","68","128","153","400","91.5","108.56","34","400","80","104"
"1995","35-65 y.","West Germany","96.03","86","590","52","65","120","146","232","92.48","99.58","13","350","84","90"
"1995","66 and older","East Germany","","","","","","","","","","","","","",""
"1995","66 and older","West Germany","62.83","60","54","20","35","80","100","250","50.87","74.79","15","250","60","80"
"1996","16-34 y.","East Germany","74.27","65","235","40","55","86","120","240","69.8","78.74","12","240","63","70"
"1996","16-34 y.","West Germany","86.33","80","723","43","60","104","135","200","83.55","89.11","10","270","78","80"
"1996","35-65 y.","East Germany","84.74","75","185","45","55","103","140","180","78.38","91.1","20","400","75","89"
"1996","35-65 y.","West Germany","99.91","86","405","50","65","127","160","320","95.62","104.2","14","320","86","95"
"1996","66 and older","East Germany","","","","","","","","","","","","","",""
"1996","66 and older","West Germany","67.35","60.52","33","23","47","72","105","270","50.57","84.13","17","270","55","72"
"1997","16-34 y.","East Germany","73.8","70","223","45","55","91","119","140","69.84","77.76","20","220","65","75"
"1997","16-34 y.","West Germany","84.6","75.01","633","40","58","100","142","230","81.34","87.86","10","365","75","80"
"1997","35-65 y.","East Germany","76.06","73","186","33","51","100","125","160","70.66","81.46","10","220","73","83"
"1997","35-65 y.","West Germany","100.42","90","385","52","70","132","150","220","96.33","104.51","10","230","90","100"
"1997","66 and older","East Germany","53.18","50.6","32","22","42","60","75","100","43.99","62.37","20","157","49","70"
"1997","66 and older","West Germany","82.37","71.01","37","60","60","103","120","165","71.38","93.36","20","165","65","90"
"1998","16-34 y.","East Germany","81.85","72","1203","47","59","100","127","184","79.81","83.89","10","350","74","80"
"1998","16-34 y.","West Germany","94.2","88","3660","50","65","120","150","220","92.93","95.47","10","330","85","89"
"1998","35-65 y.","East Germany","84.61","76","2170","52","60","100","127","200","83.17","86.05","8","350","78","81"
"1998","35-65 y.","West Germany","104.47","98","5315","60","74","128","160","240","103.36","105.58","10","420","95","100"
"1998","66 and older","East Germany","64.15","60","477","40","50","73","100","135","61.6","66.7","15","220","60","64"
"1998","66 and older","West Germany","87.17","80","1373","50","62","104","132","205","85.12","89.22","6","280","80","86"
"1999","16-34 y.","East Germany","76.61","65","215","40","57","90","130","180","72.04","81.18","18","213","65","78"
"1999","16-34 y.","West Germany","84.78","75","707","40","56","100","140","290","81.36","88.2","10","385","75","82"
"1999","35-65 y.","East Germany","93.74","80","167","50","59","106","130","350","86.91","100.57","25","350","80","94"
"1999","35-65 y.","West Germany","110.19","96","445","59","75","130","180","385","104.84","115.54","16","450","90","100"
"1999","66 and older","East Germany","","","","","","","","","","","","","",""
"1999","66 and older","West Germany","60.38","58.95","40","25","37","80","103","200","46.91","73.85","10","200","52","66"
"2000","16-34 y.","East Germany","84.13","75.67","756","48","59","103","130","182","81.54","86.72","15","250","74","80"
"2000","16-34 y.","West Germany","91.84","83","2805","46","62","117","150","240","90.15","93.53","10","450","85","90"
"2000","35-65 y.","East Germany","86.11","79","1402","50","60","102","130","200","84.14","88.08","17","350","80","85"
"2000","35-65 y.","West Germany","107.9","100","5404","60","76","130","160","250","106.72","109.08","13","450","105","110"
"2000","66 and older","East Germany","67.03","60","401","43","50","76","100","150","64.42","69.64","24","240","60","65"
"2000","66 and older","West Germany","94.17","86","1443","53","67","115","148","225","92.01","96.33","14","397","90","95"
"2001","16-34 y.","East Germany","76.88","69.24","253","46","59","97","120","150","73.31","80.45","16","154","65","75"
"2001","16-34 y.","West Germany","88.26","82","843","45","60","107","142","250","85.28","91.24","12","320","80","85"
"2001","35-65 y.","East Germany","86.91","83","236","52","60","106","125","200","82.66","91.16","36","250","78","90"
"2001","35-65 y.","West Germany","103.2","95","742","55","70","130","160","250","99.85","106.55","8","320","96","105"
"2001","66 and older","East Germany","63.04","59","36","36","48","70","85","170","51.91","74.17","34","170","52","68"
"2001","66 and older","West Germany","85.97","70","73","30","56","120","150","190","75.24","96.7","20","200","70","98"
"2002","16-34 y.","East Germany","83.17","78","1476","49","60","100","120","195","81.38","84.96","12","280","80","85"
"2002","16-34 y.","West Germany","93.74","85","4610","48","65","120","150","230","92.37","95.11","10","450","90","95"
"2002","35-65 y.","East Germany","85.79","80","3017","49","60","103","130","200","84.46","87.12","9","320","85","90"
"2002","35-65 y.","West Germany","105.95","100","10142","60","75","130","160","250","105.01","106.89","10","450","110","110"
"2002","66 and older","East Germany","67.01","60","881","42","50","80","100","150","65.18","68.84","20","240","62","65"
"2002","66 and older","West Germany","92.56","85","2689","53","65","111","145","210","90.89","94.23","12","380","90","93"
"2003","16-34 y.","East Germany","85.01","80","1457","49","60","100","130","190","83.02","87","13","400","80","86"
"2003","16-34 y.","West Germany","94.63","85","4398","48","65","120","150","245","93.18","96.08","11","450","90","94"
