"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","113.54","110","187","70","90","130","160","240","108.34","118.74","20","270","100","115"
"1984","(1a) inadequately completed","73.33","70","1107","35","56","85","112","200","71.74","74.92","6","260","69","70"
"1984","(1b) general elementary school","86.31","80","2988","50","60","102","130","200","85.1","87.52","8","275","78","80"
"1984","(1c) basic vocational qualification","90.87","85","4241","55","67","110","135","200","89.84","91.9","10","442","82","85"
"1984","(2a) intermediate vocational","97.31","90","1400","55","70","120","148","250","95.13","99.49","8","442","90","94"
"1984","(2b) intermediate general qualification","101.49","100","475","60","75","120","150","220","98.19","104.79","30","300","92","100"
"1984","(2c_gen) general maturity certificate","94.92","90","412","45","65","120","150","250","90.79","99.05","13","300","80","90"
"1984","(2c_voc) vocational maturity certificate","93.02","85","456","44","62","120","150","210","89.36","96.68","12","300","80","86"
"1984","(3a) lower tertiary education","107","100","266","60","80","130","160","210","102.09","111.91","32","250","95","104"
"1984","(3b) higher tertiary education","108.85","104","525","55","78","133","160","260","105.03","112.67","15","300","98","108"
"1985","(0) in school","117.65","114.1","181","75","91","135","160","220","112.34","122.96","40","240","106","120"
"1985","(1a) inadequately completed","73.82","70","850","36","56","90","110","190","71.66","75.98","6","550","70","71"
"1985","(1b) general elementary school","85.8","80","2533","50","60","100","130","200","84.4","87.2","10","550","79","80"
"1985","(1c) basic vocational qualification","89.89","83","3702","54","65","110","132","200","88.78","91","10","300","83","86"
"1985","(2a) intermediate vocational","96.45","90","1318","54","68","120","150","240","94.26","98.64","15","564","90","96"
"1985","(2b) intermediate general qualification","100.55","98","463","60","75","120","150","200","97.26","103.84","30","270","90","100"
"1985","(2c_gen) general maturity certificate","95.66","86","367","36","61","125","150","249","91.02","100.3","10","260","80","89"
"1985","(2c_voc) vocational maturity certificate","87.82","82","396","42","60","110","140","210","84.07","91.57","9","245","79","86"
"1985","(3a) lower tertiary education","104.98","100","246","60","80","125","150","250","99.96","110","25","260","97","106"
"1985","(3b) higher tertiary education","110.26","108","490","56","80","135","160","250","106.36","114.16","16","300","100","111"
"1986","(0) in school","","","","","","","","","","","","","",""
"1986","(1a) inadequately completed","77.55","73.1","109","36","60","83","120","160","71.23","83.87","12","180","68","75"
"1986","(1b) general elementary school","76.17","74","274","38","53","95","120","160","72.47","79.87","15","192","70","80"
"1986","(1c) basic vocational qualification","88.7","80","391","47","62","110","150","200","84.94","92.46","10","270","77","85"
"1986","(2a) intermediate vocational","84.61","75","168","38","58","102","150","215","78.69","90.53","20","240","75","90"
"1986","(2b) intermediate general qualification","85.54","78","51","50","56","100","149","200","75.03","96.05","30","200","65","91"
"1986","(2c_gen) general maturity certificate","62.33","54.94","55","16","30","80","103","250","51.04","73.62","12","250","53","80"
"1986","(2c_voc) vocational maturity certificate","78.54","73.86","59","43","56","94","127","170","71.03","86.05","25","170","65","84"
"1986","(3a) lower tertiary education","105.09","105.11","34","50","66","120","175","270","87.04","123.14","16","270","85","120"
"1986","(3b) higher tertiary education","96.36","80","80","35","60","120","150","250","85.04","107.68","8","250","78","102"
"1987","(0) in school","","","","","","","","","","","","","",""
"1987","(1a) inadequately completed","71.75","72","109","30","55","85","125","150","66.15","77.35","16","160","70","80"
"1987","(1b) general elementary school","74.37","74","208","36","51","92","112","150","70.02","78.72","8","220","70","78"
