"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","105.12","100","800","65","80","123","150","220","102.58","107.66","16","250","100","100"
"1985","16-34 y.","Urban Area","89.47","83","3229","49","64","110","140","200","88.25","90.69","9","280","80","80"
"1985","35-65 y.","Rural Area","105.74","100","1129","64","80","128","150","240","103.6","107.88","13","340","100","100"
"1985","35-65 y.","Urban Area","94.27","88","4434","55","70","115","140","220","93.16","95.38","6","550","82","85"
"1985","66 and older","Rural Area","85.43","80","271","50","60","100","130","250","80.38","90.48","20","340","80","90"
"1985","66 and older","Urban Area","73.57","65","816","45","54","84","118","200","70.96","76.18","16","564","65","70"
"1986","16-34 y.","Rural Area","99.92","85.15","125","56","68","130","153","240","92.12","107.72","16","240","76","95"
"1986","16-34 y.","Urban Area","76.97","73","658","35","55","96","120","190","74.5","79.44","8","240","72","78"
"1986","35-65 y.","Rural Area","104.99","100","87","60","68","140","165","215","96.12","113.86","42","215","80","120"
"1986","35-65 y.","Urban Area","94.37","85","353","47","65","117","150","250","89.94","98.8","12","270","80","85"
"1986","66 and older","Rural Area","","","","","","","","","","","","","",""
"1986","66 and older","Urban Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Rural Area","86.04","80","118","58","61","106","136","200","80.46","91.62","12","200","75","80"
"1987","16-34 y.","Urban Area","76.56","73.96","528","36","55","100","120","150","73.89","79.23","8","175","70","78"
"1987","35-65 y.","Rural Area","96.79","85","70","60","69","120","130","220","87.18","106.4","20","220","80","105"
"1987","35-65 y.","Urban Area","90.04","84","307","49","70","110","135","180","86.26","93.82","16","220","80","89"
"1987","66 and older","Rural Area","","","","","","","","","","","","","",""
"1987","66 and older","Urban Area","","","","","","","","","","","","","",""
"1988","16-34 y.","Rural Area","90.23","75.96","111","40","60","96","140","312","79.2","101.26","25","312","70","90"
"1988","16-34 y.","Urban Area","80.55","75","534","40","57","98","130","200","77.3","83.8","10","220","72","80"
"1988","35-65 y.","Rural Area","101.97","90","62","60","70","120","160","312","87.5","116.44","25","312","80","95"
"1988","35-65 y.","Urban Area","90.21","80.37","267","45","60","109","150","240","84.55","95.87","18","260","79","87"
"1988","66 and older","Rural Area","","","","","","","","","","","","","",""
"1988","66 and older","Urban Area","58.88","60","33","20","20","78","120","180","43.23","74.53","12","180","52","78"
"1989","16-34 y.","Rural Area","93.18","86","115","39","57","125","150","250","84.82","101.54","15","250","80","95"
"1989","16-34 y.","Urban Area","79.19","74","504","41","55","98","125","200","76.13","82.25","12","270","70","76"
"1989","35-65 y.","Rural Area","115.93","95.28","64","69","76","150","200","250","103.45","128.41","34","250","80","120"
"1989","35-65 y.","Urban Area","91.45","82.42","251","49","62","120","140","200","86.25","96.65","12","270","80","92"
"1989","66 and older","Rural Area","","","","","","","","","","","","","",""
"1989","66 and older","Urban Area","","","","","","","","","","","","","",""
"1990","16-34 y.","Rural Area","77.14","70","1188","40","54","100","120","199","75.19","79.09","13","230","70","70"
"1990","16-34 y.","Urban Area","74.7","68","1026","35","50","90","120","240","72.62","76.78","6","300","68","70"
"1990","35-65 y.","Rural Area","78.29","70","1503","45","55","96","123","200","76.56","80.02","16","240","70","72"
"1990","35-65 y.","Urban Area","78.43","70","1034","45","56","91","128","200","76.55","80.31","15","260","70","72"
"1990","66 and older","Rural Area","60.44","50.11","297","31","40","72","100","160","56.9","63.98","13","202","50","60"
"1990","66 and older","Urban Area","52.97","50","168","24","34","65","90","140","48.67","57.27","0","250","47","51"
"1991","16-34 y.","Rural Area","85.32","80","224","36","56","112","140","250","79.4","91.24","10","280","72","90"
"1991","16-34 y.","Urban Area","75.11","68","483","41","53","98","120","160","72.22","78","9","204","68","70"
"1991","35-65 y.","Rural Area","104","100","118","40","65","130","180","300","94.35","113.65","23","300","93","109"
"1991","35-65 y.","Urban Area","99.47","92","256","49","65","130","160","200","94.36","104.58","14","204","80","100"
"1991","66 and older","Rural Area","","","","","","","","","","","","","",""
"1991","66 and older","Urban Area","68.59","60","30","28","40","97","120","200","52.73","84.45","12","200","49","91"
"1992","16-34 y.","Rural Area","85.07","72.95","246","46","55","100","150","200","79.93","90.21","15","240","70","80"
"1992","16-34 y.","Urban Area","74.57","66.43","473","36","50","91","125","190","71.25","77.89","9","250","65","72"
"1992","35-65 y.","Rural Area","101.11","86.75","142","45","65","134","170","240","93.78","108.44","15","240","80","100"
"1992","35-65 y.","Urban Area","96.08","92","248","52","61","120","150","210","90.8","101.36","20","250","80","92"
"1992","66 and older","Rural Area","","","","","","","","","","","","","",""
"1992","66 and older","Urban Area","","","","","","","","","","","","","",""
"1993","16-34 y.","Rural Area","91.24","80.49","247","38","56","120","147","210","85.32","97.16","15","350","71","90"
"1993","16-34 y.","Urban Area","80.93","73","558","40","58","97","120","240","77.84","84.02","12","350","70","75"
"1993","35-65 y.","Rural Area","95.49","87","134","36","65","130","160","200","88.36","102.62","10","200","85","100"
"1993","35-65 y.","Urban Area","102.98","100","291","53","70","130","151","250","98.13","107.83","20","300","86","100"
"1993","66 and older","Rural Area","","","","","","","","","","","","","",""
"1993","66 and older","Urban Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Rural Area","88.99","80","261","40","52","120","150","230","83.7","94.28","10","250","75","90"
"1994","16-34 y.","Urban Area","76.05","70","579","38","54","92","115","220","73.2","78.9","10","270","70","78"
"1994","35-65 y.","Rural Area","100.31","100","155","42","57","135","160","250","93.06","107.56","22","250","86","120"
"1994","35-65 y.","Urban Area","97.91","90","288","48","60","130","160","250","92.61","103.21","15","270","85","95"
"1994","66 and older","Rural Area","","","","","","","","","","","","","",""
"1994","66 and older","Urban Area","51.14","47.02","35","20","24","62","96","130","39.92","62.36","16","170","45","62"
"1995","16-34 y.","Rural Area","94.89","83","316","51","64","124","150","300","90.08","99.7","18","350","79","90"
"1995","16-34 y.","Urban Area","77.21","70","737","32","52","93","130","200","74.61","79.81","10","250","71","76"
"1995","35-65 y.","Rural Area","108.22","100","223","54","70","140","167","300","100.63","115.81","24","400","90","110"
"1995","35-65 y.","Urban Area","92.49","85","511","52","65","120","141","230","89.18","95.8","13","250","80","89"
"1995","66 and older","Rural Area","","","","","","","","","","","","","",""
"1995","66 and older","Urban Area","54.85","54.1","53","20","35","72","80","100","48.44","61.26","15","160","53","72"
"1996","16-34 y.","Rural Area","84.13","75","302","37","54","112","140","200","79.38","88.88","10","250","70","87"
