"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","90.28","82","6193","50","64","110","140","210","89.37","91.19","10","442","80","82"
"1984","Male","95.05","90","5956","54","70","120","144","220","94.11","95.99","6","442","82","85"
"1985","Female","89.77","82","5422","50","64","110","140","214","88.79","90.75","14","550","80","85"
"1985","Male","94.64","90","5257","54","68","120","145","220","93.6","95.68","6","564","85","86"
"1986","Female","83.32","75","636","38","57","101","140","225","80.33","86.31","10","270","75","80"
"1986","Male","86.11","79.86","622","42","60","104","149","215","83.09","89.13","8","270","76","80"
"1987","Female","82.5","77.9","529","45","60","100","130","180","79.65","85.35","10","220","75","81"
"1987","Male","82.84","80","528","43","60","104","130","180","79.94","85.74","8","220","75","83"
"1988","Female","82.77","74.66","518","36","57","100","140","260","78.89","86.65","10","312","74","80"
"1988","Male","84.55","77","494","36","60","100","140","250","80.52","88.58","10","312","75","80"
"1989","Female","83.42","74.66","471","41","57","103","130","215","79.76","87.08","12","270","73","80"
"1989","Male","88.39","80","481","42","60","114","140","200","84.77","92.01","12","270","76","82"
"1990","Female","73.25","65","2765","38","50","90","120","200","72.01","74.49","10","300","66","70"
"1990","Male","75.46","68","2538","40","53","90","120","200","74.15","76.77","0","300","70","70"
"1991","Female","82.32","72","582","40","55","105","140","200","78.99","85.65","12","300","70","80"
"1991","Male","88.16","80","553","41","58","112","145","204","84.67","91.65","9","300","74","85"
"1992","Female","81.9","70","604","39","53","103","140","210","78.61","85.19","9","250","70","80"
"1992","Male","87.02","77.8","557","40","60","110","145","210","83.64","90.4","12","250","75","80"
"1993","Female","88.87","80","653","40","57","115","146","240","85.59","92.15","10","350","75","83"
"1993","Male","89.88","80","620","42","60","115","145","240","86.45","93.31","14","350","76","84"
"1994","Female","86.44","79","693","40","55","110","145","250","83.35","89.53","10","270","75","83"
"1994","Male","84.11","78","647","36","50","110","145","250","80.85","87.37","10","270","78","85"
"1995","Female","86.2","76","940","44","60","106","140","230","83.53","88.87","10","400","77","81"
"1995","Male","86.91","80","922","40","59","110","140","232","84.13","89.69","12","400","80","84"
"1996","Female","85.76","77.1","852","43","56","100","143","250","82.95","88.57","10","400","75","80"
"1996","Male","90.31","80","752","45","60","112","145","260","87.47","93.15","10","320","80","85"
"1997","Female","86.73","76.92","771","47","60","106","142","200","84.07","89.39","10","250","76","80"
"1997","Male","86.27","78","725","40","60","107","142","220","83.19","89.35","10","365","77","83"
"1998","Female","92.99","85","7334","50","64","115","150","220","92.09","93.89","6","420","85","86"
"1998","Male","96.57","90","6864","53","68","120","150","220","95.64","97.5","8","420","88","90"
"1999","Female","92.3","80","832","48","60","110","150","300","89.12","95.48","10","450","79","84"
"1999","Male","90.74","80","768","40","58","105","150","330","87.08","94.4","10","450","80","85"
"2000","Female","97.21","89","6376","52","67","120","150","240","96.13","98.29","10","450","90","95"
"2000","Male","98.55","90","5837","50","68","120","150","240","97.42","99.68","10","450","95","98"
"2001","Female","91.06","83","1127","48","61","114","145","230","88.59","93.53","8","320","83","88"
"2001","Male","93.17","85","1056","49","60","120","150","250","90.45","95.89","8","320","84","90"
"2002","Female","95.33","86","11792","52","65","120","150","230","94.5","96.16","10","450","95","98"
"2002","Male","97.77","90","11023","52","68","120","150","240","96.9","98.64","9","450","100","100"
"2003","Female","95.5","87","11525","52","65","120","150","235","94.67","96.33","10","450","95","98"
"2003","Male","97.52","90","10699","51","68","120","150","240","96.64","98.4","10","450","100","100"
"2004","Female","96.28","88","11272","53","65","120","150","240","95.42","97.14","11","450","96","100"
"2004","Male","98.32","90","10398","53","68","120","150","250","97.41","99.23","9","450","100","100"
"2005","Female","96.51","88","10847","54","66","120","150","240","95.64","97.38","6","450","95","100"
"2005","Male","98.15","90","9935","52","68","120","150","250","97.22","99.08","7","450","100","100"
"2006","Female","96.29","87","11671","54","65","120","150","240","95.43","97.15","12","838","96","100"
"2006","Male","98.47","90","10657","52","68","120","150","240","97.55","99.39","9","838","100","100"
"2007","Female","97.69","89","10932","55","67","120","150","240","96.79","98.59","10","838","97","100"
"2007","Male","99.23","90","9978","53","68","120","150","246","98.28","100.18","9","838","100","100"
"2008","Female","98.38","90","10273","54","67","120","150","240","97.46","99.3","15","938","98","100"
"2008","Male","100.45","92","9366","54","69","120","155","250","99.46","101.44","10","938","100","100"
"2009","Female","98.71","90","9550","55","68","120","150","250","97.76","99.66","10","550","99","100"
"2009","Male","101.39","93","8759","53","70","125","160","250","100.37","102.41","10","550","100","100"
"2010","Female","99.79","90","13255","55","68","120","155","250","98.99","100.59","8","550","98","100"
"2010","Male","101.99","94","11095","54","70","125","160","260","101.09","102.89","10","550","100","104"
"2011","Female","100.24","90","15804","54","68","120","160","250","99.49","100.99","9","500","100","100"
"2011","Male","102.54","95","13162","54","70","125","160","250","101.71","103.37","12","500","102","105"
"2012","Female","100.89","90","15398","55","69","120","157","250","100.13","101.65","9","540","100","100"
"2012","Male","103.06","96","12846","54","70","125","160","250","102.21","103.91","10","500","103","106"
"2013","Female","100.88","90","16959","55","69","124","160","250","100.18","101.58","10","540","96","98"
"2013","Male","102.45","95","14270","53","70","126","160","250","101.66","103.24","10","500","100","100"
"2014","Female","101.13","91","14957","55","70","122","160","250","100.38","101.88","10","470","98","100"
"2014","Male","103.16","95","12751","52","70","128","160","250","102.32","104","10","470","100","100"
"2015","Female","101.46","92","14770","55","70","125","160","250","100.7","102.22","10","470","96","100"
"2015","Male","102.67","95","12616","51","70","129","160","250","101.82","103.52","10","470","100","100"
"2016","Female","101.57","93","14538","55","70","125","160","245","100.82","102.32","10","470","95","97"
"2016","Male","102.51","95","13004","51","70","129","160","250","101.69","103.33","6","470","95","99"
"2017","Female","101.82","93","16170","55","70","125","160","250","101.11","102.53","9","470","96","100"
"2017","Male","102.76","96","14687","50","70","130","160","250","101.98","103.54","8","470","98","100"
"2018","Female","102.62","95","15436","55","70","125","160","250","101.89","103.35","11","420","95","98"
"2018","Male","103.43","98","14041","51","70","130","160","250","102.64","104.22","9","420","96","100"
"2019","Female","103.37","95","15035","55","70","126","160","250","102.55","104.19","11","600","100","100"
"2019","Male","104.53","100","14486","52","70","130","160","250","103.62","105.44","8","698","100","100"
