"year","bula_h","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","(0) in school","107.5","106.25","34","81","95","120","132","180","98.06","116.94","50","180","90","110"
"1984","Baden-Württemberg","(1a) inadequately completed","73.21","70","306","35","58","86","110","200","70.01","76.41","12","200","70","75"
"1984","Baden-Württemberg","(1b) general elementary school","87.95","81","614","50","65","103","128","200","85.29","90.61","14","275","79","80"
"1984","Baden-Württemberg","(1c) basic vocational qualification","95.34","90","735","60","72","110","135","200","92.86","97.82","12","442","85","90"
"1984","Baden-Württemberg","(2a) intermediate vocational","101.97","90","205","56","72","120","150","300","95","108.94","40","442","87","100"
"1984","Baden-Württemberg","(2b) intermediate general qualification","101.38","98.31","76","70","84","120","140","170","95.42","107.34","45","170","90","104"
"1984","Baden-Württemberg","(2c_gen) general maturity certificate","93.91","99.91","55","50","63","112","140","180","84.91","102.91","20","180","80","100"
"1984","Baden-Württemberg","(2c_voc) vocational maturity certificate","102.02","90","78","55","65","136","156","200","92.89","111.15","24","200","70","90"
"1984","Baden-Württemberg","(3a) lower tertiary education","114.44","106.42","44","80","90","140","156","200","103.63","125.25","45","200","95","129"
"1984","Baden-Württemberg","(3b) higher tertiary education","109.08","109.74","80","60","78","126","170","200","100.12","118.04","39","215","86","116"
"1984","Bavaria","(0) in school","","","","","","","","","","","","","",""
"1984","Bavaria","(1a) inadequately completed","70.14","65.07","108","26","46","80","125","170","64.94","75.34","10","170","65","72"
"1984","Bavaria","(1b) general elementary school","91.9","85","494","49","65","112","150","200","88.72","95.08","9","220","79","85"
"1984","Bavaria","(1c) basic vocational qualification","91.65","86","788","54","70","110","140","215","89.35","93.95","10","220","80","89"
"1984","Bavaria","(2a) intermediate vocational","100.4","96","274","57","75","120","150","240","95.9","104.9","15","250","92","100"
"1984","Bavaria","(2b) intermediate general qualification","100.09","100","94","58","80","120","150","250","92.76","107.42","30","250","90","110"
"1984","Bavaria","(2c_gen) general maturity certificate","107.49","96","58","60","70","123","180","300","92.89","122.09","33","300","80","100"
"1984","Bavaria","(2c_voc) vocational maturity certificate","96.27","87.46","81","46","70","120","150","210","87.46","105.08","26","210","74","96"
"1984","Bavaria","(3a) lower tertiary education","103.87","94","55","67","80","120","150","240","93.92","113.82","32","240","85","104"
