"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","95.76","90","7512","55","70","120","143","220","94.93","96.59","6","442","83","85"
"1984","Not Employed","88.39","80","4637","50","62","108","140","200","87.33","89.45","12","442","80","80"
"1985","Employed","95.78","90","6594","54","70","120","149","220","94.87","96.69","6","550","85","86"
"1985","Not Employed","87.3","80","4085","50","60","105","134","200","86.14","88.46","10","564","80","83"
"1986","Employed","86.42","78.73","922","43","60","104","140","225","83.97","88.87","10","270","76","80"
"1986","Not Employed","80.4","74.31","336","30","53","100","149","215","76.13","84.67","8","250","73","80"
"1987","Employed","82.52","79.17","798","44","60","100","130","180","80.24","84.8","15","220","75","80"
"1987","Not Employed","83.05","77.25","259","45","60","103","135","180","78.64","87.46","8","220","76","85"
"1988","Employed","87.93","80","768","45","60","100","144","260","84.69","91.17","10","312","78","82"
"1988","Not Employed","70.25","65.04","244","25","48","85","120","200","64.86","75.64","10","260","68","75"
"1989","Employed","87.71","80","741","44","60","110","140","215","84.77","90.65","12","270","77","82"
"1989","Not Employed","80.55","70","211","40","55","110","130","215","75.23","85.87","12","250","70","80"
"1990","Employed","87.06","79.74","685","40","59","110","146","250","83.8","90.32","10","300","78","81"
"1990","Not Employed","80.8","70","198","20","45","110","135","240","74.48","87.12","0","260","70","84"
"1991","Employed","88.55","84.08","636","42","60","110","148","200","85.49","91.61","9","204","75","87"
"1991","Not Employed","86.66","80","190","40","58","110","148","250","80.62","92.7","9","250","70","87"
"1992","Employed","85.89","75","947","45","57","110","145","210","83.31","88.47","9","250","73","80"
"1992","Not Employed","78.37","70.29","214","28","46","103","132","200","72.55","84.19","14","250","70","86"
"1993","Employed","90.41","80","989","43","60","115","145","240","87.73","93.09","10","350","76","82"
"1993","Not Employed","86.19","80","284","34","54","110","148","210","81.16","91.22","12","300","74","86"
"1994","Employed","87.17","80","1024","40","56","110","141","250","84.6","89.74","10","270","80","85"
"1994","Not Employed","79.75","70","316","24","47","105","160","196","75.19","84.31","10","250","71","78"
"1995","Employed","90.48","80","1337","46","60","115","145","230","88.17","92.79","10","400","80","85"
"1995","Not Employed","76.87","70","525","30","53","96","120","230","73.44","80.3","13","300","72","76"
"1996","Employed","89.63","80","1219","45","60","110","145","220","87.38","91.88","10","400","79","82"
"1996","Not Employed","83.19","72.22","385","40","54","100","150","260","78.85","87.53","12","270","75","80"
"1997","Employed","86.93","80","1087","44","60","106","140","220","84.56","89.3","10","365","80","83"
"1997","Not Employed","85.6","75","409","44","58","107","143","200","81.7","89.5","10","230","73","79"
"1998","Employed","98.19","90","8826","54","69","120","150","230","97.37","99.01","8","420","90","90"
"1998","Not Employed","90.11","80","5372","50","62","110","141","210","89.07","91.15","6","350","80","84"
"1999","Employed","94.88","83.26","1216","45","60","112","152","350","92.1","97.66","10","450","80","85"
"1999","Not Employed","81.03","70","384","35","54","98","130","240","76.2","85.86","10","385","74","80"
"2000","Employed","99.66","90","7572","52","69","122","150","240","98.66","100.66","10","450","96","100"
"2000","Not Employed","94.98","86","4639","51","65","120","150","240","93.75","96.21","10","450","90","90"
"2001","Employed","93.15","85","1650","50","62","116","150","240","91.07","95.23","12","320","85","90"
"2001","Not Employed","89","78","533","42","60","114","150","230","85.16","92.84","8","320","78","85"
"2002","Employed","99.85","92","14647","55","70","120","150","240","99.09","100.61","9","450","100","100"
"2002","Not Employed","91.52","83","8168","50","63","115","145","210","90.55","92.49","10","450","90","90"
"2003","Employed","100.18","92","14027","54","70","120","150","244","99.41","100.95","10","450","100","100"
"2003","Not Employed","91.2","83","8197","50","62","111","140","220","90.24","92.16","10","450","90","90"
"2004","Employed","101.09","94","13471","55","70","120","150","250","100.29","101.89","11","450","100","100"
"2004","Not Employed","91.92","83","8199","50","63","113","141","240","90.93","92.91","9","450","90","90"
"2005","Employed","100.75","92","12866","55","70","120","150","250","99.94","101.56","6","450","100","100"
"2005","Not Employed","92.23","83","7916","50","63","115","140","230","91.23","93.23","9","450","90","90"
"2006","Employed","100.84","92","13454","55","70","120","155","240","100.03","101.65","9","838","100","100"
"2006","Not Employed","92.44","83","8874","50","63","116","145","230","91.45","93.43","9","838","90","91"
