"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","101.73","95","1290","51","70","128","156","250","99.36","104.1","13","300","90","100"
"1984","lower secondary degree","89.91","83","6074","52","65","110","135","200","89.03","90.79","14","442","84","86"
"1984","no degree/no degree yet","89.1","81.5","1295","45","63","112","140","230","87.39","90.81","6","270","70","75"
"1984","Other degree","70","66.08","1451","40","52","83","104","170","68.66","71.34","8","250","67","70"
"1984","secondary school degree","99.11","92","1947","56","70","120","150","250","97.3","100.92","8","442","90","96"
"1985","college entrance qualification","101.01","97.52","1201","50","70","127","150","245","98.52","103.5","10","300","96","100"
"1985","lower secondary degree","88.92","80","5326","52","65","106","130","200","87.99","89.85","10","340","85","86"
"1985","no degree/no degree yet","92.74","86","1029","50","65","119","140","200","90.52","94.96","6","550","71","76"
"1985","Other degree","73.32","66.45","1141","40","52","86","118","200","71.48","75.16","9","550","67","70"
"1985","secondary school degree","97.97","91","1843","55","70","120","150","240","96.16","99.78","15","564","92","98"
"1986","college entrance qualification","84.47","78.11","181","29","55","110","140","240","77.77","91.17","8","250","75","90"
"1986","lower secondary degree","84.98","77.6","529","44","60","102","137","200","81.85","88.11","10","270","78","84"
"1986","no degree/no degree yet","85.6","73.82","118","38","64","100","150","200","79","92.2","12","200","69","80"
"1986","Other degree","71.24","67","171","40","55","82","100","176","67.12","75.36","15","176","67","75"
"1986","secondary school degree","86.69","76","230","38","58","104","150","240","81.27","92.11","20","270","75","90"
"1987","college entrance qualification","86.09","81.36","167","36","60","120","130","200","80.11","92.07","12","220","75","88"
"1987","lower secondary degree","81.94","78","422","46","60","100","126","180","78.79","85.09","8","220","75","80"
"1987","no degree/no degree yet","78.61","74","122","43","60","100","136","150","72.9","84.32","16","160","72","80"
"1987","Other degree","68.89","64.21","134","30","48","85","105","150","64.17","73.61","20","150","66","84"
"1987","secondary school degree","85.14","80","187","47","60","100","136","180","80.14","90.14","22","200","75","89"
"1988","college entrance qualification","87.92","80","139","30","55","120","150","240","79.84","96","10","250","75","94"
"1988","lower secondary degree","81.07","71.04","441","35","58","95","130","260","77.11","85.03","12","312","75","80"
"1988","no degree/no degree yet","76.44","68.05","97","35","50","90","125","220","67.01","85.87","20","250","62","76"
"1988","Other degree","73.55","66.16","116","31","58","85","95","200","64.61","82.49","20","250","63","78"
"1988","secondary school degree","88.82","80","191","45","60","105","140","312","82.27","95.37","10","312","80","90"
"1989","college entrance qualification","88.84","80","144","42","57","112","145","215","81.86","95.82","12","250","76","93"
"1989","lower secondary degree","81.62","75","350","40","58","100","130","200","77.6","85.64","12","270","73","80"
"1989","no degree/no degree yet","82.25","74.9","80","40","55","114","130","200","74.15","90.35","12","200","60","80"
"1989","Other degree","76.04","70","116","45","56","84","130","200","70.54","81.54","30","200","70","80"
"1989","secondary school degree","90.6","81.15","238","45","60","114","145","250","84.79","96.41","12","270","80","90"
"1990","college entrance qualification","81.76","73","708","45","57","100","130","200","79.26","84.26","11","250","70","76"
"1990","lower secondary degree","69.95","60","2082","35","49","82","117","200","68.56","71.34","0","300","60","65"
"1990","no degree/no degree yet","79.5","74.4","114","34","55","100","135","156","72.23","86.77","10","240","70","86"
"1990","Other degree","73.21","60","157","40","50","85","110","250","66.92","79.5","10","250","68","75"
"1990","secondary school degree","76.62","70","2207","40","55","93","120","200","75.25","77.99","10","300","70","70"
"1991","college entrance qualification","91.68","83.99","198","45","60","120","150","200","85.68","97.68","18","280","75","100"
"1991","lower secondary degree","81.85","74","406","30","54","100","140","204","77.79","85.91","9","300","70","81"
"1991","no degree/no degree yet","83.35","75","55","45","54","106","120","170","74.86","91.84","30","170","63","82"
"1991","Other degree","70.59","67.65","66","33","50","93","110","140","62.99","78.19","9","140","60","75"
"1991","secondary school degree","84.86","75","380","40","56","109","140","200","80.63","89.09","12","300","72","85"
"1992","college entrance qualification","89.03","76","206","43","60","120","150","200","83.31","94.75","15","210","74","90"
"1992","lower secondary degree","84.29","77","419","38","56","105","138","200","80.54","88.04","12","250","75","82"
"1992","no degree/no degree yet","104.58","99.75","46","55","75","124","170","200","92.29","116.87","39","200","82","120"
"1992","Other degree","82.16","70","78","39","54","110","150","200","73.11","91.21","15","200","57","85"
"1992","secondary school degree","80.12","70","373","39","55","96","136","200","75.93","84.31","9","250","69","78"
"1993","college entrance qualification","96.19","88","222","42","60","123","160","210","90.36","102.02","12","350","80","100"
"1993","lower secondary degree","86.62","79","451","36","57","103","140","250","82.57","90.67","10","350","74","80"
"1993","no degree/no degree yet","88.88","86","73","42","56","120","151","200","80.14","97.62","23","200","65","90"
"1993","Other degree","82.9","72.21","87","45","57","100","145","170","75.42","90.38","18","200","63","82"
"1993","secondary school degree","90.45","80","405","45","60","115","145","240","86.11","94.79","14","350","75","85"
"1994","college entrance qualification","96.5","94","269","38","60","131","160","230","90.78","102.22","10","270","88","105"
"1994","lower secondary degree","76.79","70","470","36","50","93","126","220","73.48","80.1","20","250","70","80"
"1994","no degree/no degree yet","93.37","85.1","55","19","48","110","170","250","81.43","105.31","15","250","62","86"
"1994","Other degree","73.75","73.88","66","48","63","85","90","180","67.2","80.3","10","200","70","85"
"1994","secondary school degree","88.23","80","414","42","55","115","145","260","84.04","92.42","10","270","78","88"
"1995","college entrance qualification","94.29","87.25","328","49","59","120","140","232","89.41","99.17","14","300","85","97"
"1995","lower secondary degree","84.78","74","512","38","56","107","144","210","81.28","88.28","12","350","74","80"
"1995","no degree/no degree yet","92.4","80","120","54","65","105","124","300","84.99","99.81","18","300","72","85"
"1995","Other degree","68.13","69","318","29","52","81","100","161","64.9","71.36","12","250","70","76"
"1995","secondary school degree","95.36","85","516","48","65","120","150","230","91.31","99.41","10","400","84","94"
"1996","college entrance qualification","93.19","85","304","43","60","120","150","200","88.44","97.94","11","320","78","90"
"1996","lower secondary degree","86.85","77","520","45","60","101","145","260","83.33","90.37","10","270","76","81"
"1996","no degree/no degree yet","82.26","69.49","68","47","60","100","145","175","74.08","90.44","24","175","78","97"
"1996","Other degree","72.15","72.02","136","36","56","84","104","130","67.68","76.62","10","180","73","80"
"1996","secondary school degree","89.7","80","504","43","60","110","145","250","85.9","93.5","12","400","78","85"
"1997","college entrance qualification","88.23","84.48","281","40","62","110","142","188","83.9","92.56","10","188","79","90"
"1997","lower secondary degree","82.94","75","468","42","59","100","140","220","79.1","86.78","10","365","74","78"
"1997","no degree/no degree yet","97.16","74.73","57","47","65","142","165","230","85.24","109.08","10","230","70","100"
"1997","Other degree","74.98","70","135","36","55","90","120","180","68.98","80.98","22","200","75","85"
"1997","secondary school degree","90.77","82.06","486","50","60","120","147","220","87.3","94.24","18","250","80","86"
"1998","college entrance qualification","105.58","100","2208","54","70","130","160","250","103.74","107.42","10","420","96","100"
"1998","lower secondary degree","90.54","83","5590","50","64","110","140","210","89.56","91.52","6","320","84","86"
"1998","no degree/no degree yet","97.24","89.65","807","55","67","120","150","210","94.6","99.88","10","350","80","86"
"1998","Other degree","81.27","74","990","48","60","92","120","210","79.15","83.39","14","280","75","78"
"1998","secondary school degree","97.12","90","3860","54","67","120","150","220","95.86","98.38","8","420","90","92"
"1999","college entrance qualification","96.87","85","341","40","57","120","180","350","91.32","102.42","12","350","80","90"
"1999","lower secondary degree","85.04","75","483","45","60","100","130","250","80.92","89.16","10","385","75","83"
"1999","no degree/no degree yet","102.38","85","69","52","73","110","180","385","86.5","118.26","20","385","72","89"
"1999","Other degree","98.87","75.84","106","40","61","98","140","450","86.79","110.95","17","450","75","86"
"1999","secondary school degree","90.76","81","537","45","58","115","146","240","87.15","94.37","16","330","79","88"
"2000","college entrance qualification","103.13","97","2449","48","65","130","164","250","101.18","105.08","10","397","100","106"
"2000","lower secondary degree","95.65","89","5123","54","68","120","150","228","94.54","96.76","14","340","90","93"
"2000","no degree/no degree yet","95.64","82","442","52","65","120","160","250","91.17","100.11","20","450","81","90"
"2000","Other degree","84.34","79","789","50","62","100","130","200","81.87","86.81","12","260","80","84"
"2000","secondary school degree","101.19","95","3365","54","69","125","154","250","99.65","102.73","12","450","97","100"
"2001","college entrance qualification","95.75","87.82","559","50","62","120","150","300","91.78","99.72","12","320","86","95"
"2001","lower secondary degree","90.26","80","689","47","60","113","150","250","86.93","93.59","14","320","82","89"
"2001","no degree/no degree yet","94.36","84","60","55","64","120","145","280","82.14","106.58","16","280","79","94"
"2001","Other degree","84.39","81.37","164","50","65","95","128","180","79.58","89.2","8","200","76","86"
"2001","secondary school degree","92.58","86","689","47","61","120","145","230","89.51","95.65","17","320","81","90"
"2002","college entrance qualification","105.97","100","5538","50","70","131","170","274","104.58","107.36","10","450","115","120"
"2002","lower secondary degree","92.05","85","8245","52","65","115","140","200","91.19","92.91","10","450","90","90"
"2002","no degree/no degree yet","98.56","90","900","55","69","120","150","230","95.42","101.7","18","350","97","104"
"2002","Other degree","83.82","78","1310","48","62","96","129","220","81.58","86.06","10","450","78","82"
"2002","secondary school degree","98.99","92","6625","54","70","120","150","240","97.91","100.07","9","450","100","100"
"2003","college entrance qualification","106.31","100","5429","51","70","132","166","270","104.91","107.71","11","450","112","118"
"2003","lower secondary degree","91.59","85","7925","51","65","115","140","200","90.72","92.46","10","450","90","90"
"2003","no degree/no degree yet","104.62","90","896","55","67","125","162","350","101.05","108.19","12","430","98","108"
"2003","Other degree","84.72","78","1249","50","61","100","130","210","82.41","87.03","12","440","78","82"
"2003","secondary school degree","98","90","6450","54","68","120","150","240","96.92","99.08","10","450","100","100"
"2004","college entrance qualification","107.14","100","5383","52","70","134","170","300","105.71","108.57","11","450","113","120"
"2004","lower secondary degree","91.73","85","7572","52","65","115","140","200","90.83","92.63","9","450","90","90"
"2004","no degree/no degree yet","103.77","90","908","56","69","130","160","300","100.27","107.27","12","430","102","113"
"2004","Other degree","87.26","80","1194","50","63","100","130","200","84.78","89.74","12","450","80","84"
"2004","secondary school degree","99.14","92","6285","55","69","120","150","240","98.04","100.24","12","450","100","100"
"2005","college entrance qualification","107.05","100","5204","52","70","135","170","280","105.59","108.51","6","450","110","117"
"2005","lower secondary degree","91.81","85","7115","52","65","115","140","200","90.88","92.74","7","450","90","90"
"2005","no degree/no degree yet","101.42","90","906","57","70","120","150","250","97.98","104.86","12","420","100","110"
"2005","Other degree","84.83","78","1135","50","63","100","128","200","82.44","87.22","12","450","80","84"
"2005","secondary school degree","99.69","92","6031","55","70","120","150","240","98.58","100.8","10","450","100","100"
"2006","college entrance qualification","107.38","100","5622","52","70","135","167","275","105.92","108.84","12","838","111","120"
