"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","98.91","96.99","696","57","70","120","149","220","96.02","101.8","13","340","90","100"
"1985","general elemantary","Urban Area","84.39","79","2271","49","60","100","128","200","82.96","85.82","10","550","76","80"
"1985","higher education","Rural Area","119.68","113.81","113","79","90","140","172","250","112.01","127.35","35","254","110","126"
"1985","higher education","Urban Area","106.07","100","623","56","78","130","156","245","102.72","109.42","16","300","100","107"
"1985","higher vocational","Rural Area","106.67","100","125","60","80","120","150","240","99.92","113.42","30","254","100","115"
"1985","higher vocational","Urban Area","95.22","86","483","54","68","120","150","200","91.83","98.61","26","240","87","99"
"1985","in school","Rural Area","124.08","129.28","35","80","110","140","160","175","113.41","134.75","56","175","115","135"
"1985","in school","Urban Area","115.86","110","146","73","90","135","160","220","109.78","121.94","40","240","100","112"
"1985","inadequately","Rural Area","90","80","104","55","67","115","136","190","82.54","97.46","15","220","74","88"
"1985","inadequately","Urban Area","70.43","67.48","685","40","55","81","100","170","68.11","72.75","6","550","70","70"
"1985","middle vocational","Rural Area","100.44","98","1074","60","74","120","149","220","98.32","102.56","16","250","96","100"
"1985","middle vocational","Urban Area","88.24","80","3957","50","64","105","134","220","87.1","89.38","10","564","80","83"
"1985","vocational + Abi","Rural Area","101.79","97.39","38","56","82","120","143","200","91.62","111.96","54","200","89","108"
"1985","vocational + Abi","Urban Area","82.5","76.55","224","42","56","102","130","210","77.66","87.34","9","245","70","80"
"1986","general elemantary","Rural Area","87.69","76","63","50","68","103","150","170","78.53","96.85","16","170","75","100"
"1986","general elemantary","Urban Area","75.8","72","255","38","54","95","120","192","72.08","79.52","15","200","69","78"
"1986","higher education","Rural Area","","","","","","","","","","","","","",""
"1986","higher education","Urban Area","94.24","80","100","35","60","120","150","270","84.31","104.17","8","270","80","104"
"1986","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1986","higher vocational","Urban Area","81.5","80","48","30","56","107","127","157","72.88","90.12","25","157","80","103"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","","","","","","","","","","","","","",""
"1986","inadequately","Rural Area","","","","","","","","","","","","","",""
"1986","inadequately","Urban Area","78.12","72","87","36","60","90","127","160","71.1","85.14","12","180","65","75"
"1986","middle vocational","Rural Area","100.46","86","109","53","64","140","156","225","91.76","109.16","10","240","75","100"
"1986","middle vocational","Urban Area","80.85","76","483","39","57","100","123","200","77.61","84.09","10","270","75","80"
"1986","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1986","vocational + Abi","Urban Area","77.82","73.95","31","48","57","91","127","140","68.78","86.86","35","140","57","82"
"1987","general elemantary","Rural Area","87.76","80","43","50","60","106","130","200","76.24","99.28","20","220","75","85"
"1987","general elemantary","Urban Area","73.19","70","193","38","50","89","110","150","68.6","77.78","8","180","68","75"
"1987","higher education","Rural Area","","","","","","","","","","","","","",""
"1987","higher education","Urban Area","91.5","85","85","45","70","120","130","180","83.82","99.18","18","220","84","103"
"1987","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1987","higher vocational","Urban Area","97.3","92.77","38","60","75","118","143","180","87.74","106.86","55","180","83","100"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","","","","","","","","","","","","","",""
"1987","inadequately","Rural Area","","","","","","","","","","","","","",""
"1987","inadequately","Urban Area","69.15","70.01","89","30","50","80","108","150","62.76","75.54","16","160","70","80"
"1987","middle vocational","Rural Area","90.86","80","95","60","64","113","136","220","83.47","98.25","30","220","75","90"
"1987","middle vocational","Urban Area","80.39","75","393","45","58","100","130","175","77.25","83.53","12","180","75","83"
"1987","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
