"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","78.59","72","3399","42","58","92","120","180","77.64","79.54","6","300","70","72"
"1984","indirect migration background","86.17","85","127","60","75","96","114.93","150","81.43","90.91","38","170","80","92"
"1984","no migration background","94.02","88","8623","54","68","116","140","220","93.21","94.83","8","442","90","90"
"1985","direct migration background","78.75","74","2746","42","58","90","120","210","77.56","79.94","6","550","70","73"
"1985","indirect migration background","83.69","82.55","136","52","65","98","110","153","79.56","87.82","32","155","80","88"
"1985","no migration background","93.48","88","7797","53","66","116","140","220","92.63","94.33","10","564","90","90"
"1986","direct migration background","78.93","72","392","42","58","92","127","230","75.67","82.19","10","240","68","74"
"1986","indirect migration background","","","","","","","","","","","","","",""
"1986","no migration background","85.6","78","841","40","59","107","149","215","82.9","88.3","8","270","80","85"
"1987","direct migration background","78.43","76.18","347","45","58","92","120","153","75.21","81.65","8","220","74","80"
"1987","indirect migration background","","","","","","","","","","","","","",""
"1987","no migration background","83.19","79.71","685","45","60","100","130","180","80.57","85.81","10","220","78","83"
"1988","direct migration background","78.88","72","331","38","58","94","120","200","74.26","83.5","16","250","70","75"
"1988","indirect migration background","","","","","","","","","","","","","",""
"1988","no migration background","84.31","76.64","664","36","57","100","140","260","80.83","87.79","10","312","80","85"
"1989","direct migration background","81.75","75","266","45","60","92","130","200","77.96","85.54","12","200","70","76"
"1989","indirect migration background","","","","","","","","","","","","","",""
"1989","no migration background","86.41","80","662","41","57","112","135","215","83.1","89.72","12","270","80","86"
"1990","direct migration background","74.88","66.06","389","40","52","85","110","240","71.27","78.49","10","250","69","72"
"1990","indirect migration background","67.79","60","35","34","48","92","98","230","54.82","80.76","20","230","60","89"
"1990","no migration background","74.28","65","4879","40","50","90","120","200","73.35","75.21","0","300","68","70"
"1991","direct migration background","79.26","70","206","49","58","100","120","204","74.99","83.53","9","204","63","70"
"1991","indirect migration background","75.66","69.95","34","30","52","100","100","128","64.41","86.91","23","128","50","100"
"1991","no migration background","86.01","80","895","40","55","110","145","200","83.19","88.83","10","300","80","87"
"1992","direct migration background","89.47","75","216","45","57","105","170","240","83.92","95.02","15","240","70","81"
"1992","indirect migration background","77","70.67","36","23","53","100","130","200","62.68","91.32","9","200","55","85"
"1992","no migration background","83.91","75","909","39","55","108","140","200","81.26","86.56","12","250","75","80"
"1993","direct migration background","87.4","74","245","40","55","103","150","240","82.31","92.49","16","350","70","80"
"1993","indirect migration background","79.16","70","69","33","48","103","151","180","70.62","87.7","20","180","56","78"
"1993","no migration background","90.01","80","959","40","60","116","145","240","87.24","92.78","10","350","80","85"
"1994","direct migration background","82.35","75.95","216","40","56","100","135","180","77.91","86.79","15","220","72","80"
"1994","indirect migration background","77.3","65.88","72","39.32","49","90","120","196","70.21","84.39","25","196","69","85"
"1994","no migration background","85.92","79.86","1052","38","53","110","147","250","83.27","88.57","10","270","80","85"
"1995","direct migration background","74.15","70","631","40","53","85","120","210","71.52","76.78","12","300","70","75"
"1995","indirect migration background","74.02","70","55","25","54","80","120","190","65.69","82.35","10","190","60","75"
"1995","no migration background","92.41","84","1176","44","62","120","150","230","89.83","94.99","12","400","85","92"
"1996","direct migration background","76.99","70","339","41","54","86","120","320","73.61","80.37","12","320","72","79"
"1996","indirect migration background","74.78","75","82","47","56","90","107","150","68.8","80.76","10","150","64","80"
"1996","no migration background","90.68","80","1183","45","60","115","150","250","88.22","93.14","10","400","80","85"
"1997","direct migration background","75.72","71.38","300","39","55","90","120","190","71.66","79.78","10","230","73","80"
"1997","indirect migration background","83.85","74.88","90","35","56","100","125","365","72.84","94.86","17","365","67","85"
"1997","no migration background","88.94","80","1106","47","60","115","143","220","86.59","91.29","10","250","79","83"
"1998","direct migration background","85.03","75","2397","50","62","100","130","230","83.6","86.46","10","420","75","78"
"1998","indirect migration background","92.41","84","602","55","67","110","150","200","89.43","95.39","18","280","78","82"
"1998","no migration background","96.37","90","11199","52","66","120","150","220","95.63","97.11","6","420","90","91"
"1999","direct migration background","91.11","76","267","51","62","99","140","450","84.77","97.45","13","450","75","81"
"1999","indirect migration background","89.69","74","123","43","58","85","150","385","78.65","100.73","16","385","68","78"
"1999","no migration background","91.72","81","1210","42","60","110","150","260","89.08","94.36","10","350","82","87"
"2000","direct migration background","84.9","79","1466","49","62","100","130","200","83.03","86.77","12","340","80","82"
"2000","indirect migration background","93.41","83","310","46","64","118","150","240","88.49","98.33","12","261","78","86"
"2000","no migration background","99.81","92","10437","52","68","120","150","240","98.95","100.67","10","450","97","100"
"2001","direct migration background","85.07","82","322","50","64","101","120","180","81.69","88.45","8","230","80","87"
"2001","indirect migration background","87.42","85","117","48","61","107","125","208","80.64","94.2","12","230","74","86"
"2001","no migration background","93.71","84","1744","47","60","120","150","250","91.56","95.86","12","320","85","90"
"2002","direct migration background","85.76","80","2786","50","63","100","130","200","84.28","87.24","10","450","80","82"
"2002","indirect migration background","91.23","85","769","50","66","110","135","201","88.31","94.15","10","300","84","90"
"2002","no migration background","98.34","90","19260","53","68","120","150","240","97.68","99","9","450","100","100"
"2003","direct migration background","86.17","78","2641","50","63","101","130","200","84.62","87.72","12","440","80","83"
"2003","indirect migration background","93.78","85","787","50","65","115","140","300","90.58","96.98","14","350","84","90"
"2003","no migration background","98.18","90","18796","52","68","120","150","240","97.52","98.84","10","450","100","100"
"2004","direct migration background","88.16","80","2539","52","64","104","130","200","86.52","89.8","12","450","81","85"
"2004","indirect migration background","94.31","86","810","51","67","114","140","300","91.08","97.54","11","450","85","90"
"2004","no migration background","98.81","90","18321","53","68","120","150","250","98.13","99.49","9","450","100","100"
"2005","direct migration background","88.2","80","2381","52","65","104","134","200","86.52","89.88","7","450","81","86"
"2005","indirect migration background","93.33","85","834","56","68","108","140","260","90.23","96.43","12","360","85","90"
"2005","no migration background","98.93","90","17567","53","68","120","150","250","98.23","99.63","6","450","100","100"
"2006","direct migration background","86.97","79","2398","50","63","101","136","200","85.33","88.61","12","450","81","85"
"2006","indirect migration background","90.52","82","861","50","68","105","135","230","87.35","93.69","12","400","84","90"
"2006","no migration background","99.35","90","19069","53","68","120","150","240","98.66","100.04","9","838","100","100"
"2007","direct migration background","87.77","80","2144","52","63","102","135","200","85.99","89.55","14","450","82","86"
"2007","indirect migration background","91.57","83","845","53","67","110","140","240","88.41","94.73","12","400","84","90"
"2007","no migration background","100.46","92","17921","54","68","120","153","250","99.75","101.17","9","838","100","100"
"2008","direct migration background","88.45","80","1916","52","64","105","138","200","86.6","90.3","10","440","82","87"
"2008","indirect migration background","91.51","84","828","53","65","112","140","230","88.55","94.47","12","300","85","90"
"2008","no migration background","101.53","93","16895","54","69","125","160","250","100.79","102.27","10","938","100","100"
"2009","direct migration background","89.82","80","1667","50","65","110","140","220","87.66","91.98","10","450","84","88"
"2009","indirect migration background","94.93","86","751","55","70","115","140","250","91.62","98.24","16","360","87","94"
"2009","no migration background","101.83","94","15891","55","70","125","160","250","101.08","102.58","10","550","100","100"
"2010","direct migration background","91.64","85","2905","53","65","110","140","230","90.16","93.12","8","450","85","88"
"2010","indirect migration background","97.19","84.61","1220","55","70","117","146","300","94.69","99.69","24","460","90","95"
"2010","no migration background","102.57","95","20225","55","70","126","160","260","101.9","103.24","12","550","100","104"
"2011","direct migration background","93.16","84","3275","52","66","110","140","240","91.69","94.63","13","475","87","90"
"2011","indirect migration background","99.93","91.18","1410","56","72","120","150","260","97.44","102.42","12","460","92","98"
"2011","no migration background","102.71","95","24281","54","70","126","160","250","102.1","103.32","9","500","101","105"
"2012","direct migration background","92.66","85","3069","52","66","110","140","246","91.12","94.2","15","450","88","90"
"2012","indirect migration background","102.37","95","1374","55","70","120","160","250","99.92","104.82","16","355","95","100"
"2012","no migration background","103.45","95","23801","55","70","127","160","250","102.83","104.07","9","540","101","105"
"2013","direct migration background","88.71","80","6400","50","64","104","140","230","87.74","89.68","10","450","84","85"
"2013","indirect migration background","94.1","85","2219","52","68","117","145","220","92.32","95.88","12","375","90","92"
"2013","no migration background","104.32","98","22610","55","70","130","160","250","103.68","104.96","10","540","102","105"
"2014","direct migration background","91","82","5174","50","65","110","140","240","89.87","92.13","10","450","85","87"
"2014","indirect migration background","96.76","87","1924","50","70","120","150","225","94.85","98.67","12","360","90","94"
"2014","no migration background","104.42","98","20610","55","70","130","160","250","103.76","105.08","10","470","102","105"
"2015","direct migration background","90.1","81","5970","47","63","110","140","240","89.06","91.14","10","435","80","83"
"2015","indirect migration background","96.99","87","1801","51","70","120","150","240","94.94","99.04","10","360","90","94"
"2015","no migration background","104.6","98","19615","55","70","130","160","250","103.91","105.29","11","470","103","105"
"2016","direct migration background","89.55","81","7574","48","62","110","140","230","88.68","90.42","6","425","80","80"
"2016","indirect migration background","95.06","86","1684","51","67","117","150","220","92.96","97.16","11","360","90","95"
"2016","no migration background","104.94","100","18284","55","70","130","160","250","104.24","105.64","11","470","105","108"
"2017","direct migration background","90.2","80","8386","48","63","110","140","230","89.39","91.01","9","450","80","80"
"2017","indirect migration background","96.5","86","1833","50","65","120","150","250","94.45","98.55","9","410","92","95"
"2017","no migration background","105.09","100","20638","55","70","130","160","250","104.42","105.76","8","470","106","110"
"2018","direct migration background","90.75","82","7748","49","63","110","140","240","89.94","91.56","14","420","80","81"
"2018","indirect migration background","98.51","90","1816","49","67","120","160","250","96.46","100.56","12","410","90","95"
"2018","no migration background","105.86","100","19913","55","71","130","160","250","105.18","106.54","9","420","104","107"
"2019","direct migration background","93.07","83","7204","50","64","115","150","240","92.13","94.01","8","600","81","84"
"2019","indirect migration background","100.75","92","1776","48","68","130","160","250","98.28","103.22","12","698","95","100"
"2019","no migration background","106.43","100","20550","55","72","130","160","250","105.67","107.19","9","600","110","110"
