"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","101.66","100","2200","60","75","120","150","240","100.09","103.23","13","340","98","100"
"1985","Urban Area","89.12","80","8479","50","63","110","140","210","88.33","89.91","6","564","80","80"
"1986","Rural Area","97.76","80","222","50","64","130","156","240","91.96","103.56","10","240","78","100"
"1986","Urban Area","81.18","76","1036","38","56","100","127","200","78.96","83.4","8","270","75","80"
"1987","Rural Area","91.76","80","193","60","64","116","136","220","86.49","97.03","12","220","78","85"
"1987","Urban Area","80.6","75","864","42","58","100","130","175","78.42","82.78","8","220","75","80"
"1988","Rural Area","91.48","80","178","40","60","100","145","312","82.94","100.02","25","312","80","90"
"1988","Urban Area","81.82","75","834","35","57","100","140","200","78.98","84.66","10","260","75","80"
"1989","Rural Area","99.45","89.53","181","39","69","130","180","250","92.45","106.45","13","250","82","95"
"1989","Urban Area","82.54","75","771","42","57","102","130","200","79.86","85.22","12","270","73","80"
"1990","Rural Area","75.11","65","2988","40","52","90","120","200","73.88","76.34","13","240","68","70"
"1990","Urban Area","73.64","66","2228","35","50","90","120","240","72.29","74.99","0","300","68","70"
"1991","Rural Area","91.17","87.2","354","36","58","120","150","250","86.08","96.26","10","300","80","96"
"1991","Urban Area","82.62","72","769","42","55","105","140","200","79.99","85.25","9","204","70","75"
"1992","Rural Area","90.85","80","395","45","57","120","150","240","86.64","95.06","15","240","77","88"
"1992","Urban Area","81.4","71.27","748","38","55","100","136","200","78.53","84.27","9","250","70","76"
"1993","Rural Area","91.6","80","396","36","60","120","160","200","87.1","96.1","10","350","80","90"
"1993","Urban Area","88.46","80","877","40","60","112","140","250","85.7","91.22","12","350","74","80"
"1994","Rural Area","91.66","85","438","40","52","128","150","250","87.47","95.85","10","250","80","90"
"1994","Urban Area","82.2","75","902","38","54","100","131","250","79.58","84.82","10","270","75","80"
"1995","Rural Area","99.01","90","561","51","64","125","160","300","94.78","103.24","18","400","83","93"
"1995","Urban Area","82.19","75","1301","40","56","100","136","210","80.17","84.21","10","250","76","80"
"1996","Rural Area","84.64","72","509","40","55","112","140","210","80.78","88.5","10","400","75","90"
"1996","Urban Area","89.3","80","1094","47","60","104","145","260","86.99","91.61","10","320","78","80"
"1997","Rural Area","90.44","80","494","45","60","120","150","230","86.44","94.44","10","365","77","88"
"1997","Urban Area","84.84","76.49","1001","43","60","100","140","200","82.55","87.13","10","230","76","80"
"1998","Rural Area","100.14","95","4848","53","68","120","150","240","98.95","101.33","8","350","90","96"
"1998","Urban Area","92.37","84","9350","51","65","112","145","220","91.61","93.13","6","420","83","85"
"1999","Rural Area","94.28","82.36","521","45","60","117","158","290","90.08","98.48","10","330","80","90"
"1999","Urban Area","90.31","80","1079","45","60","102","145","350","87.36","93.26","12","450","79","83"
"2000","Rural Area","101.66","98","4131","54","70","124","150","240","100.33","102.99","14","450","100","100"
"2000","Urban Area","96.19","86","8082","51","66","120","150","240","95.23","97.15","10","400","90","92"
"2001","Rural Area","96.58","85","668","50","63","120","158","250","92.96","100.2","15","300","86","93"
"2001","Urban Area","90.4","83","1515","47","60","114","143","220","88.3","92.5","8","320","82","87"
"2002","Rural Area","99.88","95","7531","54","70","120","150","240","98.85","100.91","9","450","100","100"
"2002","Urban Area","95","86","15284","52","65","120","150","240","94.26","95.74","10","450","95","98"
"2003","Rural Area","100.05","96","7319","52","68","120","150","230","98.99","101.11","10","450","100","100"
"2003","Urban Area","94.89","86","14905","52","65","120","150","240","94.15","95.63","10","450","94","97"
