"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","101.66","100","2200","60","75","120","150","240","100.09","103.23","13","340","98","100"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","89.12","80","8479","50","63","110","140","210","88.33","89.91","6","564","80","80"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","97.76","80","222","50","64","130","156","240","91.96","103.56","10","240","78","100"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","81.18","76","1036","38","56","100","127","200","78.96","83.4","8","270","75","80"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","91.76","80","193","60","64","116","136","220","86.49","97.03","12","220","78","85"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","80.6","75","864","42","58","100","130","175","78.42","82.78","8","220","75","80"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","91.48","80","178","40","60","100","145","312","82.94","100.02","25","312","80","90"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","81.82","75","834","35","57","100","140","200","78.98","84.66","10","260","75","80"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","99.45","89.29","181","39","69","130","180","250","92.45","106.45","13","250","82","95"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","82.54","75","771","42","57","102","130","200","79.86","85.22","12","270","73","80"
"1990","Rural Area","East Germany","73.04","64","2792","40","50","90","120","200","71.83","74.25","13","230","65","70"
"1990","Rural Area","West Germany","90.7","80","196","40","59","120","160","199","83.91","97.49","13","240","75","90"
"1990","Urban Area","East Germany","65.5","60","1541","35","49","76","100","144","64.23","66.77","10","250","64","67"
"1990","Urban Area","West Germany","84.02","77.76","687","34","55","105","135","250","80.85","87.19","0","300","76","80"
"1991","Rural Area","East Germany","79.25","65","176","32","45","100","140","300","71.95","86.55","12","300","66","89"
"1991","Rural Area","West Germany","97.04","95.93","178","40","60","120","150","250","89.97","104.11","10","280","90","102"
"1991","Urban Area","East Germany","62.62","58.69","85","32","48","80","100","120","57.2","68.04","14","120","58","72"
"1991","Urban Area","West Germany","84.51","75","684","42","56","110","140","200","81.65","87.37","9","204","70","80"
