"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","80.82","74","1593","48","60","96","125","180","79.49","82.15","10","300","70","74"
"1984","direct migration background","Male","76.48","70","1806","40","56","90","120","200","75.14","77.82","6","300","70","70"
"1984","indirect migration background","Female","88.26","85","65","65","76","96","112","170","81.48","95.04","54","170","80","93"
"1984","indirect migration background","Male","83.08","85","62","45","71","100","116","150","76.34","89.82","38","170","78","92"
"1984","no migration background","Female","91.2","84","4535","50","65","110","140","215","90.08","92.32","15","442","85","90"
"1984","no migration background","Male","97.25","90","4088","56","70","120","148","220","96.09","98.41","8","442","90","94"
"1985","direct migration background","Female","81.28","75","1281","50","60","95","120","180","79.58","82.98","14","550","70","75"
"1985","direct migration background","Male","76.38","71","1465","40","55","90","120","210","74.71","78.05","6","550","70","72"
"1985","indirect migration background","Female","85.66","83.46","76","60","76","98","110","140","80.4","90.92","48","155","80","92"
"1985","indirect migration background","Male","80.54","72","60","48","55","100","120","153","73.89","87.19","32","153","70","86"
"1985","no migration background","Female","90.59","83.05","4065","50","64","110","140","215","89.42","91.76","15","340","86","90"
"1985","no migration background","Male","96.77","90","3732","55","70","120","149","220","95.54","98","10","564","90","95"
"1986","direct migration background","Female","83.95","72.21","172","50","60","95","130","240","79.06","88.84","18","240","67","75"
"1986","direct migration background","Male","75.14","72","220","34","54","91","120","230","70.74","79.54","10","230","68","75"
"1986","indirect migration background","Female","","","","","","","","","","","","","",""
"1986","indirect migration background","Male","","","","","","","","","","","","","",""
"1986","no migration background","Female","83.37","76","453","35","56","103","148","225","79.69","87.05","10","270","77","84"
"1986","no migration background","Male","88.24","80","388","45","60","110","150","215","84.25","92.23","8","270","80","90"
"1987","direct migration background","Female","82.78","80","155","50","60","100","125","153","78.16","87.4","20","153","75","84"
"1987","direct migration background","Male","74.76","74.73","192","30","54","90","108","160","70.26","79.26","8","220","70","83"
"1987","indirect migration background","Female","","","","","","","","","","","","","",""
"1987","indirect migration background","Male","","","","","","","","","","","","","",""
"1987","no migration background","Female","82.33","75.99","361","45","60","100","130","200","78.71","85.95","10","220","75","84"
"1987","no migration background","Male","84.22","80","324","45","60","108","130","180","80.39","88.05","12","220","77","85"
"1988","direct migration background","Female","84.55","78.22","152","50","60","98","120","200","78.02","91.08","16","250","70","78"
"1988","direct migration background","Male","74.47","70","179","25","52","91","120","200","67.93","81.01","20","250","65","75"
"1988","indirect migration background","Female","","","","","","","","","","","","","",""
"1988","indirect migration background","Male","","","","","","","","","","","","","",""
"1988","no migration background","Female","82.55","70.48","357","35","56","100","140","260","77.84","87.26","10","312","76","85"
"1988","no migration background","Male","86.47","79.38","307","37","60","103","145","250","81.29","91.65","10","312","80","86"
"1989","direct migration background","Female","81.01","70","121","45","60","90","130","200","75.53","86.49","12","200","68","76"
"1989","direct migration background","Male","82.3","79.12","145","52","58","93","130","168","76.99","87.61","18","170","70","80"
"1989","indirect migration background","Female","","","","","","","","","","","","","",""
"1989","indirect migration background","Male","","","","","","","","","","","","","",""
"1989","no migration background","Female","83.69","75","337","41","57","110","130","215","79.04","88.34","12","270","74","85"
"1989","no migration background","Male","89.26","81.5","325","41","60","120","140","215","84.54","93.98","12","270","80","90"
"1990","direct migration background","Female","76.02","65.87","191","40","50","87","120","250","70.63","81.41","20","250","67","73"
"1990","direct migration background","Male","73.78","65.2","198","44","54","85","108","240","68.9","78.66","10","250","68","75"
"1990","indirect migration background","Female","","","","","","","","","","","","","",""
"1990","indirect migration background","Male","","","","","","","","","","","","","",""
"1990","no migration background","Female","73.09","65","2556","38","50","90","120","200","71.82","74.36","10","300","65","70"
"1990","no migration background","Male","75.62","68","2323","40","53","90","120","200","74.26","76.98","0","300","70","70"
"1991","direct migration background","Female","76.81","70","95","44","59","100","120","150","70.78","82.84","12","170","63","70"
