"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","(0) in school","113.54","110","187","70","90","130","160","240","108.34","118.74","20","270","100","115"
"1984","16-34 y.","(1a) inadequately completed","73.38","70","328","40","55","85","106","260","70.43","76.33","18","260","65","71"
"1984","16-34 y.","(1b) general elementary school","89.7","84.71","924","51","67","107","138","200","87.64","91.76","12","260","75","80"
"1984","16-34 y.","(1c) basic vocational qualification","91.29","85","1286","52","69","110","136","215","89.38","93.2","18","442","80","83"
"1984","16-34 y.","(2a) intermediate vocational","93.17","85","637","50","68","115","140","220","90.18","96.16","8","350","82","90"
"1984","16-34 y.","(2b) intermediate general qualification","106.56","100","362","64","80","130","153","220","102.7","110.42","30","300","96","102"
"1984","16-34 y.","(2c_gen) general maturity certificate","95.21","90","353","44","64","120","155","280","90.58","99.84","13","300","80","90"
"1984","16-34 y.","(2c_voc) vocational maturity certificate","84.18","77","217","38","55","104","140","250","79.01","89.35","12","300","72","80"
"1984","16-34 y.","(3a) lower tertiary education","89.32","85","70","56","70","106","124","190","82.15","96.49","32","190","79","94"
"1984","16-34 y.","(3b) higher tertiary education","90.7","84","178","45","64","110","140","260","84.83","96.57","19","280","75","88"
"1984","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1984","35-65 y.","(1a) inadequately completed","72.1","70","761","36","58","85","110","160","70.26","73.94","6","200","69","70"
"1984","35-65 y.","(1b) general elementary school","90.79","84","1581","54","67","110","135","200","89.13","92.45","8","275","80","82"
"1984","35-65 y.","(1c) basic vocational qualification","95.57","90","2475","60","71","115","140","204","94.22","96.92","10","300","87","90"
"1984","35-65 y.","(2a) intermediate vocational","106.17","100","617","60","80","124","150","250","102.76","109.58","30","442","99","104"
"1984","35-65 y.","(2b) intermediate general qualification","96.75","89.75","81","60","75","120","130","240","89.47","104.03","39","240","83","104"
"1984","35-65 y.","(2c_gen) general maturity certificate","96.61","98.07","52","56","72","116","130","180","88.03","105.19","30","180","65","90"
"1984","35-65 y.","(2c_voc) vocational maturity certificate","102.74","100","198","57","74","130","150","210","97.3","108.18","35","250","80","94"
"1984","35-65 y.","(3a) lower tertiary education","115.15","106.56","173","70","85","143","170","240","108.69","121.61","35","250","100","120"
"1984","35-65 y.","(3b) higher tertiary education","121.33","120","307","68","90","150","174","280","116.46","126.2","15","300","110","120"
"1984","66 and older","(0) in school","","","","","","","","","","","","","",""
"1984","66 and older","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","66 and older","(1b) general elementary school","75.64","65","483","43","52","90","120","200","72.34","78.94","20","275","65","70"
"1984","66 and older","(1c) basic vocational qualification","74.25","68","480","48","56","85","110","160","71.6","76.9","22","250","67","70"
"1984","66 and older","(2a) intermediate vocational","82.19","70","146","48","59","96","120","260","75.75","88.63","34","300","67","78"
"1984","66 and older","(2b) intermediate general qualification","76.07","70.68","32","48","56","92","110","140","66.42","85.72","33","140","58","92"
"1984","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","66 and older","(2c_voc) vocational maturity certificate","94.34","80","41","52","60","120","170","200","80.2","108.48","32","200","70","107"
"1984","66 and older","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","66 and older","(3b) higher tertiary education","96.02","85.84","40","55","62","110","150","260","81.29","110.75","35","260","76","105"
"1985","16-34 y.","(0) in school","117.65","114.1","181","75","91","135","160","220","112.34","122.96","40","240","106","120"
"1985","16-34 y.","(1a) inadequately completed","78.64","71.35","236","45","58","98","120","180","74.97","82.31","20","220","68","72"
"1985","16-34 y.","(1b) general elementary school","90.02","83","764","56","68","110","130","200","87.78","92.26","16","280","78","80"
"1985","16-34 y.","(1c) basic vocational qualification","89.37","84","1085","51","66","108","130","200","87.38","91.36","14","260","80","85"
"1985","16-34 y.","(2a) intermediate vocational","91.41","85","589","51","65","112","140","200","88.55","94.27","15","250","84","90"
"1985","16-34 y.","(2b) intermediate general qualification","105.64","100","361","60","80","128","150","220","101.77","109.51","30","270","95","100"
"1985","16-34 y.","(2c_gen) general maturity certificate","96.67","87.87","311","35","60","130","160","250","91.36","101.98","10","260","80","90"
"1985","16-34 y.","(2c_voc) vocational maturity certificate","79.72","75","193","40","54","100","125","200","74.78","84.66","9","240","70","82"
"1985","16-34 y.","(3a) lower tertiary education","85.43","81.56","63","41","66","106","120","160","78.07","92.79","25","160","76","95"
"1985","16-34 y.","(3b) higher tertiary education","92.98","90","171","45","62","114","147","210","86.99","98.97","20","245","84","95"
"1985","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1985","35-65 y.","(1a) inadequately completed","69.45","68","597","35","52","83","100","150","66.8","72.1","6","550","70","71"
"1985","35-65 y.","(1b) general elementary school","90.04","85","1384","54","65","107","137","200","88.12","91.96","10","550","80","83"
"1985","35-65 y.","(1c) basic vocational qualification","95.09","90","2197","59","70","115","140","214","93.64","96.54","10","300","87","90"
"1985","35-65 y.","(2a) intermediate vocational","106.48","100","591","62","80","125","157","250","103.27","109.69","25","270","100","105"
"1985","35-65 y.","(2b) intermediate general qualification","96.46","93.37","74","62","78","120","130","200","89.92","103","39","200","86","100"
"1985","35-65 y.","(2c_gen) general maturity certificate","92.31","87.69","49","57","72","106","130","150","84.61","100.01","30","150","69","90"
"1985","35-65 y.","(2c_voc) vocational maturity certificate","99.53","96.75","167","52","68","120","150","210","93.35","105.71","20","245","80","97"
"1985","35-65 y.","(3a) lower tertiary education","113.29","109.92","160","70","84","140","160","250","106.94","119.64","41","260","100","120"
"1985","35-65 y.","(3b) higher tertiary education","121.69","120","288","70","94","145","172","250","116.67","126.71","16","300","112","125"
"1985","66 and older","(0) in school","","","","","","","","","","","","","",""
"1985","66 and older","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","66 and older","(1b) general elementary school","74.4","63.9","385","40","51","85","120","200","70.25","78.55","16","340","64","70"
"1985","66 and older","(1c) basic vocational qualification","73.59","67","420","47","56","87","110","180","70.69","76.49","20","245","67","70"
"1985","66 and older","(2a) intermediate vocational","80.93","69.34","138","45","57","94","120","250","71.96","89.9","25","564","65","80"
"1985","66 and older","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","66 and older","(2c_voc) vocational maturity certificate","84.65","80","36","32","57","110","130","200","71.82","97.48","25","200","70","105"
"1985","66 and older","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","66 and older","(3b) higher tertiary education","102.56","90","31","51","80","120","150","250","86.29","118.83","35","250","80","120"
"1986","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"1986","16-34 y.","(1a) inadequately completed","83.52","73.76","40","54","68","83","149","160","73.06","93.98","20","160","68","80"
"1986","16-34 y.","(1b) general elementary school","75.61","74.05","156","35","55","95","120","150","71.1","80.12","16","160","68","80"
"1986","16-34 y.","(1c) basic vocational qualification","86.25","77.16","232","49","65","100","137","225","82.05","90.45","10","225","72","80"
"1986","16-34 y.","(2a) intermediate vocational","79.39","75","125","35","55","100","120","200","73.21","85.57","20","240","72","80"
"1986","16-34 y.","(2b) intermediate general qualification","87.39","77.97","46","50","60","107","149","200","76.22","98.56","30","200","65","100"
"1986","16-34 y.","(2c_gen) general maturity certificate","54.87","46.11","48","16","29","80","102","130","45.24","64.5","12","150","45","80"
