"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","Rural Area","107.24","100","943","64","81","130","150","220","104.9","109.58","15","254","100","101"
"1985","Full Time","Urban Area","92.16","85","3849","50","67","110","140","219","90.99","93.33","6","550","80","83"
"1985","Not Working","Rural Area","95.63","90","889","55","70","120","140","240","93.11","98.15","13","340","90","98"
"1985","Not Working","Urban Area","84.59","77","3196","49","60","100","130","200","83.3","85.88","10","564","80","80"
"1985","Part Time","Rural Area","105.66","100","368","65","80","120","150","254","101.73","109.59","16","340","98","104"
"1985","Part Time","Urban Area","93.58","86","1434","54","67","120","150","219","91.66","95.5","9","250","80","85"
"1986","Full Time","Rural Area","96.64","86","97","56","65","130","150","240","88.52","104.76","20","240","75","100"
"1986","Full Time","Urban Area","83.94","77","555","45","60","100","125","230","80.94","86.94","12","270","74","80"
"1986","Not Working","Rural Area","89.1","76","62","38","60","120","150","240","77.2","101","10","240","75","103"
"1986","Not Working","Urban Area","77.7","73","274","30","50","98","127","200","73.23","82.17","8","250","71","80"
"1986","Part Time","Rural Area","109.59","97.57","63","60","68","150","170","225","98.08","121.1","35","225","78","125"
"1986","Part Time","Urban Area","79.11","76","207","33","51","100","130","200","74.18","84.04","10","200","72","84"
"1987","Full Time","Rural Area","96.2","89.67","104","60","70","120","136","220","89.07","103.33","20","220","78","90"
"1987","Full Time","Urban Area","80.9","75.93","449","45","58","100","125","175","78.04","83.76","16","180","75","80"
"1987","Not Working","Rural Area","94.49","90","35","60","76","120","130","220","80.87","108.11","12","220","85","110"
"1987","Not Working","Urban Area","81.4","74.9","224","45","58","100","135","175","76.78","86.02","8","180","74","84"
"1987","Part Time","Rural Area","84.43","75","54","56","60","110","136","200","74.74","94.12","30","200","64","80"
"1987","Part Time","Urban Area","79.06","78","191","32","58","100","130","153","74.19","83.93","15","220","75","85"
"1988","Full Time","Rural Area","91.27","80","94","40","60","96","145","312","78.13","104.41","25","312","75","90"
"1988","Full Time","Urban Area","85.84","78.15","438","45","60","100","140","210","81.99","89.69","10","260","76","80"
"1988","Not Working","Rural Area","74.66","68","34","30","54","92","135","160","63.43","85.89","25","160","68","95"
"1988","Not Working","Urban Area","69.33","65","210","20","36","85","120","200","63.32","75.34","10","260","65","72"
"1988","Part Time","Rural Area","104.78","85.66","50","60","70","120","170","312","88.13","121.43","25","312","77","100"
"1988","Part Time","Urban Area","86.2","80","186","49","63","100","140","185","80.33","92.07","10","220","74","85"
"1989","Full Time","Rural Area","100.74","86","104","39","70","130","180","250","91.09","110.39","15","250","80","100"
"1989","Full Time","Urban Area","83.87","80","419","46","60","102","130","200","80.46","87.28","12","270","74","80"
"1989","Not Working","Rural Area","","","","","","","","","","","","","",""
"1989","Not Working","Urban Area","78.39","70","183","40","55","100","130","200","73.07","83.71","12","215","68","80"
"1989","Part Time","Rural Area","104.56","102.82","49","56","70","125","168","200","92.94","116.18","33","200","80","110"
"1989","Part Time","Urban Area","84.44","70","169","40","52","110","146","200","77.68","91.2","12","270","68","82"
"1990","Full Time","Rural Area","101.62","90","103","56","70","130","160","199","91.98","111.26","25","240","80","100"
"1990","Full Time","Urban Area","86.97","80","391","40","60","101","140","250","82.83","91.11","10","300","78","83"
"1990","Not Working","Rural Area","82.2","70","42","40","49","110","130","196","66.95","97.45","32","240","61","110"
"1990","Not Working","Urban Area","80.35","71.54","156","20","45","110","140","240","73.39","87.31","0","260","70","80"
"1990","Part Time","Rural Area","77.56","75.01","51","25","47","100","146","160","65.34","89.78","13","230","70","85"
"1990","Part Time","Urban Area","80.14","75.09","140","35","50","100","130","260","73.19","87.09","10","260","70","85"
"1991","Full Time","Rural Area","91.38","93","95","45","65","110","145","200","83.79","98.97","10","200","80","104"
"1991","Full Time","Urban Area","85.91","76.78","364","46","58","110","140","204","81.99","89.83","9","204","70","83"
"1991","Not Working","Rural Area","112.1","106.35","38","40","70","150","200","250","94.83","129.37","15","250","93","120"
"1991","Not Working","Urban Area","79.38","70","152","35","53","100","136","175","73.52","85.24","9","204","65","80"
"1991","Part Time","Rural Area","97.81","96.55","35","36","60","121","180","200","81.53","114.09","15","200","75","120"
"1991","Part Time","Urban Area","89.51","83.6","142","42","58","113","150","200","82.76","96.26","16","200","70","92"
"1992","Full Time","Rural Area","95.61","80","213","48","58","122","193","240","89.46","101.76","15","240","76","90"
"1992","Full Time","Urban Area","81.99","72","437","42","57","100","138","200","78.42","85.56","20","250","70","80"
"1992","Not Working","Rural Area","86.02","81.74","68","37","57","110","150","170","76.89","95.15","23","200","76","100"
"1992","Not Working","Urban Area","75.43","67.32","144","24","40","100","130","200","67.91","82.95","14","250","65","83"
"1992","Part Time","Rural Area","86.3","69.86","114","32","55","110","150","190","79.03","93.57","15","200","69","82"
"1992","Part Time","Urban Area","85.37","80","167","45","56","108","136","210","79.25","91.49","9","250","68","80"
"1993","Full Time","Rural Area","94.73","90","206","45","68","120","147","200","88.68","100.78","14","350","80","96"
"1993","Full Time","Urban Area","91.73","80","488","45","60","115","140","300","87.85","95.61","16","350","74","82"
"1993","Not Working","Rural Area","92.07","84","88","35","60","120","160","200","83.13","101.01","15","200","79","100"
"1993","Not Working","Urban Area","83.82","78","196","30","50","105","143","210","77.76","89.88","12","300","70","83"
"1993","Part Time","Rural Area","85.66","70","102","36","50","120","160","210","75.64","95.68","10","350","70","90"
"1993","Part Time","Urban Area","85.63","80","193","42","60","105","135","193","80.79","90.47","18","210","70","84"
"1994","Full Time","Rural Area","90.17","85","237","40","53","122","148","230","84.59","95.75","12","250","85","91"
"1994","Full Time","Urban Area","83.96","80","477","42","59","100","130","250","80.44","87.48","10","270","75","80"
"1994","Not Working","Rural Area","95.84","82.57","103","33","51","148","170","250","86.15","105.53","10","250","70","90"
"1994","Not Working","Urban Area","72.61","62","213","23","44","96","140","170","67.82","77.4","15","196","68","76"
"1994","Part Time","Rural Area","90.48","84.35","98","36","50","130","150","250","82.06","98.9","20","250","76","100"
