"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","88.74","80","3439","50","63","110","136","200","87.58","89.9","8","300","80","80"
"1984","higher education","108.18","100","791","57","79","130","160","250","105.16","111.2","15","300","99","104"
"1984","higher vocational","99.93","92","653","56","71","120","150","240","96.89","102.97","25","300","90","100"
"1984","in school","113.55","110","186","70","90","130","160","240","108.32","118.78","20","270","100","115"
"1984","inadequately","73.29","70","1012","40","58","85","107","200","71.66","74.92","6","260","70","70"
"1984","middle vocational","91.82","85","5689","54","67","110","140","220","90.87","92.77","8","442","84","85"
"1984","vocational + Abi","89.73","82","312","45","60","112","150","210","85.54","93.92","12","250","75","80"
"1985","general elemantary","88.37","80","2967","50","62","108","135","200","87.06","89.68","10","550","80","82"
"1985","higher education","108.38","103","736","57","80","130","160","250","105.29","111.47","16","300","100","110"
"1985","higher vocational","97.71","90","608","55","70","120","150","210","94.67","100.75","26","254","91","100"
"1985","in school","117.65","114.1","181","75","91","135","160","220","112.34","122.96","40","240","106","120"
"1985","inadequately","74.8","70","789","40","58","90","113","180","72.53","77.07","6","550","70","71"
"1985","middle vocational","91.05","85","5031","52","65","110","140","220","90.04","92.06","10","564","85","86"
"1985","vocational + Abi","85.68","80","262","43","59","105","130","200","81.24","90.12","9","245","72","84"
"1986","general elemantary","78.32","75","318","40","56","100","120","170","74.77","81.87","15","200","71","80"
"1986","higher education","99.22","85","114","38","62","120","165","270","89.74","108.7","8","270","80","105"
"1986","higher vocational","84.73","80","65","30","60","110","130","215","76.04","93.42","25","215","80","100"
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","76.88","72","99","36","60","83","127","160","70.03","83.73","12","180","65","75"
"1986","middle vocational","85.18","76.87","592","40","60","102","150","200","82.05","88.31","10","270","75","80"
"1986","vocational + Abi","77.74","73.83","35","48","59","90","127","140","69.69","85.79","35","140","60","80"
"1987","general elemantary","75.4","72","236","38","52","90","115","200","71.12","79.68","8","220","70","76"
"1987","higher education","94.44","90","99","50","74","120","135","220","87.18","101.7","18","220","85","103"
"1987","higher vocational","98.84","91.52","55","60","75","120","143","200","90.23","107.45","49","200","83","100"
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","67.63","70","105","25","50","80","108","150","61.94","73.32","16","160","70","80"
"1987","middle vocational","82.51","78","488","46","60","100","130","180","79.6","85.42","12","220","75","83"
"1987","vocational + Abi","76.46","74","42","22","50","120","130","150","64.95","87.97","12","150","60","85"
"1988","general elemantary","74.33","70","255","30","50","90","120","200","68.94","79.72","10","312","70","80"
"1988","higher education","104.37","95","80","40","62","137","180","250","92.63","116.11","10","250","86","125"
"1988","higher vocational","87.58","80.35","63","48","60","100","140","200","78.54","96.62","30","200","80","94"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","68.11","62.37","85","44","50","77","90","200","58.01","78.21","20","250","60","70"
"1988","middle vocational","84.41","76","466","40","60","98","140","312","80.35","88.47","10","312","76","80"
"1988","vocational + Abi","75.39","60","32","38","45","98","120","170","61.19","89.59","25","200","56","93"
"1989","general elemantary","76.12","69.49","222","40","54","87","130","195","71.26","80.98","12","200","66","76"
"1989","higher education","94.52","89.17","84","45","64","120","140","250","84.88","104.16","13","250","77","110"
"1989","higher vocational","112.72","104.23","49","66","80","130","164","270","99.03","126.41","47","270","90","120"
"1989","in school","","","","","","","","","","","","","",""
"1989","inadequately","68.52","68","59","24","49","86","110","168","60.29","76.75","12","168","60","80"
"1989","middle vocational","85.04","80","465","41","57","103","130","200","81.41","88.67","12","250","76","84"
"1989","vocational + Abi","76.99","73","44","32","50","100","140","164","66.81","87.17","12","164","65","85"
"1990","general elemantary","69.37","60","706","31","45","80","125","230","66.66","72.08","6","300","62","70"
"1990","higher education","80.43","72","1087","45","58","100","128","196","78.51","82.35","10","250","70","75"
"1990","higher vocational","83.82","80","312","50","60","100","130","200","80.23","87.41","11","200","74","80"
"1990","in school","99.05","100","38","60","76","130","135","156","88.84","109.26","25","156","76","110"
"1990","inadequately","72.19","62","75","30","50","86","120","230","61.94","82.44","10","240","62","80"
"1990","middle vocational","72.46","64","2939","37","50","86","120","200","71.27","73.65","0","300","65","69"
"1990","vocational + Abi","72.23","63","124","40","50","85","120","160","67.34","77.12","27","160","63","76"
"1991","general elemantary","71.39","63.09","184","30","47","91","120","204","65.67","77.11","9","250","60","70"
"1991","higher education","101.79","100","155","47","68","130","160","200","95.45","108.13","23","200","94","110"
"1991","higher vocational","101.46","99.65","66","53","68","120","160","186","90.97","111.95","12","200","80","112"
"1991","in school","","","","","","","","","","","","","",""
"1991","inadequately","72.28","70","45","45","50","93","106","131","64.67","79.89","30","131","63","80"
"1991","middle vocational","82.14","75","607","37","55","100","136","204","78.86","85.42","9","300","70","80"
"1991","vocational + Abi","81.02","70","48","48","55","105","140","145","68.61","93.43","23","280","68","104"
"1992","general elemantary","78.96","70","223","24","47","100","140","200","73.43","84.49","9","250","66","78"
"1992","higher education","96.04","100","153","50","60","120","145","210","89.31","102.77","15","210","78","90"
"1992","higher vocational","95.66","87.84","62","53","65","120","155","193","85.32","106","25","193","78","105"
"1992","in school","","","","","","","","","","","","","",""
"1992","inadequately","107.03","100","39","50","70","150","170","200","93.43","120.63","15","200","77","110"
"1992","middle vocational","81.45","70","596","40","55","100","136","200","78.27","84.63","15","250","70","77"
"1992","vocational + Abi","83.64","81.66","55","45","60","110","140","156","73.7","93.58","21","170","70","97"
"1993","general elemantary","78.02","68.37","241","25","47","100","145","250","72.5","83.54","10","300","70","79"
"1993","higher education","102.55","100","160","46","68","130","170","210","95.77","109.33","14","350","90","100"
"1993","higher vocational","92.66","84.31","62","45","60","112","150","240","81.15","104.17","20","240","72","100"
"1993","in school","","","","","","","","","","","","","",""
"1993","inadequately","85.85","86","63","47","60","100","145","151","78.02","93.68","30","151","62","89"
"1993","middle vocational","88.97","80","653","45","60","110","140","250","85.62","92.32","12","350","74","80"
"1993","vocational + Abi","86.46","80","55","50","60","112","130","165","78.01","94.91","30","165","70","90"
"1994","general elemantary","73.85","65","209","33","51","90","120","170","69.2","78.5","20","260","65","78"
"1994","higher education","105.57","100","201","48","70","131","163","250","99.26","111.88","22","260","94","110"
"1994","higher vocational","86.95","80","92","34","54","120","140","194","78.38","95.52","16","200","80","100"
"1994","in school","","","","","","","","","","","","","",""
"1994","inadequately","63.14","60","41","15","42","100","100","110","54.87","71.41","10","110","57","80"
"1994","middle vocational","81.45","73","669","38","50","100","140","250","78.32","84.58","10","270","75","80"
"1994","vocational + Abi","83.35","85","65","40","61","110","130","148","74.73","91.97","10","148","70","89"
"1995","general elemantary","76.81","70","301","30","50","95","128","210","72.24","81.38","15","350","70","80"
"1995","higher education","90.22","80.86","286","46","55","115","150","300","84.71","95.73","14","300","84","94"
"1995","higher vocational","106.99","99.62","105","52","70","130","180","300","96.4","117.58","10","400","90","120"
"1995","in school","114.22","90.74","40","60","80","120","230","300","97.52","130.92","20","300","80","120"
"1995","inadequately","81.33","80","67","50","60","100","115","250","73.72","88.94","18","250","65","85"
"1995","middle vocational","87.46","80","894","44","62","110","140","200","84.87","90.05","12","400","78","83"
"1995","vocational + Abi","77.73","72","121","38","57","100","130","161","71.49","83.97","16","230","71","80"
"1996","general elemantary","80.09","74.2","242","43","56","100","120","250","75.4","84.78","10","270","70","80"
"1996","higher education","96.55","80","235","48","64","120","165","320","90.47","102.63","16","400","80","90"
"1996","higher vocational","99.16","90","99","42","55","130","150","320","89.6","108.72","17","320","85","100"
"1996","in school","","","","","","","","","","","","","",""
"1996","inadequately","78.57","69.82","54","53","60","97","120","160","70.77","86.37","24","160","76","96"
"1996","middle vocational","86.46","80","836","44","60","101","145","240","83.82","89.1","10","270","78","82"
"1996","vocational + Abi","88.39","86","73","43","60","120","135","200","79.52","97.26","25","200","65","89"
"1997","general elemantary","86.64","75","232","48","60","100","150","250","81.21","92.07","18","365","71","77"
"1997","higher education","90.16","85.5","239","40","62","112","143","188","85.39","94.93","10","200","80","92"
"1997","higher vocational","85.59","75","87","52","62","108","130","170","78.4","92.78","24","170","83","105"
"1997","in school","","","","","","","","","","","","","",""
"1997","inadequately","80.64","72.81","35","45","47","95","140","180","68.15","93.13","10","180","60","96"
"1997","middle vocational","86.05","77","753","45","60","107","140","220","83.13","88.97","10","365","76","80"
"1997","vocational + Abi","75.49","75","85","35","55","93","115","160","68.69","82.29","12","160","71","90"
"1998","general elemantary","87.27","80","2529","49","61","107","136","200","85.82","88.72","10","350","80","83"
"1998","higher education","105.56","100","1969","56","70","130","160","260","103.65","107.47","8","420","92","100"
"1998","higher vocational","98.69","90","817","54","68","120","150","240","95.81","101.57","19","420","91","100"
"1998","in school","116.04","110","332","68","83","140","180","250","111.49","120.59","32","350","99","110"
"1998","inadequately","81.48","72","445","49","60","92","129","210","78.59","84.37","10","280","72","77"
"1998","middle vocational","93.85","86","6997","52","65","118","149","210","92.95","94.75","6","330","86","90"
"1998","vocational + Abi","93","89.76","509","50","60","120","148","250","89.38","96.62","10","350","82","90"
"1999","general elemantary","83.6","75","243","43","58","96","130","330","77.57","89.63","10","385","70","80"
"1999","higher education","105.13","90","229","45","69","130","180","350","98.44","111.82","20","350","85","100"
"1999","higher vocational","95.36","88.78","91","47","63","120","150","330","85.04","105.68","30","330","80","100"
"1999","in school","","","","","","","","","","","","","",""
"1999","inadequately","96.59","72.69","48","45","61","101","150","385","74.82","118.36","20","385","62","85"
"1999","middle vocational","88.01","77","836","40","58","103","140","247","84.93","91.09","10","450","76","83"
"1999","vocational + Abi","89.94","75.52","90","40","58","100","160","240","80.56","99.32","12","250","75","97"
"2000","general elemantary","91.1","84","1738","50","65","110","140","220","89.23","92.97","12","330","85","90"
"2000","higher education","108.13","100","1963","54","70","140","170","250","105.92","110.34","12","450","100","110"
"2000","higher vocational","102.62","98","843","53","70","130","160","250","99.61","105.63","15","350","100","106"
"2000","in school","117.14","107.19","208","70","80","140","190","250","110.15","124.13","26","450","100","120"
"2000","inadequately","78.65","70","209","45","57","95","120","240","73.54","83.76","22","261","70","78"
"2000","middle vocational","96.62","90","6623","52","68","120","150","220","95.6","97.64","10","450","91","95"
"2000","vocational + Abi","94.19","85","594","48","61","120","150","250","90.56","97.82","10","340","86","97"
"2001","general elemantary","81.76","76","301","40","59","98","135","190","77.56","85.96","8","250","74","83"
"2001","higher education","100.21","90","379","56","68","120","150","220","96.05","104.37","31","300","90","100"
"2001","higher vocational","96.69","90","170","56","70","120","150","200","90.64","102.74","25","250","90","106"
"2001","in school","100.75","90","38","50","80","120","150","280","83.39","118.11","16","280","84","109"
"2001","inadequately","","","","","","","","","","","","","",""
"2001","middle vocational","90.62","81.85","1125","45","60","120","150","240","88.02","93.22","12","320","80","88"
"2001","vocational + Abi","91.38","75","133","50","63","109","144","320","82.33","100.43","12","320","75","90"
"2002","general elemantary","87.79","80","2862","50","63","105","135","200","86.32","89.26","10","440","84","86"
"2002","higher education","107.87","100","4518","55","72","135","170","274","106.32","109.42","9","450","115","120"
"2002","higher vocational","100.9","98","1732","54","70","120","150","240","98.75","103.05","15","450","100","107"
"2002","in school","112.95","105","609","68","83","140","165","240","109.2","116.7","30","350","116","120"
"2002","inadequately","77.56","70","277","48","59","90","110","190","73.62","81.5","18","246","70","76"
"2002","middle vocational","94.82","87","11490","52","66","120","150","230","94.03","95.61","11","450","91","95"
"2002","vocational + Abi","95.52","90","1158","51","67","120","148","220","92.88","98.16","11","385","93","100"
"2003","general elemantary","86.91","80","2756","50","62","104","130","200","85.44","88.38","10","400","84","86"
