"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","Female","86.96","80","2296","50","61","104","130","200","85.58","88.34","12","280","80","81"
"1984","general elemantary","Male","93.79","86.16","1143","50","67","118","150","210","91.67","95.91","8","300","79","80"
"1984","higher education","Female","103.6","90","255","54","68","130","170","280","97.75","109.45","31","300","87","100"
"1984","higher education","Male","110.42","105","536","63","82","133","160","240","106.93","113.91","15","300","100","110"
"1984","higher vocational","Female","95.85","85","273","52","70","116","148","260","90.89","100.81","25","300","84","96"
"1984","higher vocational","Male","102.88","100","380","60","75","125","150","220","99.06","106.7","31","250","94","104"
"1984","in school","Female","109.52","103.61","91","64","86","130","160","240","102.22","116.82","20","240","95","108"
"1984","in school","Male","117.39","120","95","70","100","130","152","270","109.86","124.92","46","270","101","120"
"1984","inadequately","Female","71.87","70","587","40","60","80","100","150","69.95","73.79","10","200","70","72"
"1984","inadequately","Male","75.06","70","425","35","57","90","116","200","72.2","77.92","6","260","67","70"
"1984","middle vocational","Female","91.71","85","2541","53","65","110","140","220","90.24","93.18","15","442","84","87"
"1984","middle vocational","Male","91.93","86","3148","55","68","110","136","215","90.69","93.17","8","442","81","85"
"1984","vocational + Abi","Female","86.55","78.85","117","45","57","100","140","250","79.43","93.67","22","250","70","80"
"1984","vocational + Abi","Male","91.83","85","195","44","62","120","150","190","86.61","97.05","12","250","74","85"
"1985","general elemantary","Female","87.33","80","1970","50","60","105","130","200","85.68","88.98","14","550","80","84"
"1985","general elemantary","Male","91.28","85","997","50","65","114","140","200","89.13","93.43","10","340","80","80"
"1985","higher education","Female","102.82","97.74","240","52","72","126","160","210","97.37","108.27","20","250","90","108"
"1985","higher education","Male","111.15","108","496","60","81","135","160","250","107.4","114.9","16","300","100","110"
"1985","higher vocational","Female","91.61","82","252","54","65","110","150","240","86.94","96.28","30","254","84","98"
"1985","higher vocational","Male","102.11","100","356","58","72","120","153","200","98.13","106.09","26","240","98","102"
"1985","in school","Female","116.04","112.06","72","75","90","135","160","200","107.28","124.8","40","240","95","120"
"1985","in school","Male","118.69","114.08","109","73","98","140","160","220","111.96","125.42","50","230","108","120"
"1985","inadequately","Female","71.48","70","456","44","57","84","100","140","69.24","73.72","15","210","70","73"
"1985","inadequately","Male","78.51","70","333","40","60","96","120","240","74.08","82.94","6","550","68","71"
"1985","middle vocational","Female","90.5","84","2272","52","65","110","137","220","89","92","15","300","85","89"
"1985","middle vocational","Male","91.53","85","2759","53","65","110","140","210","90.16","92.9","10","564","82","86"
"1985","vocational + Abi","Female","82.18","75","101","45","57","100","120","245","74.77","89.59","17","245","68","80"
"1985","vocational + Abi","Male","87.98","85.37","161","42","60","110","140","200","82.4","93.56","9","200","75","90"
"1986","general elemantary","Female","77.29","74","194","40","55","96","120","170","72.73","81.85","18","192","70","80"
"1986","general elemantary","Male","80.56","76","124","40","59","100","123","200","74.83","86.29","15","200","68","82"
"1986","higher education","Female","90.51","85","42","30","60","120","175","240","75.1","105.92","16","240","72","115"
"1986","higher education","Male","104.44","89.4","72","50","66","127","165","270","92.19","116.69","8","270","80","117"
"1986","higher vocational","Female","84.02","79.22","32","30","43","116","130","215","69.88","98.16","25","215","73","110"
