"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","97.75","89","486","50","64","120","160","280","93.65","101.85","15","300","85","90"
"1984","college entrance qualification","Male","104.14","100","804","54","75","130","150","240","101.25","107.03","13","300","95","100"
"1984","lower secondary degree","Female","88.15","80","3254","50","64","105","133","200","86.93","89.37","16","442","81","85"
"1984","lower secondary degree","Male","92.07","86","2820","56","69","110","140","200","90.82","93.32","14","300","85","89"
"1984","no degree/no degree yet","Female","85.9","80","706","49","62","105","131","184","83.83","87.97","10","240","70","75"
"1984","no degree/no degree yet","Male","92.53","89.07","589","40","65","120","145","230","89.69","95.37","6","270","70","77"
"1984","Other degree","Female","71.72","68","580","42","56","84","106","140","69.77","73.67","12","215","68","72"
"1984","Other degree","Male","68.95","65","871","35","50","80","100","200","67.14","70.76","8","250","65","70"
"1984","secondary school degree","Female","96.08","90","1119","54","70","120","143","240","93.74","98.42","25","442","90","95"
"1984","secondary school degree","Male","103.42","98","828","60","74","120","160","250","100.56","106.28","8","442","92","100"
"1985","college entrance qualification","Female","94.77","86","451","49","63","120","150","230","90.76","98.78","17","250","85","97"
"1985","college entrance qualification","Male","104.85","100","750","50","75","130","152","250","101.69","108.01","10","300","100","104"
"1985","lower secondary degree","Female","87.56","80","2839","50","63","104","130","200","86.25","88.87","16","340","82","86"
"1985","lower secondary degree","Male","90.59","85","2487","54","66","110","132","200","89.26","91.92","10","340","85","89"
"1985","no degree/no degree yet","Female","87.23","80","546","50","62","110","135","190","84.76","89.7","15","240","70","75"
"1985","no degree/no degree yet","Male","97.57","95.92","483","50","69","121","150","220","93.76","101.38","6","550","71","80"
"1985","Other degree","Female","74.47","68","448","43","55","90","112","147","71.27","77.67","14","550","65","72"
"1985","Other degree","Male","72.67","65","693","35","50","85","120","240","70.45","74.89","9","245","66","70"
"1985","secondary school degree","Female","95","90","1058","51","66","120","147","240","92.69","97.31","15","270","90","97"
"1985","secondary school degree","Male","102.27","96","785","60","75","120","150","240","99.38","105.16","15","564","92","100"
"1986","college entrance qualification","Female","79.13","74.56","84","25","50","102","127","250","69.95","88.31","12","250","68","90"
"1986","college entrance qualification","Male","88.6","80","97","35","56","120","150","240","78.84","98.36","8","250","75","92"
"1986","lower secondary degree","Female","84.71","76","252","44","59","103","137","225","80.05","89.37","10","270","76","85"
"1986","lower secondary degree","Male","85.26","80","277","44","62","100","137","192","81.01","89.51","10","200","76","86"
"1986","no degree/no degree yet","Female","85.15","72.87","59","58","65","90","149","160","76.65","93.65","20","180","68","82"
"1986","no degree/no degree yet","Male","86.05","74.65","59","31","60","110","150","200","75.81","96.29","12","200","64","80"
"1986","Other degree","Female","72.42","67","71","35","57","78","130","176","65.24","79.6","18","176","65","77"
"1986","Other degree","Male","70.52","67","100","47","55","83","94","156","65.56","75.48","15","176","66","80"
"1986","secondary school degree","Female","84.56","75","153","35","55","103","150","240","77.92","91.2","20","240","75","90"
"1986","secondary school degree","Male","91.51","76.47","77","53","64","108","149","270","81.95","101.07","25","270","75","100"
"1987","college entrance qualification","Female","86.14","81.29","77","37","60","120","130","175","77.66","94.62","18","220","75","90"
"1987","college entrance qualification","Male","86.05","80.14","90","27","56","118","135","220","77.51","94.59","12","220","75","90"
"1987","lower secondary degree","Female","84.06","79.53","204","48","60","100","130","180","79.44","88.68","10","220","75","85"
"1987","lower secondary degree","Male","79.66","76.78","218","38","60","100","120","180","75.34","83.98","8","220","72","80"
"1987","no degree/no degree yet","Female","73.36","72","62","30","60","83","113","150","65.65","81.07","18","150","70","85"
"1987","no degree/no degree yet","Male","83.47","77.68","60","43","60","108","136","150","74.81","92.13","16","160","70","85"
"1987","Other degree","Female","66.85","62.42","50","28","50","84","92","130","59.82","73.88","25","150","61","85"
"1987","Other degree","Male","70.18","63.65","84","30","45","85","110","150","63.82","76.54","20","150","65","85"
"1987","secondary school degree","Female","82.18","75","123","45","60","100","130","200","75.89","88.47","22","200","75","88"
"1987","secondary school degree","Male","91.17","88.22","64","55","65","115","140","150","82.79","99.55","25","150","80","95"
"1988","college entrance qualification","Female","86.46","80","60","38","58","110","145","200","74.76","98.16","16","220","68","95"
"1988","college entrance qualification","Male","89.04","78.42","79","25","50","120","156","250","77.73","100.35","10","250","72","95"
"1988","lower secondary degree","Female","80.57","70","229","33","55","95","135","260","75.24","85.9","12","312","73","82"
"1988","lower secondary degree","Male","81.62","72.72","212","37","60","95","125","312","75.7","87.54","18","312","73","82"
"1988","no degree/no degree yet","Female","82.81","70","54","35","50","91","170","250","67.77","97.85","32","250","62","80"
"1988","no degree/no degree yet","Male","68.78","65.85","43","44","50","80","125","160","58.78","78.78","20","168","60","80"
"1988","Other degree","Female","81.55","72.48","45","50","63","90","120","200","66.91","96.19","20","250","62","85"
"1988","Other degree","Male","68.92","65","71","25","50","80","93","200","57.41","80.43","20","250","60","76"
"1988","secondary school degree","Female","85.55","77.85","120","45","60","100","137","312","77.07","94.03","10","312","70","90"
"1988","secondary school degree","Male","95.43","86.5","71","50","70","120","145","260","85.11","105.75","25","260","80","100"
"1989","college entrance qualification","Female","84.71","77.74","62","41","57","110","130","250","73.5","95.92","12","250","69","90"
"1989","college entrance qualification","Male","91.99","80","82","45","60","120","160","215","83.01","100.97","14","215","78","105"
"1989","lower secondary degree","Female","80.36","74","164","41","57","100","127","195","74.76","85.96","12","200","70","83"
"1989","lower secondary degree","Male","82.85","76.38","186","39","60","100","130","250","77.07","88.63","15","270","73","83"
"1989","no degree/no degree yet","Female","75.16","64.26","41","42","49","86","130","200","64.37","85.95","24","200","57","80"
