"ple0024","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Berlin","Not Working","182","0.781305609417777","0.729117824630446","0.833493394205108","2"
"No","2009","Berlin","Part Time","91","0.596374943066601","0.521739897776016","0.671009988357186","2"
"No","2009","Lower Saxony","Part Time","197","0.477850304653274","0.429617453913303","0.526083155393245","2"
"No","2009","Lower Saxony","Full Time","234","0.408032073071701","0.367861279789664","0.448202866353739","2"
"No","2009","Schleswig-Holstein","Not Working","143","0.663463363101889","0.600448084084759","0.72647864211902","2"
"No","2009","Hamburg","Full Time","55","0.488647461761184","0.394372960206642","0.582921963315726","2"
"No","2009","Schleswig-Holstein","Part Time","62","0.514781828762894","0.428200700940254","0.601362956585534","2"
"No","2009","Schleswig-Holstein","Full Time","67","0.390803169283734","0.31680044435527","0.464805894212197","2"
"No","2009","Brandenburg","Full Time","114","0.383368108649367","0.326620898007413","0.440115319291321","2"
"No","2009","Brandenburg","Part Time","70","0.454276274445021","0.37432941607111","0.534223132818932","2"
"No","2009","Brandenburg","Not Working","241","0.657122189623262","0.607605284277096","0.706639094969428","2"
"No","2009","Mecklenburg-Western Pomerania","Full Time","78","0.51171220164596","0.439876152106613","0.583548251185307","2"
"No","2009","Mecklenburg-Western Pomerania","Not Working","134","0.707639062489471","0.643634225149557","0.771643899829386","2"
"No","2009","Saxony","Full Time","221","0.378295697016682","0.338413271712789","0.418178122320575","2"
"No","2009","Saxony","Part Time","115","0.41034711002911","0.350324877730586","0.470369342327634","2"
"No","2009","Saxony","Not Working","388","0.759197203187839","0.722692329795151","0.795702076580527","2"
"No","2009","Hamburg","Part Time","27","","","","2"
"No","2009","Hamburg","Not Working","66","0.675468128783258","0.586755119756634","0.764181137809883","2"
"No","2009","Lower Saxony","Not Working","443","0.735113745864776","0.700765034797134","0.769462456932419","2"
"No","2009","Bremen","Full Time","8","","","","2"
"No","2009","Bremen","Part Time","12","","","","2"
"No","2009","Bavaria","Part Time","295","0.484884867613057","0.446582053188297","0.523187682037816","2"
"No","2009","Bavaria","Not Working","610","0.685767625808268","0.65550700534445","0.716028246272086","2"
"No","2009","Berlin","Full Time","114","0.430160140415358","0.369980039480054","0.490340241350661","2"
"No","2009","Mecklenburg-Western Pomerania","Part Time","35","0.502053687040004","0.398176679855686","0.605930694224321","2"
"No","2009","Saxony-Anhalt","Full Time","130","0.422645952550891","0.368267364804978","0.477024540296805","2"
"No","2009","Saxony-Anhalt","Part Time","57","0.44797852150595","0.366186582707585","0.529770460304316","2"
"No","2009","Saxony-Anhalt","Not Working","217","0.713407131327145","0.662068844514619","0.764745418139671","2"
"No","2009","Bremen","Not Working","31","0.644428758591832","0.514322799108766","0.774534718074898","2"
