"ple0024","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Berlin","Urban Area","335","0.328107822348705","0.297500737993926","0.358714906703485"
"Yes","2015","Berlin","Rural Area","","","",""
"Yes","2015","Brandenburg","Urban Area","25","","",""
"Yes","2015","Brandenburg","Rural Area","326","0.346092100305251","0.315183344025152","0.377000856585351"
"Yes","2015","Mecklenburg-Western Pomerania","Urban Area","32","0.483952046383848","0.363386749847775","0.604517342919922"
"Yes","2015","Mecklenburg-Western Pomerania","Rural Area","180","0.354371581902964","0.312106053554605","0.396637110251323"
"Yes","2015","Saxony","Urban Area","294","0.367569039640477","0.334074996127602","0.401063083153352"
"Yes","2015","Saxony","Rural Area","245","0.345990288743016","0.310776469128987","0.381204108357045"
"Yes","2015","Saxony-Anhalt","Urban Area","85","0.250149055902342","0.200810192472468","0.299487919332217"
"Yes","2015","Saxony-Anhalt","Rural Area","200","0.296399668526022","0.259456774433868","0.333342562618176"
"Yes","2015","Thuringia","Urban Area","110","0.442796004935789","0.385627340055941","0.499964669815637"
"Yes","2015","Thuringia","Rural Area","231","0.333885285272235","0.297059588751119","0.370710981793352"
"No","2015","Schleswig-Holstein","Urban Area","144","0.648993491794314","0.588609721622747","0.709377261965881"
"No","2015","Schleswig-Holstein","Rural Area","406","0.651467909643465","0.614318026558554","0.688617792728376"
"No","2015","Hamburg","Urban Area","228","0.627420126940446","0.581507492842883","0.673332761038009"
"No","2015","Hamburg","Rural Area","","","",""
"No","2015","Lower Saxony","Urban Area","612","0.62965405883319","0.600528723774474","0.658779393891905"
"No","2015","Lower Saxony","Rural Area","807","0.651738657892597","0.626381088542837","0.677096227242358"
"No","2015","Bremen","Urban Area","101","0.642632436470534","0.570805238821427","0.714459634119642"
"No","2015","Bremen","Rural Area","","","",""
"No","2015","North Rhine-Westphalia","Urban Area","2926","0.628056042431956","0.614708538158079","0.641403546705832"
"No","2015","North Rhine-Westphalia","Rural Area","63","0.624251811614153","0.532053384580931","0.716450238647375"
"No","2015","Hesse","Urban Area","776","0.574676808029146","0.548516527126528","0.600837088931764"
"No","2015","Hesse","Rural Area","208","0.715412416949907","0.666280716381907","0.764544117517908"
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","638","0.626254289236015","0.597638193092213","0.654870385379818"
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","224","0.620068146649563","0.571896848340502","0.668239444958624"
"No","2015","Baden-Württemberg","Urban Area","1460","0.59527309527345","0.576556758580568","0.613989431966331"
"No","2015","Baden-Württemberg","Rural Area","164","0.488535256466735","0.434189928099011","0.542880584834458"
"No","2015","Bavaria","Urban Area","1028","0.59867524959571","0.576100003674094","0.621250495517326"
"No","2015","Bavaria","Rural Area","1245","0.643833956610561","0.623832914294127","0.663834998926995"
"No","2015","Berlin","Urban Area","569","0.671892177651295","0.641285093296515","0.702499262006074"
"No","2015","Berlin","Rural Area","","","",""
"No","2015","Brandenburg","Urban Area","50","0.621117219458235","0.511328763312434","0.730905675604036"
"No","2015","Brandenburg","Rural Area","584","0.653907899694748","0.622999143414649","0.684816655974848"
"No","2015","Mecklenburg-Western Pomerania","Urban Area","34","0.516047953616152","0.395482657080078","0.636613250152225"
"No","2015","Mecklenburg-Western Pomerania","Rural Area","312","0.645628418097036","0.603362889748677","0.687893946445395"
"No","2015","Saxony","Urban Area","502","0.632430960359523","0.598936916846648","0.665925003872398"
"No","2015","Saxony","Rural Area","456","0.654009711256984","0.618795891642955","0.689223530871013"
"No","2015","Saxony-Anhalt","Urban Area","211","0.749850944097658","0.700512080667783","0.799189807527532"
"No","2015","Saxony-Anhalt","Rural Area","387","0.703600331473978","0.666657437381825","0.740543225566132"
"No","2015","Thuringia","Urban Area","180","0.557203995064211","0.500035330184363","0.614372659944059"
"No","2015","Thuringia","Rural Area","399","0.666114714727765","0.629289018206648","0.702940411248881"
"Yes","2016","Schleswig-Holstein","Urban Area","","","",""
"Yes","2016","Schleswig-Holstein","Rural Area","","","",""
"Yes","2016","Hamburg","Urban Area","","","",""
"Yes","2016","Hamburg","Rural Area","","","",""
"Yes","2016","Lower Saxony","Urban Area","","","",""
"Yes","2016","Lower Saxony","Rural Area","","","",""
"Yes","2016","Bremen","Urban Area","","","",""
"Yes","2016","Bremen","Rural Area","","","",""
"Yes","2016","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2016","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2016","Hesse","Urban Area","","","",""
"Yes","2016","Hesse","Rural Area","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2016","Baden-Württemberg","Urban Area","","","",""
"Yes","2016","Baden-Württemberg","Rural Area","","","",""
"Yes","2016","Bavaria","Urban Area","","","",""
"Yes","2016","Bavaria","Rural Area","","","",""
"Yes","2016","Berlin","Urban Area","","","",""
"Yes","2016","Berlin","Rural Area","","","",""
"Yes","2016","Brandenburg","Urban Area","","","",""
"Yes","2016","Brandenburg","Rural Area","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2016","Saxony","Urban Area","","","",""
"Yes","2016","Saxony","Rural Area","","","",""
"Yes","2016","Saxony-Anhalt","Urban Area","","","",""
"Yes","2016","Saxony-Anhalt","Rural Area","","","",""
"Yes","2016","Thuringia","Urban Area","","","",""
"Yes","2016","Thuringia","Rural Area","","","",""
"No","2016","Schleswig-Holstein","Urban Area","","","",""
"No","2016","Schleswig-Holstein","Rural Area","","","",""
"No","2016","Hamburg","Urban Area","","","",""
"No","2016","Hamburg","Rural Area","","","",""
"No","2016","Lower Saxony","Urban Area","","","",""
"No","2016","Lower Saxony","Rural Area","","","",""
"No","2016","Bremen","Urban Area","","","",""
"No","2016","Bremen","Rural Area","","","",""
"No","2016","North Rhine-Westphalia","Urban Area","","","",""
"No","2016","North Rhine-Westphalia","Rural Area","","","",""
"No","2016","Hesse","Urban Area","","","",""
"No","2016","Hesse","Rural Area","","","",""
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2016","Baden-Württemberg","Urban Area","","","",""
"No","2016","Baden-Württemberg","Rural Area","","","",""
"No","2016","Bavaria","Urban Area","","","",""
"No","2016","Bavaria","Rural Area","","","",""
"No","2016","Berlin","Urban Area","","","",""
"No","2016","Berlin","Rural Area","","","",""
"No","2016","Brandenburg","Urban Area","","","",""
"No","2016","Brandenburg","Rural Area","","","",""
"No","2016","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2016","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2016","Saxony","Urban Area","","","",""
"No","2016","Saxony","Rural Area","","","",""
"No","2016","Saxony-Anhalt","Urban Area","","","",""
"No","2016","Saxony-Anhalt","Rural Area","","","",""
"No","2016","Thuringia","Urban Area","","","",""
"No","2016","Thuringia","Rural Area","","","",""
"Yes","2017","Schleswig-Holstein","Urban Area","122","0.422926942294526","0.366263266911687","0.479590617677365"
"Yes","2017","Schleswig-Holstein","Rural Area","256","0.315466296610544","0.279851282688695","0.351081310532393"
"Yes","2017","Hamburg","Urban Area","189","0.363741720065318","0.320016208802725","0.407467231327912"
"Yes","2017","Hamburg","Rural Area","","","",""
"Yes","2017","Lower Saxony","Urban Area","469","0.379422515571895","0.350824882840069","0.408020148303722"
"Yes","2017","Lower Saxony","Rural Area","604","0.312228752963405","0.289284599018987","0.335172906907824"
"Yes","2017","Bremen","Urban Area","86","0.285481121759571","0.225664540926257","0.345297702592884"
"Yes","2017","Bremen","Rural Area","","","",""
"Yes","2017","North Rhine-Westphalia","Urban Area","2168","0.369128538316461","0.356264737026859","0.381992339606062"
"Yes","2017","North Rhine-Westphalia","Rural Area","49","0.443460006128984","0.352662360048821","0.534257652209148"
"Yes","2017","Hesse","Urban Area","587","0.385960624322777","0.360737557817627","0.411183690827927"
"Yes","2017","Hesse","Rural Area","124","0.292288164333903","0.244707732749741","0.339868595918064"
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","463","0.357592606924698","0.329447362380372","0.385737851469023"
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","182","0.316532777529013","0.271289582750858","0.361775972307168"
"Yes","2017","Baden-Württemberg","Urban Area","1186","0.409722163783299","0.391158610274914","0.428285717291683"
"Yes","2017","Baden-Württemberg","Rural Area","159","0.45164288020531","0.398431101068349","0.50485465934227"
"Yes","2017","Bavaria","Urban Area","802","0.391499330436198","0.369661642996431","0.413337017875964"
"Yes","2017","Bavaria","Rural Area","941","0.347788467058015","0.328315823957432","0.367261110158597"
"Yes","2017","Berlin","Urban Area","360","0.358423455683729","0.328552236807953","0.388294674559504"
"Yes","2017","Berlin","Rural Area","","","",""
"Yes","2017","Brandenburg","Urban Area","25","","",""
"Yes","2017","Brandenburg","Rural Area","322","0.330916684916867","0.30094766543758","0.360885704396154"
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","44","0.595470858046002","0.487921391572637","0.703020324519366"
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","181","0.352835896896365","0.310867052508098","0.394804741284632"
"Yes","2017","Saxony","Urban Area","317","0.355305289444374","0.32362959212982","0.386980986758928"
"Yes","2017","Saxony","Rural Area","276","0.341339737329415","0.307935484111185","0.374743990547645"
"Yes","2017","Saxony-Anhalt","Urban Area","63","0.294741923378058","0.228321170439575","0.361162676316541"
"Yes","2017","Saxony-Anhalt","Rural Area","252","0.299250606291252","0.266367802621773","0.33213340996073"
"Yes","2017","Thuringia","Urban Area","107","0.428145299720411","0.371680795285978","0.484609804154843"
"Yes","2017","Thuringia","Rural Area","251","0.343704107755477","0.308343177796358","0.379065037714596"
"No","2017","Schleswig-Holstein","Urban Area","170","0.577073057705474","0.520409382322635","0.633736733088313"
"No","2017","Schleswig-Holstein","Rural Area","398","0.684533703389456","0.648918689467607","0.720148717311305"
"No","2017","Hamburg","Urban Area","276","0.636258279934681","0.592532768672088","0.679983791197275"
"No","2017","Hamburg","Rural Area","","","",""
"No","2017","Lower Saxony","Urban Area","637","0.620577484428105","0.591979851696278","0.649175117159931"
"No","2017","Lower Saxony","Rural Area","963","0.687771247036595","0.664827093092176","0.710715400981013"
"No","2017","Bremen","Urban Area","133","0.714518878240429","0.654702297407116","0.774335459073743"
"No","2017","Bremen","Rural Area","","","",""
"No","2017","North Rhine-Westphalia","Urban Area","3238","0.630871461683539","0.618007660393938","0.643735262973141"
"No","2017","North Rhine-Westphalia","Rural Area","66","0.556539993871015","0.465742347790852","0.647337639951179"
"No","2017","Hesse","Urban Area","844","0.614039375677223","0.588816309172073","0.639262442182373"
"No","2017","Hesse","Rural Area","227","0.707711835666097","0.660131404081936","0.755292267250259"
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","651","0.642407393075302","0.614262148530977","0.670552637619628"
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","224","0.683467222470987","0.638224027692832","0.728710417249142"
"No","2017","Baden-Württemberg","Urban Area","1510","0.590277836216701","0.571714282708317","0.608841389725086"
"No","2017","Baden-Württemberg","Rural Area","177","0.54835711979469","0.49514534065773","0.601568898931651"
"No","2017","Bavaria","Urban Area","1117","0.608500669563802","0.586662982124036","0.630338357003569"
"No","2017","Bavaria","Rural Area","1357","0.652211532941985","0.632738889841402","0.671684176042567"
"No","2017","Berlin","Urban Area","630","0.641576544316271","0.611705325440496","0.671447763192047"
"No","2017","Berlin","Rural Area","","","",""
"No","2017","Brandenburg","Urban Area","64","0.687199063166532","0.590876420403703","0.78352170592936"
"No","2017","Brandenburg","Rural Area","625","0.669083315083133","0.639114295603846","0.69905233456242"
"No","2017","Mecklenburg-Western Pomerania","Urban Area","36","0.404529141953998","0.296979675480634","0.512078608427363"
"No","2017","Mecklenburg-Western Pomerania","Rural Area","317","0.647164103103635","0.605195258715368","0.689132947491902"
"No","2017","Saxony","Urban Area","560","0.644694710555626","0.613019013241072","0.67637040787018"
"No","2017","Saxony","Rural Area","498","0.658660262670585","0.625256009452355","0.692064515888815"
"No","2017","Saxony-Anhalt","Urban Area","118","0.705258076621942","0.638837323683458","0.771678829560425"
"No","2017","Saxony-Anhalt","Rural Area","493","0.700749393708748","0.66786659003927","0.733632197378227"
"No","2017","Thuringia","Urban Area","188","0.571854700279589","0.515390195845157","0.628319204714022"
"No","2017","Thuringia","Rural Area","442","0.656295892244523","0.620934962285404","0.691656822203642"
"Yes","2018","Schleswig-Holstein","Urban Area","","","",""
"Yes","2018","Schleswig-Holstein","Rural Area","","","",""
"Yes","2018","Hamburg","Urban Area","","","",""
"Yes","2018","Hamburg","Rural Area","","","",""
"Yes","2018","Lower Saxony","Urban Area","","","",""
"Yes","2018","Lower Saxony","Rural Area","","","",""
"Yes","2018","Bremen","Urban Area","","","",""
"Yes","2018","Bremen","Rural Area","","","",""
"Yes","2018","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2018","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2018","Hesse","Urban Area","","","",""
"Yes","2018","Hesse","Rural Area","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2018","Baden-Württemberg","Urban Area","","","",""
"Yes","2018","Baden-Württemberg","Rural Area","","","",""
"Yes","2018","Bavaria","Urban Area","","","",""
"Yes","2018","Bavaria","Rural Area","","","",""
"Yes","2018","Berlin","Urban Area","","","",""
"Yes","2018","Berlin","Rural Area","","","",""
"Yes","2018","Brandenburg","Urban Area","","","",""
"Yes","2018","Brandenburg","Rural Area","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2018","Saxony","Urban Area","","","",""
"Yes","2018","Saxony","Rural Area","","","",""
"Yes","2018","Saxony-Anhalt","Urban Area","","","",""
"Yes","2018","Saxony-Anhalt","Rural Area","","","",""
"Yes","2018","Thuringia","Urban Area","","","",""
"Yes","2018","Thuringia","Rural Area","","","",""
"No","2018","Schleswig-Holstein","Urban Area","","","",""
"No","2018","Schleswig-Holstein","Rural Area","","","",""
"No","2018","Hamburg","Urban Area","","","",""
"No","2018","Hamburg","Rural Area","","","",""
"No","2018","Lower Saxony","Urban Area","","","",""
"No","2018","Lower Saxony","Rural Area","","","",""
"No","2018","Bremen","Urban Area","","","",""
"No","2018","Bremen","Rural Area","","","",""
"No","2018","North Rhine-Westphalia","Urban Area","","","",""
"No","2018","North Rhine-Westphalia","Rural Area","","","",""
"No","2018","Hesse","Urban Area","","","",""
"No","2018","Hesse","Rural Area","","","",""
"No","2018","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2018","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2018","Baden-Württemberg","Urban Area","","","",""
"No","2018","Baden-Württemberg","Rural Area","","","",""
"No","2018","Bavaria","Urban Area","","","",""
"No","2018","Bavaria","Rural Area","","","",""
"No","2018","Berlin","Urban Area","","","",""
"No","2018","Berlin","Rural Area","","","",""
"No","2018","Brandenburg","Urban Area","","","",""
"No","2018","Brandenburg","Rural Area","","","",""
"No","2018","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2018","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2018","Saxony","Urban Area","","","",""
"No","2018","Saxony","Rural Area","","","",""
"No","2018","Saxony-Anhalt","Urban Area","","","",""
"No","2018","Saxony-Anhalt","Rural Area","","","",""
"No","2018","Thuringia","Urban Area","","","",""
"No","2018","Thuringia","Rural Area","","","",""
"Yes","2019","Schleswig-Holstein","Urban Area","125","0.447815643125678","0.394645218086025","0.50098606816533"
"Yes","2019","Schleswig-Holstein","Rural Area","221","0.308242808357313","0.271201676974243","0.345283939740382"
"Yes","2019","Hamburg","Urban Area","205","0.36323157394101","0.321368928624323","0.405094219257697"
"Yes","2019","Hamburg","Rural Area","","","",""
"Yes","2019","Lower Saxony","Urban Area","369","0.290380696074697","0.262550310409639","0.318211081739756"
"Yes","2019","Lower Saxony","Rural Area","510","0.321090480101433","0.29688288533649","0.345298074866376"
"Yes","2019","Bremen","Urban Area","94","0.399916531117658","0.334434917801025","0.465398144434292"
"Yes","2019","Bremen","Rural Area","","","",""
"Yes","2019","North Rhine-Westphalia","Urban Area","1836","0.338893870795335","0.325991477727735","0.351796263862935"
"Yes","2019","North Rhine-Westphalia","Rural Area","37","0.409362214599143","0.312987616213927","0.50573681298436"
"Yes","2019","Hesse","Urban Area","458","0.343861776989662","0.318218117200305","0.369505436779019"
"Yes","2019","Hesse","Rural Area","95","0.220750784408478","0.176270846509171","0.265230722307784"
"Yes","2019","Rhineland-Palatinate,Saarland","Urban Area","402","0.323973690229348","0.296049921065386","0.351897459393309"
"Yes","2019","Rhineland-Palatinate,Saarland","Rural Area","144","0.265742287205564","0.220487748620603","0.310996825790526"
"Yes","2019","Baden-Württemberg","Urban Area","893","0.346893211121728","0.32809927533636","0.365687146907097"
"Yes","2019","Baden-Württemberg","Rural Area","100","0.369905770219566","0.312845996067095","0.426965544372036"
"Yes","2019","Bavaria","Urban Area","629","0.343038543432733","0.320485263093888","0.365591823771578"
"Yes","2019","Bavaria","Rural Area","799","0.313577736799628","0.293980521351888","0.333174952247369"
"Yes","2019","Berlin","Urban Area","","","",""
"Yes","2019","Berlin","Rural Area","","","",""
"Yes","2019","Brandenburg","Urban Area","28","","",""
"Yes","2019","Brandenburg","Rural Area","306","0.281246278944808","0.253449241905185","0.309043315984431"
"Yes","2019","Mecklenburg-Western Pomerania","Urban Area","39","0.402486432888585","0.303873063791748","0.501099801985422"
"Yes","2019","Mecklenburg-Western Pomerania","Rural Area","140","0.233968675714553","0.196823711766067","0.271113639663038"
"Yes","2019","Saxony","Urban Area","278","0.301136453586058","0.270332521781428","0.331940385390689"
"Yes","2019","Saxony","Rural Area","239","0.312730253292037","0.27970480564523","0.345755700938844"
"Yes","2019","Saxony-Anhalt","Urban Area","60","0.31650603549932","0.250020448667482","0.382991622331158"
"Yes","2019","Saxony-Anhalt","Rural Area","183","0.214467110506379","0.183684866523824","0.245249354488935"
"Yes","2019","Thuringia","Urban Area","97","0.430263684040082","0.373082104952187","0.487445263127976"
"Yes","2019","Thuringia","Rural Area","196","0.320559381652461","0.283971431279031","0.357147332025891"
"No","2019","Schleswig-Holstein","Urban Area","211","0.552184356874322","0.49901393183467","0.605354781913975"
"No","2019","Schleswig-Holstein","Rural Area","376","0.691757191642687","0.654716060259618","0.728798323025757"
"No","2019","Hamburg","Urban Area","302","0.63676842605899","0.594905780742303","0.678631071375677"
"No","2019","Hamburg","Rural Area","","","",""
"No","2019","Lower Saxony","Urban Area","653","0.709619303925303","0.681788918260244","0.737449689590361"
"No","2019","Lower Saxony","Rural Area","919","0.678909519898567","0.654701925133624","0.70311711466351"
"No","2019","Bremen","Urban Area","121","0.600083468882342","0.534601855565708","0.665565082198975"
"No","2019","Bremen","Rural Area","","","",""
"No","2019","North Rhine-Westphalia","Urban Area","3334","0.661106129204665","0.648203736137065","0.674008522272265"
"No","2019","North Rhine-Westphalia","Rural Area","63","0.590637785400857","0.49426318701564","0.687012383786073"
"No","2019","Hesse","Urban Area","860","0.656138223010338","0.630494563220981","0.681781882799695"
"No","2019","Hesse","Rural Area","239","0.779249215591522","0.734769277692216","0.823729153490829"
"No","2019","Rhineland-Palatinate,Saarland","Urban Area","677","0.676026309770652","0.648102540606691","0.703950078934613"
"No","2019","Rhineland-Palatinate,Saarland","Rural Area","222","0.734257712794436","0.689003174209474","0.779512251379397"
"No","2019","Baden-Württemberg","Urban Area","1571","0.653106788878272","0.634312853092903","0.67190072466364"
"No","2019","Baden-Württemberg","Rural Area","175","0.630094229780434","0.573034455627964","0.687154003932905"
"No","2019","Bavaria","Urban Area","1073","0.656961456567267","0.634408176228422","0.679514736906112"
"No","2019","Bavaria","Rural Area","1354","0.686422263200372","0.666825047752631","0.706019478648112"
"No","2019","Berlin","Urban Area","","","",""
"No","2019","Berlin","Rural Area","","","",""
"No","2019","Brandenburg","Urban Area","65","0.699476341024823","0.606294247083985","0.792658434965662"
"No","2019","Brandenburg","Rural Area","699","0.718753721055192","0.690956684015569","0.746550758094815"
"No","2019","Mecklenburg-Western Pomerania","Urban Area","56","0.597513567111415","0.498900198014578","0.696126936208252"
"No","2019","Mecklenburg-Western Pomerania","Rural Area","359","0.766031324285447","0.728886360336962","0.803176288233933"
"No","2019","Saxony","Urban Area","574","0.698863546413942","0.668059614609311","0.729667478218572"
"No","2019","Saxony","Rural Area","518","0.687269746707963","0.654244299061156","0.720295194354769"
"No","2019","Saxony-Anhalt","Urban Area","128","0.68349396450068","0.617008377668842","0.749979551332518"
"No","2019","Saxony-Anhalt","Rural Area","500","0.785532889493621","0.754750645511066","0.816315133476176"
"No","2019","Thuringia","Urban Area","191","0.569736315959918","0.512554736872024","0.626917895047813"
"No","2019","Thuringia","Rural Area","429","0.679440618347539","0.642852667974109","0.716028568720969"
