"ple0024","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Schleswig-Holstein","Other degree","27","","",""
"Yes","2015","Schleswig-Holstein","no degree/no degree yet","27","","",""
"Yes","2015","Hamburg","lower secondary degree","17","","",""
"Yes","2015","Hamburg","secondary school degree","33","1","1","1"
"Yes","2015","Hamburg","college entrance qualification","88","1","1","1"
"Yes","2015","Hamburg","Other degree","34","1","1","1"
"Yes","2015","Hamburg","no degree/no degree yet","10","","",""
"Yes","2015","Lower Saxony","lower secondary degree","184","1","1","1"
"Yes","2015","Lower Saxony","secondary school degree","276","1","1","1"
"Yes","2015","Lower Saxony","college entrance qualification","306","1","1","1"
"Yes","2015","Lower Saxony","Other degree","117","1","1","1"
"Yes","2015","Lower Saxony","no degree/no degree yet","58","1","1","1"
"Yes","2015","Bremen","lower secondary degree","11","","",""
"Yes","2015","Bremen","secondary school degree","12","","",""
"Yes","2015","Bremen","college entrance qualification","20","","",""
"Yes","2015","Bremen","Other degree","14","","",""
"Yes","2015","Bremen","no degree/no degree yet","7","","",""
"Yes","2015","North Rhine-Westphalia","lower secondary degree","394","1","1","1"
"Yes","2015","North Rhine-Westphalia","secondary school degree","397","1","1","1"
"Yes","2015","North Rhine-Westphalia","college entrance qualification","761","1","1","1"
"Yes","2015","North Rhine-Westphalia","Other degree","342","1","1","1"
"Yes","2015","North Rhine-Westphalia","no degree/no degree yet","116","1","1","1"
"Yes","2015","Hesse","lower secondary degree","95","1","1","1"
"Yes","2015","Hesse","secondary school degree","154","1","1","1"
"Yes","2015","Hesse","college entrance qualification","289","1","1","1"
"Yes","2015","Hesse","Other degree","97","1","1","1"
"Yes","2015","Hesse","no degree/no degree yet","32","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","lower secondary degree","153","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","secondary school degree","125","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","college entrance qualification","170","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Other degree","103","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","32","1","1","1"
"Yes","2015","Baden-Württemberg","lower secondary degree","242","1","1","1"
"Yes","2015","Baden-Württemberg","secondary school degree","354","1","1","1"
"Yes","2015","Baden-Württemberg","college entrance qualification","442","1","1","1"
"Yes","2015","Baden-Württemberg","Other degree","186","1","1","1"
"Yes","2015","Baden-Württemberg","no degree/no degree yet","44","1","1","1"
"Yes","2015","Bavaria","lower secondary degree","407","1","1","1"
"Yes","2015","Bavaria","secondary school degree","427","1","1","1"
"Yes","2015","Bavaria","college entrance qualification","523","1","1","1"
"Yes","2015","Bavaria","Other degree","259","1","1","1"
"Yes","2015","Bavaria","no degree/no degree yet","43","1","1","1"
"Yes","2015","Berlin","lower secondary degree","39","1","1","1"
"Yes","2015","Berlin","secondary school degree","73","1","1","1"
"Yes","2015","Berlin","college entrance qualification","157","1","1","1"
"Yes","2015","Berlin","Other degree","36","1","1","1"
"Yes","2015","Berlin","no degree/no degree yet","14","","",""
"Yes","2015","Brandenburg","lower secondary degree","41","1","1","1"
"Yes","2015","Brandenburg","secondary school degree","149","1","1","1"
"Yes","2015","Brandenburg","college entrance qualification","102","1","1","1"
"Yes","2015","Brandenburg","Other degree","37","1","1","1"
"Yes","2015","Brandenburg","no degree/no degree yet","9","","",""
"Yes","2015","Mecklenburg-Western Pomerania","lower secondary degree","30","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","secondary school degree","91","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","college entrance qualification","56","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Other degree","9","","",""
"Yes","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","15","","",""
"Yes","2015","Saxony","lower secondary degree","50","1","1","1"
"Yes","2015","Saxony","secondary school degree","259","1","1","1"
"Yes","2015","Saxony","college entrance qualification","172","1","1","1"
"Yes","2015","Saxony","Other degree","21","","",""
"Yes","2015","Saxony","no degree/no degree yet","11","","",""
"Yes","2015","Saxony-Anhalt","lower secondary degree","38","1","1","1"
"Yes","2015","Saxony-Anhalt","secondary school degree","121","1","1","1"
"Yes","2015","Saxony-Anhalt","college entrance qualification","74","1","1","1"
"Yes","2015","Saxony-Anhalt","Other degree","23","","",""
"Yes","2015","Saxony-Anhalt","no degree/no degree yet","12","","",""
"Yes","2015","Thuringia","lower secondary degree","57","1","1","1"
"Yes","2015","Thuringia","secondary school degree","146","1","1","1"
"Yes","2015","Thuringia","college entrance qualification","102","1","1","1"
"Yes","2015","Thuringia","Other degree","18","","",""
"Yes","2015","Thuringia","no degree/no degree yet","6","","",""
"Yes","2016","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2016","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2016","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2016","Schleswig-Holstein","Other degree","","","",""
"Yes","2016","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2016","Hamburg","lower secondary degree","","","",""
"Yes","2016","Hamburg","secondary school degree","","","",""
"Yes","2016","Hamburg","college entrance qualification","","","",""
"Yes","2016","Hamburg","Other degree","","","",""
"Yes","2016","Hamburg","no degree/no degree yet","","","",""
"Yes","2016","Lower Saxony","lower secondary degree","","","",""
"Yes","2016","Lower Saxony","secondary school degree","","","",""
"Yes","2016","Lower Saxony","college entrance qualification","","","",""
"Yes","2016","Lower Saxony","Other degree","","","",""
"Yes","2016","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2016","Bremen","lower secondary degree","","","",""
"Yes","2016","Bremen","secondary school degree","","","",""
"Yes","2016","Bremen","college entrance qualification","","","",""
"Yes","2016","Bremen","Other degree","","","",""
"Yes","2016","Bremen","no degree/no degree yet","","","",""
"Yes","2016","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2016","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2016","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2016","North Rhine-Westphalia","Other degree","","","",""
"Yes","2016","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2016","Hesse","lower secondary degree","","","",""
"Yes","2016","Hesse","secondary school degree","","","",""
"Yes","2016","Hesse","college entrance qualification","","","",""
"Yes","2016","Hesse","Other degree","","","",""
"Yes","2016","Hesse","no degree/no degree yet","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2016","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2016","Baden-Württemberg","secondary school degree","","","",""
"Yes","2016","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2016","Baden-Württemberg","Other degree","","","",""
"Yes","2016","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2016","Bavaria","lower secondary degree","","","",""
"Yes","2016","Bavaria","secondary school degree","","","",""
"Yes","2016","Bavaria","college entrance qualification","","","",""
"Yes","2016","Bavaria","Other degree","","","",""
"Yes","2016","Bavaria","no degree/no degree yet","","","",""
"Yes","2016","Berlin","lower secondary degree","","","",""
"Yes","2016","Berlin","secondary school degree","","","",""
"Yes","2016","Berlin","college entrance qualification","","","",""
"Yes","2016","Berlin","Other degree","","","",""
"Yes","2016","Berlin","no degree/no degree yet","","","",""
"Yes","2016","Brandenburg","lower secondary degree","","","",""
"Yes","2016","Brandenburg","secondary school degree","","","",""
"Yes","2016","Brandenburg","college entrance qualification","","","",""
"Yes","2016","Brandenburg","Other degree","","","",""
"Yes","2016","Brandenburg","no degree/no degree yet","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2016","Saxony","lower secondary degree","","","",""
"Yes","2016","Saxony","secondary school degree","","","",""
"Yes","2016","Saxony","college entrance qualification","","","",""
"Yes","2016","Saxony","Other degree","","","",""
"Yes","2016","Saxony","no degree/no degree yet","","","",""
"Yes","2016","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2016","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2016","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2016","Saxony-Anhalt","Other degree","","","",""
"Yes","2016","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2016","Thuringia","lower secondary degree","","","",""
"Yes","2016","Thuringia","secondary school degree","","","",""
"Yes","2016","Thuringia","college entrance qualification","","","",""
"Yes","2016","Thuringia","Other degree","","","",""
"Yes","2016","Thuringia","no degree/no degree yet","","","",""
"Yes","2017","Schleswig-Holstein","lower secondary degree","69","1","1","1"
"Yes","2017","Schleswig-Holstein","secondary school degree","99","1","1","1"
"Yes","2017","Schleswig-Holstein","college entrance qualification","119","1","1","1"
"Yes","2017","Schleswig-Holstein","Other degree","46","1","1","1"
"Yes","2017","Schleswig-Holstein","no degree/no degree yet","18","","",""
"Yes","2017","Hamburg","lower secondary degree","18","","",""
"Yes","2017","Hamburg","secondary school degree","22","","",""
"Yes","2017","Hamburg","college entrance qualification","91","1","1","1"
"Yes","2017","Hamburg","Other degree","37","1","1","1"
"Yes","2017","Hamburg","no degree/no degree yet","7","","",""
"Yes","2017","Lower Saxony","lower secondary degree","165","1","1","1"
"Yes","2017","Lower Saxony","secondary school degree","301","1","1","1"
"Yes","2017","Lower Saxony","college entrance qualification","367","1","1","1"
"Yes","2017","Lower Saxony","Other degree","124","1","1","1"
"Yes","2017","Lower Saxony","no degree/no degree yet","57","1","1","1"
"Yes","2017","Bremen","lower secondary degree","10","","",""
"Yes","2017","Bremen","secondary school degree","14","","",""
"Yes","2017","Bremen","college entrance qualification","33","1","1","1"
"Yes","2017","Bremen","Other degree","16","","",""
"Yes","2017","Bremen","no degree/no degree yet","6","","",""
"Yes","2017","North Rhine-Westphalia","lower secondary degree","332","1","1","1"
"Yes","2017","North Rhine-Westphalia","secondary school degree","411","1","1","1"
"Yes","2017","North Rhine-Westphalia","college entrance qualification","819","1","1","1"
"Yes","2017","North Rhine-Westphalia","Other degree","365","1","1","1"
"Yes","2017","North Rhine-Westphalia","no degree/no degree yet","147","1","1","1"
"Yes","2017","Hesse","lower secondary degree","82","1","1","1"
"Yes","2017","Hesse","secondary school degree","146","1","1","1"
"Yes","2017","Hesse","college entrance qualification","293","1","1","1"
"Yes","2017","Hesse","Other degree","118","1","1","1"
"Yes","2017","Hesse","no degree/no degree yet","35","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","lower secondary degree","141","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","secondary school degree","125","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","college entrance qualification","178","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Other degree","133","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","28","","",""
"Yes","2017","Baden-Württemberg","lower secondary degree","208","1","1","1"
"Yes","2017","Baden-Württemberg","secondary school degree","327","1","1","1"
"Yes","2017","Baden-Württemberg","college entrance qualification","496","1","1","1"
"Yes","2017","Baden-Württemberg","Other degree","200","1","1","1"
"Yes","2017","Baden-Württemberg","no degree/no degree yet","38","1","1","1"
"Yes","2017","Bavaria","lower secondary degree","355","1","1","1"
"Yes","2017","Bavaria","secondary school degree","416","1","1","1"
"Yes","2017","Bavaria","college entrance qualification","515","1","1","1"
"Yes","2017","Bavaria","Other degree","323","1","1","1"
"Yes","2017","Bavaria","no degree/no degree yet","59","1","1","1"
"Yes","2017","Berlin","lower secondary degree","39","1","1","1"
"Yes","2017","Berlin","secondary school degree","70","1","1","1"
"Yes","2017","Berlin","college entrance qualification","165","1","1","1"
"Yes","2017","Berlin","Other degree","57","1","1","1"
"Yes","2017","Berlin","no degree/no degree yet","12","","",""
"Yes","2017","Brandenburg","lower secondary degree","41","1","1","1"
"Yes","2017","Brandenburg","secondary school degree","145","1","1","1"
"Yes","2017","Brandenburg","college entrance qualification","108","1","1","1"
"Yes","2017","Brandenburg","Other degree","25","","",""
"Yes","2017","Brandenburg","no degree/no degree yet","11","","",""
"Yes","2017","Mecklenburg-Western Pomerania","lower secondary degree","28","","",""
"Yes","2017","Mecklenburg-Western Pomerania","secondary school degree","96","1","1","1"
"Yes","2017","Mecklenburg-Western Pomerania","college entrance qualification","61","1","1","1"
"Yes","2017","Mecklenburg-Western Pomerania","Other degree","10","","",""
"Yes","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","15","","",""
"Yes","2017","Saxony","lower secondary degree","62","1","1","1"
"Yes","2017","Saxony","secondary school degree","275","1","1","1"
"Yes","2017","Saxony","college entrance qualification","190","1","1","1"
"Yes","2017","Saxony","Other degree","20","","",""
"Yes","2017","Saxony","no degree/no degree yet","19","","",""
"Yes","2017","Saxony-Anhalt","lower secondary degree","35","1","1","1"
"Yes","2017","Saxony-Anhalt","secondary school degree","135","1","1","1"
"Yes","2017","Saxony-Anhalt","college entrance qualification","90","1","1","1"
"Yes","2017","Saxony-Anhalt","Other degree","25","","",""
"Yes","2017","Saxony-Anhalt","no degree/no degree yet","14","","",""
"Yes","2017","Thuringia","lower secondary degree","39","1","1","1"
"Yes","2017","Thuringia","secondary school degree","145","1","1","1"
"Yes","2017","Thuringia","college entrance qualification","109","1","1","1"
"Yes","2017","Thuringia","Other degree","41","1","1","1"
"Yes","2017","Thuringia","no degree/no degree yet","7","","",""
"Yes","2018","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2018","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2018","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2018","Schleswig-Holstein","Other degree","","","",""
"Yes","2018","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2018","Hamburg","lower secondary degree","","","",""
"Yes","2018","Hamburg","secondary school degree","","","",""
"Yes","2018","Hamburg","college entrance qualification","","","",""
"Yes","2018","Hamburg","Other degree","","","",""
"Yes","2018","Hamburg","no degree/no degree yet","","","",""
"Yes","2018","Lower Saxony","lower secondary degree","","","",""
"Yes","2018","Lower Saxony","secondary school degree","","","",""
"Yes","2018","Lower Saxony","college entrance qualification","","","",""
"Yes","2018","Lower Saxony","Other degree","","","",""
"Yes","2018","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2018","Bremen","lower secondary degree","","","",""
"Yes","2018","Bremen","secondary school degree","","","",""
"Yes","2018","Bremen","college entrance qualification","","","",""
"Yes","2018","Bremen","Other degree","","","",""
"Yes","2018","Bremen","no degree/no degree yet","","","",""
"Yes","2018","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2018","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2018","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2018","North Rhine-Westphalia","Other degree","","","",""
"Yes","2018","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2018","Hesse","lower secondary degree","","","",""
"Yes","2018","Hesse","secondary school degree","","","",""
"Yes","2018","Hesse","college entrance qualification","","","",""
"Yes","2018","Hesse","Other degree","","","",""
"Yes","2018","Hesse","no degree/no degree yet","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2018","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2018","Baden-Württemberg","secondary school degree","","","",""
"Yes","2018","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2018","Baden-Württemberg","Other degree","","","",""
"Yes","2018","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2018","Bavaria","lower secondary degree","","","",""
"Yes","2018","Bavaria","secondary school degree","","","",""
"Yes","2018","Bavaria","college entrance qualification","","","",""
"Yes","2018","Bavaria","Other degree","","","",""
"Yes","2018","Bavaria","no degree/no degree yet","","","",""
"Yes","2018","Berlin","lower secondary degree","","","",""
"Yes","2018","Berlin","secondary school degree","","","",""
"Yes","2018","Berlin","college entrance qualification","","","",""
"Yes","2018","Berlin","Other degree","","","",""
"Yes","2018","Berlin","no degree/no degree yet","","","",""
"Yes","2018","Brandenburg","lower secondary degree","","","",""
"Yes","2018","Brandenburg","secondary school degree","","","",""
"Yes","2018","Brandenburg","college entrance qualification","","","",""
"Yes","2018","Brandenburg","Other degree","","","",""
"Yes","2018","Brandenburg","no degree/no degree yet","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2018","Saxony","lower secondary degree","","","",""
"Yes","2018","Saxony","secondary school degree","","","",""
"Yes","2018","Saxony","college entrance qualification","","","",""
"Yes","2018","Saxony","Other degree","","","",""
"Yes","2018","Saxony","no degree/no degree yet","","","",""
"Yes","2018","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2018","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2018","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2018","Saxony-Anhalt","Other degree","","","",""
"Yes","2018","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2018","Thuringia","lower secondary degree","","","",""
"Yes","2018","Thuringia","secondary school degree","","","",""
"Yes","2018","Thuringia","college entrance qualification","","","",""
"Yes","2018","Thuringia","Other degree","","","",""
"Yes","2018","Thuringia","no degree/no degree yet","","","",""
"Yes","2019","Schleswig-Holstein","lower secondary degree","62","1","1","1"
"Yes","2019","Schleswig-Holstein","secondary school degree","100","1","1","1"
"Yes","2019","Schleswig-Holstein","college entrance qualification","122","1","1","1"
"Yes","2019","Schleswig-Holstein","Other degree","29","","",""
"Yes","2019","Schleswig-Holstein","no degree/no degree yet","16","","",""
"Yes","2019","Hamburg","lower secondary degree","24","","",""
"Yes","2019","Hamburg","secondary school degree","40","1","1","1"
"Yes","2019","Hamburg","college entrance qualification","87","1","1","1"
"Yes","2019","Hamburg","Other degree","33","1","1","1"
"Yes","2019","Hamburg","no degree/no degree yet","10","","",""
"Yes","2019","Lower Saxony","lower secondary degree","135","1","1","1"
"Yes","2019","Lower Saxony","secondary school degree","231","1","1","1"
"Yes","2019","Lower Saxony","college entrance qualification","348","1","1","1"
"Yes","2019","Lower Saxony","Other degree","76","1","1","1"
"Yes","2019","Lower Saxony","no degree/no degree yet","46","1","1","1"
"Yes","2019","Bremen","lower secondary degree","11","","",""
"Yes","2019","Bremen","secondary school degree","19","","",""
"Yes","2019","Bremen","college entrance qualification","30","1","1","1"
"Yes","2019","Bremen","Other degree","15","","",""
"Yes","2019","Bremen","no degree/no degree yet","10","","",""
"Yes","2019","North Rhine-Westphalia","lower secondary degree","259","1","1","1"
"Yes","2019","North Rhine-Westphalia","secondary school degree","354","1","1","1"
"Yes","2019","North Rhine-Westphalia","college entrance qualification","760","1","1","1"
"Yes","2019","North Rhine-Westphalia","Other degree","262","1","1","1"
"Yes","2019","North Rhine-Westphalia","no degree/no degree yet","114","1","1","1"
"Yes","2019","Hesse","lower secondary degree","58","1","1","1"
"Yes","2019","Hesse","secondary school degree","99","1","1","1"
"Yes","2019","Hesse","college entrance qualification","285","1","1","1"
"Yes","2019","Hesse","Other degree","60","1","1","1"
"Yes","2019","Hesse","no degree/no degree yet","29","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","lower secondary degree","99","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","secondary school degree","96","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","college entrance qualification","167","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Other degree","107","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","no degree/no degree yet","31","1","1","1"
"Yes","2019","Baden-Württemberg","lower secondary degree","112","1","1","1"
"Yes","2019","Baden-Württemberg","secondary school degree","247","1","1","1"
"Yes","2019","Baden-Württemberg","college entrance qualification","402","1","1","1"
"Yes","2019","Baden-Württemberg","Other degree","142","1","1","1"
"Yes","2019","Baden-Württemberg","no degree/no degree yet","34","1","1","1"
"Yes","2019","Bavaria","lower secondary degree","280","1","1","1"
"Yes","2019","Bavaria","secondary school degree","350","1","1","1"
"Yes","2019","Bavaria","college entrance qualification","499","1","1","1"
"Yes","2019","Bavaria","Other degree","202","1","1","1"
"Yes","2019","Bavaria","no degree/no degree yet","45","1","1","1"
"Yes","2019","Berlin","lower secondary degree","20","","",""
"Yes","2019","Berlin","secondary school degree","49","1","1","1"
"Yes","2019","Berlin","college entrance qualification","173","1","1","1"
"Yes","2019","Berlin","Other degree","44","1","1","1"
"Yes","2019","Berlin","no degree/no degree yet","9","","",""
"Yes","2019","Brandenburg","lower secondary degree","26","","",""
"Yes","2019","Brandenburg","secondary school degree","142","1","1","1"
"Yes","2019","Brandenburg","college entrance qualification","107","1","1","1"
"Yes","2019","Brandenburg","Other degree","28","","",""
"Yes","2019","Brandenburg","no degree/no degree yet","7","","",""
"Yes","2019","Mecklenburg-Western Pomerania","lower secondary degree","21","","",""
"Yes","2019","Mecklenburg-Western Pomerania","secondary school degree","71","1","1","1"
"Yes","2019","Mecklenburg-Western Pomerania","college entrance qualification","62","1","1","1"
"Yes","2019","Mecklenburg-Western Pomerania","Other degree","7","","",""
"Yes","2019","Mecklenburg-Western Pomerania","no degree/no degree yet","8","","",""
"Yes","2019","Saxony","lower secondary degree","38","1","1","1"
"Yes","2019","Saxony","secondary school degree","243","1","1","1"
"Yes","2019","Saxony","college entrance qualification","175","1","1","1"
"Yes","2019","Saxony","Other degree","13","","",""
"Yes","2019","Saxony","no degree/no degree yet","15","","",""
"Yes","2019","Saxony-Anhalt","lower secondary degree","22","","",""
"Yes","2019","Saxony-Anhalt","secondary school degree","95","1","1","1"
"Yes","2019","Saxony-Anhalt","college entrance qualification","81","1","1","1"
"Yes","2019","Saxony-Anhalt","Other degree","19","","",""
"Yes","2019","Saxony-Anhalt","no degree/no degree yet","7","","",""
"Yes","2019","Thuringia","lower secondary degree","31","1","1","1"
"Yes","2019","Thuringia","secondary school degree","125","1","1","1"
"Yes","2019","Thuringia","college entrance qualification","95","1","1","1"
"Yes","2019","Thuringia","Other degree","29","","",""
"Yes","2019","Thuringia","no degree/no degree yet","4","","",""
