"ple0024","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Urban Area","West Germany","6277","0.381212643909384","0.373493548605981","0.388931739212787","1"
"Yes","2017","Rural Area","West Germany","2315","0.338002990997462","0.325751955879844","0.350254026115081","1"
"No","2018","Urban Area","West Germany","","","","","2"
"No","2018","Urban Area","East Germany","","","","","2"
"No","2018","Rural Area","West Germany","","","","","2"
"No","2018","Rural Area","East Germany","","","","","2"
"Yes","2018","Urban Area","West Germany","","","","","1"
"Yes","2018","Urban Area","East Germany","","","","","1"
"Yes","2018","Rural Area","East Germany","","","","","1"
"Yes","2018","Rural Area","West Germany","","","","","1"
"No","2019","Urban Area","West Germany","8802","0.658752078364636","0.650845290412911","0.666658866316362","2"
"No","2019","Urban Area","East Germany","1014","0.668887121793612","0.645197237266985","0.692577006320239","2"
"No","2019","Rural Area","West Germany","3348","0.689331675412486","0.67681855389706","0.701844796927911","2"
"No","2019","Rural Area","East Germany","2505","0.725671743636968","0.7110337958073","0.740309691466636","2"
"Yes","2019","Rural Area","East Germany","1064","0.274328256363032","0.259690308533364","0.2889662041927","1"
"Yes","2019","Rural Area","West Germany","1906","0.310668324587514","0.298155203072089","0.32318144610294","1"
"Yes","2019","Urban Area","West Germany","5011","0.341247921635364","0.333341133683639","0.349154709587089","1"
"Yes","2019","Urban Area","East Germany","502","0.331112878206388","0.307422993679761","0.354802762733015","1"
