"ple0024","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","239","0.46761677108377","0.42435593951477","0.51087760265277"
"Yes","2009","Hamburg","120","0.415538346634017","0.356536682792503","0.474540010475531"
"Yes","2009","Lower Saxony","747","0.44594428030173","0.421746607279563","0.470141953323898"
"Yes","2009","Bremen","66","0.460417148559568","0.370102130105969","0.550732167013167"
"Yes","2009","North Rhine-Westphalia","1862","0.509402753474476","0.493040762616457","0.525764744332494"
"Yes","2009","Hesse","559","0.46074401825003","0.432611942669696","0.488876093830364"
"Yes","2009","Rhineland-Palatinate,Saarland","490","0.486955607757635","0.456053562916226","0.517857652599043"
"Yes","2009","Baden-Württemberg","1175","0.52792374290796","0.506500628093401","0.549346857722519"
"Yes","2009","Bavaria","1306","0.494815323393011","0.475537921969194","0.514092724816829"
"Yes","2009","Berlin","280","0.396278285927524","0.359158649811505","0.433397922043542"
"Yes","2009","Brandenburg","359","0.479833608563831","0.444862730594598","0.514804486533065"
"Yes","2009","Mecklenburg-Western Pomerania","222","0.410548250625005","0.366026943853606","0.455069557396405"
"Yes","2009","Saxony","629","0.458984611693624","0.43243225556148","0.485536967825768"
"Yes","2009","Saxony-Anhalt","353","0.436347620603305","0.401019370224741","0.47167587098187"
"Yes","2009","Thuringia","404","0.499232704799864","0.464820923282366","0.533644486317361"
"No","2009","Schleswig-Holstein","272","0.53238322891623","0.48912239734723","0.57564406048523"
"No","2009","Hamburg","148","0.584461653365983","0.525459989524469","0.643463317207497"
"No","2009","Lower Saxony","874","0.55405571969827","0.529858046676102","0.578253392720437"
"No","2009","Bremen","51","0.539582851440432","0.449267832986833","0.629897869894031"
"No","2009","North Rhine-Westphalia","1724","0.490597246525524","0.474235255667506","0.506959237383543"
"No","2009","Hesse","647","0.53925598174997","0.511123906169636","0.567388057330304"
"No","2009","Rhineland-Palatinate,Saarland","515","0.513044392242365","0.482142347400957","0.543946437083774"
"No","2009","Baden-Württemberg","911","0.47207625709204","0.450653142277481","0.493499371906599"
"No","2009","Bavaria","1278","0.505184676606989","0.485907275183171","0.524462078030806"
"No","2009","Berlin","387","0.603721714072476","0.566602077956458","0.640841350188495"
"No","2009","Brandenburg","425","0.520166391436169","0.485195513466935","0.555137269405402"
"No","2009","Mecklenburg-Western Pomerania","247","0.589451749374995","0.544930442603595","0.633973056146394"
"No","2009","Saxony","724","0.541015388306376","0.514463032174232","0.56756774443852"
"No","2009","Saxony-Anhalt","404","0.563652379396695","0.52832412901813","0.598980629775259"
"No","2009","Thuringia","407","0.500767295200136","0.466355513682639","0.535179076717634"
"Yes","2010","Schleswig-Holstein","","","",""
"Yes","2010","Hamburg","","","",""
"Yes","2010","Lower Saxony","","","",""
"Yes","2010","Bremen","","","",""
"Yes","2010","North Rhine-Westphalia","","","",""
"Yes","2010","Hesse","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","","","",""
"Yes","2010","Baden-Württemberg","","","",""
"Yes","2010","Bavaria","","","",""
"Yes","2010","Berlin","","","",""
"Yes","2010","Brandenburg","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","","","",""
"Yes","2010","Saxony","","","",""
"Yes","2010","Saxony-Anhalt","","","",""
"Yes","2010","Thuringia","","","",""
"No","2010","Schleswig-Holstein","","","",""
"No","2010","Hamburg","","","",""
"No","2010","Lower Saxony","","","",""
"No","2010","Bremen","","","",""
"No","2010","North Rhine-Westphalia","","","",""
"No","2010","Hesse","","","",""
"No","2010","Rhineland-Palatinate,Saarland","","","",""
"No","2010","Baden-Württemberg","","","",""
"No","2010","Bavaria","","","",""
