"ple0024","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","Not Employed","73","0.336536636898111","0.27352135788098","0.399551915915241"
"Yes","2009","Schleswig-Holstein","Employed","166","0.559160211556993","0.50250425114599","0.615816171967995"
"Yes","2009","Hamburg","Not Employed","41","0.324531871216742","0.235818862190117","0.413244880243366"
"Yes","2009","Hamburg","Employed","79","0.476561468810352","0.399412973491234","0.553709964129471"
"Yes","2009","Lower Saxony","Not Employed","191","0.264886254135224","0.230537543067581","0.299234965202866"
"Yes","2009","Lower Saxony","Employed","556","0.563739490167558","0.532800816252102","0.594678164083014"
"Yes","2009","Bremen","Not Employed","21","","",""
"Yes","2009","Bremen","Employed","45","0.597200352545216","0.477967487071164","0.716433218019268"
"Yes","2009","North Rhine-Westphalia","Not Employed","495","0.338700149804016","0.313820308984789","0.363579990623242"
"Yes","2009","North Rhine-Westphalia","Employed","1367","0.622984599410009","0.602714768587392","0.643254430232627"
"Yes","2009","Hesse","Not Employed","121","0.283763723700183","0.240337255084321","0.327190192316045"
"Yes","2009","Hesse","Employed","438","0.555855856851879","0.521251676805482","0.590460036898276"
"Yes","2009","Rhineland-Palatinate,Saarland","Not Employed","152","0.379167746738543","0.331321004553646","0.42701448892344"
"Yes","2009","Rhineland-Palatinate,Saarland","Employed","338","0.557257354264411","0.517840064872398","0.596674643656424"
"Yes","2009","Baden-Württemberg","Not Employed","302","0.364728584114778","0.329810434728634","0.399646733500922"
"Yes","2009","Baden-Württemberg","Employed","873","0.617076068420454","0.591203243313535","0.642948893527373"
"Yes","2009","Bavaria","Not Employed","294","0.314232374191732","0.283971753727914","0.34449299465555"
"Yes","2009","Bavaria","Employed","1012","0.589307995225299","0.565783368506733","0.612832621943865"
"Yes","2009","Berlin","Not Employed","59","0.218694390582223","0.166506605794892","0.270882175369554"
"Yes","2009","Berlin","Employed","221","0.49840994867256","0.450929906090912","0.545889991254207"
"Yes","2009","Brandenburg","Not Employed","112","0.342877810376738","0.293360905030572","0.392394715722904"
"Yes","2009","Brandenburg","Employed","247","0.594710308680903","0.54836081781003","0.641059799551777"
"Yes","2009","Mecklenburg-Western Pomerania","Not Employed","60","0.292360937510529","0.228356100170615","0.356365774850443"
"Yes","2009","Mecklenburg-Western Pomerania","Employed","162","0.491582915973034","0.432496152398393","0.550669679547675"
"Yes","2009","Saxony","Not Employed","139","0.240802796812161","0.204297923419473","0.277307670204849"
"Yes","2009","Saxony","Employed","490","0.611650873194533","0.578413933133579","0.644887813255486"
"Yes","2009","Saxony-Anhalt","Not Employed","81","0.286592868672855","0.235254581860329","0.337931155485381"
"Yes","2009","Saxony-Anhalt","Employed","272","0.56815926217374","0.522844615470627","0.613473908876852"
"Yes","2009","Thuringia","Not Employed","114","0.315183005145192","0.266990151412508","0.363375858877875"
"Yes","2009","Thuringia","Employed","290","0.630092278104374","0.58568348792465","0.674501068284098"
"No","2009","Schleswig-Holstein","Not Employed","143","0.663463363101889","0.600448084084759","0.72647864211902"
"No","2009","Schleswig-Holstein","Employed","129","0.440839788443007","0.384183828032005","0.49749574885401"
"No","2009","Hamburg","Not Employed","66","0.675468128783258","0.586755119756634","0.764181137809883"
"No","2009","Hamburg","Employed","82","0.523438531189648","0.446290035870529","0.600587026508766"
"No","2009","Lower Saxony","Not Employed","443","0.735113745864776","0.700765034797134","0.769462456932419"
"No","2009","Lower Saxony","Employed","431","0.436260509832442","0.405321835916985","0.467199183747898"
"No","2009","Bremen","Not Employed","31","0.644428758591832","0.514322799108766","0.774534718074898"
"No","2009","Bremen","Employed","20","","",""
"No","2009","North Rhine-Westphalia","Not Employed","895","0.661299850195984","0.636420009376758","0.686179691015211"
"No","2009","North Rhine-Westphalia","Employed","829","0.377015400589991","0.356745569767373","0.397285231412608"
"No","2009","Hesse","Not Employed","293","0.716236276299817","0.672809807683955","0.759662744915679"
"No","2009","Hesse","Employed","354","0.444144143148121","0.409539963101724","0.478748323194518"
"No","2009","Rhineland-Palatinate,Saarland","Not Employed","243","0.620832253261457","0.57298551107656","0.668678995446354"
"No","2009","Rhineland-Palatinate,Saarland","Employed","272","0.442742645735589","0.403325356343576","0.482159935127602"
"No","2009","Baden-Württemberg","Not Employed","428","0.635271415885222","0.600353266499078","0.670189565271365"
"No","2009","Baden-Württemberg","Employed","483","0.382923931579546","0.357051106472627","0.408796756686465"
"No","2009","Bavaria","Not Employed","610","0.685767625808268","0.65550700534445","0.716028246272086"
"No","2009","Bavaria","Employed","668","0.410692004774701","0.387167378056135","0.434216631493267"
"No","2009","Berlin","Not Employed","182","0.781305609417777","0.729117824630446","0.833493394205108"
"No","2009","Berlin","Employed","205","0.501590051327441","0.454110008745793","0.549070093909088"
"No","2009","Brandenburg","Not Employed","241","0.657122189623262","0.607605284277096","0.706639094969428"
"No","2009","Brandenburg","Employed","184","0.405289691319097","0.358940200448223","0.45163918218997"
"No","2009","Mecklenburg-Western Pomerania","Not Employed","134","0.707639062489471","0.643634225149557","0.771643899829386"
"No","2009","Mecklenburg-Western Pomerania","Employed","113","0.508417084026966","0.449330320452325","0.567503847601607"
"No","2009","Saxony","Not Employed","388","0.759197203187839","0.722692329795151","0.795702076580527"
"No","2009","Saxony","Employed","336","0.388349126805467","0.355112186744513","0.421586066866421"
"No","2009","Saxony-Anhalt","Not Employed","217","0.713407131327145","0.662068844514619","0.764745418139671"
"No","2009","Saxony-Anhalt","Employed","187","0.43184073782626","0.386526091123148","0.477155384529373"
"No","2009","Thuringia","Not Employed","243","0.684816994854808","0.636624141122125","0.733009848587492"
"No","2009","Thuringia","Employed","164","0.369907721895626","0.325498931715902","0.41431651207535"
"Yes","2010","Schleswig-Holstein","Not Employed","","","",""
"Yes","2010","Schleswig-Holstein","Employed","","","",""
"Yes","2010","Hamburg","Not Employed","","","",""
"Yes","2010","Hamburg","Employed","","","",""
"Yes","2010","Lower Saxony","Not Employed","","","",""
"Yes","2010","Lower Saxony","Employed","","","",""
"Yes","2010","Bremen","Not Employed","","","",""
"Yes","2010","Bremen","Employed","","","",""
"Yes","2010","North Rhine-Westphalia","Not Employed","","","",""
"Yes","2010","North Rhine-Westphalia","Employed","","","",""
"Yes","2010","Hesse","Not Employed","","","",""
"Yes","2010","Hesse","Employed","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Employed","","","",""
"Yes","2010","Baden-Württemberg","Not Employed","","","",""
"Yes","2010","Baden-Württemberg","Employed","","","",""
"Yes","2010","Bavaria","Not Employed","","","",""
"Yes","2010","Bavaria","Employed","","","",""
"Yes","2010","Berlin","Not Employed","","","",""
"Yes","2010","Berlin","Employed","","","",""
"Yes","2010","Brandenburg","Not Employed","","","",""
"Yes","2010","Brandenburg","Employed","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
