"ple0024","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Lower Saxony","Couple + C. GT 16 ","109","0.402278385212703","0.342788837516918","0.461767932908488","2"
"No","2009","Schleswig-Holstein","Single parent ","15","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. LE 16 ","28","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. GT 16 ","30","0.376439107812673","0.26751397516662","0.485364240458726","2"
"No","2009","Berlin","Couple + C. LE and GT 16","5","","","","2"
"No","2009","Brandenburg","1-pers.-HH","85","0.558562036077105","0.473529919298541","0.64359415285567","2"
"No","2009","Brandenburg","(Married) couple without C. ","217","0.68274655718293","0.631674226092172","0.733818888273687","2"
"No","2009","Brandenburg","Couple + C. LE 16 ","31","0.35702578489799","0.26264641718398","0.451405152611999","2"
"No","2009","Hamburg","Couple + C. LE and GT 16","10","","","","2"
"No","2009","Brandenburg","Single parent ","10","","","","2"
"No","2009","Schleswig-Holstein","(Married) couple without C. ","134","0.654289954010468","0.59011759722797","0.718462310792966","2"
"No","2009","Lower Saxony","Single parent ","26","","","","2"
"No","2009","Lower Saxony","Couple + C. LE 16 ","117","0.390380828095726","0.333941648592672","0.446820007598779","2"
"No","2009","Berlin","Single parent ","24","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. LE and GT 16","11","","","","2"
"No","2009","Saxony","1-pers.-HH","132","0.568148210234138","0.501627562005321","0.634668858462955","2"
"No","2009","Saxony","(Married) couple without C. ","365","0.708648820363369","0.670253271706751","0.747044369019988","2"
"No","2009","Schleswig-Holstein","1-pers.-HH","53","0.565819436347758","0.466150365804507","0.665488506891009","2"
"No","2009","Hamburg","1-pers.-HH","48","0.649931707935172","0.544748891430623","0.75511452443972","2"
"No","2009","Hamburg","(Married) couple without C. ","61","0.603661988326152","0.509199527146732","0.698124449505573","2"
"No","2009","Hamburg","Single parent ","5","","","","2"
"No","2009","Hamburg","Couple + C. LE 16 ","9","","","","2"
"No","2009","Hamburg","Couple + C. GT 16 ","14","","","","2"
"No","2009","Lower Saxony","1-pers.-HH","145","0.610561707264453","0.549125483165449","0.671997931363457","2"
"No","2009","Lower Saxony","(Married) couple without C. ","408","0.669384260754886","0.632234395270581","0.70653412623919","2"
"No","2009","Berlin","Couple + C. LE 16 ","29","","","","2"
"No","2009","Berlin","Couple + C. GT 16 ","41","0.646178623572507","0.543311316177038","0.749045930967976","2"
"No","2009","Brandenburg","Couple + C. GT 16 ","61","0.38811322476862","0.306807092546462","0.469419356990777","2"
"No","2009","Brandenburg","Couple + C. LE and GT 16","13","","","","2"
"No","2009","Mecklenburg-Western Pomerania","1-pers.-HH","46","0.707676135640817","0.60862601874289","0.806726252538743","2"
"No","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","148","0.712450665781142","0.651949681165503","0.772951650396782","2"
"No","2009","Mecklenburg-Western Pomerania","Single parent ","11","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","7","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","21","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","","","2"
"No","2009","Bavaria","Couple + C. LE and GT 16","66","0.321282583319112","0.254883913513627","0.387681253124596","2"
"No","2009","Berlin","1-pers.-HH","112","0.67674403763002","0.606018062940471","0.747470012319568","2"
"No","2009","Berlin","(Married) couple without C. ","172","0.633405655830306","0.575605859378604","0.691205452282007","2"
"No","2009","Lower Saxony","Couple + C. LE and GT 16","45","0.437020560611086","0.346364598179023","0.527676523043148","2"
"No","2009","Bremen","1-pers.-HH","9","","","","2"
"No","2009","Bremen","(Married) couple without C. ","26","","","","2"
