"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","8.08","8","2265","5","7","10","10","10","7.99","8.17","0","10","8","8"
"1985","Urban Area","7.77","8","8711","5","7","10","10","10","7.72","7.82","0","10","8","8"
"1986","Rural Area","7.97","8","2174","5","7","10","10","10","7.88","8.06","0","10","8","8"
"1986","Urban Area","7.72","8","8411","5","7","10","10","10","7.67","7.77","0","10","8","8"
"1987","Rural Area","8.03","8","1844","5","7","10","10","10","7.94","8.12","0","10","8","8"
"1987","Urban Area","7.85","8","6098","5","7","10","10","10","7.8","7.9","0","10","8","8"
"1988","Rural Area","7.92","8","2013","5","7","10","10","10","7.83","8.01","0","10","8","8"
"1988","Urban Area","7.68","8","7965","5","7","9","10","10","7.63","7.73","0","10","8","8"
"1989","Rural Area","7.87","8","1913","5","7","10","10","10","7.77","7.97","0","10","8","8"
"1989","Urban Area","7.67","8","7739","5","7","9","10","10","7.62","7.72","0","10","8","8"
"1990","Rural Area","7.52","8","4706","4","6","9","10","10","7.45","7.59","0","10","8","8"
"1990","Urban Area","7.51","8","9094","5","6","9","10","10","7.46","7.56","0","10","8","8"
"1991","Rural Area","7.52","8","4633","5","6","9","10","10","7.45","7.59","0","10","8","8"
"1991","Urban Area","7.57","8","8899","5","6","9","10","10","7.52","7.62","0","10","8","8"
"1992","Rural Area","7.42","8","4414","4","6","9","10","10","7.35","7.49","0","10","8","8"
"1992","Urban Area","7.48","8","8769","5","6","9","10","10","7.43","7.53","0","10","8","8"
"1993","Rural Area","7.45","8","4370","4","6","9","10","10","7.38","7.52","0","10","8","8"
"1993","Urban Area","7.53","8","8724","5","6","9","10","10","7.48","7.58","0","10","8","8"
"1994","Rural Area","7.52","8","4291","5","6","9","10","10","7.45","7.59","0","10","8","8"
"1994","Urban Area","7.54","8","8570","5","6","9","10","10","7.49","7.59","0","10","8","8"
"1995","Rural Area","7.48","8","4426","5","6","9","10","10","7.41","7.55","0","10","8","8"
"1995","Urban Area","7.47","8","8806","5","6","9","10","10","7.42","7.52","0","10","8","8"
"1996","Rural Area","7.56","8","4407","5","7","9","10","10","7.5","7.62","0","10","8","8"
"1996","Urban Area","7.51","8","8633","5","6","9","10","10","7.46","7.56","0","10","8","8"
"1997","Rural Area","7.48","8","4328","5","6","9","10","10","7.42","7.54","0","10","8","8"
