"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","7.91","8","12153","5","7","10","10","10","7.86","7.96","0","10","8","8"
"1985","7.85","8","10976","5","7","10","10","10","7.81","7.89","0","10","8","8"
"1986","7.78","8","10585","5","7","10","10","10","7.74","7.82","0","10","8","8"
"1987","7.9","8","7942","5","7","10","10","10","7.85","7.95","0","10","8","8"
"1988","7.74","8","9978","5","7","9","10","10","7.7","7.78","0","10","8","8"
"1989","7.71","8","9652","5","7","9","10","10","7.67","7.75","0","10","8","8"
"1990","7.51","8","13887","4","6","9","10","10","7.47","7.55","0","10","8","8"
"1991","7.55","8","13621","5","6","9","10","10","7.51","7.59","0","10","8","8"
"1992","7.46","8","13301","5","6","9","10","10","7.42","7.5","0","10","8","8"
"1993","7.51","8","13094","5","6","9","10","10","7.47","7.55","0","10","8","8"
"1994","7.53","8","12861","5","6","9","10","10","7.49","7.57","0","10","8","8"
"1995","7.47","8","13232","5","6","9","10","10","7.43","7.51","0","10","8","8"
"1996","7.52","8","13041","5","7","9","10","10","7.48","7.56","0","10","8","8"
"1997","7.48","8","12803","5","6","9","10","10","7.44","7.52","0","10","8","8"
"1998","7.58","8","14188","5","7","9","10","10","7.55","7.61","0","10","8","8"
"1999","7.62","8","13650","5","7","9","10","10","7.59","7.65","0","10","8","8"
"2000","7.74","8","24095","5","7","9","10","10","7.71","7.77","0","10","8","8"
"2001","7.75","8","21908","5","7","9","10","10","7.72","7.78","0","10","8","8"
"2002","7.66","8","22994","5","7","9","10","10","7.64","7.68","0","10","8","8"
"2003","7.67","8","22182","5","7","9","10","10","7.64","7.7","0","10","8","8"
"2004","7.74","8","21574","5","7","9","10","10","7.72","7.76","0","10","8","8"
"2005","7.68","8","20676","5","7","9","10","10","7.65","7.71","0","10","8","8"
"2006","7.65","8","21953","5","7","9","10","10","7.63","7.67","0","10","8","8"
"2007","7.68","8","20502","5","7","9","10","10","7.66","7.7","0","10","8","8"
"2008","7.81","8","19347","5","7","9","10","10","7.79","7.83","0","10","8","8"
"2009","7.72","8","18036","5","7","9","10","10","7.69","7.75","0","10","8","8"
"2010","7.7","8","23977","5","7","9","10","10","7.67","7.73","0","10","8","8"
"2011","7.76","8","25833","5","7","9","10","10","7.74","7.78","0","10","8","8"
"2012","7.79","8","26458","5","7","9","10","10","7.77","7.81","0","10","8","8"
"2013","7.81","8","30682","5","7","9","10","10","7.79","7.83","0","10","8","8"
"2014","7.84","8","27115","5","7","9","10","10","7.82","7.86","0","10","8","8"
"2015","7.87","8","25058","5","7","9","10","10","7.85","7.89","0","10","8","8"
"2016","7.88","8","24203","5","7","9","10","10","7.86","7.9","0","10","8","8"
"2017","7.85","8","26496","5","7","9","10","10","7.83","7.87","0","10","8","8"
"2018","7.83","8","25628","5","7","9","10","10","7.81","7.85","0","10","8","8"
"2019","7.91","8","25784","5","7","9","10","10","7.89","7.93","0","10","8","8"
