"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1996","Other degree","Female","6.93","8","500","3","5","9","10","6.73","7.13","7","8"
"1996","Other degree","Male","6.89","8","598","3","5","9","10","6.7","7.08","7","8"
"1996","secondary school degree","Female","7.48","8","2031","5","6","9","10","7.38","7.58","8","8"
"1996","secondary school degree","Male","7.36","8","1534","4","6","9","10","7.25","7.47","8","8"
"1997","college entrance qualification","Female","7.47","8","838","5","7","9","10","7.33","7.61","8","8"
"1997","college entrance qualification","Male","7.43","8","1096","5","7","9","10","7.32","7.54","8","8"
"1997","lower secondary degree","Female","7.7","8","2665","5","7","9","10","7.62","7.78","8","8"
"1997","lower secondary degree","Male","7.49","8","2478","5","6","9","10","7.41","7.57","8","8"
"1997","no degree/no degree yet","Female","7.1","8","444","4","6","9","10","6.89","7.31","7","8"
"1997","no degree/no degree yet","Male","6.9","7","357","4","5","9","10","6.66","7.14","7","8"
"1997","Other degree","Female","7.18","8","471","4","6","9","10","6.97","7.39","7","8"
"1997","Other degree","Male","7.03","7.98","547","4","6","9","10","6.84","7.22","7","8"
"1997","secondary school degree","Female","7.45","8","2002","4","6","9","10","7.35","7.55","8","8"
"1997","secondary school degree","Male","7.42","8","1517","5","6","9","10","7.32","7.52","8","8"
"1998","college entrance qualification","Female","7.54","8","984","5","6","9","10","7.41","7.67","8","8"
"1998","college entrance qualification","Male","7.56","8","1214","5","7","9","10","7.45","7.67","8","8"
"1998","lower secondary degree","Female","7.75","8","2898","5","7","9","10","7.68","7.82","8","8"
"1998","lower secondary degree","Male","7.62","8","2713","5","7","9","10","7.54","7.7","8","8"
"1998","no degree/no degree yet","Female","7.02","7","440","4","6","9","10","6.8","7.24","7","8"
"1998","no degree/no degree yet","Male","7.58","8","350","5","6","9","10","7.35","7.81","7","8"
"1998","Other degree","Female","7.26","8","458","3","6","9","10","7.04","7.48","7","8"
"1998","Other degree","Male","7.01","7.16","533","4","6","9","10","6.82","7.2","7","8"
"1998","secondary school degree","Female","7.62","8","2179","5","7","9","10","7.53","7.71","8","8"
"1998","secondary school degree","Male","7.53","8","1682","5","7","9","10","7.44","7.62","8","8"
"1999","college entrance qualification","Female","7.67","8","998","5","7","9","10","7.55","7.79","8","8"
"1999","college entrance qualification","Male","7.56","8","1228","5","7","9","10","7.45","7.67","8","8"
"1999","lower secondary degree","Female","7.84","8","2815","5","7","9","10","7.77","7.91","8","8"
"1999","lower secondary degree","Male","7.6","8","2670","5","7","9","10","7.52","7.68","8","8"
"1999","no degree/no degree yet","Female","7.48","8","416","5","6","9","10","7.27","7.69","7","8"
"1999","no degree/no degree yet","Male","7.38","8","340","5","6","9","10","7.15","7.61","7","8"
"1999","Other degree","Female","7.15","7.45","426","5","6","9","10","6.95","7.35","7","8"
"1999","Other degree","Male","7.19","8","502","4","6","9","10","7","7.38","7","8"
"1999","secondary school degree","Female","7.66","8","2169","5","7","9","10","7.57","7.75","8","8"
"1999","secondary school degree","Male","7.53","8","1670","5","7","9","10","7.44","7.62","8","8"
"2000","college entrance qualification","Female","7.76","8","2147","5","7","9","10","7.68","7.84","8","8"
"2000","college entrance qualification","Male","7.67","8","2569","5","7","9","10","7.6","7.74","8","8"
"2000","lower secondary degree","Female","7.91","8","5144","5","7","10","10","7.86","7.96","8","8"
"2000","lower secondary degree","Male","7.8","8","4798","5","7","9","10","7.74","7.86","8","8"
"2000","no degree/no degree yet","Female","7.58","8","476","4","7","9","10","7.39","7.77","8","8"
"2000","no degree/no degree yet","Male","7.43","8","410","5","6","9","10","7.21","7.65","8","8"
"2000","Other degree","Female","7.34","8","763","4","6","9","10","7.18","7.5","8","8"
"2000","Other degree","Male","7.14","8","772","4","6","9","10","6.98","7.3","7","8"
"2000","secondary school degree","Female","7.76","8","3955","5","7","9","10","7.7","7.82","8","8"
"2000","secondary school degree","Male","7.6","8","3006","5","7","9","10","7.53","7.67","8","8"
"2001","college entrance qualification","Female","7.79","8","2048","5","7","9","10","7.71","7.87","8","8"
"2001","college entrance qualification","Male","7.71","8","2386","5","7","9","10","7.64","7.78","8","8"
"2001","lower secondary degree","Female","7.95","8","4489","5","7","9","10","7.89","8.01","8","8"
"2001","lower secondary degree","Male","7.74","8","4245","5","7","9","10","7.68","7.8","8","8"
"2001","no degree/no degree yet","Female","7.59","8","454","5","7","9","10","7.39","7.79","8","8"
"2001","no degree/no degree yet","Male","7.73","8","400","5","7","9","10","7.53","7.93","8","8"
"2001","Other degree","Female","7.31","8","699","4","6","9","10","7.15","7.47","8","8"
"2001","Other degree","Male","7.09","8","670","4","5","9","10","6.92","7.26","7","8"
"2001","secondary school degree","Female","7.8","8","3646","5","7","9","10","7.73","7.87","8","8"
"2001","secondary school degree","Male","7.64","8","2760","5","7","9","10","7.57","7.71","8","8"
"2002","college entrance qualification","Female","7.76","8","2549","5","7","9","10","7.69","7.83","8","8"
"2002","college entrance qualification","Male","7.66","8","3032","5","7","9","10","7.6","7.72","8","8"
"2002","lower secondary degree","Female","7.79","8","4289","5","7","9","10","7.73","7.85","8","8"
"2002","lower secondary degree","Male","7.64","8","4052","5","7","9","10","7.58","7.7","8","8"
"2002","no degree/no degree yet","Female","7.29","8","465","4","6","9","10","7.09","7.49","8","8"
"2002","no degree/no degree yet","Male","7.62","8","416","5","7","9","10","7.43","7.81","8","8"
"2002","Other degree","Female","7.22","8","683","4","6","9","10","7.06","7.38","8","8"
"2002","Other degree","Male","6.99","7","638","4","5","9","10","6.82","7.16","7","8"
"2002","secondary school degree","Female","7.72","8","3810","5","7","9","10","7.66","7.78","8","8"
"2002","secondary school degree","Male","7.66","8","2867","5","7","9","10","7.59","7.73","8","8"
"2003","college entrance qualification","Female","7.76","8","2521","5","7","9","10","7.69","7.83","8","8"
"2003","college entrance qualification","Male","7.65","8","2908","5","7","9","10","7.59","7.71","8","8"
"2003","lower secondary degree","Female","7.82","8","4070","5","7","9","10","7.76","7.88","8","8"
"2003","lower secondary degree","Male","7.7","8","3857","5","7","9","10","7.64","7.76","8","8"
"2003","no degree/no degree yet","Female","7.38","8","463","4","6","9","10","7.18","7.58","8","8"
"2003","no degree/no degree yet","Male","7.31","8","404","4","6","9","10","7.1","7.52","8","8"
"2003","Other degree","Female","7.42","8","647","5","6","9","10","7.26","7.58","8","8"
"2003","Other degree","Male","7.21","8","600","4","5","9","10","7.04","7.38","7","8"
"2003","secondary school degree","Female","7.68","8","3672","5","7","9","10","7.62","7.74","8","8"
"2003","secondary school degree","Male","7.59","8","2773","5","7","9","10","7.52","7.66","8","8"
"2004","college entrance qualification","Female","7.85","8","2506","5","7","9","10","7.78","7.92","8","8"
"2004","college entrance qualification","Male","7.75","8","2860","5","7","9","10","7.69","7.81","8","8"
"2004","lower secondary degree","Female","7.85","8","3884","5","7","9","10","7.79","7.91","8","8"
"2004","lower secondary degree","Male","7.71","8","3677","5","7","9","10","7.65","7.77","8","8"
"2004","no degree/no degree yet","Female","7.49","8","462","4","6","9","10","7.3","7.68","8","8"
"2004","no degree/no degree yet","Male","7.49","8","415","5","6","9","10","7.29","7.69","8","8"
"2004","Other degree","Female","7.42","8","614","5","6","9","10","7.26","7.58","8","8"
"2004","Other degree","Male","7.32","8","575","4","6","9","10","7.15","7.49","8","8"
"2004","secondary school degree","Female","7.83","8","3580","5","7","9","10","7.77","7.89","8","8"
"2004","secondary school degree","Male","7.7","8","2675","5","7","9","10","7.63","7.77","8","8"
"2005","college entrance qualification","Female","7.71","8","2469","5","7","9","10","7.64","7.78","8","8"
"2005","college entrance qualification","Male","7.66","8","2716","5","7","9","10","7.59","7.73","8","8"
"2005","lower secondary degree","Female","7.9","8","3633","5","7","9","10","7.84","7.96","8","8"
"2005","lower secondary degree","Male","7.63","8","3463","5","7","9","10","7.57","7.69","8","8"
"2005","no degree/no degree yet","Female","7.6","8","464","5","7","9","10","7.41","7.79","8","8"
"2005","no degree/no degree yet","Male","7.65","8","410","5","6","9","10","7.46","7.84","8","8"
"2005","Other degree","Female","7.24","8","590","4","6","9","10","7.07","7.41","8","8"
"2005","Other degree","Male","7.1","8","537","4","6","9","10","6.92","7.28","8","8"
"2005","secondary school degree","Female","7.75","8","3442","5","7","9","10","7.69","7.81","8","8"
"2005","secondary school degree","Male","7.67","8","2571","5","7","9","10","7.6","7.74","8","8"
"2006","college entrance qualification","Female","7.78","8","2686","5","7","9","10","7.71","7.85","8","8"
"2006","college entrance qualification","Male","7.67","8","2925","5","7","9","10","7.61","7.73","8","8"
"2006","lower secondary degree","Female","7.83","8","3895","5","7","9","10","7.77","7.89","8","8"
"2006","lower secondary degree","Male","7.65","8","3706","5","7","9","10","7.59","7.71","8","8"
"2006","no degree/no degree yet","Female","7.03","8","341","4","5","9","10","6.8","7.26","8","8"
"2006","no degree/no degree yet","Male","7.59","8","299","5","6","9","10","7.37","7.81","8","9"
"2006","Other degree","Female","7.17","8","637","4","6","9","10","7","7.34","8","8"
"2006","Other degree","Male","7.09","7.5","559","4","6","9","10","6.92","7.26","8","8"
"2006","secondary school degree","Female","7.8","8","3712","5","7","9","10","7.74","7.86","8","8"
"2006","secondary school degree","Male","7.58","8","2748","5","7","9","10","7.51","7.65","8","8"
"2007","college entrance qualification","Female","7.74","8","2611","5","7","9","10","7.67","7.81","8","8"
"2007","college entrance qualification","Male","7.79","8","2814","5","7","9","10","7.73","7.85","8","8"
"2007","lower secondary degree","Female","7.82","8","3533","5","7","9","10","7.76","7.88","8","8"
"2007","lower secondary degree","Male","7.73","8","3402","5","7","9","10","7.67","7.79","8","8"
"2007","no degree/no degree yet","Female","7.12","8","305","4","6","9","9","6.88","7.36","8","8"
"2007","no degree/no degree yet","Male","7.5","8","241","4","6","9","10","7.25","7.75","8","8"
"2007","Other degree","Female","7.23","8","576","4","6","9","10","7.06","7.4","8","8"
"2007","Other degree","Male","6.98","7","500","4","5","9","10","6.8","7.16","7","8"
"2007","secondary school degree","Female","7.79","8","3479","5","7","9","10","7.73","7.85","8","8"
"2007","secondary school degree","Male","7.58","8","2561","5","7","9","10","7.51","7.65","8","8"
"2008","college entrance qualification","Female","7.93","8","2480","5","7","9","10","7.86","8","8","8"
"2008","college entrance qualification","Male","7.96","8","2660","6","7","9","10","7.9","8.02","8","8"
"2008","lower secondary degree","Female","7.92","8","3306","5","7","9","10","7.86","7.98","8","8"
"2008","lower secondary degree","Male","7.79","8","3171","5","7","9","10","7.73","7.85","8","8"
"2008","no degree/no degree yet","Female","7.5","8","288","4","6","9","10","7.27","7.73","8","8"
"2008","no degree/no degree yet","Male","7.78","8","248","5","7","9","10","7.56","8","8","8"
"2008","Other degree","Female","7.56","8","509","5","6","9","10","7.38","7.74","8","8"
"2008","Other degree","Male","7.16","8","440","4","6","9","10","6.97","7.35","8","8"
"2008","secondary school degree","Female","7.86","8","3299","5","7","9","10","7.8","7.92","8","8"
"2008","secondary school degree","Male","7.73","8","2453","5","7","9","10","7.66","7.8","8","8"
"2009","college entrance qualification","Female","7.71","8","2371","5","7","9","10","7.64","7.78","8","8"
"2009","college entrance qualification","Male","7.75","8","2519","5","7","9","10","7.69","7.81","8","8"
"2009","lower secondary degree","Female","7.99","8","3032","5","7","9","10","7.93","8.05","8","8"
"2009","lower secondary degree","Male","7.73","8","2919","5","7","9","10","7.66","7.8","8","8"
"2009","no degree/no degree yet","Female","7.29","8","231","5","6","9","10","7.02","7.56","8","8"
"2009","no degree/no degree yet","Male","7.53","8","241","5","6","9","10","7.29","7.77","8","9"
"2009","Other degree","Female","7.52","8","437","5","7","9","10","7.34","7.7","8","8"
"2009","Other degree","Male","7.22","7.48","374","5","6","8","10","7.02","7.42","8","8"
"2009","secondary school degree","Female","7.7","8","3118","5","7","9","10","7.64","7.76","8","8"
"2009","secondary school degree","Male","7.61","8","2295","5","7","9","10","7.54","7.68","8","8"
"2010","college entrance qualification","Female","7.74","8","3535","5","7","9","10","7.68","7.8","8","8"
"2010","college entrance qualification","Male","7.8","8","3268","6","7","9","10","7.74","7.86","8","8"
"2010","lower secondary degree","Female","7.83","8","3511","5","7","9","10","7.76","7.9","8","8"
"2010","lower secondary degree","Male","7.78","8","3347","5","7","9","10","7.72","7.84","8","8"
"2010","no degree/no degree yet","Female","7.3","8","392","4","6","9","10","7.03","7.57","8","8"
"2010","no degree/no degree yet","Male","7.65","8","376","5","7","9","10","7.44","7.86","8","8"
"2010","Other degree","Female","7.46","8","868","5","6","9","10","7.3","7.62","8","8"
"2010","Other degree","Male","7.21","7","721","5","6","9","10","7.04","7.38","8","8"
"2010","secondary school degree","Female","7.7","8","4495","5","7","9","10","7.64","7.76","8","8"
"2010","secondary school degree","Male","7.63","8","2951","5","7","9","10","7.56","7.7","8","8"
"2011","college entrance qualification","Female","7.8","8","3870","5","7","9","10","7.74","7.86","8","8"
"2011","college entrance qualification","Male","7.85","8","3477","6","7","9","10","7.8","7.9","8","8"
"2011","lower secondary degree","Female","7.92","8","3771","5","7","9","10","7.85","7.99","8","8"
"2011","lower secondary degree","Male","7.72","8","3514","5","7","9","10","7.66","7.78","8","8"
"2011","no degree/no degree yet","Female","7.32","8","418","4","6","9","10","7.08","7.56","8","8"
"2011","no degree/no degree yet","Male","7.67","8","380","5","6","9","10","7.46","7.88","8","8"
"2011","Other degree","Female","7.4","8","912","5","6","9","10","7.25","7.55","8","8"
"2011","Other degree","Male","7.3","8","731","4","6","9","10","7.14","7.46","8","8"
"2011","secondary school degree","Female","7.76","8","4868","5","7","9","10","7.7","7.82","8","8"
"2011","secondary school degree","Male","7.8","8","3101","5","7","9","10","7.74","7.86","8","8"
"2012","college entrance qualification","Female","7.94","8","3958","6","7","9","10","7.88","8","8","8"
"2012","college entrance qualification","Male","7.91","8","3567","6","7","9","10","7.86","7.96","8","8"
"2012","lower secondary degree","Female","7.9","8","3841","5","7","9","10","7.83","7.97","8","8"
"2012","lower secondary degree","Male","7.74","8","3674","5","7","9","10","7.68","7.8","8","8"
"2012","no degree/no degree yet","Female","7.09","8","448","3","5","9","10","6.86","7.32","8","8"
"2012","no degree/no degree yet","Male","7.84","8","391","5","7","9","10","7.64","8.04","8","9"
"2012","Other degree","Female","7.59","8","987","5","7","9","10","7.45","7.73","8","8"
"2012","Other degree","Male","7.45","8","774","5","6","9","10","7.3","7.6","8","8"
"2012","secondary school degree","Female","7.76","8","4903","5","7","9","10","7.71","7.81","8","8"
"2012","secondary school degree","Male","7.8","8","3245","5","7","9","10","7.74","7.86","8","8"
"2013","college entrance qualification","Female","7.97","8","4225","5","7","9","10","7.91","8.03","8","8"
"2013","college entrance qualification","Male","7.9","8","3865","6","7","9","10","7.85","7.95","8","8"
"2013","lower secondary degree","Female","7.91","8","3944","5","7","9","10","7.84","7.98","8","8"
"2013","lower secondary degree","Male","7.78","8","3831","5","7","9","10","7.72","7.84","8","8"
"2013","no degree/no degree yet","Female","7.33","8","694","4","6","9","10","7.15","7.51","8","8"
"2013","no degree/no degree yet","Male","7.5","8","626","4","6","9","10","7.3","7.7","8","8"
"2013","Other degree","Female","7.65","8","2279","5","7","9","10","7.56","7.74","8","8"
"2013","Other degree","Male","7.44","8","1867","5","6","9","10","7.34","7.54","8","8"
"2013","secondary school degree","Female","7.79","8","5085","5","7","9","10","7.74","7.84","8","8"
"2013","secondary school degree","Male","7.84","8","3407","5","7","9","10","7.78","7.9","8","8"
"2014","college entrance qualification","Female","7.96","8","3856","5","7","9","10","7.9","8.02","8","8"
"2014","college entrance qualification","Male","7.97","8","3580","6","7","9","10","7.92","8.02","8","8"
"2014","lower secondary degree","Female","7.93","8","3527","5","7","9","10","7.86","8","8","8"
"2014","lower secondary degree","Male","7.83","8","3390","5","7","9","10","7.77","7.89","8","8"
"2014","no degree/no degree yet","Female","7.32","8","536","3","6","9","10","7.11","7.53","8","8"
"2014","no degree/no degree yet","Male","7.54","8","454","4","6","9","10","7.34","7.74","8","8"
"2014","Other degree","Female","7.61","8","1807","5","7","9","10","7.51","7.71","8","8"
"2014","Other degree","Male","7.33","8","1500","4","6","9","10","7.22","7.44","8","8"
"2014","secondary school degree","Female","7.84","8","4479","5","7","9","10","7.78","7.9","8","8"
"2014","secondary school degree","Male","7.87","8","3064","5","7","9","10","7.81","7.93","8","8"
"2015","college entrance qualification","Female","8.06","8","3699","6","7","9","10","8","8.12","8","8"
"2015","college entrance qualification","Male","7.95","8","3401","6","7","9","10","7.89","8.01","8","8"
"2015","lower secondary degree","Female","7.97","8","3209","5","7","9","10","7.9","8.04","8","8"
"2015","lower secondary degree","Male","7.82","8","3119","5","7","9","10","7.75","7.89","8","8"
