"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","7.63","8","486","4","6","10","10","7.4","7.86","8","8"
"1984","college entrance qualification","Male","7.73","8","803","5","7","10","10","7.57","7.89","8","8"
"1984","lower secondary degree","Female","8.09","9","3269","5","7","10","10","8.01","8.17","8","9"
"1984","lower secondary degree","Male","7.98","8","2828","5","7","10","10","7.9","8.06","8","8"
"1984","no degree/no degree yet","Female","6.91","8","707","3","5","10","10","6.69","7.13","7","8"
"1984","no degree/no degree yet","Male","7.12","8","589","3","5","10","10","6.88","7.36","7","8"
"1984","Other degree","Female","6.76","8","576","2","5","9","10","6.51","7.01","7","8"
"1984","Other degree","Male","6.56","7","870","2","5","9","10","6.36","6.76","7","7"
"1984","secondary school degree","Female","8.01","9","1110","5","7","10","10","7.87","8.15","8","9"
"1984","secondary school degree","Male","8.05","9","826","5","7","10","10","7.9","8.2","8","9"
"1985","college entrance qualification","Female","7.72","8","460","4","7","10","10","7.51","7.93","8","8"
"1985","college entrance qualification","Male","7.67","8","762","5","7","9","10","7.51","7.83","8","8"
"1985","lower secondary degree","Female","7.99","8","2898","5","7","10","10","7.91","8.07","8","8"
"1985","lower secondary degree","Male","7.91","8","2541","5","7","10","10","7.82","8","8","8"
"1985","no degree/no degree yet","Female","7.17","8","579","3","5","10","10","6.94","7.4","7","8"
"1985","no degree/no degree yet","Male","7.52","8","507","4","6","10","10","7.28","7.76","7","8"
"1985","Other degree","Female","6.67","7","481","2","5","9","10","6.41","6.93","7","8"
"1985","Other degree","Male","6.71","8","739","2","5","9","10","6.51","6.91","7","8"
"1985","secondary school degree","Female","7.9","8","1071","5","7","10","10","7.77","8.03","8","8"
"1985","secondary school degree","Male","7.87","8","791","5","7","10","10","7.73","8.01","8","8"
"1986","college entrance qualification","Female","7.59","8","485","5","6","9","10","7.39","7.79","8","8"
"1986","college entrance qualification","Male","7.53","8","767","5","7","9","10","7.37","7.69","8","8"
"1986","lower secondary degree","Female","7.93","8","2724","5","7","10","10","7.85","8.01","8","8"
"1986","lower secondary degree","Male","7.9","8","2437","5","7","10","10","7.82","7.98","8","8"
"1986","no degree/no degree yet","Female","7.13","8","542","3","6","9","10","6.91","7.35","7","8"
"1986","no degree/no degree yet","Male","7.27","8","488","3","6","9","10","7.02","7.52","7","8"
"1986","Other degree","Female","6.76","7","456","3","5","9","10","6.52","7","7","8"
"1986","Other degree","Male","6.72","7","710","3","5","9","10","6.53","6.91","7","7"
"1986","secondary school degree","Female","7.83","8","1053","5","7","10","10","7.7","7.96","8","8"
"1986","secondary school degree","Male","7.76","8","777","5","7","9","10","7.62","7.9","8","8"
"1987","college entrance qualification","Female","7.73","8","452","5","7","9","10","7.53","7.93","8","8"
"1987","college entrance qualification","Male","7.57","8","731","4","7","9","10","7.41","7.73","8","8"
"1987","lower secondary degree","Female","8.02","8","2517","5","7","10","10","7.94","8.1","8","9"
"1987","lower secondary degree","Male","7.95","8","2147","5","7","10","10","7.87","8.03","8","8"
"1987","no degree/no degree yet","Female","7.69","8","106","5","6","9","10","7.31","8.07","8","8"
"1987","no degree/no degree yet","Male","7.9","8","117","5","7","9","10","7.56","8.24","8","9"
"1987","Other degree","Female","","","","","","","","","","",""
"1987","Other degree","Male","7.07","7.84","31","2","5","9","10","6.07","8.07","7","9"
"1987","secondary school degree","Female","7.87","8","993","5","7","10","10","7.74","8","8","8"
"1987","secondary school degree","Male","7.82","8","744","5","7","9","10","7.68","7.96","8","8"
"1988","college entrance qualification","Female","7.69","8","445","5","7","9","10","7.5","7.88","8","8"
"1988","college entrance qualification","Male","7.54","8","732","5","7","9","10","7.39","7.69","8","8"
"1988","lower secondary degree","Female","7.85","8","2544","5","7","10","10","7.77","7.93","8","8"
"1988","lower secondary degree","Male","7.84","8","2334","5","7","10","10","7.75","7.93","8","8"
"1988","no degree/no degree yet","Female","7.26","8","509","4","6","9","10","7.04","7.48","7","7"
"1988","no degree/no degree yet","Male","7.28","8","396","4","6","9","10","7.01","7.55","7","8"
"1988","Other degree","Female","6.81","7","431","3","5","9","10","6.58","7.04","7","8"
"1988","Other degree","Male","6.99","7.57","643","4","5","9","10","6.8","7.18","7","8"
"1988","secondary school degree","Female","7.77","8","1022","5","7","10","10","7.64","7.9","8","8"
"1988","secondary school degree","Male","7.65","8","732","5","7","9","10","7.5","7.8","8","8"
"1989","college entrance qualification","Female","7.55","8","453","5","6","9","10","7.35","7.75","8","8"
"1989","college entrance qualification","Male","7.6","8","745","5","7","9","10","7.46","7.74","8","8"
"1989","lower secondary degree","Female","7.84","8","2435","5","7","10","10","7.76","7.92","8","8"
"1989","lower secondary degree","Male","7.79","8","2220","5","7","9","10","7.7","7.88","8","8"
"1989","no degree/no degree yet","Female","7.12","8","491","3","5","9","10","6.89","7.35","7","7"
"1989","no degree/no degree yet","Male","7.6","8","384","5","6","9","10","7.35","7.85","7","8"
"1989","Other degree","Female","6.77","7","422","3","5","9","10","6.52","7.02","7","8"
"1989","Other degree","Male","6.77","7","605","3","5","9","10","6.57","6.97","7","8"
"1989","secondary school degree","Female","7.77","8","992","5","7","10","10","7.64","7.9","8","8"
"1989","secondary school degree","Male","7.74","8","713","5","7","9","10","7.6","7.88","8","8"
"1990","college entrance qualification","Female","7.44","8","692","4","6","9","10","7.27","7.61","8","8"
"1990","college entrance qualification","Male","7.29","8","1049","5","6","9","10","7.16","7.42","7","8"
"1990","lower secondary degree","Female","7.75","8","3344","5","7","10","10","7.67","7.83","8","8"
"1990","lower secondary degree","Male","7.66","8","2935","5","7","9","10","7.58","7.74","8","8"
"1990","no degree/no degree yet","Female","7.32","8","480","4","6","9","10","7.09","7.55","7","7"
"1990","no degree/no degree yet","Male","7.44","8","399","4","6","9","10","7.19","7.69","7","8"
"1990","Other degree","Female","7.04","7.22","442","3","6","9","10","6.82","7.26","7","8"
"1990","Other degree","Male","6.67","7","624","3","5","8","10","6.47","6.87","7","8"
"1990","secondary school degree","Female","7.34","8","2051","4","6","9","10","7.23","7.45","8","8"
"1990","secondary school degree","Male","7.19","8","1650","4","6","9","10","7.06","7.32","8","8"
"1991","college entrance qualification","Female","7.24","8","699","4","6","9","10","7.06","7.42","7","8"
"1991","college entrance qualification","Male","7.22","8","1047","4","6","9","10","7.09","7.35","7","8"
"1991","lower secondary degree","Female","7.84","8","3202","5","7","10","10","7.77","7.91","8","8"
"1991","lower secondary degree","Male","7.78","8","2851","5","7","9","10","7.7","7.86","8","8"
"1991","no degree/no degree yet","Female","7.21","8","482","4","6","9","10","7","7.42","7","8"
"1991","no degree/no degree yet","Male","7.35","8","378","4","6","9","10","7.09","7.61","7","8"
"1991","Other degree","Female","7.01","8","429","3","5","9","10","6.77","7.25","7","8"
"1991","Other degree","Male","6.84","7","614","3","5","9","10","6.64","7.04","7","8"
"1991","secondary school degree","Female","7.39","8","2042","4","6","9","10","7.28","7.5","8","8"
"1991","secondary school degree","Male","7.22","8","1616","4","6","9","10","7.1","7.34","8","8"
"1992","college entrance qualification","Female","7.21","8","712","4","6","9","10","7.04","7.38","7","8"
"1992","college entrance qualification","Male","7.29","8","1029","4","6","9","10","7.16","7.42","7","8"
"1992","lower secondary degree","Female","7.74","8","3071","5","7","9","10","7.66","7.82","8","8"
"1992","lower secondary degree","Male","7.65","8","2780","5","7","9","10","7.57","7.73","8","8"
"1992","no degree/no degree yet","Female","7.01","7.09","484","3","5","9","10","6.79","7.23","7","7"
"1992","no degree/no degree yet","Male","7.28","7.84","358","4","6","9","10","7.03","7.53","7","8"
"1992","Other degree","Female","6.79","7","424","3","5","9","10","6.54","7.04","7","8"
"1992","Other degree","Male","6.72","7","584","3","5","8","10","6.52","6.92","7","7"
"1992","secondary school degree","Female","7.3","8","2025","4","6","9","10","7.2","7.4","7","8"
"1992","secondary school degree","Male","7.13","8","1563","4","6","9","10","7.02","7.24","7","7"
"1993","college entrance qualification","Female","7.42","8","733","4","6","9","10","7.25","7.59","8","8"
"1993","college entrance qualification","Male","7.25","8","1036","4","6","9","10","7.12","7.38","7","8"
"1993","lower secondary degree","Female","7.8","8","2979","5","7","10","10","7.72","7.88","8","8"
"1993","lower secondary degree","Male","7.69","8","2699","5","7","9","10","7.61","7.77","8","8"
"1993","no degree/no degree yet","Female","7.11","8","467","3","5","9","10","6.87","7.35","7","7"
"1993","no degree/no degree yet","Male","7.25","8","351","4","6","9","10","6.99","7.51","7","8"
"1993","Other degree","Female","6.99","7.47","407","3","5","9","10","6.74","7.24","7","8"
"1993","Other degree","Male","6.73","7","571","3","5","9","10","6.52","6.94","7","7"
"1993","secondary school degree","Female","7.39","8","2006","4","6","9","10","7.29","7.49","8","8"
"1993","secondary school degree","Male","7.11","8","1560","4","6","9","10","6.99","7.23","7","8"
"1994","college entrance qualification","Female","7.35","8","764","4","6","9","10","7.19","7.51","7","8"
"1994","college entrance qualification","Male","7.46","8","1057","5","6","9","10","7.33","7.59","8","8"
"1994","lower secondary degree","Female","7.78","8","2888","5","7","10","10","7.7","7.86","8","8"
"1994","lower secondary degree","Male","7.65","8","2613","5","7","9","10","7.57","7.73","8","8"
"1994","no degree/no degree yet","Female","7.05","8","464","3","5","9","10","6.83","7.27","7","8"
"1994","no degree/no degree yet","Male","7.32","8","346","4","6","9","10","7.07","7.57","7","8"
"1994","Other degree","Female","7.09","8","381","3","6","9","10","6.84","7.34","7","8"
"1994","Other degree","Male","6.84","7","518","3","5","9","10","6.63","7.05","7","7"
"1994","secondary school degree","Female","7.47","8","1978","5","6","9","10","7.37","7.57","8","8"
"1994","secondary school degree","Male","7.29","8","1525","5","6","9","10","7.18","7.4","7","8"
"1995","college entrance qualification","Female","7.38","8","813","4","6","9","10","7.22","7.54","8","8"
"1995","college entrance qualification","Male","7.4","8","1092","5","6","9","10","7.28","7.52","8","8"
"1995","lower secondary degree","Female","7.7","8","2812","5","7","9","10","7.62","7.78","8","8"
"1995","lower secondary degree","Male","7.57","8","2582","5","6","9","10","7.49","7.65","8","8"
"1995","no degree/no degree yet","Female","7.19","8","462","4","6","9","10","6.98","7.4","7","8"
"1995","no degree/no degree yet","Male","7.21","8","370","4","6","9","10","6.98","7.44","7","8"
"1995","Other degree","Female","6.89","7","533","3","5","9","10","6.68","7.1","7","8"
"1995","Other degree","Male","6.94","8","642","3","5","9","10","6.76","7.12","7","8"
"1995","secondary school degree","Female","7.4","8","2036","4","6","9","10","7.3","7.5","8","8"
"1995","secondary school degree","Male","7.36","8","1519","5","6","9","10","7.25","7.47","8","8"
"1996","college entrance qualification","Female","7.52","8","824","5","7","9","10","7.37","7.67","8","8"
"1996","college entrance qualification","Male","7.51","8","1086","5","7","9","10","7.4","7.62","8","8"
"1996","lower secondary degree","Female","7.77","8","2748","5","7","9","10","7.69","7.85","8","8"
"1996","lower secondary degree","Male","7.55","8","2526","5","7","9","10","7.47","7.63","8","8"
"1996","no degree/no degree yet","Female","7.25","8","457","4","6","9","10","7.04","7.46","7","8"
"1996","no degree/no degree yet","Male","7.29","8","353","4","6","9","10","7.05","7.53","7","8"
