"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","7.69","8","1289","4","6","10","10","10","7.56","7.82","0","10","8","8"
"1984","lower secondary degree","8.04","9","6097","5","7","10","10","10","7.98","8.1","0","10","8","9"
"1984","no degree/no degree yet","7.01","8","1296","3","5","10","10","10","6.85","7.17","0","10","7","8"
"1984","Other degree","6.63","7","1446","2","5","9","10","10","6.48","6.78","0","10","7","7"
"1984","secondary school degree","8.03","9","1936","5","7","10","10","10","7.93","8.13","0","10","8","9"
"1985","college entrance qualification","7.69","8","1222","5","7","10","10","10","7.56","7.82","0","10","8","8"
"1985","lower secondary degree","7.95","8","5439","5","7","10","10","10","7.89","8.01","0","10","8","8"
"1985","no degree/no degree yet","7.36","8","1086","3","6","10","10","10","7.2","7.52","0","10","7","8"
"1985","Other degree","6.7","7.46","1220","2","5","9","10","10","6.54","6.86","0","10","7","8"
"1985","secondary school degree","7.89","8","1862","5","7","10","10","10","7.79","7.99","0","10","8","8"
"1986","college entrance qualification","7.55","8","1252","5","7","9","10","10","7.43","7.67","0","10","8","8"
"1986","lower secondary degree","7.91","8","5161","5","7","10","10","10","7.85","7.97","0","10","8","8"
"1986","no degree/no degree yet","7.21","8","1030","3","6","9","10","10","7.04","7.38","0","10","7","8"
"1986","Other degree","6.74","7","1166","3","5","9","10","10","6.59","6.89","0","10","7","8"
"1986","secondary school degree","7.8","8","1830","5","7","10","10","10","7.7","7.9","0","10","8","8"
"1987","college entrance qualification","7.63","8","1183","5","7","9","10","10","7.51","7.75","0","10","8","8"
"1987","lower secondary degree","7.99","8","4664","5","7","10","10","10","7.93","8.05","0","10","8","8"
"1987","no degree/no degree yet","7.8","8","223","5","7","9","10","10","7.55","8.05","2","10","8","8"
"1987","Other degree","7.17","8","59","5","6","9","10","10","6.53","7.81","0","10","7","8"
"1987","secondary school degree","7.85","8","1737","5","7","10","10","10","7.75","7.95","0","10","8","8"
"1988","college entrance qualification","7.6","8","1177","5","7","9","10","10","7.48","7.72","0","10","8","8"
"1988","lower secondary degree","7.85","8","4878","5","7","10","10","10","7.79","7.91","0","10","8","8"
"1988","no degree/no degree yet","7.27","8","905","4","6","9","10","10","7.1","7.44","0","10","7","7"
"1988","Other degree","6.92","7","1074","3","5","9","10","10","6.78","7.06","0","10","7","8"
"1988","secondary school degree","7.72","8","1754","5","7","9","10","10","7.62","7.82","0","10","8","8"
"1989","college entrance qualification","7.58","8","1198","5","7","9","10","10","7.46","7.7","0","10","8","8"
"1989","lower secondary degree","7.82","8","4655","5","7","10","10","10","7.76","7.88","0","10","8","8"
"1989","no degree/no degree yet","7.37","8","875","4","6","9","10","10","7.2","7.54","0","10","7","8"
"1989","Other degree","6.77","7","1027","3","5","9","10","10","6.61","6.93","0","10","7","8"
"1989","secondary school degree","7.76","8","1705","5","7","9","10","10","7.66","7.86","0","10","8","8"
"1990","college entrance qualification","7.35","8","1741","4","6","9","10","10","7.25","7.45","0","10","8","8"
"1990","lower secondary degree","7.71","8","6279","5","7","10","10","10","7.65","7.77","0","10","8","8"
"1990","no degree/no degree yet","7.38","8","879","4","6","9","10","10","7.21","7.55","0","10","7","7"
"1990","Other degree","6.82","7","1066","3","5","9","10","10","6.67","6.97","0","10","7","8"
"1990","secondary school degree","7.28","8","3701","4","6","9","10","10","7.2","7.36","0","10","8","8"
"1991","college entrance qualification","7.23","8","1746","4","6","9","10","10","7.12","7.34","0","10","7","8"
"1991","lower secondary degree","7.81","8","6053","5","7","9","10","10","7.76","7.86","0","10","8","8"
"1991","no degree/no degree yet","7.27","8","860","4","6","9","10","10","7.11","7.43","0","10","7","8"
"1991","Other degree","6.91","8","1043","3","5","9","10","10","6.76","7.06","0","10","7","8"
"1991","secondary school degree","7.32","8","3658","4","6","9","10","10","7.24","7.4","0","10","8","8"
"1992","college entrance qualification","7.26","8","1741","4","6","9","10","10","7.15","7.37","0","10","7","8"
"1992","lower secondary degree","7.7","8","5851","5","7","9","10","10","7.64","7.76","0","10","8","8"
"1992","no degree/no degree yet","7.14","7.88","842","4","6","9","10","10","6.97","7.31","0","10","7","7"
"1992","Other degree","6.75","7","1008","3","5","9","10","10","6.59","6.91","0","10","7","7"
"1992","secondary school degree","7.23","8","3588","4","6","9","10","10","7.15","7.31","0","10","7","7"
"1993","college entrance qualification","7.32","8","1769","4","6","9","10","10","7.22","7.42","0","10","7","8"
"1993","lower secondary degree","7.75","8","5678","5","7","9","10","10","7.69","7.81","0","10","8","8"
"1993","no degree/no degree yet","7.18","8","818","3","5","9","10","10","7","7.36","0","10","7","7"
"1993","Other degree","6.83","7","978","3","5","9","10","10","6.67","6.99","0","10","7","7"
"1993","secondary school degree","7.27","8","3566","4","6","9","10","10","7.19","7.35","0","10","7","8"
"1994","college entrance qualification","7.41","8","1821","4","6","9","10","10","7.31","7.51","0","10","8","8"
"1994","lower secondary degree","7.72","8","5501","5","7","9","10","10","7.66","7.78","0","10","8","8"
"1994","no degree/no degree yet","7.17","8","810","3","6","9","10","10","7.01","7.33","0","10","7","8"
"1994","Other degree","6.94","7","899","3","5","9","10","10","6.78","7.1","0","10","7","7"
"1994","secondary school degree","7.39","8","3503","5","6","9","10","10","7.31","7.47","0","10","8","8"
"1995","college entrance qualification","7.39","8","1905","4","6","9","10","10","7.29","7.49","0","10","8","8"
"1995","lower secondary degree","7.64","8","5394","5","7","9","10","10","7.58","7.7","0","10","8","8"
"1995","no degree/no degree yet","7.2","8","832","4","6","9","10","10","7.04","7.36","0","10","7","8"
"1995","Other degree","6.92","8","1175","3","5","9","10","10","6.78","7.06","0","10","7","8"
"1995","secondary school degree","7.38","8","3555","5","6","9","10","10","7.31","7.45","0","10","8","8"
"1996","college entrance qualification","7.51","8","1910","5","7","9","10","10","7.42","7.6","0","10","8","8"
"1996","lower secondary degree","7.67","8","5274","5","7","9","10","10","7.61","7.73","0","10","8","8"
"1996","no degree/no degree yet","7.27","8","810","4","6","9","10","10","7.11","7.43","0","10","7","8"
"1996","Other degree","6.91","8","1098","3","5","9","10","10","6.77","7.05","0","10","7","8"
"1996","secondary school degree","7.43","8","3565","5","6","9","10","10","7.36","7.5","0","10","8","8"
"1997","college entrance qualification","7.44","8","1934","5","7","9","10","10","7.35","7.53","0","10","8","8"
"1997","lower secondary degree","7.61","8","5143","5","7","9","10","10","7.55","7.67","0","10","8","8"
"1997","no degree/no degree yet","7","7.4","801","4","6","9","10","10","6.84","7.16","0","10","7","8"
"1997","Other degree","7.1","8","1018","4","6","9","10","10","6.96","7.24","0","10","7","8"
"1997","secondary school degree","7.44","8","3519","5","6","9","10","10","7.37","7.51","0","10","8","8"
"1998","college entrance qualification","7.55","8","2198","5","7","9","10","10","7.47","7.63","0","10","8","8"
"1998","lower secondary degree","7.69","8","5611","5","7","9","10","10","7.64","7.74","0","10","8","8"
"1998","no degree/no degree yet","7.28","8","790","4","6","9","10","10","7.12","7.44","0","10","7","8"
"1998","Other degree","7.12","8","991","4","6","9","10","10","6.98","7.26","0","10","7","8"
"1998","secondary school degree","7.58","8","3861","5","7","9","10","10","7.52","7.64","0","10","8","8"
"1999","college entrance qualification","7.6","8","2226","5","7","9","10","10","7.52","7.68","0","10","8","8"
"1999","lower secondary degree","7.73","8","5485","5","7","9","10","10","7.68","7.78","0","10","8","8"
"1999","no degree/no degree yet","7.43","8","756","5","6","9","10","10","7.28","7.58","0","10","7","8"
"1999","Other degree","7.17","8","928","5","6","9","10","10","7.03","7.31","0","10","8","8"
"1999","secondary school degree","7.6","8","3839","5","7","9","10","10","7.54","7.66","0","10","8","8"
"2000","college entrance qualification","7.71","8","4716","5","7","9","10","10","7.65","7.77","0","10","8","8"
"2000","lower secondary degree","7.86","8","9942","5","7","9","10","10","7.82","7.9","0","10","8","8"
"2000","no degree/no degree yet","7.5","8","886","5","6","9","10","10","7.36","7.64","0","10","8","8"
"2000","Other degree","7.24","8","1535","4","6","9","10","10","7.13","7.35","0","10","7","8"
"2000","secondary school degree","7.69","8","6961","5","7","9","10","10","7.64","7.74","0","10","8","8"
"2001","college entrance qualification","7.75","8","4434","5","7","9","10","10","7.7","7.8","0","10","8","8"
"2001","lower secondary degree","7.85","8","8734","5","7","9","10","10","7.81","7.89","0","10","8","8"
"2001","no degree/no degree yet","7.66","8","854","5","7","9","10","10","7.52","7.8","0","10","8","8"
"2001","Other degree","7.2","8","1369","4","6","9","10","10","7.08","7.32","0","10","7","8"
"2001","secondary school degree","7.73","8","6406","5","7","9","10","10","7.68","7.78","0","10","8","8"
"2002","college entrance qualification","7.71","8","5581","5","7","9","10","10","7.66","7.76","0","10","8","8"
"2002","lower secondary degree","7.72","8","8341","5","7","9","10","10","7.68","7.76","0","10","8","8"
"2002","no degree/no degree yet","7.45","8","881","5","6","9","10","10","7.31","7.59","0","10","8","8"
"2002","Other degree","7.1","8","1321","4","6","9","10","10","6.98","7.22","0","10","8","8"
"2002","secondary school degree","7.69","8","6677","5","7","9","10","10","7.64","7.74","0","10","8","8"
"2003","college entrance qualification","7.7","8","5429","5","7","9","10","10","7.65","7.75","0","10","8","8"
"2003","lower secondary degree","7.76","8","7927","5","7","9","10","10","7.72","7.8","0","10","8","8"
"2003","no degree/no degree yet","7.35","8","867","4","6","9","10","10","7.21","7.49","0","10","8","8"
"2003","Other degree","7.32","8","1247","4","6","9","10","10","7.2","7.44","0","10","8","8"
"2003","secondary school degree","7.64","8","6445","5","7","9","10","10","7.59","7.69","0","10","8","8"
"2004","college entrance qualification","7.8","8","5366","5","7","9","10","10","7.75","7.85","0","10","8","8"
"2004","lower secondary degree","7.78","8","7561","5","7","9","10","10","7.74","7.82","0","10","8","8"
"2004","no degree/no degree yet","7.49","8","877","5","6","9","10","10","7.35","7.63","0","10","8","8"
"2004","Other degree","7.37","8","1189","5","6","9","10","10","7.25","7.49","0","10","8","8"
"2004","secondary school degree","7.77","8","6255","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2005","college entrance qualification","7.68","8","5185","5","7","9","10","10","7.63","7.73","0","10","8","8"
"2005","lower secondary degree","7.77","8","7096","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2005","no degree/no degree yet","7.62","8","874","5","7","9","10","10","7.48","7.76","0","10","8","8"
"2005","Other degree","7.17","8","1127","4","6","9","10","10","7.05","7.29","0","10","8","8"
"2005","secondary school degree","7.72","8","6013","5","7","9","10","10","7.67","7.77","0","10","8","8"
"2006","college entrance qualification","7.72","8","5611","5","7","9","10","10","7.67","7.77","0","10","8","8"
"2006","lower secondary degree","7.74","8","7601","5","7","9","10","10","7.7","7.78","0","10","8","8"
"2006","no degree/no degree yet","7.31","8","640","4","6","9","10","10","7.15","7.47","1","10","8","8"
"2006","Other degree","7.13","8","1196","4","6","9","10","10","7.01","7.25","0","10","8","8"
"2006","secondary school degree","7.7","8","6460","5","7","9","10","10","7.65","7.75","0","10","8","8"
"2007","college entrance qualification","7.77","8","5425","5","7","9","10","10","7.72","7.82","0","10","8","8"
"2007","lower secondary degree","7.77","8","6935","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2007","no degree/no degree yet","7.3","8","546","4","6","9","10","10","7.13","7.47","0","10","8","8"
"2007","Other degree","7.11","8","1076","4","5","9","10","10","6.99","7.23","0","10","8","8"
"2007","secondary school degree","7.7","8","6040","5","7","9","10","10","7.65","7.75","0","10","8","8"
"2008","college entrance qualification","7.95","8","5140","6","7","9","10","10","7.9","8","0","10","8","8"
"2008","lower secondary degree","7.86","8","6477","5","7","9","10","10","7.82","7.9","0","10","8","8"
