"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","general elemantary","Female","8.01","9","2300","5","7","10","10","7.91","8.11","8","9"
"1984","general elemantary","Male","7.73","8","1137","4","7","10","10","7.57","7.89","8","8"
"1984","higher education","Female","7.85","9","256","4","6","10","10","7.54","8.16","8","9"
"1984","higher education","Male","8.03","8","536","5","7","10","10","7.84","8.22","8","9"
"1984","higher vocational","Female","7.97","9","274","4","7","10","10","7.69","8.25","8","9"
"1984","higher vocational","Male","8.16","9","382","5","7","10","10","7.96","8.36","8","9"
"1984","in school","Female","7.84","8","86","5","7","10","10","7.33","8.35","8","9"
"1984","in school","Male","8.12","9","93","5","7","10","10","7.71","8.53","8","9"
"1984","inadequately","Female","6.39","7","593","2","4","9","10","6.15","6.63","7","8"
"1984","inadequately","Male","6.46","7","426","2","4","9","10","6.18","6.74","6","7"
"1984","middle vocational","Female","8.02","9","2537","5","7","10","10","7.93","8.11","8","9"
"1984","middle vocational","Male","7.88","8","3157","5","7","10","10","7.8","7.96","8","8"
"1984","vocational + Abi","Female","7.82","8","117","4","7","10","10","7.34","8.3","7","9"
"1984","vocational + Abi","Male","7.55","8","195","4","7","10","10","7.16","7.94","8","8"
"1985","general elemantary","Female","7.99","8","2013","5","7","10","10","7.89","8.09","8","8"
"1985","general elemantary","Male","7.53","8","1020","4","6","10","10","7.37","7.69","8","8"
"1985","higher education","Female","7.95","9","246","4","7","10","10","7.65","8.25","8","9"
"1985","higher education","Male","7.85","8","509","5","7","9","10","7.67","8.03","8","8"
"1985","higher vocational","Female","8.05","8.92","259","5","7","10","10","7.79","8.31","8","9"
"1985","higher vocational","Male","8.16","8","359","5","7","10","10","7.96","8.36","8","9"
"1985","in school","Female","8.23","9","71","5","7","10","10","7.69","8.77","8","10"
"1985","in school","Male","8.25","9","108","5","8","10","10","7.85","8.65","8","9"
"1985","inadequately","Female","6.5","7","488","2","5","9","10","6.25","6.75","7","8"
"1985","inadequately","Male","6.85","8","354","3","5","9","10","6.56","7.14","7","8"
"1985","middle vocational","Female","7.85","8","2329","5","7","10","10","7.76","7.94","8","8"
"1985","middle vocational","Male","7.86","8","2831","5","7","10","10","7.78","7.94","8","8"
"1985","vocational + Abi","Female","7.42","8","104","3","6","9","10","6.92","7.92","7","9"
"1985","vocational + Abi","Male","7.34","8","172","3","6","10","10","6.94","7.74","8","8"
"1986","general elemantary","Female","7.93","8","1893","5","7","10","10","7.83","8.03","8","8"
