"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","3.42","4","20554","2","3","4","4","5","3.41","3.43","1","5","4","4"
"2008","3.42","4","19354","2","3","4","4","5","3.41","3.43","1","5","4","4"
"2009","3.4","4","18029","2","3","4","4","5","3.39","3.41","1","5","4","4"
"2010","3.42","4","16689","2","3","4","4","5","3.41","3.43","1","5","4","4"
"2011","3.46","4","20746","2","3","4","4","5","3.45","3.47","1","5","4","4"
"2012","3.52","4","20522","2","3","4","4","5","3.51","3.53","1","5","4","4"
"2013","3.51","4","25714","2","3","4","4","5","3.5","3.52","1","5","4","4"
"2014","3.56","4","27135","2","3","4","4","5","3.55","3.57","1","5","4","4"
"2015","3.54","4","25110","2","3","4","4","5","3.53","3.55","1","5","4","4"
"2016","3.56","4","24248","2","3","4","4","5","3.55","3.57","1","5","4","4"
"2017","3.59","4","26552","3","3","4","4","5","3.58","3.6","1","5","4","4"
"2018","3.59","4","25680","3","3","4","4","5","3.58","3.6","1","5","4","4"
"2019","3.59","4","25836","3","3","4","5","5","3.58","3.6","1","5","4","4"
