"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1991","35-65 y.","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","16-34 y.","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","16-34 y.","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","35-65 y.","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","35-65 y.","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","16-34 y.","Ostdeutschland, neue Bundeslaender","6.52","7","711","4","5","8","9","6.37","6.67","6","7"
"1993","16-34 y.","Westdeutschland, alte Bundeslaender","6.49","7","2288","4","5","8","9","6.4","6.58","7","7"
"1993","35-65 y.","Ostdeutschland, neue Bundeslaender","6.25","6","1260","3","5","8","9","6.13","6.37","6","7"
"1993","35-65 y.","Westdeutschland, alte Bundeslaender","6.53","7","3246","4","5","8","9","6.46","6.6","7","7"
"1993","66 and older","Ostdeutschland, neue Bundeslaender","6.16","6","303","3","5","8","10","5.89","6.43","6","7"
"1993","66 and older","Westdeutschland, alte Bundeslaender","6.56","7","814","3","5","8","10","6.4","6.72","7","7"
"1994","16-34 y.","Ostdeutschland, neue Bundeslaender","6.35","7","720","3","5","8","9","6.2","6.5","7","7"
"1994","16-34 y.","Westdeutschland, alte Bundeslaender","6.5","7","2290","4","5","8","9","6.41","6.59","7","7"
"1994","35-65 y.","Ostdeutschland, neue Bundeslaender","6.24","6","1318","4","5","8","9","6.13","6.35","6","7"
"1994","35-65 y.","Westdeutschland, alte Bundeslaender","6.51","7","3155","4","5","8","9","6.44","6.58","7","7"
"1994","66 and older","Ostdeutschland, neue Bundeslaender","6.03","6","315","3","5","8","9","5.78","6.28","6","7"
"1994","66 and older","Westdeutschland, alte Bundeslaender","6.63","7","836","3","5","8","10","6.48","6.78","7","7"
"1995","16-34 y.","Ostdeutschland, neue Bundeslaender","6.37","6","744","4","5","8","9","6.22","6.52","6","7"
"1995","16-34 y.","Westdeutschland, alte Bundeslaender","6.5","7","2460","4","5","8","9","6.42","6.58","7","7"
"1995","35-65 y.","Ostdeutschland, neue Bundeslaender","6.26","6","1304","4","5","8","9","6.15","6.37","6","7"
"1995","35-65 y.","Westdeutschland, alte Bundeslaender","6.52","7","3439","4","5","8","9","6.45","6.59","7","7"
"1995","66 and older","Ostdeutschland, neue Bundeslaender","6.3","7","318","3","5","8","9","6.06","6.54","6","7"
"1995","66 and older","Westdeutschland, alte Bundeslaender","6.55","7","866","3","5","8","10","6.4","6.7","7","7"
"1996","16-34 y.","Ostdeutschland, neue Bundeslaender","6.45","7","728","4","5","8","9","6.31","6.59","6","7"
"1996","16-34 y.","Westdeutschland, alte Bundeslaender","6.56","7","2407","4","5","8","9","6.48","6.64","7","7"
"1996","35-65 y.","Ostdeutschland, neue Bundeslaender","6.37","6","1312","4","5","8","9","6.26","6.48","6","7"
"1996","35-65 y.","Westdeutschland, alte Bundeslaender","6.47","7","3357","4","5","8","9","6.4","6.54","7","7"
"1996","66 and older","Ostdeutschland, neue Bundeslaender","6.22","6","315","3","5","8","9","5.98","6.46","6","7"
"1996","66 and older","Westdeutschland, alte Bundeslaender","6.55","7","887","3","5","8","10","6.4","6.7","7","7"
"1997","16-34 y.","Ostdeutschland, neue Bundeslaender","6.32","6","725","4","5","8","9","6.17","6.47","6","7"
"1997","16-34 y.","Westdeutschland, alte Bundeslaender","6.63","7","2341","4","5","8","9","6.55","6.71","7","7"
"1997","35-65 y.","Ostdeutschland, neue Bundeslaender","6.42","7","1330","4","5","8","9","6.32","6.52","6","7"
"1997","35-65 y.","Westdeutschland, alte Bundeslaender","6.4","7","3338","4","5","8","9","6.33","6.47","7","7"
"1997","66 and older","Ostdeutschland, neue Bundeslaender","6.42","7","335","4","5","8","9","6.19","6.65","6","7"
"1997","66 and older","Westdeutschland, alte Bundeslaender","6.49","7","869","3","5","8","10","6.34","6.64","7","7"
"1998","16-34 y.","Ostdeutschland, neue Bundeslaender","6.49","7","796","4","5","8","9","6.35","6.63","6","7"
"1998","16-34 y.","Westdeutschland, alte Bundeslaender","6.49","7","2432","4","5","8","9","6.41","6.57","7","7"
"1998","35-65 y.","Ostdeutschland, neue Bundeslaender","6.49","7","1481","4","5","8","9","6.39","6.59","6","7"
"1998","35-65 y.","Westdeutschland, alte Bundeslaender","6.6","7","3844","4","5","8","9","6.54","6.66","7","7"
"1998","66 and older","Ostdeutschland, neue Bundeslaender","6.38","6","366","4","5","8","9","6.16","6.6","6","7"
"1998","66 and older","Westdeutschland, alte Bundeslaender","6.53","7","1028","3","5","8","10","6.39","6.67","7","7"
"1999","16-34 y.","Ostdeutschland, neue Bundeslaender","6.52","7","755","4","5","8","9","6.38","6.66","6","7"
"1999","16-34 y.","Westdeutschland, alte Bundeslaender","6.45","7","2354","3","5","8","9","6.36","6.54","7","7"
"1999","35-65 y.","Ostdeutschland, neue Bundeslaender","6.41","7","1479","4","5","8","9","6.31","6.51","6","7"
"1999","35-65 y.","Westdeutschland, alte Bundeslaender","6.51","7","3774","4","5","8","9","6.45","6.57","7","7"
"1999","66 and older","Ostdeutschland, neue Bundeslaender","6.53","7","389","4","5","8","9","6.33","6.73","6","7"
"1999","66 and older","Westdeutschland, alte Bundeslaender","6.58","7","995","4","5","8","10","6.44","6.72","7","7"
"2000","16-34 y.","Ostdeutschland, neue Bundeslaender","6.55","7","1056","4","5","8","9","6.42","6.68","7","7"
"2000","16-34 y.","Westdeutschland, alte Bundeslaender","6.57","7","3760","4","5","8","9","6.5","6.64","7","7"
"2000","35-65 y.","Ostdeutschland, neue Bundeslaender","6.52","7","2329","4","5","8","9","6.44","6.6","7","7"
"2000","35-65 y.","Westdeutschland, alte Bundeslaender","6.64","7","7487","4","5","8","9","6.59","6.69","7","7"
"2000","66 and older","Ostdeutschland, neue Bundeslaender","6.48","7","672","4","5","8","9","6.32","6.64","7","7"
"2000","66 and older","Westdeutschland, alte Bundeslaender","6.64","7","2082","4","5","8","10","6.55","6.73","7","7"
"2001","16-34 y.","Ostdeutschland, neue Bundeslaender","6.46","6.7","1043","4","5","8","9","6.33","6.59","6","7"
"2001","16-34 y.","Westdeutschland, alte Bundeslaender","6.56","7","3285","4","5","8","9","6.49","6.63","7","7"
"2001","35-65 y.","Ostdeutschland, neue Bundeslaender","6.55","7","2242","4","5","8","9","6.47","6.63","7","7"
"2001","35-65 y.","Westdeutschland, alte Bundeslaender","6.65","7","6883","4","5","8","9","6.6","6.7","7","7"
"2001","66 and older","Ostdeutschland, neue Bundeslaender","6.63","7","647","4","5","8","9","6.48","6.78","7","7"
"2001","66 and older","Westdeutschland, alte Bundeslaender","6.74","7","1974","4","5","8","10","6.64","6.84","7","7"
"2002","16-34 y.","Ostdeutschland, neue Bundeslaender","6.42","7","1010","4","5","8","9","6.29","6.55","7","7"
"2002","16-34 y.","Westdeutschland, alte Bundeslaender","6.5","7","3076","4","5","8","9","6.43","6.57","7","7"
"2002","35-65 y.","Ostdeutschland, neue Bundeslaender","6.52","7","2180","4","5","8","9","6.44","6.6","7","7"
"2002","35-65 y.","Westdeutschland, alte Bundeslaender","6.55","7","7608","4","5","8","9","6.5","6.6","7","7"
"2002","66 and older","Ostdeutschland, neue Bundeslaender","6.22","6","697","4","5","8","9","6.07","6.37","6","7"
"2002","66 and older","Westdeutschland, alte Bundeslaender","6.62","7","2064","4","5","8","9","6.52","6.72","7","7"
"2003","16-34 y.","Ostdeutschland, neue Bundeslaender","6.68","7","1024","4","5","8","9","6.56","6.8","7","7"
"2003","16-34 y.","Westdeutschland, alte Bundeslaender","6.49","7","3051","4","5","8","9","6.42","6.56","7","7"
"2003","35-65 y.","Ostdeutschland, neue Bundeslaender","6.42","7","2213","4","5","8","9","6.34","6.5","7","7"
"2003","35-65 y.","Westdeutschland, alte Bundeslaender","6.53","7","7368","4","5","8","9","6.48","6.58","7","7"
"2003","66 and older","Ostdeutschland, neue Bundeslaender","6.4","7","724","4","5","8","9","6.25","6.55","7","7"
"2003","66 and older","Westdeutschland, alte Bundeslaender","6.75","7","2121","4","5","8","10","6.66","6.84","7","7"
"2004","16-34 y.","Ostdeutschland, neue Bundeslaender","6.55","7","1021","4","5","8","9","6.43","6.67","7","7"
"2004","16-34 y.","Westdeutschland, alte Bundeslaender","6.58","7","2901","4","5","8","9","6.5","6.66","7","7"
"2004","35-65 y.","Ostdeutschland, neue Bundeslaender","6.36","7","2136","4","5","8","9","6.28","6.44","7","7"
"2004","35-65 y.","Westdeutschland, alte Bundeslaender","6.56","7","7209","4","5","8","9","6.51","6.61","7","7"
"2004","66 and older","Ostdeutschland, neue Bundeslaender","6.2","6","767","3","5","8","9","6.06","6.34","6","7"
"2004","66 and older","Westdeutschland, alte Bundeslaender","6.6","7","2195","4","5","8","9","6.51","6.69","7","7"
"2005","16-34 y.","Ostdeutschland, neue Bundeslaender","6.59","7","993","4","5","8","9","6.47","6.71","7","7"
"2005","16-34 y.","Westdeutschland, alte Bundeslaender","6.57","7","2847","4","5","8","9","6.49","6.65","7","7"
"2005","35-65 y.","Ostdeutschland, neue Bundeslaender","6.44","7","2007","4","5","8","9","6.36","6.52","7","7"
"2005","35-65 y.","Westdeutschland, alte Bundeslaender","6.52","7","6864","4","5","8","9","6.47","6.57","7","7"
"2005","66 and older","Ostdeutschland, neue Bundeslaender","6.44","7","776","4","5","8","9","6.3","6.58","7","7"
"2005","66 and older","Westdeutschland, alte Bundeslaender","6.53","7","2177","4","5","8","9","6.44","6.62","7","7"
"2006","16-34 y.","Ostdeutschland, neue Bundeslaender","6.67","7","956","4","5","8","9","6.55","6.79","7","7"
"2006","16-34 y.","Westdeutschland, alte Bundeslaender","6.59","7","2793","4","5","8","9","6.51","6.67","7","7"
"2006","35-65 y.","Ostdeutschland, neue Bundeslaender","6.47","7","2154","4","5","8","9","6.39","6.55","7","7"
"2006","35-65 y.","Westdeutschland, alte Bundeslaender","6.52","7","7470","4","5","8","9","6.48","6.56","7","7"
"2006","66 and older","Ostdeutschland, neue Bundeslaender","6.34","7","882","3","5","8","9","6.21","6.47","7","7"
"2006","66 and older","Westdeutschland, alte Bundeslaender","6.56","7","2567","4","5","8","9","6.48","6.64","7","7"
"2007","16-34 y.","Ostdeutschland, neue Bundeslaender","6.53","7","894","3","5","8","9","6.4","6.66","7","7"
"2007","16-34 y.","Westdeutschland, alte Bundeslaender","6.78","7","2588","4","5","8","9","6.7","6.86","7","7"
"2007","35-65 y.","Ostdeutschland, neue Bundeslaender","6.52","7","1997","4","5","8","9","6.44","6.6","7","7"
"2007","35-65 y.","Westdeutschland, alte Bundeslaender","6.52","7","6956","4","5","8","9","6.47","6.57","7","7"
"2007","66 and older","Ostdeutschland, neue Bundeslaender","6.41","7","897","4","5","8","9","6.28","6.54","7","7"
"2007","66 and older","Westdeutschland, alte Bundeslaender","6.66","7","2521","4","5","8","9","6.58","6.74","7","7"
"2008","16-34 y.","Ostdeutschland, neue Bundeslaender","6.76","7","840","4","5","8","9","6.64","6.88","7","7"
"2008","16-34 y.","Westdeutschland, alte Bundeslaender","6.62","7","2323","4","5","8","9","6.54","6.7","7","7"
"2008","35-65 y.","Ostdeutschland, neue Bundeslaender","6.58","7","1934","4","5","8","9","6.5","6.66","7","7"
"2008","35-65 y.","Westdeutschland, alte Bundeslaender","6.58","7","6476","4","5","8","9","6.53","6.63","7","7"
"2008","66 and older","Ostdeutschland, neue Bundeslaender","6.74","7","895","4","5","8","9","6.62","6.86","7","7"
"2008","66 and older","Westdeutschland, alte Bundeslaender","6.72","7","2440","4","5","8","9","6.64","6.8","7","7"
"2009","16-34 y.","Ostdeutschland, neue Bundeslaender","6.82","7","784","4","5","8","9","6.69","6.95","7","7"
"2009","16-34 y.","Westdeutschland, alte Bundeslaender","6.65","7","2166","4","5","8","9","6.57","6.73","7","7"
"2009","35-65 y.","Ostdeutschland, neue Bundeslaender","6.63","7","1846","4","5","8","9","6.55","6.71","7","7"
"2009","35-65 y.","Westdeutschland, alte Bundeslaender","6.61","7","6107","4","5","8","9","6.56","6.66","7","7"
"2009","66 and older","Ostdeutschland, neue Bundeslaender","6.68","7","860","4","5","8","9","6.56","6.8","7","7"
"2009","66 and older","Westdeutschland, alte Bundeslaender","6.67","7","2344","4","5","8","9","6.59","6.75","7","7"
"2010","16-34 y.","Ostdeutschland, neue Bundeslaender","7","7","1262","5","6","8","10","6.89","7.11","7","7"
"2010","16-34 y.","Westdeutschland, alte Bundeslaender","6.79","7","4095","4","5","8","9","6.73","6.85","7","7"
"2010","35-65 y.","Ostdeutschland, neue Bundeslaender","6.72","7","2271","4","5","8","9","6.64","6.8","7","7"
"2010","35-65 y.","Westdeutschland, alte Bundeslaender","6.63","7","8824","4","5","8","9","6.59","6.67","7","7"
"2010","66 and older","Ostdeutschland, neue Bundeslaender","6.63","7","840","4","5","8","9","6.5","6.76","7","7"
"2010","66 and older","Westdeutschland, alte Bundeslaender","6.74","7","2358","4","5","8","9","6.66","6.82","7","7"
"2011","16-34 y.","Ostdeutschland, neue Bundeslaender","6.9","7","1216","4","6","8","9","6.8","7","7","7"
"2011","16-34 y.","Westdeutschland, alte Bundeslaender","6.97","7","3970","5","6","8","9","6.91","7.03","7","7"
"2011","35-65 y.","Ostdeutschland, neue Bundeslaender","6.76","7","2586","4","5","8","9","6.69","6.83","7","7"
"2011","35-65 y.","Westdeutschland, alte Bundeslaender","6.7","7","10128","4","5","8","9","6.66","6.74","7","7"
"2011","66 and older","Ostdeutschland, neue Bundeslaender","6.63","7","907","4","5","8","9","6.51","6.75","7","7"
"2011","66 and older","Westdeutschland, alte Bundeslaender","6.68","7","2695","4","5","8","9","6.6","6.76","7","7"
"2012","16-34 y.","Ostdeutschland, neue Bundeslaender","6.98","7","1151","5","6","8","9","6.87","7.09","7","7"
"2012","16-34 y.","Westdeutschland, alte Bundeslaender","6.98","7","3829","5","6","8","9","6.92","7.04","7","7"
"2012","35-65 y.","Ostdeutschland, neue Bundeslaender","6.71","7","2711","4","5","8","9","6.64","6.78","7","7"
"2012","35-65 y.","Westdeutschland, alte Bundeslaender","6.81","7","10486","4","5","8","9","6.77","6.85","7","7"
"2012","66 and older","Ostdeutschland, neue Bundeslaender","6.76","7","1005","4","5","8","9","6.64","6.88","7","7"
"2012","66 and older","Westdeutschland, alte Bundeslaender","6.79","7","2988","4","5","8","9","6.72","6.86","7","7"
"2013","16-34 y.","Ostdeutschland, neue Bundeslaender","7.04","7","1019","5","6","8","10","6.92","7.16","7","7"
"2013","16-34 y.","Westdeutschland, alte Bundeslaender","6.95","7","3587","4","6","8","9","6.89","7.01","7","7"
"2013","35-65 y.","Ostdeutschland, neue Bundeslaender","6.85","7","2666","4","5","8","9","6.78","6.92","7","7"
"2013","35-65 y.","Westdeutschland, alte Bundeslaender","6.77","7","10176","4","5","8","9","6.73","6.81","7","7"
"2013","66 and older","Ostdeutschland, neue Bundeslaender","6.62","7","991","4","5","8","9","6.49","6.75","7","7"
"2013","66 and older","Westdeutschland, alte Bundeslaender","6.9","7","3056","4","6","8","9","6.83","6.97","7","7"
"2014","16-34 y.","Ostdeutschland, neue Bundeslaender","7.03","7","971","5","6","8","9","6.91","7.15","7","7"
"2014","16-34 y.","Westdeutschland, alte Bundeslaender","7.04","7","4338","5","6","8","10","6.98","7.1","7","7"
"2014","35-65 y.","Ostdeutschland, neue Bundeslaender","6.84","7","2644","5","5","8","9","6.77","6.91","7","7"
"2014","35-65 y.","Westdeutschland, alte Bundeslaender","6.74","7","10686","4","5","8","9","6.7","6.78","7","7"
"2014","66 and older","Ostdeutschland, neue Bundeslaender","6.77","7","967","4","5","8","9","6.65","6.89","7","7"
"2014","66 and older","Westdeutschland, alte Bundeslaender","6.82","7","3031","4","5","8","9","6.75","6.89","7","7"
"2015","16-34 y.","Ostdeutschland, neue Bundeslaender","6.98","7","871","5","6","8","9","6.85","7.11","7","7"
"2015","16-34 y.","Westdeutschland, alte Bundeslaender","7.14","7","3807","5","6","8","10","7.08","7.2","7","7"
"2015","35-65 y.","Ostdeutschland, neue Bundeslaender","6.86","7","2510","4","5","8","9","6.79","6.93","7","7"
"2015","35-65 y.","Westdeutschland, alte Bundeslaender","6.81","7","9855","5","5","8","9","6.77","6.85","7","7"
"2015","66 and older","Ostdeutschland, neue Bundeslaender","6.58","7","988","4","5","8","9","6.45","6.71","7","7"
"2015","66 and older","Westdeutschland, alte Bundeslaender","6.85","7","3013","4","6","8","9","6.78","6.92","7","7"
"2016","16-34 y.","Ostdeutschland, neue Bundeslaender","7.03","7","841","5","6","8","9","6.9","7.16","7","8"
"2016","16-34 y.","Westdeutschland, alte Bundeslaender","7.03","7","3812","4","6","8","10","6.97","7.09","7","7"
"2016","35-65 y.","Ostdeutschland, neue Bundeslaender","6.95","7","2443","5","6","8","9","6.88","7.02","7","7"
"2016","35-65 y.","Westdeutschland, alte Bundeslaender","6.83","7","9629","4","5","8","9","6.79","6.87","7","7"
"2016","66 and older","Ostdeutschland, neue Bundeslaender","6.69","7","993","4","5","8","9","6.57","6.81","7","7"
"2016","66 and older","Westdeutschland, alte Bundeslaender","6.8","7","2922","4","5","8","9","6.73","6.87","7","7"
"2017","16-34 y.","Ostdeutschland, neue Bundeslaender","7","7","943","5","6","8","9","6.88","7.12","7","7"
"2017","16-34 y.","Westdeutschland, alte Bundeslaender","7.09","7","4292","5","6","8","10","7.03","7.15","7","7"
"2017","35-65 y.","Ostdeutschland, neue Bundeslaender","6.89","7","2813","5","6","8","9","6.82","6.96","7","7"
"2017","35-65 y.","Westdeutschland, alte Bundeslaender","6.81","7","10878","5","5","8","9","6.77","6.85","7","7"
"2017","66 and older","Ostdeutschland, neue Bundeslaender","6.69","7","1064","4","5","8","9","6.58","6.8","7","7"
"2017","66 and older","Westdeutschland, alte Bundeslaender","6.82","7","3214","4","5","8","9","6.75","6.89","7","7"
"2018","16-34 y.","Ostdeutschland, neue Bundeslaender","7.05","7","947","5","6","8","9","6.93","7.17","7","7"
"2018","16-34 y.","Westdeutschland, alte Bundeslaender","7.04","7","4245","5","6","8","9","6.98","7.1","7","7"
"2018","35-65 y.","Ostdeutschland, neue Bundeslaender","6.83","7","2744","5","5","8","9","6.76","6.9","7","7"
"2018","35-65 y.","Westdeutschland, alte Bundeslaender","6.74","7","10340","4","5","8","9","6.7","6.78","7","7"
"2018","66 and older","Ostdeutschland, neue Bundeslaender","6.69","7","1081","4","5","8","9","6.58","6.8","7","7"
"2018","66 and older","Westdeutschland, alte Bundeslaender","6.86","7","3233","5","5","8","9","6.79","6.93","7","7"
"2019","16-34 y.","Ostdeutschland, neue Bundeslaender","7.13","7","847","5","6","8","9","7.01","7.25","7","8"
"2019","16-34 y.","Westdeutschland, alte Bundeslaender","7.18","7","3901","5","6","8","10","7.12","7.24","7","7"
"2019","35-65 y.","Ostdeutschland, neue Bundeslaender","6.9","7","2881","5","6","8","9","6.83","6.97","7","7"
"2019","35-65 y.","Westdeutschland, alte Bundeslaender","6.84","7","10546","4","6","8","9","6.8","6.88","7","7"
"2019","66 and older","Ostdeutschland, neue Bundeslaender","6.67","7","1139","4","5","8","9","6.56","6.78","7","7"
"2019","66 and older","Westdeutschland, alte Bundeslaender","6.89","7","3340","4","5","8","9","6.82","6.96","7","8"
