"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","5.95","6","367","3","5","8","9","5.7","6.2","5","6"
"1984","16-34 y.","lower secondary degree","6.84","7","1099","4","5","9","10","6.7","6.98","7","7"
"1984","16-34 y.","no degree/no degree yet","6.29","6","300","3","5","8","10","6","6.58","7","8"
"1984","16-34 y.","Other degree","7.07","8","362","3","5","9","10","6.8","7.34","7","8"
"1984","16-34 y.","secondary school degree","6.52","7","539","3","5","8","10","6.31","6.73","6","7"
"1984","35-65 y.","college entrance qualification","6.55","7","269","3","5","8","10","6.25","6.85","6","7"
"1984","35-65 y.","lower secondary degree","7.22","8","2254","4","5","9","10","7.13","7.31","7","8"
"1984","35-65 y.","no degree/no degree yet","6.85","7","553","4","5","8","10","6.65","7.05","7","8"
"1984","35-65 y.","Other degree","6.81","7","553","3","5","9","10","6.6","7.02","7","8"
"1984","35-65 y.","secondary school degree","7.02","7","521","3","5","9","10","6.81","7.23","7","8"
"1984","66 and older","college entrance qualification","6.62","8","55","3","5","9","10","5.87","7.37","5","8"
"1984","66 and older","lower secondary degree","7.16","8","744","4","5","9","10","6.98","7.34","7","8"
"1984","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","",""
"1984","66 and older","secondary school degree","7.57","8","147","5","6","10","10","7.21","7.93","8","8"
"1985","16-34 y.","college entrance qualification","5.94","6","308","3","4","8","9","5.68","6.2","5","6"
"1985","16-34 y.","lower secondary degree","6.83","7","825","4","5","8","10","6.68","6.98","7","7"
"1985","16-34 y.","no degree/no degree yet","6.71","7","212","4","5","8","10","6.42","7","7","8"
"1985","16-34 y.","Other degree","6.32","6.74","253","3","5","8","10","6.01","6.63","7","8"
"1985","16-34 y.","secondary school degree","6.72","7","513","4","5","8","10","6.52","6.92","7","7"
"1985","35-65 y.","college entrance qualification","6.39","7","220","3","5","8","10","6.07","6.71","6","7"
"1985","35-65 y.","lower secondary degree","7.24","8","1908","5","6","9","10","7.14","7.34","7","8"
"1985","35-65 y.","no degree/no degree yet","6.93","7","414","4","5","8","10","6.72","7.14","7","8"
"1985","35-65 y.","Other degree","6.59","7","461","3","5","8","10","6.37","6.81","7","8"
"1985","35-65 y.","secondary school degree","6.95","7","454","4","5","8","10","6.75","7.15","7","7"
"1985","66 and older","college entrance qualification","7.47","8","50","3","6","10","10","6.81","8.13","7","9"
"1985","66 and older","lower secondary degree","7.09","7","590","4","5","9","10","6.91","7.27","7","8"
"1985","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","",""
"1985","66 and older","secondary school degree","7.29","8","131","5","6","9","10","6.88","7.7","7","8"
"1986","16-34 y.","college entrance qualification","6.03","6","352","3","5","8","9","5.8","6.26","6","7"
"1986","16-34 y.","lower secondary degree","6.71","7","868","4","5","8","10","6.56","6.86","7","7"
"1986","16-34 y.","no degree/no degree yet","6.27","6","204","3","5","8","9","5.95","6.59","6","7"
"1986","16-34 y.","Other degree","6.91","7","216","4","5","9","10","6.6","7.22","7","8"
"1986","16-34 y.","secondary school degree","6.41","7","532","4","5","8","9","6.23","6.59","6","7"
"1986","35-65 y.","college entrance qualification","6.47","7","237","3","5","8","10","6.17","6.77","6","7"
"1986","35-65 y.","lower secondary degree","7.05","7","1832","4","5","8","10","6.95","7.15","7","8"
"1986","35-65 y.","no degree/no degree yet","6.7","7","423","4","5","8","10","6.49","6.91","7","7"
"1986","35-65 y.","Other degree","6.7","7","440","4","5","8","10","6.49","6.91","7","8"
"1986","35-65 y.","secondary school degree","6.75","7","452","4","5","8","10","6.55","6.95","7","7"
"1986","66 and older","college entrance qualification","7.58","8","48","4","6","9","10","6.93","8.23","7","9"
"1986","66 and older","lower secondary degree","7.35","8","555","5","6","9","10","7.17","7.53","8","8"
"1986","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1986","66 and older","Other degree","","","","","","","","","","",""
"1986","66 and older","secondary school degree","7.54","8","124","5","6","10","10","7.15","7.93","8","8"
"1987","16-34 y.","college entrance qualification","6.16","6","336","4","5","8","9","5.94","6.38","6","7"
"1987","16-34 y.","lower secondary degree","6.76","7","880","4","5","8","9","6.62","6.9","7","7"
"1987","16-34 y.","no degree/no degree yet","6.46","7","207","3","5","8","9","6.18","6.74","7","7"
"1987","16-34 y.","Other degree","6.86","7","188","4","5","8","10","6.54","7.18","7","8"
"1987","16-34 y.","secondary school degree","6.86","7","528","5","5","8","10","6.69","7.03","7","7"
"1987","35-65 y.","college entrance qualification","6.72","7","246","4","5","8","10","6.43","7.01","7","7"
"1987","35-65 y.","lower secondary degree","7.09","7","1790","5","5","8","10","6.99","7.19","7","8"
"1987","35-65 y.","no degree/no degree yet","6.98","7","408","4","5","9","10","6.77","7.19","7","7"
"1987","35-65 y.","Other degree","6.65","7","458","4","5","8","10","6.46","6.84","7","7"
"1987","35-65 y.","secondary school degree","6.74","7","446","4","5","8","10","6.55","6.93","6","7"
"1987","66 and older","college entrance qualification","7.15","7","50","4","5","10","10","6.43","7.87","6","9"
"1987","66 and older","lower secondary degree","7.32","8","584","5","6","9","10","7.15","7.49","8","8"
"1987","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1987","66 and older","Other degree","","","","","","","","","","",""
"1987","66 and older","secondary school degree","7.65","8","133","5","6","10","10","7.32","7.98","7","8"
"1988","16-34 y.","college entrance qualification","6.09","6","315","3","5","8","9","5.85","6.33","6","7"
"1988","16-34 y.","lower secondary degree","6.67","7","857","4","5","8","9","6.53","6.81","7","7"
"1988","16-34 y.","no degree/no degree yet","6.44","6","164","4","5","8","10","6.11","6.77","6","8"
"1988","16-34 y.","Other degree","6.71","7","190","3","5","9","10","6.37","7.05","7","7"
"1988","16-34 y.","secondary school degree","6.74","7","519","4","5","8","9","6.57","6.91","7","7"
"1988","35-65 y.","college entrance qualification","6.49","7","241","3","5","8","10","6.21","6.77","6","7"
