"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1989","higher education","Westdeutschland, alte Bundeslaender","6.29","7","365","3","5","8","9","6.06","6.52","6","7"
"1989","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","higher vocational","Westdeutschland, alte Bundeslaender","6.62","7","291","4","5","8","10","6.36","6.88","6","7"
"1989","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","in school","Westdeutschland, alte Bundeslaender","6.33","5","55","4","5","9","10","5.71","6.95","5","7"
"1989","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","inadequately","Westdeutschland, alte Bundeslaender","6.67","7","462","4","5","8","10","6.47","6.87","7","7"
"1989","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","middle vocational","Westdeutschland, alte Bundeslaender","6.68","7","2854","4","5","8","10","6.6","6.76","7","7"
"1989","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","vocational + Abi","Westdeutschland, alte Bundeslaender","6.58","7","169","3","5","8","10","6.22","6.94","6","8"
"1990","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","general elemantary","Westdeutschland, alte Bundeslaender","6.82","7","1858","4","5","8","10","6.72","6.92","7","7"
"1990","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","higher education","Westdeutschland, alte Bundeslaender","6.44","7","382","3","5","8","9","6.22","6.66","6","7"
"1990","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","higher vocational","Westdeutschland, alte Bundeslaender","6.65","7","339","4","5","8","10","6.42","6.88","7","7"
"1990","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","in school","Westdeutschland, alte Bundeslaender","6.64","7","48","3","5","9","10","5.92","7.36","6","8"
"1990","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","inadequately","Westdeutschland, alte Bundeslaender","6.71","7","466","4","5","8","10","6.52","6.9","7","7"
"1990","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","middle vocational","Westdeutschland, alte Bundeslaender","6.68","7","3030","4","5","8","10","6.61","6.75","7","7"
"1990","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","vocational + Abi","Westdeutschland, alte Bundeslaender","6.48","7","172","4","5","8","9","6.13","6.83","6","7"
"1991","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","general elemantary","Ostdeutschland, neue Bundeslaender","6.39","7","296","4","5","8","10","6.14","6.64","6","7"
"1993","general elemantary","Westdeutschland, alte Bundeslaender","6.62","7","1695","4","5","8","10","6.52","6.72","7","7"
"1993","higher education","Ostdeutschland, neue Bundeslaender","6.17","6","444","3","5","8","9","5.97","6.37","6","7"
"1993","higher education","Westdeutschland, alte Bundeslaender","6.2","6","428","3","5","8","9","6","6.4","6","7"
"1993","higher vocational","Ostdeutschland, neue Bundeslaender","6.48","6","109","4","5","8","9","6.09","6.87","6","8"
"1993","higher vocational","Westdeutschland, alte Bundeslaender","6.21","6","339","3","5","8","9","5.97","6.45","6","7"
"1993","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","in school","Westdeutschland, alte Bundeslaender","6.12","5","43","3","5","8","9","5.42","6.82","5","7"
"1993","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","inadequately","Westdeutschland, alte Bundeslaender","6.49","6.01","451","4","5","8","10","6.3","6.68","6","7"
"1993","middle vocational","Ostdeutschland, neue Bundeslaender","6.29","6","1355","4","5","8","9","6.18","6.4","6","7"
"1993","middle vocational","Westdeutschland, alte Bundeslaender","6.56","7","3083","4","5","8","9","6.49","6.63","7","7"
"1993","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","vocational + Abi","Westdeutschland, alte Bundeslaender","6.73","7","195","3","5","8","9","6.4","7.06","7","8"
"1994","general elemantary","Ostdeutschland, neue Bundeslaender","6.13","6","288","3","5","8","9","5.88","6.38","6","7"
"1994","general elemantary","Westdeutschland, alte Bundeslaender","6.72","7","1581","4","5","8","10","6.61","6.83","7","7"
"1994","higher education","Ostdeutschland, neue Bundeslaender","5.99","6","490","3","5","8","9","5.8","6.18","6","7"
"1994","higher education","Westdeutschland, alte Bundeslaender","6.26","6","469","3","5","8","8","6.07","6.45","6","7"
"1994","higher vocational","Ostdeutschland, neue Bundeslaender","6.5","7","120","4","5","8","9","6.13","6.87","6","7"
"1994","higher vocational","Westdeutschland, alte Bundeslaender","6.45","7","349","4","5","8","9","6.23","6.67","6","7"
"1994","in school","Ostdeutschland, neue Bundeslaender","7.28","7.46","32","5","6","8","9","6.57","7.99","6","8"
"1994","in school","Westdeutschland, alte Bundeslaender","6.7","7","57","3","5","9","10","6.01","7.39","5","8"
"1994","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","inadequately","Westdeutschland, alte Bundeslaender","6.49","6.49","414","4","5","8","10","6.29","6.69","6","7"
"1994","middle vocational","Ostdeutschland, neue Bundeslaender","6.32","6","1372","4","5","8","9","6.21","6.43","6","7"
"1994","middle vocational","Westdeutschland, alte Bundeslaender","6.51","7","3055","4","5","8","9","6.44","6.58","7","7"
"1994","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.54","5","32","2","4","8","8","4.78","6.3","5","7"
"1994","vocational + Abi","Westdeutschland, alte Bundeslaender","6.2","6","215","3","5","8","9","5.93","6.47","6","7"
"1995","general elemantary","Ostdeutschland, neue Bundeslaender","6.17","6","287","3","5","8","9","5.92","6.42","6","7"
"1995","general elemantary","Westdeutschland, alte Bundeslaender","6.65","7","1646","4","5","8","10","6.55","6.75","7","7"
"1995","higher education","Ostdeutschland, neue Bundeslaender","6.11","6","486","3","5","8","9","5.92","6.3","6","7"
"1995","higher education","Westdeutschland, alte Bundeslaender","6.38","6","561","3","5","8","9","6.21","6.55","6","7"
"1995","higher vocational","Ostdeutschland, neue Bundeslaender","6.49","7","122","4","5","8","10","6.13","6.85","6","7"
"1995","higher vocational","Westdeutschland, alte Bundeslaender","6.5","7","352","4","5","8","9","6.28","6.72","6","7"
"1995","in school","Ostdeutschland, neue Bundeslaender","6.76","7","39","4","5","8","10","6.01","7.51","5","8"
"1995","in school","Westdeutschland, alte Bundeslaender","5.56","5","58","3","4","7","9","4.96","6.16","5","6"
"1995","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","inadequately","Westdeutschland, alte Bundeslaender","6.5","7","392","4","5","8","10","6.3","6.7","6","7"
"1995","middle vocational","Ostdeutschland, neue Bundeslaender","6.36","6.51","1382","4","5","8","9","6.25","6.47","6","7"
"1995","middle vocational","Westdeutschland, alte Bundeslaender","6.5","7","3287","4","5","8","9","6.43","6.57","7","7"
"1995","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.45","6","33","4","5","8","10","5.68","7.22","5","8"
"1995","vocational + Abi","Westdeutschland, alte Bundeslaender","6.68","7","295","4","5","8","10","6.44","6.92","7","7"
"1996","general elemantary","Ostdeutschland, neue Bundeslaender","6.18","6","268","4","5","8","9","5.93","6.43","6","7"
"1996","general elemantary","Westdeutschland, alte Bundeslaender","6.62","7","1568","4","5","8","10","6.51","6.73","7","7"
"1996","higher education","Ostdeutschland, neue Bundeslaender","6.23","6","471","4","5","8","9","6.04","6.42","6","7"
"1996","higher education","Westdeutschland, alte Bundeslaender","6.25","6.91","554","3","5","8","9","6.07","6.43","6","7"
"1996","higher vocational","Ostdeutschland, neue Bundeslaender","6.71","7","128","4","5","8","9","6.37","7.05","6","7"
"1996","higher vocational","Westdeutschland, alte Bundeslaender","6.42","7","362","4","5","8","9","6.2","6.64","6","7"
"1996","in school","Ostdeutschland, neue Bundeslaender","6.31","7","48","5","5","8","8","5.72","6.9","5","7"
"1996","in school","Westdeutschland, alte Bundeslaender","5.94","6","75","2","4","8","10","5.36","6.52","5","7"
"1996","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","inadequately","Westdeutschland, alte Bundeslaender","6.59","7","359","4","5","8","9","6.39","6.79","7","7"
"1996","middle vocational","Ostdeutschland, neue Bundeslaender","6.4","7","1369","4","5","8","9","6.3","6.5","6","7"
"1996","middle vocational","Westdeutschland, alte Bundeslaender","6.53","7","3280","4","5","8","9","6.46","6.6","7","7"
"1996","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.59","6","40","5","6","8","9","5.97","7.21","6","8"
"1996","vocational + Abi","Westdeutschland, alte Bundeslaender","6.58","7","297","4","5","8","9","6.35","6.81","7","7"
"1997","general elemantary","Ostdeutschland, neue Bundeslaender","6.22","6","264","4","5","8","9","5.96","6.48","7","7"
"1997","general elemantary","Westdeutschland, alte Bundeslaender","6.59","7","1529","4","5","8","9","6.49","6.69","7","7"
"1997","higher education","Ostdeutschland, neue Bundeslaender","6.38","6","490","4","5","8","8","6.22","6.54","6","7"
"1997","higher education","Westdeutschland, alte Bundeslaender","6.3","7","592","3","5","8","9","6.14","6.46","6","7"
"1997","higher vocational","Ostdeutschland, neue Bundeslaender","6.52","7","137","5","5","8","9","6.19","6.85","6","7"
"1997","higher vocational","Westdeutschland, alte Bundeslaender","6.2","6","367","3","5","8","9","5.98","6.42","6","7"
"1997","in school","Ostdeutschland, neue Bundeslaender","6","5.93","47","3","5","8","8","5.41","6.59","5","7"
"1997","in school","Westdeutschland, alte Bundeslaender","6.61","7","88","4","5","8","10","6.13","7.09","5","7"
"1997","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","inadequately","Westdeutschland, alte Bundeslaender","6.68","7","347","4","5","8","9","6.46","6.9","6","7"
"1997","middle vocational","Ostdeutschland, neue Bundeslaender","6.44","7","1378","4","5","8","9","6.33","6.55","6","7"
"1997","middle vocational","Westdeutschland, alte Bundeslaender","6.47","7","3187","4","5","8","9","6.4","6.54","7","7"
"1997","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.8","5","37","3","4","8","8","5.1","6.5","4","7"
"1997","vocational + Abi","Westdeutschland, alte Bundeslaender","6.5","7","280","4","5","8","9","6.26","6.74","7","7"
"1998","general elemantary","Ostdeutschland, neue Bundeslaender","6.54","7","276","4","5","8","9","6.3","6.78","6","7"
"1998","general elemantary","Westdeutschland, alte Bundeslaender","6.55","7","1658","4","5","8","10","6.45","6.65","7","7"
"1998","higher education","Ostdeutschland, neue Bundeslaender","6.29","7","526","4","5","8","8","6.12","6.46","6","7"
"1998","higher education","Westdeutschland, alte Bundeslaender","6.57","7","684","4","5","8","9","6.42","6.72","7","7"
"1998","higher vocational","Ostdeutschland, neue Bundeslaender","6.63","7","157","4","5","8","9","6.32","6.94","6","7"
"1998","higher vocational","Westdeutschland, alte Bundeslaender","6.5","7","385","4","5","8","9","6.3","6.7","6","7"
"1998","in school","Ostdeutschland, neue Bundeslaender","6.14","6","52","4","5","8","9","5.52","6.76","5","7"
"1998","in school","Westdeutschland, alte Bundeslaender","5.98","5","83","3","5","8","10","5.45","6.51","5","7"
"1998","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","inadequately","Westdeutschland, alte Bundeslaender","6.44","6","306","4","5","8","9","6.21","6.67","6","7"
"1998","middle vocational","Ostdeutschland, neue Bundeslaender","6.51","7","1512","4","5","8","9","6.41","6.61","7","7"
"1998","middle vocational","Westdeutschland, alte Bundeslaender","6.58","7","3517","4","5","8","9","6.51","6.65","7","7"
"1998","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.07","6","42","5","5","7","8","5.59","6.55","5","7"
"1998","vocational + Abi","Westdeutschland, alte Bundeslaender","6.5","7","323","3","5","8","9","6.27","6.73","7","7"
"1999","general elemantary","Ostdeutschland, neue Bundeslaender","6.66","7","284","4","5","8","10","6.41","6.91","6","7"
"1999","general elemantary","Westdeutschland, alte Bundeslaender","6.6","7","1581","4","5","8","10","6.5","6.7","7","7"
"1999","higher education","Ostdeutschland, neue Bundeslaender","6.24","6","533","4","5","8","9","6.07","6.41","6","7"
"1999","higher education","Westdeutschland, alte Bundeslaender","6.24","6","697","3","5","8","9","6.08","6.4","6","7"
"1999","higher vocational","Ostdeutschland, neue Bundeslaender","6.72","7","163","3","5","8","9","6.41","7.03","7","8"
"1999","higher vocational","Westdeutschland, alte Bundeslaender","6.43","7","393","4","5","8","9","6.23","6.63","6","7"
"1999","in school","Ostdeutschland, neue Bundeslaender","6.41","6.25","43","4","5","8","10","5.7","7.12","6","8"
"1999","in school","Westdeutschland, alte Bundeslaender","6.13","5.31","86","3","5","8","9","5.65","6.61","5","7"
"1999","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","inadequately","Westdeutschland, alte Bundeslaender","6.23","6","304","4","5","8","9","5.99","6.47","6","7"
"1999","middle vocational","Ostdeutschland, neue Bundeslaender","6.49","7","1506","4","5","8","9","6.4","6.58","6","7"
"1999","middle vocational","Westdeutschland, alte Bundeslaender","6.58","7","3571","4","5","8","9","6.51","6.65","7","7"
"1999","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.48","6","46","4","5","8","9","5.95","7.01","5","8"
"1999","vocational + Abi","Westdeutschland, alte Bundeslaender","6.36","7","336","3","5","8","9","6.15","6.57","7","7"
"2000","general elemantary","Ostdeutschland, neue Bundeslaender","6.21","7","360","3","5","8","9","5.97","6.45","6","7"
"2000","general elemantary","Westdeutschland, alte Bundeslaender","6.69","7","2342","4","5","8","10","6.6","6.78","7","7"
"2000","higher education","Ostdeutschland, neue Bundeslaender","6.52","7","823","4","5","8","9","6.38","6.66","6","7"
"2000","higher education","Westdeutschland, alte Bundeslaender","6.4","7","1653","4","5","8","9","6.3","6.5","7","7"
"2000","higher vocational","Ostdeutschland, neue Bundeslaender","6.53","7","342","4","5","8","9","6.32","6.74","7","7"
"2000","higher vocational","Westdeutschland, alte Bundeslaender","6.52","7","967","4","5","8","9","6.38","6.66","7","7"
"2000","in school","Ostdeutschland, neue Bundeslaender","6.35","7","69","3","5","8","9","5.8","6.9","5","7"
"2000","in school","Westdeutschland, alte Bundeslaender","6.16","6","157","3","5","8","9","5.77","6.55","6","7"
"2000","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","inadequately","Westdeutschland, alte Bundeslaender","6.55","6","285","4","5","8","10","6.3","6.8","6","7"
"2000","middle vocational","Ostdeutschland, neue Bundeslaender","6.57","7","2366","4","5","8","9","6.49","6.65","7","7"
"2000","middle vocational","Westdeutschland, alte Bundeslaender","6.67","7","7129","4","5","8","9","6.62","6.72","7","7"
"2000","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.62","7","84","4","5","8","9","6.18","7.06","7","8"
"2000","vocational + Abi","Westdeutschland, alte Bundeslaender","6.62","7","766","4","5","8","9","6.48","6.76","7","7"
"2001","general elemantary","Ostdeutschland, neue Bundeslaender","6.33","7","340","4","5","8","9","6.09","6.57","6","7"
"2001","general elemantary","Westdeutschland, alte Bundeslaender","6.6","7","2058","4","5","8","10","6.5","6.7","7","7"
"2001","higher education","Ostdeutschland, neue Bundeslaender","6.43","7","809","4","5","8","9","6.3","6.56","7","7"
"2001","higher education","Westdeutschland, alte Bundeslaender","6.56","7","1551","4","5","8","9","6.46","6.66","7","7"
"2001","higher vocational","Ostdeutschland, neue Bundeslaender","6.68","7","304","5","5","8","9","6.48","6.88","7","7"
"2001","higher vocational","Westdeutschland, alte Bundeslaender","6.59","7","862","4","5","8","9","6.45","6.73","7","7"
"2001","in school","Ostdeutschland, neue Bundeslaender","6.14","6","88","3","5","8","10","5.64","6.64","5","7"
"2001","in school","Westdeutschland, alte Bundeslaender","6.09","6","186","3","5","8","9","5.76","6.42","6","7"
"2001","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","inadequately","Westdeutschland, alte Bundeslaender","6.29","6","224","4","5","8","10","5.98","6.6","6","7"
"2001","middle vocational","Ostdeutschland, neue Bundeslaender","6.64","7","2289","4","5","8","9","6.56","6.72","7","7"
"2001","middle vocational","Westdeutschland, alte Bundeslaender","6.74","7","6476","4","5","8","9","6.69","6.79","7","7"
"2001","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.87","6","81","4","5","8","8","5.47","6.27","5","7"
"2001","vocational + Abi","Westdeutschland, alte Bundeslaender","6.5","7","736","4","5","8","9","6.35","6.65","6","7"
"2002","general elemantary","Ostdeutschland, neue Bundeslaender","6.37","7","327","4","5","8","9","6.14","6.6","6","7"
"2002","general elemantary","Westdeutschland, alte Bundeslaender","6.6","7","1908","4","5","8","10","6.5","6.7","7","7"
"2002","higher education","Ostdeutschland, neue Bundeslaender","6.37","7","828","4","5","8","8","6.24","6.5","7","7"
"2002","higher education","Westdeutschland, alte Bundeslaender","6.47","7","2087","4","5","8","9","6.38","6.56","7","7"
"2002","higher vocational","Ostdeutschland, neue Bundeslaender","6.52","7","320","4","5","8","9","6.31","6.73","7","7"
"2002","higher vocational","Westdeutschland, alte Bundeslaender","6.48","7","903","4","5","8","9","6.34","6.62","7","7"
"2002","in school","Ostdeutschland, neue Bundeslaender","6.84","7","83","4","5","8","10","6.39","7.29","6","8"
"2002","in school","Westdeutschland, alte Bundeslaender","6","6","196","3","5","8","9","5.66","6.34","6","7"
"2002","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","inadequately","Westdeutschland, alte Bundeslaender","6.26","6","188","4","5","8","9","5.95","6.57","6","7"
"2002","middle vocational","Ostdeutschland, neue Bundeslaender","6.44","7","2197","4","5","8","9","6.36","6.52","7","7"
"2002","middle vocational","Westdeutschland, alte Bundeslaender","6.6","7","6595","4","5","8","9","6.55","6.65","7","7"
"2002","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.36","7","94","3","5","8","9","5.99","6.73","6","7"
"2002","vocational + Abi","Westdeutschland, alte Bundeslaender","6.51","7","792","4","5","8","9","6.37","6.65","7","7"
"2003","general elemantary","Ostdeutschland, neue Bundeslaender","6.39","7","325","3","5","8","9","6.15","6.63","6","7"
"2003","general elemantary","Westdeutschland, alte Bundeslaender","6.52","7","1862","4","5","8","9","6.42","6.62","7","7"
"2003","higher education","Ostdeutschland, neue Bundeslaender","6.39","7","862","4","5","8","9","6.26","6.52","7","7"
