"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","6.87","7","411","4","5","8","10","10","6.64","7.1","0","10","7","8"
"1985","16-34 y.","Urban Area","6.53","7","1746","4","5","8","10","10","6.42","6.64","0","10","7","7"
"1985","35-65 y.","Rural Area","7.15","7","724","4","5","9","10","10","6.98","7.32","0","10","7","8"
"1985","35-65 y.","Urban Area","7.08","7","2768","4","5","9","10","10","7","7.16","0","10","7","7"
"1985","66 and older","Rural Area","7.24","8","189","4","5","9","10","10","6.91","7.57","0","10","7","8"
"1985","66 and older","Urban Area","7.11","7","595","4","5","9","10","10","6.93","7.29","0","10","7","8"
"1986","16-34 y.","Rural Area","6.71","7","400","4","5","8","10","10","6.49","6.93","0","10","7","7"
"1986","16-34 y.","Urban Area","6.42","7","1820","4","5","8","9","10","6.32","6.52","0","10","7","7"
"1986","35-65 y.","Rural Area","7","7","702","4","5","8","10","10","6.85","7.15","0","10","7","8"
"1986","35-65 y.","Urban Area","6.9","7","2718","4","5","8","10","10","6.82","6.98","0","10","7","7"
"1986","66 and older","Rural Area","7.55","8","182","5","6","9","10","10","7.24","7.86","0","10","8","8"
"1986","66 and older","Urban Area","7.34","8","565","5","6","9","10","10","7.17","7.51","1","10","8","8"
"1987","16-34 y.","Rural Area","6.74","7","416","4","5","8","10","10","6.53","6.95","0","10","7","7"
"1987","16-34 y.","Urban Area","6.63","7","1773","4","5","8","9","10","6.53","6.73","0","10","7","7"
"1987","35-65 y.","Rural Area","7.02","7","701","5","5","8","10","10","6.86","7.18","0","10","7","7"
"1987","35-65 y.","Urban Area","6.96","7","2685","4","5","8","10","10","6.88","7.04","0","10","7","7"
"1987","66 and older","Rural Area","7.43","8","182","5","6","9","10","10","7.11","7.75","0","10","7","8"
"1987","66 and older","Urban Area","7.36","8","604","5","6","9","10","10","7.19","7.53","0","10","7","8"
"1988","16-34 y.","Rural Area","6.75","7","393","4","5","8","10","10","6.53","6.97","0","10","7","7"
"1988","16-34 y.","Urban Area","6.53","7","1724","4","5","8","9","10","6.43","6.63","0","10","7","7"
"1988","35-65 y.","Rural Area","6.92","7","646","4","5","8","10","10","6.76","7.08","0","10","7","7"
"1988","35-65 y.","Urban Area","6.8","7","2578","4","5","8","10","10","6.72","6.88","0","10","7","7"
"1988","66 and older","Rural Area","7.05","7","180","4","6","9","10","10","6.72","7.38","0","10","7","8"
"1988","66 and older","Urban Area","7.03","7","592","4","5","9","10","10","6.85","7.21","0","10","7","8"
"1989","16-34 y.","Rural Area","6.44","7","391","4","5","8","9","10","6.23","6.65","0","10","7","7"
"1989","16-34 y.","Urban Area","6.41","7","1711","4","5","8","9","10","6.31","6.51","0","10","6","7"
"1989","35-65 y.","Rural Area","6.79","7","643","4","5","8","10","10","6.63","6.95","0","10","7","7"
"1989","35-65 y.","Urban Area","6.74","7","2555","4","5","8","10","10","6.66","6.82","0","10","7","7"
