"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1999","35-65 y.","Male","6.36","7","1928","4","5","8","9","6.27","6.45","6","7"
"1999","66 and older","Female","6.62","7","970","4","5","8","10","6.48","6.76","7","7"
"1999","66 and older","Male","6.44","7","414","4","5","8","9","6.23","6.65","6","7"
"2000","16-34 y.","Female","6.71","7","2931","4","5","8","9","6.63","6.79","7","7"
"2000","16-34 y.","Male","6.39","7","1885","3","5","8","9","6.29","6.49","7","7"
"2000","35-65 y.","Female","6.75","7","6200","4","5","8","9","6.7","6.8","7","7"
"2000","35-65 y.","Male","6.4","7","3616","3","5","8","9","6.33","6.47","6","7"
"2000","66 and older","Female","6.68","7","1872","4","5","8","10","6.58","6.78","7","7"
"2000","66 and older","Male","6.44","7","882","4","5","8","9","6.29","6.59","6","7"
"2001","16-34 y.","Female","6.68","7","2629","4","5","8","9","6.6","6.76","7","7"
"2001","16-34 y.","Male","6.35","7","1699","3","5","8","9","6.24","6.46","7","7"
"2001","35-65 y.","Female","6.73","7","5716","4","5","8","9","6.68","6.78","7","7"
"2001","35-65 y.","Male","6.47","7","3409","4","5","8","9","6.4","6.54","7","7"
"2001","66 and older","Female","6.75","7","1757","4","5","8","10","6.65","6.85","7","7"
"2001","66 and older","Male","6.65","7","864","4","5","8","10","6.5","6.8","7","7"
"2002","16-34 y.","Female","6.61","7","2497","4","5","8","9","6.53","6.69","7","7"
"2002","16-34 y.","Male","6.31","7","1589","3","5","8","9","6.2","6.42","7","7"
"2002","35-65 y.","Female","6.66","7","6119","4","5","8","9","6.61","6.71","7","7"
"2002","35-65 y.","Male","6.37","7","3669","4","5","8","9","6.3","6.44","7","7"
"2002","66 and older","Female","6.56","7","1817","4","5","8","9","6.46","6.66","7","7"
"2002","66 and older","Male","6.49","7","944","4","5","8","9","6.35","6.63","7","7"
"2003","16-34 y.","Female","6.66","7","2410","4","5","8","9","6.58","6.74","7","7"
"2003","16-34 y.","Male","6.35","7","1665","3","5","8","9","6.25","6.45","7","7"
"2003","35-65 y.","Female","6.58","7","5858","4","5","8","9","6.53","6.63","7","7"
"2003","35-65 y.","Male","6.4","7","3723","4","5","8","9","6.33","6.47","7","7"
"2003","66 and older","Female","6.71","7","1838","4","5","8","10","6.61","6.81","7","7"
"2003","66 and older","Male","6.61","7","1007","4","5","8","9","6.48","6.74","7","7"
"2004","16-34 y.","Female","6.7","7","2305","4","5","8","9","6.62","6.78","7","7"
"2004","16-34 y.","Male","6.41","7","1617","3","5","8","9","6.3","6.52","7","7"
"2004","35-65 y.","Female","6.6","7","5742","4","5","8","9","6.55","6.65","7","7"
"2004","35-65 y.","Male","6.41","7","3603","4","5","8","9","6.34","6.48","7","7"
"2004","66 and older","Female","6.52","7","1888","4","5","8","9","6.42","6.62","7","7"
"2004","66 and older","Male","6.53","7","1074","4","5","8","9","6.4","6.66","7","7"
"2005","16-34 y.","Female","6.69","7","2220","4","5","8","9","6.61","6.77","7","7"
"2005","16-34 y.","Male","6.43","7","1620","3","5","8","9","6.32","6.54","7","7"
"2005","35-65 y.","Female","6.57","7","5428","4","5","8","9","6.52","6.62","7","7"
"2005","35-65 y.","Male","6.42","7","3443","4","5","8","9","6.35","6.49","7","7"
"2005","66 and older","Female","6.55","7","1871","4","5","8","9","6.45","6.65","7","7"
"2005","66 and older","Male","6.43","7","1082","4","5","8","9","6.3","6.56","7","7"
"2006","16-34 y.","Female","6.72","7","2181","4","5","8","9","6.64","6.8","7","7"
"2006","16-34 y.","Male","6.47","7","1568","4","5","8","9","6.36","6.58","7","7"
"2006","35-65 y.","Female","6.56","7","5863","4","5","8","9","6.51","6.61","7","7"
"2006","35-65 y.","Male","6.46","7","3761","4","5","8","9","6.39","6.53","7","7"
"2006","66 and older","Female","6.58","7","2138","4","5","8","9","6.49","6.67","7","7"
"2006","66 and older","Male","6.39","7","1311","4","5","8","9","6.27","6.51","7","7"
"2007","16-34 y.","Female","6.76","7","1993","4","5","8","9","6.68","6.84","7","7"
"2007","16-34 y.","Male","6.69","7","1489","4","5","8","9","6.58","6.8","7","7"
"2007","35-65 y.","Female","6.52","7","5432","4","5","8","9","6.47","6.57","7","7"
"2007","35-65 y.","Male","6.52","7","3521","4","5","8","9","6.45","6.59","7","7"
"2007","66 and older","Female","6.67","7","2128","4","5","8","9","6.58","6.76","7","7"
"2007","66 and older","Male","6.48","7","1290","4","5","8","9","6.37","6.59","7","7"
"2008","16-34 y.","Female","6.72","7","1824","4","5","8","9","6.63","6.81","7","7"
"2008","16-34 y.","Male","6.57","7","1339","4","5","8","9","6.46","6.68","7","7"
"2008","35-65 y.","Female","6.56","7","5008","4","5","8","9","6.51","6.61","7","7"
"2008","35-65 y.","Male","6.61","7","3402","4","5","8","9","6.55","6.67","7","7"
"2008","66 and older","Female","6.8","7","2056","4","5","8","9","6.72","6.88","7","7"
"2008","66 and older","Male","6.57","7","1279","4","5","8","9","6.46","6.68","7","7"
"2009","16-34 y.","Female","6.79","7","1679","5","5","8","9","6.7","6.88","7","7"
"2009","16-34 y.","Male","6.57","7","1271","4","5","8","9","6.46","6.68","7","7"
"2009","35-65 y.","Female","6.6","7","4718","4","5","8","9","6.55","6.65","7","7"
"2009","35-65 y.","Male","6.63","7","3235","4","5","8","9","6.56","6.7","7","7"
"2009","66 and older","Female","6.75","7","1953","4","5","8","9","6.66","6.84","7","7"
"2009","66 and older","Male","6.53","7","1251","4","5","8","9","6.42","6.64","7","7"
"2010","16-34 y.","Female","6.92","7","3374","5","6","8","9","6.86","6.98","7","7"
"2010","16-34 y.","Male","6.74","7","1983","4","5","8","9","6.65","6.83","7","7"
"2010","35-65 y.","Female","6.58","7","6596","4","5","8","9","6.53","6.63","7","7"
"2010","35-65 y.","Male","6.72","7","4499","5","5","8","9","6.66","6.78","7","7"
"2010","66 and older","Female","6.77","7","1918","4","5","8","9","6.68","6.86","7","7"
"2010","66 and older","Male","6.64","7","1280","4","5","8","9","6.52","6.76","7","7"
"2011","16-34 y.","Female","7","7","3232","5","6","8","9","6.93","7.07","7","7"
"2011","16-34 y.","Male","6.91","7","1954","5","6","8","9","6.82","7","7","7"
"2011","35-65 y.","Female","6.64","7","7643","4","5","8","9","6.6","6.68","7","7"
"2011","35-65 y.","Male","6.79","7","5071","4","5","8","9","6.74","6.84","7","7"
"2011","66 and older","Female","6.64","7","2146","4","5","8","9","6.56","6.72","7","7"
"2011","66 and older","Male","6.72","7","1456","4","5","8","9","6.62","6.82","7","7"
"2012","16-34 y.","Female","6.95","7","3002","5","6","8","9","6.88","7.02","7","7"
"2012","16-34 y.","Male","7.01","7","1978","5","6","8","9","6.93","7.09","7","8"
"2012","35-65 y.","Female","6.7","7","7900","4","5","8","9","6.66","6.74","7","7"
"2012","35-65 y.","Male","6.9","7","5297","5","6","8","9","6.85","6.95","7","7"
"2012","66 and older","Female","6.72","7","2314","4","5","8","9","6.64","6.8","7","7"
"2012","66 and older","Male","6.88","7","1679","4","6","8","9","6.78","6.98","7","7"
"2013","16-34 y.","Female","6.91","7","2768","4","6","8","9","6.84","6.98","7","7"
"2013","16-34 y.","Male","7.04","7","1838","5","6","8","10","6.95","7.13","7","7"
"2013","35-65 y.","Female","6.66","7","7669","4","5","8","9","6.62","6.7","7","7"
"2013","35-65 y.","Male","6.94","7","5173","5","5","8","9","6.89","6.99","7","7"
"2013","66 and older","Female","6.86","7","2341","4","5","8","9","6.78","6.94","7","7"
"2013","66 and older","Male","6.84","7","1706","4","6","8","9","6.75","6.93","7","7"
"2014","16-34 y.","Female","6.95","7","3142","5","6","8","9","6.88","7.02","7","7"
"2014","16-34 y.","Male","7.14","7","2167","5","6","8","10","7.06","7.22","7","8"
"2014","35-65 y.","Female","6.69","7","7923","4","5","8","9","6.65","6.73","7","7"
"2014","35-65 y.","Male","6.83","7","5407","4","5","8","9","6.78","6.88","7","7"
"2014","66 and older","Female","6.79","7","2298","4","5","8","9","6.71","6.87","7","7"
"2014","66 and older","Male","6.84","7","1700","4","5","8","9","6.75","6.93","7","7"
"2015","16-34 y.","Female","7.09","7","2708","5","6","8","10","7.02","7.16","7","7"
"2015","16-34 y.","Male","7.14","7","1970","5","6","8","10","7.05","7.23","7","7"
"2015","35-65 y.","Female","6.71","7","7384","4","5","8","9","6.67","6.75","7","7"
"2015","35-65 y.","Male","6.96","7","4981","5","6","8","9","6.91","7.01","7","7"
"2015","66 and older","Female","6.74","7","2300","4","5","8","9","6.66","6.82","7","7"
"2015","66 and older","Male","6.89","7","1701","5","6","8","9","6.8","6.98","7","7"
"2016","16-34 y.","Female","7.04","7","2677","5","6","8","9","6.97","7.11","7","7"
"2016","16-34 y.","Male","7.03","7","1976","4","6","8","10","6.94","7.12","7","8"
"2016","35-65 y.","Female","6.72","7","7153","4","5","8","9","6.68","6.76","7","7"
"2016","35-65 y.","Male","6.98","7","4919","5","6","8","9","6.93","7.03","7","7"
"2016","66 and older","Female","6.73","7","2236","4","5","8","9","6.65","6.81","7","7"
"2016","66 and older","Male","6.86","7","1679","5","6","8","9","6.77","6.95","7","7"
"2017","16-34 y.","Female","7.05","7","2936","5","6","8","9","6.98","7.12","7","7"
"2017","16-34 y.","Male","7.11","7","2299","5","6","8","10","7.03","7.19","7","7"
"2017","35-65 y.","Female","6.65","7","7992","4","5","8","9","6.61","6.69","7","7"
"2017","35-65 y.","Male","7","7","5699","5","6","8","9","6.95","7.05","7","7"
"2017","66 and older","Female","6.69","7","2367","4","5","8","9","6.61","6.77","7","7"
"2017","66 and older","Male","6.95","7","1911","5","6","8","9","6.87","7.03","7","7"
"2018","16-34 y.","Female","6.94","7","2878","4","6","8","9","6.87","7.01","7","7"
"2018","16-34 y.","Male","7.14","7","2314","5","6","8","10","7.06","7.22","7","8"
"2018","35-65 y.","Female","6.63","7","7626","4","5","8","9","6.59","6.67","7","7"
"2018","35-65 y.","Male","6.9","7","5458","5","6","8","9","6.85","6.95","7","7"
"2018","66 and older","Female","6.79","7","2388","4","5","8","9","6.71","6.87","7","7"
"2018","66 and older","Male","6.9","7","1926","5","6","8","9","6.82","6.98","7","7"
"2019","16-34 y.","Female","7.09","7","2592","5","6","8","9","7.02","7.16","7","7"
"2019","16-34 y.","Male","7.26","7","2169","5","6","9","10","7.18","7.34","7","8"
"2019","35-65 y.","Female","6.67","7","7509","4","5","8","9","6.63","6.71","7","7"
"2019","35-65 y.","Male","7.04","7","5951","5","6","8","9","6.99","7.09","7","8"
"2019","66 and older","Female","6.77","7","2416","4","5","8","9","6.69","6.85","7","7"
"2019","66 and older","Male","6.95","7","2072","5","6","8","9","6.87","7.03","7","8"
